"Alyxia_oliviformis"	"Ilex_anomala"	"Cheirodendron_trigynum"	"Dubautia_paleata"	"Dubautia_raillardioides"	"Carex"	"Dryopteris"	"Elaphoglossum"	"Elaeocarpus_bifidus"	"Vaccinium_calycinum"	"Acacia__melanoxylon"	"Dicranopteris_linearis"	"Scaevola_procera"	"Broussaisia_arguta"	"Stenogyne_purpurea"	"Labordia_degeneri"	"Myrsine_kauaiensis"	"Psidium_cattleianum"	"Metrosideros_polymorpha"	"Syzygium_sandwicensis"	"Rubus_argutus"	"Coprosma_waiemea"	"Coprosma_kauensis"	"Psychotria"	"Melicope_anisata"	"Melicope_clusiifolia"	"Smilax_melastomifolia"	"Cryptomeria_japonica"	"Wilkstroemia_oahuensis"	"Athyrium_microphyllum"	"Diplazium_sandwichianum"	"Hedychium_gardinerianum"	"Amorbia_emigratella"	"Croesia_zimmermani"	"Schreckensteinia_festaliella"	"Spheterista_pleonectes"	"Udea_ommatias"	"Omiodes_antidoxa"	"Haliophyle_euclidias"	"Carposina_graminis"	"Eupithecia_orichloris"	"Scotorythra_apicalis"	"Thyrocopa_complex"	"Udea_pyranthes"	"Eupithecia_rhodopyra"	"Thyrocopa_sp._1"	"Udea_constricta"	"Pararrhaptica_complex"	"Eccoptocera_sp._1"	"Eupithecia_monticolans"	"Scotorythra_sp._3"	"Euphitecia_sp._1"	"Fletcherana_leucoxyla"	"Hyles_calida"	"Eudonia_sp._1"	"Scotorythra_ortharcha"	"Agrotis_hephaestaea"	"Batrachedrodes_sp._1"
"Alyxia_oliviformis"	1.03044942798076	0.000643081628199407	0.0339791359817856	4.94678175538005e-05	0.000692549445753207	0.000734950432227893	5.47917082322364e-05	0.0160493276345886	0.000643081628199407	0.0360506504534395	0.000643081628199407	0.0172801204154067	0.00260585591127152	0.00119542480978328	0.0158105314476605	0.0144001003461723	0	0.000643081628199407	0.0352147409265778	0.000643081628199407	0.0355342966959546	0.001187669573736	0.0176978611463196	0.0172447524443719	0.000643081628199407	0.0322879344187436	0.0182099010139506	0.000643081628199407	0	0.000761316367016338	0.000697873336431643	0.000643081628199407	0.00296119139132955	0.00296119139132955	0.00296119139132955	0.00339791359817856	0.000197871270215202	0.000183737608056973	0.000328750249393419	0.00257504646095997	0.288002006923445	0.0270094283843751	0.288887897422595	0.00257504646095997	0.00288002006923445	0.00288002006923445	0.00306939789315534	0	0.00293456174388148	0.009501356589888	0.00293456174388148	0.00176978611463196	0.00176978611463196	0.00176978611463196	0.0119542480978328	0.0030349835023251	0	0.00012688606116939
"Ilex_anomala"	0.00128616325639881	1.01399656105884	0.0167023613253961	0.00107665854298766	0.0150732196018272	0.0159960697815309	0.00119253210815225	0.000636440552727015	0.0139965610588395	0.0177965100137914	0.0139965610588395	0.000779667244406159	0.0159865090854106	0.000658087467965776	0.0159781443211166	0.000649722703671799	0	0.0139965610588395	0.0173097199190468	0.0139965610588395	0.0174659706459867	0.000584518943887942	0.0172309220735427	0.00129452802069279	0.0139965610588395	0.0159408117832041	0.0159632744853453	0.0139965610588395	0	0.0165699198185365	0.0151890931669918	0.0139965610588395	0.00145549755383222	0.00145549755383222	0.00145549755383222	0.00167023613253961	0.00430663417195062	0.00399901744538272	0.00715519264891348	0.00127117928669939	0.012994454073436	0.58785556447126	0.0114559299490863	0.00127117928669939	0.00012994454073436	0.00012994454073436	0.0053274422344212	0	0.00144247665992057	0.00467615155110354	0.00144247665992057	0.00172309220735427	0.00172309220735427	0.00172309220735427	0.00658087467965776	0.00266054574755755	0	0.00276165330308941
"Cheirodendron_trigynum"	0.0135916543927142	0.00334047226507922	1.08646932909398	0.000256959405006094	0.00359743167008531	0.00381768258866196	0.000284614228863252	0.00715569216604916	0.00334047226507922	0.0354723012383693	0.00334047226507922	0.00772315467199808	0.0047654300411154	0.000792702796346635	0.0104086894714338	0.00643596222666507	0	0.00334047226507922	0.0350682137883077	0.00334047226507922	0.0193510018946211	0.0152137359814886	0.0115016876373462	0.00794839496239579	0.00334047226507922	0.0177248294541401	0.0114503611975946	0.00334047226507922	0	0.0039546398115736	0.00362508649394247	0.00334047226507922	0.00161258349121842	0.00161258349121842	0.00161258349121842	0.108646932909398	0.00102783762002437	0.00095442064716549	0.00170768537317951	0.00253373580274067	0.128719244533301	0.140299835133327	0.128802458988885	0.00253373580274067	0.00128719244533301	0.00128719244533301	0.00252901991875821	0	0.00292235114902564	0.121709887851909	0.00292235114902564	0.00115016876373462	0.00115016876373462	0.00115016876373462	0.00792702796346634	0.00190839353293243	0	0.000659106635262267
"Dubautia_paleata"	9.8935635107601e-05	0.00107665854298766	0.00128479702503047	1.15392897373408	0.155005632277064	0.00123046690627161	9.17332390886343e-05	4.89569655943858e-05	0.00107665854298766	0.00136896230875319	0.00107665854298766	5.99744034158584e-05	0.00122973146810851	5.06221129204443e-05	0.00122908802470128	4.99786695132153e-05	0	0.00107665854298766	0.00133151691684976	0.00107665854298766	0.00134353620353744	4.49629956836879e-05	0.00132545554411867	9.957907851483e-05	0.00107665854298766	0.0012262162910157	0.00122794419118041	0.00107665854298766	0	0.0012746092168105	0.00116839178207629	0.00107665854298766	0.000111961350294786	0.000111961350294786	0.000111961350294786	0.000128479702503047	0.615715894936304	0.000307616726567902	0.000550399434531806	9.77830220537991e-05	0.000999573390264306	0.0452196588054815	0.000881225380698943	9.77830220537991e-05	9.99573390264307e-06	9.99573390264306e-06	0.000409803248801631	0	0.000110959743070813	0.000359703965469503	0.000110959743070813	0.000132545554411867	0.000132545554411867	0.000132545554411867	0.000506221129204443	0.000204657365196735	0	0.000212434869468416
"Dubautia_raillardioides"	0.000692549445753207	0.00753660980091359	0.00899357917521328	0.0775028161385318	1.08503942593945	0.00861326834390124	0.00064213267362044	0.0003426987591607	0.00753660980091359	0.00958273616127231	0.00753660980091359	0.000419820823911009	0.00860812027675955	0.00035435479044311	0.00860361617290895	0.000349850686592507	0	0.00753660980091359	0.0093206184179483	0.00753660980091359	0.00940475342476205	0.000314740969785815	0.0092781888088307	0.00069705354960381	0.00753660980091359	0.00858351403710991	0.00859560933826286	0.00753660980091359	0	0.00892226451767348	0.00817874247453403	0.00753660980091359	0.000783729452063504	0.000783729452063504	0.000783729452063504	0.000899357917521328	0.310011264554127	0.00215331708597531	0.00385279604172264	0.000684481154376594	0.00699701373185014	0.316537611638371	0.0061685776648926	0.000684481154376594	6.99701373185015e-05	6.99701373185014e-05	0.00286862274161142	0	0.000776718201495692	0.00251792775828652	0.000776718201495692	0.00092781888088307	0.00092781888088307	0.00092781888088307	0.0035435479044311	0.00143260155637714	0	0.00148704408627891
"Carex"	0.000734950432227893	0.00799803489076544	0.00954420647165491	0.000615233453135803	0.00861326834390124	1.15199775416087	0.000681446918944141	0.000363680315844008	0.00799803489076544	0.0101694342935951	0.00799803489076544	0.000445524139660662	0.00913514804880606	0.000376049981694729	0.00913036818349522	0.000371270116383885	0	0.00799803489076544	0.00989126852516963	0.00799803489076544	0.00998055465484953	0.000334010825078824	0.00984624118488156	0.000739730297538737	0.00799803489076544	0.00910903530468806	0.00912187113448304	0.00799803489076544	0	0.00946852561059227	0.00867948180970958	0.00799803489076544	0.000831712887904127	0.000831712887904127	0.000831712887904127	0.000954420647165491	0.00246093381254321	0.287999438540219	0.00408868151366484	0.000726388163828222	0.0074254023276777	0.335917465412149	0.00654624568519215	0.000726388163828222	7.42540232767771e-05	7.4254023276777e-05	0.00304425270538354	0	0.000824272377097469	0.00267208660063059	0.000824272377097469	0.000984624118488156	0.000984624118488156	0.000984624118488156	0.00376049981694729	0.00152031185574717	0	0.00157808760176538
"Dryopteris"	0.000109583416464473	0.00119253210815225	0.00142307114431626	9.17332390886344e-05	0.00128426534724088	0.00136289383788828	1.09875631439486	5.42258766897457e-05	0.00119253210815225	0.00151629457516609	0.00119253210815225	6.64290477296727e-05	0.0013620792494296	5.60702326966356e-05	0.00136136655650769	5.53575397747273e-05	0	0.00119253210815225	0.00147481918592776	0.00119253210815225	0.00148813202813339	4.9802062483726e-05	0.00146810546814938	0.000110296109386381	0.00119253210815225	0.00135818575731335	0.00136009961982763	0.00119253210815225	0	0.109035105276019	0.0999488465030172	0.00119253210815225	0.000124011002344449	0.000124011002344449	0.000124011002344449	0.000142307114431626	0.000366932956354537	0.00034072345947207	0.59253788636919	0.000108306755369006	0.00110715079549455	0.0500863485423943	0.000976065780415422	0.000108306755369006	1.10715079549455e-05	1.10715079549455e-05	0.000453907634322883	0	0.000122901598827313	0.000398416499869808	0.000122901598827313	0.000146810546814938	0.000146810546814938	0.000146810546814938	0.000560702326966356	0.000226683269971271	0	0.0181725175460031
"Elaphoglossum"	0.0320986552691772	0.000636440552727015	0.0357784608302458	4.89569655943858e-05	0.0006853975183214	0.000727360631688017	5.42258766897457e-05	1.03078079016914	0.000636440552727015	0.0383671496236126	0.000636440552727015	0.00158143812004342	0.00246571657988558	0.00163710114747819	0.00214648053244358	0.00131786510003618	0	0.000636440552727015	0.0370794957695275	0.000636440552727015	0.0374115380821763	0.00125444196682926	0.00229918312089788	0.0324178913166192	0.000636440552727015	0.0343721969693824	0.0342733426056742	0.000636440552727015	0	0.000753454286636466	0.000690666429416761	0.000636440552727015	0.00311762817351469	0.00311762817351469	0.00311762817351469	0.00357784608302458	0.000195827862377543	0.000181840157922004	0.000325355260138474	0.0027405106874009	0.0263573020007236	0.0267305032145346	0.554054223044539	0.0027405106874009	0.000263573020007236	0.000263573020007236	0.000768699518721527	0	0.00308995798079395	0.0100355357346341	0.00308995798079395	0.000229918312089788	0.000229918312089788	0.000229918312089788	0.0163710114747819	0.00571222376761238	0	0.000125575714439411
"Elaeocarpus_bifidus"	0.00128616325639881	0.0139965610588395	0.0167023613253961	0.00107665854298766	0.0150732196018272	0.0159960697815309	0.00119253210815225	0.000636440552727015	1.01399656105884	0.0177965100137914	0.0139965610588395	0.000779667244406159	0.0159865090854106	0.000658087467965776	0.0159781443211166	0.000649722703671799	0	0.0139965610588395	0.0173097199190468	0.0139965610588395	0.0174659706459867	0.000584518943887942	0.0172309220735427	0.00129452802069279	0.0139965610588395	0.0159408117832041	0.0159632744853453	0.0139965610588395	0	0.0165699198185365	0.0151890931669918	0.0139965610588395	0.00145549755383222	0.00145549755383222	0.00145549755383222	0.00167023613253961	0.00430663417195062	0.00399901744538272	0.00715519264891348	0.00127117928669939	0.012994454073436	0.58785556447126	0.0114559299490863	0.00127117928669939	0.00012994454073436	0.00012994454073436	0.0053274422344212	0	0.00144247665992057	0.00467615155110354	0.00144247665992057	0.00172309220735427	0.00172309220735427	0.00172309220735427	0.00658087467965776	0.00266054574755755	0	0.00276165330308941
"Vaccinium_calycinum"	0.0103001858438399	0.00254235857339878	0.0253373580274067	0.000195566044107598	0.00273792461750638	0.00290555265531289	0.000216613510738012	0.0054810213748018	0.00254235857339878	1.11282682893407	0.00254235857339878	0.00578299736284568	0.0126825480971801	0.00926870816988491	0.00823300439633323	0.00481916446903807	0	0.00254235857339878	0.0262587165011305	0.00254235857339878	0.0146771936197013	0.0112279457087977	0.00866061534404335	0.0147497295446867	0.00254235857339878	0.0221112525871236	0.00875277812530972	0.00254235857339878	0	0.00300978772814922	0.00275897208413679	0.00254235857339878	0.00122309946830844	0.00122309946830844	0.00122309946830844	0.00253373580274067	0.000782264176430393	0.000726388163828222	0.00129968106442807	0.0794876306381478	0.0963832893807614	0.106779060082749	0.0986583847464323	0.0794876306381477	0.000963832893807614	0.000963832893807613	0.00348592541558555	0	0.00218822637509421	0.0898235656703815	0.00218822637509421	0.000866061534404335	0.000866061534404335	0.000866061534404335	0.0926870816988491	0.00145879635421829	0	0.000501631288024871
"Acacia__melanoxylon"	0.00128616325639881	0.0139965610588395	0.0167023613253961	0.00107665854298766	0.0150732196018272	0.0159960697815309	0.00119253210815225	0.000636440552727015	0.0139965610588395	0.0177965100137914	1.01399656105884	0.000779667244406159	0.0159865090854106	0.000658087467965776	0.0159781443211166	0.000649722703671799	0	0.0139965610588395	0.0173097199190468	0.0139965610588395	0.0174659706459867	0.000584518943887942	0.0172309220735427	0.00129452802069279	0.0139965610588395	0.0159408117832041	0.0159632744853453	0.0139965610588395	0	0.0165699198185365	0.0151890931669918	0.0139965610588395	0.00145549755383222	0.00145549755383222	0.00145549755383222	0.00167023613253961	0.00430663417195062	0.00399901744538272	0.00715519264891348	0.00127117928669939	0.012994454073436	0.58785556447126	0.0114559299490863	0.00127117928669939	0.00012994454073436	0.00012994454073436	0.0053274422344212	0	0.00144247665992057	0.00467615155110354	0.00144247665992057	0.00172309220735427	0.00172309220735427	0.00172309220735427	0.00658087467965776	0.00266054574755755	0	0.00276165330308941
"Dicranopteris_linearis"	0.0115200802769378	0.000259889081468719	0.0128719244533301	1.99914678052861e-05	0.000279880549274006	0.000297016093107108	2.21430159098909e-05	0.000527146040014472	0.000259889081468719	0.0134936605133066	0.000259889081468719	1.21319152108431	0.00109839809706298	0.000301499388835347	0.011789832945151	0.0109929342369233	0	0.000259889081468719	0.0133399944334512	0.000259889081468719	0.0134628221238932	0.000448358872257097	0.0132386156686965	0.000828645428849819	0.000259889081468719	0.0120814687472419	0.000858583768890754	0.000259889081468719	0	0.000307671378958484	0.00028203209737861	0.000259889081468719	0.00112190184365776	0.00112190184365776	0.00112190184365776	0.00128719244533301	7.99658712211445e-05	7.4254023276777e-05	0.000132858095459345	0.000963832893807614	0.219858684738467	0.0109153414216862	0.0094886287202605	0.000963832893807613	0.202198586847385	0.202198586847385	0.00214803850703566	0	0.0011116662027876	0.00358687097805678	0.0011116662027876	0.00132386156686965	0.00132386156686965	0.00132386156686965	0.00301499388835347	0.000143097294815126	0	5.12785631597473e-05
"Scaevola_procera"	0.00173723727418101	0.00532883636180353	0.00794238340185901	0.000409910489369503	0.00573874685117304	0.00609009869920404	0.000454026416476534	0.000821905526628528	0.00532883636180353	0.0295926122267535	0.00532883636180353	0.00109839809706298	1.07214908972468	0.0199335899787908	0.0531308314934447	0.000915331747552485	0	0.00532883636180353	0.00823119734374479	0.00532883636180353	0.00807551272683948	0.000479190595781508	0.00734608012865414	0.0207554955054193	0.00532883636180353	0.0269996636147753	0.00670990024192589	0.00532883636180353	0	0.00630857757630553	0.00578286277828007	0.00532883636180353	0.00067295939390329	0.00067295939390329	0.00067295939390329	0.000794238340185901	0.00163964195747801	0.00152252467480101	0.0027241584988592	0.00211375801619668	0.0183066349510497	0.223811127195748	0.0147942994793135	0.00211375801619668	0.000183066349510497	0.000183066349510497	0.187546653536355	0	0.000685933111978732	0.00383352476625206	0.000685933111978732	0.000734608012865414	0.000734608012865414	0.000734608012865414	0.199335899787908	0.00111831670698765	0	0.00105142959605092
"Broussaisia_arguta"	0.00239084961956656	0.000658087467965776	0.00396351398173317	5.06221129204443e-05	0.00070870958088622	0.000752099963389458	5.60702326966356e-05	0.00163710114747819	0.000658087467965776	0.0648809571891943	0.000658087467965776	0.000904498166506042	0.0598007699363723	1.05648126482161	0.00407325358685529	0.000753748472088369	0	0.000658087467965776	0.0041076417628871	0.000658087467965776	0.00348449952860838	0.000716401195114182	0.00166098345888723	0.0581183659690836	0.000658087467965776	0.0595302019091377	0.00250384212593887	0.000658087467965776	0	0.000779081127995358	0.000714157700662411	0.000658087467965776	0.000290374960717365	0.000290374960717365	0.000290374960717365	0.000396351398173317	0.000202488451681777	0.000188024990847364	0.000336421396179814	0.00463435408494245	0.0150749694417674	0.0276396736545626	0.0294678206546074	0.00463435408494245	0.000150749694417674	0.000150749694417674	0.0106456705872046	0	0.000342303480240592	0.00573120956091345	0.000342303480240592	0.000166098345888723	0.000166098345888723	0.000166098345888723	0.564812648216054	0.000417307020989812	0	0.000129846854665893
"Stenogyne_purpurea"	0.0105403542984403	0.00532604810703887	0.0173478157857231	0.00040969600823376	0.00573574411527263	0.00608691212233014	0.000453788852169231	0.000715493510814526	0.00532604810703887	0.0192103435914442	0.00532604810703887	0.011789832945151	0.0531308314934446	0.00135775119561843	1.06159794108545	0.00982486078762581	0	0.00532604810703887	0.0179786454506584	0.00532604810703887	0.0181330313205477	0.000614022590957695	0.0178245986996055	0.00207324470643296	0.00532604810703887	0.0172241536010976	0.00659077267402189	0.00532604810703887	0	0.00630527668277248	0.0057798369592081	0.00532604810703887	0.00151108594337897	0.00151108594337897	0.00151108594337897	0.00173478157857231	0.00163878403293504	0.00152172803058253	0.00272273311301539	0.00137216739938887	0.196497215752516	0.223694020495633	0.0128788831946615	0.00137216739938887	0.00196497215752516	0.00196497215752516	0.185788128763149	0	0.00149822045422154	0.00491218072766156	0.00149822045422154	0.00178245986996055	0.00178245986996055	0.00178245986996055	0.0135775119561843	0.00109846211233698	0	0.00105087944712875
"Labordia_degeneri"	0.0288002006923445	0.000649722703671799	0.0321798111333253	4.99786695132153e-05	0.000699701373185014	0.00074254023276777	5.53575397747272e-05	0.00131786510003618	0.000649722703671799	0.0337341512832665	0.000649722703671799	0.03297880271077	0.00274599524265745	0.000753748472088369	0.0294745823628774	1.02748233559231	0	0.000649722703671799	0.0333499860836281	0.000649722703671799	0.0336570553097329	0.00112089718064274	0.0330965391717414	0.00207161357212455	0.000649722703671799	0.0302036718681047	0.00214645942222689	0.000649722703671799	0	0.00076917844739621	0.000705080243446526	0.000649722703671799	0.00280475460914441	0.00280475460914441	0.00280475460914441	0.00321798111333253	0.000199914678052861	0.000185635058191942	0.000332145238648363	0.00240958223451903	0.549646711846167	0.0272883535542155	0.0237215718006512	0.00240958223451903	0.00549646711846167	0.00549646711846167	0.00537009626758915	0	0.00277916550696901	0.00896717744514194	0.00277916550696901	0.00330965391717414	0.00330965391717414	0.00330965391717413	0.00753748472088369	0.000357743237037814	0	0.000128196407899368
"Myrsine_kauaiensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0
"Psidium_cattleianum"	0.00128616325639881	0.0139965610588395	0.0167023613253961	0.00107665854298766	0.0150732196018272	0.0159960697815309	0.00119253210815225	0.000636440552727015	0.0139965610588395	0.0177965100137914	0.0139965610588395	0.000779667244406159	0.0159865090854106	0.000658087467965776	0.0159781443211166	0.000649722703671799	0	1.01399656105884	0.0173097199190468	0.0139965610588395	0.0174659706459867	0.000584518943887942	0.0172309220735427	0.00129452802069279	0.0139965610588395	0.0159408117832041	0.0159632744853453	0.0139965610588395	0	0.0165699198185365	0.0151890931669918	0.0139965610588395	0.00145549755383222	0.00145549755383222	0.00145549755383222	0.00167023613253961	0.00430663417195062	0.00399901744538272	0.00715519264891348	0.00127117928669939	0.012994454073436	0.58785556447126	0.0114559299490863	0.00127117928669939	0.00012994454073436	0.00012994454073436	0.0053274422344212	0	0.00144247665992057	0.00467615155110354	0.00144247665992057	0.00172309220735427	0.00172309220735427	0.00172309220735427	0.00658087467965776	0.00266054574755755	0	0.00276165330308941
