"Nephrosperma_vanhoutteanum"	"Nepenthes_pervillei"	"Erythroxylum_sechellarum"	"Psychotria_pervillei"	"Canthium_bibracteatum"	"Dillenia_suffruticosa"	"Paragenipa_wrightii"	"Chrysobalanus_icaco"	"Memecylon_eleagni"	"Roscheria_melanochaetes"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_sp1_M_PL_127"	"Xylocopa_caffra"	"Lygistorrhina_sp1_M_PL_127"	"Megachile_seychellensis"	"Unidentified_sp1_M_PL_127"	"Cratopus_aurostriatus"	"Eristalinus_vicarians"	"Leptotes_pirithous"	"Unidentified_sp2_M_PL_127"
"Nephrosperma_vanhoutteanum"	1.16852210044919	0.0353056854878649	0.03311529193923	0.0303556842776275	0.0300098326646851	0.00993785890061596	0.00869562653803896	0.00869562653803896	0.00869562653803896	0	0.156521277684701	0.129960346437531	0.00353056854878649	0.00248446472515399	0.127885236759877	0.116852210044919	0.005519215323205	0	0.00353056854878649	0.00353056854878649	0.116852210044919
"Nepenthes_pervillei"	0.0353056854878649	1.21233860149463	0.0105935127488387	0.00971072001976877	0.0304878112704336	0.00962675925842746	0.00842341435112403	0.00842341435112403	0.00842341435112403	0	0.151621458320233	0.00772383401186846	0.121233860149463	0.00240668981460687	0.132386381515858	0.00353056854878649	0.00176558545813978	0	0.121233860149463	0.121233860149463	0.00353056854878649
"Erythroxylum_sechellarum"	0.05519215323205	0.0176558545813978	1.14309108319512	0.047833492928863	0.0150074763941881	0.0150491787590927	0.0131680314142061	0.0131680314142061	0.0131680314142061	0	0.23702456545571	0.207992769087941	0.00176558545813978	0.00376229468977318	0.0110366698798918	0.005519215323205	0.190515180532521	0	0.00176558545813978	0.00176558545813978	0.005519215323205
"Psychotria_pervillei"	0.0758892106940687	0.0242768000494219	0.0717502393932945	1.06577105277719	0.0206352800420086	0.0206926207937525	0.0181060431945334	0.0181060431945334	0.0181060431945334	0	0.325908777501602	0.285990057495919	0.00242768000494219	0.00517315519843812	0.0151754210848512	0.00758892106940687	0.0119583732322158	0	0.00242768000494219	0.00242768000494219	0.00758892106940687
"Canthium_bibracteatum"	0.0750245816617129	0.0762195281760841	0.0225112145912822	0.0206352800420086	1.06478659894967	0.0204568634241584	0.0178997554961386	0.0178997554961386	0.0178997554961386	0	0.322195598930494	0.0164131472752205	0.00762195281760841	0.00511421585603959	0.281321060721198	0.00750245816617129	0.00375186909854703	0	0.00762195281760841	0.00762195281760841	0.00750245816617129
"Dillenia_suffruticosa"	0.0248446472515399	0.0240668981460687	0.0225737681386391	0.0206926207937525	0.0204568634241584	1.1643306305046	0.0187893016915249	0.0187893016915249	0.0187893016915249	0	0.338207430447449	0.0114199146133653	0.00240668981460687	0.29108265762615	0.0100053703958004	0.00248446472515399	0.00376229468977318	0	0.00240668981460687	0.00240668981460687	0.00248446472515399
"Paragenipa_wrightii"	0.0434781326901948	0.0421170717556201	0.0395040942426184	0.0362120863890669	0.0357995109922771	0.0375786033830499	1.03288127796017	0.0328812779601687	0.0328812779601687	0	0.591863003283036	0.0199848505733893	0.00421170717556202	0.00939465084576247	0.0175093981926508	0.00434781326901948	0.00658401570710307	0	0.00421170717556202	0.00421170717556201	0.00434781326901948
"Chrysobalanus_icaco"	0.0434781326901948	0.0421170717556201	0.0395040942426184	0.0362120863890669	0.0357995109922771	0.0375786033830499	0.0328812779601687	1.03288127796017	0.0328812779601687	0	0.591863003283036	0.0199848505733893	0.00421170717556202	0.00939465084576247	0.0175093981926508	0.00434781326901948	0.00658401570710307	0	0.00421170717556202	0.00421170717556201	0.00434781326901948
"Memecylon_eleagni"	0.0434781326901948	0.0421170717556201	0.0395040942426184	0.0362120863890669	0.0357995109922771	0.0375786033830499	0.0328812779601687	0.0328812779601687	1.03288127796017	0	0.591863003283036	0.0199848505733893	0.00421170717556202	0.00939465084576247	0.0175093981926508	0.00434781326901948	0.00658401570710307	0	0.00421170717556202	0.00421170717556201	0.00434781326901948
"Roscheria_melanochaetes"	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0.666666666666667	0	0	0
"Apis_mellifera"	0.0869562653803897	0.0842341435112403	0.0790081884852368	0.0724241727781337	0.0715990219845543	0.0751572067660998	0.0657625559203373	0.0657625559203373	0.0657625559203373	0	1.18372600656607	0.0399697011467785	0.00842341435112403	0.0187893016915249	0.0350187963853016	0.00869562653803896	0.0131680314142061	0	0.00842341435112403	0.00842341435112403	0.00869562653803897
"Lasioglossum_mahense"	0.216600577395885	0.0128730566864474	0.207992769087941	0.190660038330613	0.0109420981834803	0.0076132764089102	0.00666161685779642	0.00666161685779642	0.00666161685779642	0	0.119909103440336	1.1039905288369	0.00128730566864474	0.00190331910222755	0.0256828879541033	0.0216600577395885	0.0346654615146569	0	0.00128730566864474	0.00128730566864474	0.0216600577395885
"Hemipyrellia_sp1_M_PL_127"	0.0176528427439324	0.606169300747314	0.00529675637441933	0.00485536000988439	0.0152439056352168	0.00481337962921373	0.00421170717556201	0.00421170717556201	0.00421170717556201	0	0.0758107291601163	0.00386191700593423	1.06061693007473	0.00120334490730343	0.0661931907579288	0.00176528427439324	0.000882792729069889	0	0.0606169300747314	0.0606169300747314	0.00176528427439324
"Xylocopa_caffra"	0.01242232362577	0.0120334490730343	0.0112868840693195	0.0103463103968762	0.0102284317120792	0.5821653152523	0.00939465084576247	0.00939465084576247	0.00939465084576247	0	0.169103715223725	0.00570995730668265	0.00120334490730343	1.14554132881307	0.00500268519790022	0.00124223236257699	0.00188114734488659	0	0.00120334490730343	0.00120334490730343	0.001242232362577
"Lygistorrhina_sp1_M_PL_127"	0.213142061266462	0.220643969193096	0.0110366698798918	0.0101169473899008	0.187547373814132	0.00667024693053363	0.00583646606421693	0.00583646606421693	0.00583646606421693	0	0.105056389155905	0.0256828879541033	0.0220643969193096	0.00166756173263341	1.09026544649949	0.0213142061266462	0.00183944497998197	0	0.0220643969193096	0.0220643969193096	0.0213142061266462
"Megachile_seychellensis"	0.584261050224597	0.0176528427439324	0.016557645969615	0.0151778421388137	0.0150049163323426	0.00496892945030798	0.00434781326901948	0.00434781326901948	0.00434781326901948	0	0.0782606388423507	0.0649801732187656	0.00176528427439324	0.001242232362577	0.0639426183799385	1.05842610502246	0.0027596076616025	0	0.00176528427439324	0.00176528427439324	0.0584261050224597
"Unidentified_sp1_M_PL_127"	0.027596076616025	0.00882792729069888	0.571545541597562	0.0239167464644315	0.00750373819709405	0.00752458937954636	0.00658401570710307	0.00658401570710307	0.00658401570710307	0	0.118512282727855	0.103996384543971	0.000882792729069888	0.00188114734488659	0.0055183349399459	0.0027596076616025	1.09525759026626	0	0.000882792729069889	0.000882792729069888	0.0027596076616025
