"Coregonus_artedii"	"Coregonus_clupeaformis"	"Salvelinus_namaycush"	"Oncorhynchus_kisutch"	"Esox_lucius"	"Catostomus_catostomus"	"Catostomus_commersoni"	"Lota_lota"	"Pungitius_pungitius"	"Stizostedion_vitreum"	"Gyrodactylus__sp."	"Discocotyle__sagittata"	"Diplostomum__spathaceum_(L)"	"Apatemon__gracilis_(L)"	"Cotylurus__erraticus_(L)"	"Lissorchis__attenuatum"	"Bunodera__luciopercae"	"Crepidostomum__farionis"	"Phyllodistomum__coregoni"	"Glaridacris__sp."	"Hunterella__nodulosa"	"Cyathocephalus__truncatus"	"Eubothrium__rugosum"	"Eubothrium__salvelini"	"Bothriocephalus__cuspidatus"	"Diphyllobothrium__sp._(L)"	"Schistocephalus__solidus_(L)"	"Triaenophorus__crassus"	"Triaenophorus__crassus_(L)"	"Triaenophorus__nodulosus"	"Triaenophorus__nodulosus_(L)"	"Proteocephalus__exiguus"	"Proteocephalus__filicollis"	"Proteocephalus__pinguis"	"Proteocephalus__sp._A"	"Raphidascaris__acus"	"Raphidascaris__acus_(L)"	"Haplonema__hamulatum"	"Philonema__agubernaculum"	"Cystidicola__farionis"	"Rhabdochona__cascadilla"	"Neoechinorhynchus__strigosus"	"Metechinorhynchus__salmonis"	"Pomphorhynchus__bulbocolli"	"Cystobranchus__verrilli"	"Ergasilus__auritus"	"Ergasilus__nerkae"	"Ergasilus__sp._A"	"Salmincola__extensus"	"Salmincola__extumescens"
"Coregonus_artedii"	1.11061919911465	0.0746053007199275	0.0200418406734989	0.0655529101111132	0.00430229231513592	0.00316535724517526	0.00817469388749338	0.0101525568964413	0.0337366828969424	0.00298249947295659	0.00140569512070593	0.0444929901153938	0.00514515352013053	0.00140569512070593	0.0435575098749886	0.000510918367968336	0.00140569512070593	0.0444929901153938	0.00248684335733092	0.000906588023615244	0.000510918367968336	0.0453390365234306	0.000846046408036771	0.00359379040320487	0.000497083245492765	0.0444929901153939	0.0040541770757554	0.00030730659393828	0.0396649713969517	0.00030730659393828	0.00584553193194757	0.00248684335733092	0.0410706665176577	0.00030730659393828	0.000497083245492765	0.00030730659393828	0.00265831016279962	0.000846046408036771	0.0420061467580629	0.0444929901153938	0.000906588023615244	0.0031594003230178	0.0497083245492765	0.0476622186461618	0.000846046408036772	0.0471513002781935	0.0457456051574875	0.000906588023615244	0.0421518147542827	0.00248684335733092
"Coregonus_clupeaformis"	0.0696316140052657	1.12958596623676	0.025043660431904	0.0530948991913812	0.0039286216024688	0.00300334213442398	0.00770166745841975	0.00959827577065749	0.0289123707254063	0.00283291577664996	0.0012046821135586	0.0420359552982483	0.0404227764317778	0.00120468211355859	0.0413443910121147	0.000481354216151234	0.0012046821135586	0.0420359552982483	0.0376528655412252	0.000856771982954232	0.000481354216151234	0.0428358116124698	0.000799856314221457	0.00346147517668618	0.00047215262944166	0.0420359552982483	0.00338154434199855	0.000280615828747771	0.00248684335733092	0.000280615828747771	0.00546601360446623	0.0376528655412252	0.00369152547088951	0.000280615828747771	0.00047215262944166	0.000280615828747771	0.00276991089055259	0.000799856314221457	0.0043830897570231	0.0420359552982483	0.000856771982954232	0.00265821644459119	0.047215262944166	0.0452872204049521	0.000799856314221457	0.0448058661888009	0.0436011840752423	0.000856771982954232	0.0401397088985561	0.0376528655412252
"Salvelinus_namaycush"	0.0350732211786231	0.0469568633098199	1.08317281707678	0.0599831420742302	0.00630179595382154	0.00503375740405225	0.0127356006232621	0.0159744691248226	0.0633438329460697	0.00475783364184832	0.00263932637275291	0.00496009889316733	0.0719028562170459	0.00263932637275291	0.00545717019184058	0.000795975038953882	0.00263932637275291	0.00496009889316733	0.001565228776994	0.00142519471446041	0.000795975038953882	0.00629130465356921	0.00133120576040188	0.0698405561413786	0.000792972273641387	0.00496009889316733	0.00523170972924838	0.000450128282415824	0.00125261504209368	0.000450128282415824	0.0738110882745334	0.001565228776994	0.00389194141484659	0.000450128282415824	0.000792972273641387	0.000450128282415824	0.0703376274400519	0.00133120576040188	0.00339487011617334	0.00496009889316733	0.00142519471446041	0.00338835839544936	0.0792972273641387	0.0760937013721731	0.00133120576040188	0.0752977263332192	0.0726583999604663	0.00142519471446041	0.00281784381908768	0.001565228776994
"Oncorhynchus_kisutch"	0.0655529101111132	0.0568873919907655	0.0342760811852744	1.09106249308557	0.0190877100551768	0.00361887754184109	0.0154245942880891	0.0155074170435863	0.0288479621338714	0.00306789589804718	0.00120199842224464	0.0432039393710022	0.00524049989601648	0.00120199842224464	0.00543942018304801	0.000964037143005568	0.00120199842224464	0.0432039393710022	0.00189624639969218	0.0014163968357357	0.000964037143005568	0.0444962241246344	0.00129228475363219	0.0411087726842785	0.000511315983007863	0.0432039393710022	0.0415319238935275	0.00136340786108405	0.00234117536111119	0.00136340786108405	0.0436030558601554	0.00189624639969218	0.00354317378335583	0.00136340786108405	0.000511315983007863	0.00136340786108405	0.00334425349632429	0.00129228475363219	0.0413076929713101	0.0432039393710022	0.0014163968357357	0.0412939626142885	0.0511315983007863	0.0475122300103321	0.00129228475363219	0.0465481928673265	0.0453461944450819	0.00141639683573571	0.00423742176080337	0.00189624639969219
"Esox_lucius"	0.00860458463027184	0.00841847486243315	0.00720205251865319	0.0381754201103535	1.20662035133485	0.00633359443534103	0.023003275124137	0.00615002715443136	0.0232317034401576	0.00559384972270066	0.0009679876433399	0.00195133028377011	0.0016987317545035	0.0009679876433399	0.00155591006602595	0.00143770469525856	0.0009679876433399	0.00195133028377011	0.000280615828747771	0.00222940399967619	0.00143770469525856	0.00246383254663939	0.00051250226286928	0.00181353614349988	0.000932308287116776	0.00195133028377011	0.0885185634569135	0.0861871679524896	0.00030730659393828	0.0861871679524896	0.00329402604970906	0.000280615828747771	0.00127529423727818	0.0861871679524896	0.000932308287116776	0.0861871679524895	0.00141811592575572	0.00051250226286928	0.00167071445502234	0.00195133028377011	0.00222940399967619	0.0889882805088322	0.0932308287116776	0.00480715090478439	0.00051250226286928	0.00336944620952583	0.00240145856618593	0.00222940399967619	0.000587922422686051	0.000280615828747771
"Catostomus_catostomus"	0.0110787503581134	0.0112625330040899	0.0100675148081045	0.0126660713964438	0.0110837902618468	1.11858224575932	0.129065222317399	0.00937802017446798	0.0109509117456411	0.00919827350790691	0.000456287989401711	0.00122344711518004	0.00146092543171124	0.000456287989401711	0.00122737541185162	0.00806657639483743	0.000456287989401711	0.00122344711518004	0.000375417766802997	0.147889357114752	0.00806657639483743	0.0020049487963857	0.000781501681205664	0.00108157936823667	0.00153304558465115	0.00122344711518004	0.00170034698654948	0.000791699304417628	0.000395669655646907	0.000791699304417628	0.00231936903884404	0.000375417766802997	0.000851957645048618	0.000791699304417628	0.00153304558465115	0.000791699304417628	0.00108550766490824	0.000781501681205664	0.000848029348377044	0.00122344711518004	0.147889357114752	0.00931063539198519	0.153304558465115	0.0103755311749257	0.000781501681205665	0.00230895478008828	0.00185266679068657	0.147889357114752	0.000771087422449904	0.000375417766802997
"Catostomus_commersoni"	0.0143057143031134	0.014440626484537	0.0127356006232621	0.0269930400041559	0.0201278657336199	0.0645326111586994	1.15548240078881	0.00568519154532642	0.0138469531010939	0.00518332959071506	0.000576956379212247	0.00195630972712514	0.00185428563431736	0.000576956379212247	0.00156922896333182	0.0722176500493007	0.000576956379212247	0.00195630972712514	0.000481354216151235	0.080284226444138	0.0722176500493006	0.00243007568923567	0.000473765962110535	0.00176001218195945	0.000863888265119176	0.00195630972712514	0.00297869821747637	0.00143770469525856	0.000510918367968336	0.00143770469525856	0.00281073452328223	0.000481354216151235	0.00108787474718058	0.00143770469525856	0.000863888265119176	0.00143770469525856	0.00137293141816613	0.000473765962110535	0.0014749555109739	0.00195630972712514	0.0802842264441381	0.0746193918875648	0.0863888265119176	0.0755468911945919	0.000473765962110535	0.00332924114529127	0.00275228476607902	0.0802842264441381	0.00099227258411957	0.000481354216151235
"Lota_lota"	0.0236892994250296	0.0239956894266437	0.0212992921664301	0.0361839731017014	0.00717503168016992	0.00625201344964532	0.00758025539376856	1.17790238434474	0.022882719084616	0.0063726752605898	0.000953446628525667	0.00293818747589042	0.00308450870314901	0.000953446628525667	0.00259934935078389	0.000473765962110535	0.000953446628525667	0.00293818747589042	0.000799856314221457	0.0012552676433162	0.000473765962110535	0.101096719504619	0.0981585320287282	0.00262349051403408	0.00106211254343163	0.00293818747589042	0.00275823364502714	0.00051250226286928	0.000846046408036771	0.00051250226286928	0.101735469171288	0.000799856314221457	0.00179949303656244	0.00051250226286928	0.00106211254343163	0.00051250226286928	0.00228465238892755	0.0981585320287282	0.00213833116166897	0.00293818747589042	0.0012552676433162	0.00227855297861201	0.106211254343163	0.0056966058269285	0.0981585320287282	0.00522283986481797	0.00426939323629231	0.0012552676433162	0.00164590272225823	0.000799856314221457
"Pungitius_pungitius"	0.0393594633797661	0.0361404634067578	0.0422292219640465	0.03365595582285	0.0135518270067586	0.00365030391521369	0.00923130206739594	0.011441359542308	1.14062299146173	0.00345044476650387	0.0475259579775722	0.00381237565650917	0.0513699664638837	0.0475259579775722	0.0501363352118367	0.000576956379212246	0.0475259579775722	0.00381237565650917	0.00120468211355859	0.00103324436861396	0.000576956379212246	0.00476582228503484	0.000953446628525667	0.00384132479499755	0.000575074127750644	0.00381237565650917	0.0496959440431567	0.000967987643339901	0.00140569512070593	0.000967987643339901	0.0523207294010954	0.0012046821135586	0.0489316530982781	0.000967987643339901	0.000575074127750644	0.0009679876433399	0.0501652843503251	0.000953446628525667	0.00260769354295058	0.00381237565650917	0.00103324436861396	0.00274694244479679	0.0575074127750644	0.0545546163860465	0.000953446628525667	0.0539776600068343	0.00645170202926208	0.00103324436861396	0.00261037723426453	0.0012046821135586
"Stizostedion_vitreum"	0.0139183308737974	0.0141645788832498	0.0126875563782622	0.0143168475242202	0.0130523160196349	0.0122643646772092	0.0138222122419068	0.0127453505211796	0.0138017790660155	1.21255999714786	0.000575074127750645	0.00148055185794229	0.00184019903083369	0.000575074127750645	0.00154431000268507	0.000863888265119176	0.000575074127750645	0.00148055185794229	0.00047215262944166	0.00239693384977033	0.000863888265119176	0.00254266440137392	0.00106211254343163	0.00130428825664925	0.202093332857976	0.00148055185794229	0.00201869839787528	0.000932308287116776	0.000497083245492765	0.000932308287116776	0.00294147492783153	0.00047215262944166	0.00107215737324341	0.000932308287116776	0.202093332857976	0.000932308287116776	0.00136804640139203	0.00106211254343163	0.00100839922850063	0.00148055185794229	0.00239693384977033	0.00230751253524381	0.209333285797629	0.00371248652445349	0.00106211254343163	0.00284859825933432	0.00227352413158368	0.00239693384977033	0.000969235874934425	0.00047215262944166
