"Clethrionomys_rutilus"	"Clethrionomys_rufocanus"	"Microtus_agrestis"	"Microtus_oeconomus"	"Sorex_araneus"	"Tamias_sibiricus"	"Apodemus_peninsulae"	"Sicista_betulina"	"Sorex_caecutiens"	"Peromyscopsylla_silvatica"	"Amalaraeus_penicilliger"	"Megabothris_rectangulatus"	"Hystrichopsylla_talpae"	"Neopsylla_acanthina"	"Neopsylla_mana"	"Ctenophthalmus_uncinatus"	"Peromyscopsylla_ostsibirica"	"Palaeopsylla_soricis"	"Corrodopsylla_birulai"	"Ceratophyllus_indages"	"Megabothris_calcarifer"	"Amphipsylla_sibirica"	"Catallagia_dacenkoi"	"Catallagia_ioffi"	"Neopsylla_pleskei"	"Ctenophyllus_armatus"	"Megabothris_turbidus"
"Clethrionomys_rutilus"	1.18488326680333	0.0482863068747172	0.0197393989215424	0.0446160312936954	0.0122152914103436	0.013020695239597	0.00484991098754378	0.00484991098754378	0.00087252081502454	0.0533490208629816	0.0463411184349166	0.0581989318505254	0.0463411184349166	0.0460352621364982	0.0423172595286902	0.0463411184349166	0.0493251619567552	0.00349008326009816	0.0453710823812761	0.0455724333385895	0.0460352621364982	0.00402385890622643	0.0423172595286902	0.0423172595286902	0.0423172595286902	0.00325517380989925	0.00371800260780795
"Clethrionomys_rufocanus"	0.11266804937434	1.14519226087482	0.0246425190362099	0.0290775801701707	0.00116152628220969	0.00123811043268506	0.00963516049994037	0.00963516049994037	8.2966163014978e-05	0.105986765499344	0.0994565473124616	0.115621925999284	0.0994565473124616	0.00644699058707398	0.00402385890622643	0.0994565473124616	0.010554077093109	0.000331864652059912	0.00431424047677885	0.0043333865143977	0.00644699058707399	0.0954326884062352	0.00402385890622643	0.00402385890622643	0.00402385890622643	0.000309527608171264	0.00242313168084755
"Microtus_agrestis"	0.0921171949671977	0.0492850380724198	1.07317617439887	0.0816230447007273	0.000949661803785542	0.0010122768677714	0.0175510547682877	0.0175510547682877	6.78329859846817e-05	0.193061602451164	0.00739698632629204	0.210612657219452	0.00739698632629204	0.0100918202119843	0.00328989982025706	0.00739698632629204	0.18895451594513	0.000271331943938727	0.00352731527120345	0.00354296903719991	0.0100918202119843	0.00410708650603498	0.00328989982025706	0.00328989982025706	0.00328989982025706	0.000253069216942851	0.00680192039172727
"Microtus_oeconomus"	0.104104073018623	0.0290775801701707	0.0408115223503637	1.13745875307738	0.00107323786617137	0.00114400080240245	0.009793753100318	0.009793753100318	7.66598475836691e-05	0.107731284103498	0.00614113428865551	0.117525037203816	0.0061411342886555	0.0985062320309232	0.00371800260780795	0.0061411342886555	0.10530815242265	0.000306639390334676	0.00398631207435079	0.00400400280840856	0.0985062320309232	0.00242313168084755	0.00371800260780795	0.00371800260780795	0.00371800260780795	0.000286000200600612	0.0947882294231152
"Sorex_araneus"	0.0855070398724049	0.00348457884662908	0.00142449270567831	0.0032197135985141	1.15552069113271	0.000939637800795659	0.000349993576420686	0.000349993576420686	0.0825371922237647	0.00384992934062754	0.00334420442313832	0.00419992291704823	0.00334420442313831	0.00332213231912873	0.00305382285258589	0.00334420442313831	0.00355954777007512	0.330148768895059	0.291933995635762	0.00328873230278481	0.00332213231912873	0.000290381570552423	0.00305382285258589	0.00305382285258589	0.00305382285258589	0.000234909450198915	0.000268309466542842
"Tamias_sibiricus"	0.0911448666771789	0.00371433129805517	0.0015184153016571	0.00343200240720734	0.000939637800795659	1.23177082271074	0.000373070075964907	0.000373070075964907	6.71169857711185e-05	0.00410377083561397	0.00356470141807051	0.00447684091157888	0.00356470141807051	0.00354117401049986	0.00325517380989925	0.00356470141807051	0.00379424322744271	0.000268467943084474	0.00349008326009816	0.311197879487584	0.00354117401049986	0.000309527608171264	0.00325517380989925	0.00325517380989925	0.00325517380989925	0.307942705677685	0.000286000200600611
"Apodemus_peninsulae"	0.067898753825613	0.0578109629996423	0.0526531643048631	0.058762518601908	0.00069998715284137	0.000746140151929813	1.04735590360709	0.047355903607095	4.99990823458122e-05	0.0209149396780449	0.00724253574374208	0.568270843285139	0.00724253574374208	0.00732183204393089	0.00242495549377189	0.00724253574374208	0.0160973594280747	0.000199996329383249	0.00259995228198224	0.00261149053175435	0.00732183204393089	0.00481758024997019	0.00242495549377189	0.00242495549377189	0.00242495549377189	0.000186535037982453	0.004896876550159
"Sicista_betulina"	0.067898753825613	0.0578109629996423	0.0526531643048631	0.058762518601908	0.00069998715284137	0.000746140151929813	0.047355903607095	1.04735590360709	4.99990823458122e-05	0.0209149396780449	0.00724253574374208	0.568270843285139	0.00724253574374208	0.00732183204393089	0.00242495549377189	0.00724253574374208	0.0160973594280747	0.000199996329383249	0.00259995228198224	0.00261149053175435	0.00732183204393089	0.00481758024997019	0.00242495549377189	0.00242495549377189	0.00242495549377189	0.000186535037982453	0.004896876550159
"Sorex_caecutiens"	0.0122152914103436	0.000497796978089868	0.000203498957954045	0.000459959085502015	0.165074384447529	0.000134233971542237	4.99990823458122e-05	4.99990823458122e-05	1.15464817031768	0.000549989905803935	0.000477743489019759	0.000599988988149747	0.000477743489019759	0.000474590331304105	0.00043626040751227	0.000477743489019759	0.000508506824296445	0.618592681270723	0.0417048565193946	0.00046981890039783	0.000474590331304105	4.1483081507489e-05	0.00043626040751227	0.00043626040751227	0.00043626040751227	3.35584928855593e-05	3.83299237918345e-05
"Peromyscopsylla_silvatica"	0.186721573020436	0.158980148249016	0.144796201838373	0.161596926155247	0.00192496467031377	0.00205188541780699	0.00522873491951123	0.00522873491951123	0.000137497476450984	1.05751608411462	0.0199169732952907	0.0627448190341347	0.0199169732952907	0.0201350381208099	0.00666862760787271	0.0199169732952907	0.0442677384272055	0.000549989905803935	0.00714986877545115	0.00718159896232446	0.02013503812081	0.013248345687418	0.00666862760787271	0.00666862760787271	0.00666862760787271	0.000512971354451746	0.0134664105129372
