"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"R24"	"R25"	"R26"	"R27"	"R28"	"R29"	"R30"	"R31"	"R32"	"R33"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"
"R1"	1.02488474244666	0.000513013324861598	0.0187023447061311	0.00591154745490283	0.00453789141482382	0.00569352152245021	0.0174010428905647	0.0142383207846776	0.00453789141482382	0.0093939127640496	0.0202161986523548	0.0100365295468144	0.0207597603547445	0.0121658176087996	0.00397924218516949	0.000513013324861598	0.0167037090236234	0.00420179123786317	0.00453789141482382	0.0173774990475471	0.0136796715550232	0.000642616782764795	0.00893561652336456	0.0211014341321641	0.00818103342303267	0.0144107108123375	0.0136796715550232	0.00882365020579746	0.00882365020579746	0.00397924218516949	0.000642616782764795	0.00473382528550138	0.0093939127640496	0.127335749925424	0.00905499720398268	0.126053737135895	0.00877247108777069	0.00718218654806238	0.12625655507987	0.127060959615067	0.116956740153181	0.0179932699174143
"R2"	0.00256506662430799	1.0400389112005	0.0435735200681177	0.00220618977763405	0.000585694853531644	0.0413305843434687	0.0432776398560565	0.00208597328398132	0.000585694853531644	0.000942827935001167	0.0443682318045935	0.00164880622443519	0.00312245017750685	0.00112388570260205	0.000418319008628173	0.040038911200503	0.00170958055613369	0.000437167059546129	0.000585694853531644	0.0432816448139122	0.00191859743907785	0.000705978289434025	0.00176599774498696	0.002889883447589	0.000855486068174301	0.00283311407374623	0.00191859743907785	0.00156146435760833	0.00156146435760833	0.000418319008628173	0.000705978289434025	0.00132883068544083	0.000942827935001167	0.0133862082761015	0.0109261401217519	0.0131150117863839	0.0109741996160206	0.560544756807042	0.0092854601182076	0.016399455898886	0.0122680419381204	0.0197673921041527
"R3"	0.0155852872551092	0.00726225334468629	1.03763601336679	0.0125576179279043	0.00396763336631029	0.0118264926431736	0.0233902577123681	0.00926998602346362	0.00396763336631029	0.00806617251763667	0.0331478836824039	0.00866277844981368	0.0194801267331998	0.0104004643283442	0.000609981986804822	0.00726225334468629	0.0143680976946545	0.000607207573649937	0.00396763336631029	0.0233713526437529	0.00591233464395816	0.000596605932177019	0.00922947325848701	0.0196299375868312	0.00121718956045476	0.0139057132733751	0.00591233464395816	0.00181379549263178	0.00181379549263178	0.000609981986804822	0.000596605932177019	0.00862226568483707	0.00806617251763667	0.0195194235777543	0.096147404376387	0.0182162272094981	0.0959205435530037	0.101671546825608	0.106562017934486	0.111093734256688	0.100830802832285	0.0167049661009565
"R4"	0.00985257909150472	0.000735396592544683	0.0251152358558086	1.02952323566877	0.00722932446971015	0.0150376813660794	0.0101322180789742	0.0157198708316839	0.00722932446971015	0.00801439429117643	0.0327087455708012	0.015087354595001	0.0242884601652691	0.00144388751604637	0.00054685086906524	0.000735396592544683	0.00867321198575652	0.000632516236682964	0.00722932446971015	0.0248674925919282	0.00903739723103903	0.00707296030382454	0.0016650434880249	0.00310893100407128	0.0011793671057482	0.0242583481262697	0.00903739723103903	0.00825232740957275	0.00825232740957275	0.00054685086906524	0.00707296030382454	0.00103252725134194	0.00801439429117643	0.0174992278100877	0.0058281165873204	0.0189754871004889	0.182651410742768	0.0102955522956256	0.0204118153581233	0.202421085151884	0.0105410831132814	0.198042888507087
"R5"	0.0226894570741191	0.000585694853531644	0.0238058001978617	0.0216879734091304	1.02022575675992	0.0214425856446514	0.00296011769749552	0.022325487590426	0.0202257567599235	0.0213103459148338	0.0243870470723368	0.0219414799460301	0.0224359505372194	0.00179908831291357	0.000280604356886104	0.000585694853531644	0.022024845072837	0.000384007644395944	0.0202257567599235	0.00342702266202388	0.00238033518738869	0.000631134031196276	0.00102878965476439	0.00282787796767796	0.000664612001282049	0.00321141780539939	0.00238033518738869	0.00129574603247832	0.00129574603247832	0.000280604356886104	0.000631134031196276	0.000644782010368448	0.0213103459148338	0.00897933942035533	0.00437013184178813	0.0115202293318783	0.00997299141612847	0.00819972794944302	0.0281993180276694	0.566321189277857	0.0114319865280513	0.0176717528734957
"R6"	0.00948920253741701	0.0137768614478229	0.0236529852863472	0.0150376813660794	0.00714752854821713	1.02795713533231	0.0229974772263461	0.0154396497033166	0.00714752854821713	0.00785464695045988	0.0310987771072104	0.0148873922867338	0.00963949161676263	0.00131787295342665	0.000471543619190355	0.0137768614478229	0.00846540150164378	0.00055225741658288	0.00714752854821713	0.0233015698526423	0.00876366477428987	0.00703274533627388	0.00157711589106539	0.00289498884449204	0.00102380103577323	0.00962107225587823	0.00876366477428987	0.00805654637204711	0.00805654637204711	0.000471543619190355	0.00703274533627388	0.00102485847448251	0.00785464695045988	0.0150893958140914	0.00663977826350581	0.0165677224974864	0.0102888897790604	0.19287606026952	0.0183850784583115	0.200130799350079	0.00977207281894242	0.196916869415669
"R7"	0.0145008690754706	0.00721293997600942	0.0233902577123681	0.00506610903948711	0.000493352949582587	0.011498738613173	1.03248255372401	0.0086078294271757	0.000493352949582587	0.00114413249632998	0.0282745532662473	0.00493657818391101	0.0146303999310467	0.00678322290316861	0.00355304197945472	0.00721293997600942	0.0072765758527512	0.00367125124326469	0.000493352949582587	0.0251424326450546	0.0116675184570478	0.00379244568758102	0.0153447247040034	0.022127947607172	0.00722429322271941	0.0124478288593713	0.0116675184570478	0.0110167389103004	0.0110167389103004	0.00355304197945472	0.00379244568758102	0.0116734734607387	0.00114413249632998	0.113697343342551	0.0974451777754082	0.110137537297941	0.009363724827882	0.100981159664132	0.0169202682154323	0.0138138825883124	0.0981190937027394	0.106188479252269
"R8"	0.017797900980847	0.00052149332099533	0.0139049790351954	0.011789903123763	0.00558137189760651	0.0115797372774875	0.0129117441407635	1.0219067225045	0.00558137189760651	0.0114148351283867	0.0243515599263007	0.0168917071872723	0.0126960969173376	0.00654014174090049	0.000661372025113227	0.00052149332099533	0.012121513638507	0.00501501531722673	0.00558137189760651	0.0131130903996121	0.0169867226320058	0.00547687205888564	0.00620670025076225	0.0127468419916627	0.00567638734233995	0.0177183817992766	0.0169867226320058	0.0111532594012256	0.0111532594012256	0.000661372025113227	0.00547687205888564	0.00119168493353552	0.0114148351283867	0.0211639048036233	0.00636375490106757	0.150450459516802	0.00877991000724966	0.00730090649393462	0.151670044000284	0.156278413132982	0.0113068561619253	0.153352417648798
"R9"	0.0226894570741191	0.000585694853531644	0.0238058001978617	0.0216879734091304	0.0202257567599235	0.0214425856446514	0.00296011769749552	0.022325487590426	1.02022575675992	0.0213103459148338	0.0243870470723368	0.0219414799460301	0.0224359505372194	0.00179908831291357	0.000280604356886104	0.000585694853531644	0.022024845072837	0.000384007644395944	0.0202257567599235	0.00342702266202388	0.00238033518738869	0.000631134031196276	0.00102878965476439	0.00282787796767796	0.000664612001282049	0.00321141780539939	0.00238033518738869	0.00129574603247832	0.00129574603247832	0.000280604356886104	0.000631134031196276	0.000644782010368448	0.0213103459148338	0.00897933942035533	0.00437013184178813	0.0115202293318783	0.00997299141612847	0.00819972794944302	0.0281993180276694	0.566321189277857	0.0114319865280513	0.0176717528734957
"R10"	0.023484781910124	0.000471413967500584	0.02419851755291	0.0120215914367646	0.0106551729574169	0.0117819704256898	0.00343239748898995	0.0228296702567733	0.0106551729574169	1.02164957776108	0.0248969152545545	0.022304961261849	0.0132014120850396	0.0118904997777474	0.000414400180035398	0.000471413967500584	0.0225456727351643	0.000524708994924329	0.0106551729574169	0.00367303659589562	0.0125888974793918	0.000655383500772323	0.00140950504662946	0.0133000048243768	0.000939109174959726	0.0132999324579672	0.0125888974793918	0.00159449267573205	0.00159449267573205	0.000414400180035398	0.000655383500772323	0.000884796051705136	0.0216495777610767	0.0132608057611327	0.00564475046003686	0.0157412698477299	0.00853241974290491	0.00659979554500817	0.285854524895154	0.298344842807673	0.0143375195854012	0.0183507380216251
"R11"	0.0126351241577217	0.00554602897557419	0.024860912761803	0.0122657795890505	0.00304838088404211	0.0116620414152039	0.0212059149496855	0.0121757799631503	0.00304838088404211	0.00622422881363862	1.03282038216402	0.00929186036922622	0.015609043377546	0.00393537667832532	0.00276744700143018	0.00554602897557419	0.00698375756236742	0.00288391959392413	0.00304838088404211	0.0211743230246657	0.0118948460805384	0.0030676315555876	0.0118327256697949	0.0157681023481202	0.00565136659535431	0.0180446132299592	0.0118948460805384	0.00871899815094191	0.00871899815094191	0.00276744700143018	0.0030676315555876	0.00894880607587079	0.00622422881363862	0.0885583040457658	0.0741763088932872	0.0865175878177238	0.073797205793049	0.0776444056580387	0.0825720461695093	0.0853546647531789	0.0121524599796609	0.0858936835564529
