"Apodemus_flavicollis"	"Clethrionomys_glareolus"	"Apodemus_agrarius"	"Microtus_arvalis"	"Apodemus_uralensis"	"Sorex_araneus"	"Microtus_subterraneus"	"Neomys_fodiens"	"Crocidura_leucodon"	"Apodemus_sylvaticus"	"Arvicola_terrestris"	"Talpa_europaea"	"Neomys_anomalus"	"Sorex_alpinus"	"Micromys_minutus"	"Myoxus_glis"	"Muscardinus_avellanarius"	"Ctenophthalmus_agyrtes"	"Megabothris_turbidus"	"Ctenophthalmus_assimilis"	"Amalaraeus_penicilliger"	"Palaeopsylla_soricis"	"Peromyscopsylla_bidentata"	"Doratopsylla_dasycnema"	"Ctenophthalmus_solutus"	"Hystrichopsylla_orientalis"	"Rhadinopsylla_integella"	"Ctenophthalmus_uncinatus"	"Rhadinopsylla_pentacantha"	"Atyphloceras_nuperus"	"Ceratophyllus_sciurorum"	"Ctenophthalmus_bisoctodentatus"	"Peromyscopsylla_silvatica"	"Amalaraeus_arvicolae"	"Rhadinopsylla_isacantha"	"Amphipsylla_rossica"	"Ctenophthalmus_obtusus"	"Palaeopsylla_kohauti"
"Apodemus_flavicollis"	1.06547809435594	0.0421796249618357	0.0498151091942475	0.024873257474982	0.0134173260371639	0.0136108681546565	0.0279138590148302	0.0129291831942859	0.0302638975337051	0.00775814805210422	0.00775814805210422	0.00573718756404388	0.00566585064383112	0.00675092335019304	0.00270264544843093	0.0094717123113833	0.00700749798959735	0.0673734953290705	0.0648634907623424	0.0689980010100066	0.00505667915402308	0.05823489095628	0.0562550076910946	0.00299394524168543	0.0533600355037648	0.0565917798505966	0.0529558129104814	0.0533600355037648	0.0519329230325612	0.00175748437340982	0.0560599839167788	0.00409010976222362	0.00175748437340982	0.00174461618842689	0.00175748437340982	0.0033120629655962	0.00216170696669322	0.00204963680104691
"Clethrionomys_glareolus"	0.0386646562150161	1.12740927071742	0.0234182290097606	0.0346932556764026	0.00781538375317508	0.00883438585034413	0.0311570285843359	0.00850847849949327	0.00703894532196065	0.0071447307177943	0.0071447307177943	0.00492980841392887	0.00516842059616967	0.00300504104439944	0.00254082965471629	0.00906040884533974	0.00679972971528495	0.0609237702586039	0.0609799117131909	0.063299015641534	0.0510910290461885	0.00926546755926695	0.0541495261423628	0.00220147086839158	0.00356127890488578	0.00670653035380782	0.0500338833760667	0.00356127890488578	0.0506801849398232	0.0469753862798924	0.0543978377222796	0.00195544410510515	0.0469753862798924	0.00194731428652099	0.0469753862798924	0.0491437147596675	0.000502781808711475	0.00134006743569664
"Apodemus_agrarius"	0.0608851334596359	0.0312243053463475	1.05930851421093	0.0289572463624313	0.0158563840074317	0.0159988198936463	0.0230172733159812	0.0151919360958126	0.0361783678712214	0.00905698159640117	0.00905698159640117	0.00668616482278688	0.00659252854623452	0.00799721566852873	0.00317770057144807	0.00348901044794913	0.000658769520146513	0.0792750425259125	0.0762648137147536	0.0792467459784734	0.00454942020266526	0.0692744579992955	0.0661673992807306	0.00350752228190296	0.064202148211724	0.067994024110305	0.0629189918008299	0.064202148211724	0.00550709837136039	0.00130101272276448	0.0052701561611721	0.00484130278700265	0.00130101272276448	0.00143857958224882	0.00130101272276448	0.00311084062041644	0.00258416913365867	0.00240876752419721
"Microtus_arvalis"	0.0342007290281002	0.0520398835146038	0.0325769021577352	1.05900751651323	0.0172627704024654	0.0173497319781163	0.036783319045469	0.0167526843970147	0.0164112830888228	0.00997452469460855	0.00997452469460855	0.00702470646239949	0.00728203771584766	0.00881181578042953	0.0035468658133107	0.00371385526158616	0.000620182784981076	0.0866836465220119	0.0851247795194568	0.0866228293449424	0.0706552557021941	0.0766896112603146	0.0740196621920324	0.00384899655559129	0.00453664099618281	0.0728824570785681	0.00553273496961349	0.00453664099618281	0.00602186451230335	0.00216832847977516	0.00496146227984861	0.00358228548660985	0.00216832847977516	0.00229895744034181	0.00216832847977516	0.0683562982618523	0.00117223450634449	0.00263532360295001
"Apodemus_uralensis"	0.0368976466022007	0.0234461512595252	0.0356768640167213	0.0345255408049307	1.03132478507912	0.0211220324957731	0.0213960555184706	0.0201856818873194	0.0288928617489053	0.0176451416761216	0.0176451416761216	0.0122736672280429	0.0126869012551725	0.00670106644111753	0.00630782505653237	0.00605041170072903	0.00055555888652995	0.151904058940143	0.151387801356777	0.153855878797574	0.00447202273935947	0.012020436900184	0.00813123649493391	0.0053053403066463	0.00572298959478196	0.13679643402998	0.00463613672472133	0.00572298959478196	0.00399134219369678	0.000976922969146885	0.0044444710922396	0.00561810365072228	0.000976922969146885	0.00133725346990441	0.000976922969146885	0.00313476926945506	0.00206377583920752	0.00319085676411756
"Sorex_araneus"	0.0213885071001745	0.0151446614577328	0.020569911291831	0.0198282651178472	0.0120697328547275	1.06531495010121	0.0197971328115277	0.0517688001343578	0.0237088072003104	0.0114140881424239	0.0114140881424239	0.0209369313916002	0.021622265260934	0.0100445369521508	0.00402330671767195	0.00394217838634498	0.000345170270068648	0.0986381060203664	0.0965593612241267	0.100716227255737	0.0031076149313248	0.0875106910114517	0.00522259264906071	0.0840117025619145	0.00380846394632952	0.00655644712303591	0.00274600527847478	0.00380846394632952	0.00284055322964909	0.000631027560738866	0.00276136216054918	0.0812768998010893	0.000631027560738866	0.00123732080072048	0.000631027560738866	0.00187029413060432	0.0016934862285936	0.0804079916850922
"Microtus_subterraneus"	0.0383815561453915	0.0467355428765039	0.0258944324804788	0.036783319045469	0.0106980277592353	0.0173224912100867	1.08061454485813	0.0168141082121996	0.00926707167610343	0.00994989372202809	0.00994989372202809	0.00690626097271244	0.00727267387465883	0.00888181021627312	0.00355201574720278	0.00369429040468638	0.000615400410149264	0.0862936874874928	0.0852483779328668	0.0862089198470393	0.0717846807804957	0.0778795113037891	0.0749678765511714	0.00385060879751358	0.00384512946182596	0.00748134037207218	0.00513051005719671	0.00384512946182596	0.0712303395285808	0.00194731428652099	0.00492320328119411	0.0030502979873228	0.001947314286521	0.0675384090536329	0.00194731428652099	0.00424627172686281	0.000661933691150245	0.00263849648507044
"Neomys_fodiens"	0.0237035025228575	0.0170169569989865	0.0227879041437188	0.0223369125293529	0.0134571212582129	0.0603969334900841	0.0224188109495994	1.05928288758611	0.0114138356021821	0.0128334314812676	0.0128334314812676	0.00932960864641359	0.0247357492090506	0.0114002282162155	0.00461786873882895	0.00438382668207493	0.000384323797111155	0.109617556294346	0.110828849731895	0.111986080778986	0.00350627259239229	0.100578357022369	0.0058496991999005	0.0967102655115473	0.00315870057909264	0.00623689776945381	0.00305246648246598	0.00315870057909264	0.00318764749216489	0.000709039874957772	0.00307459037688924	0.00668427542384985	0.000709039874957772	0.00140117568434996	0.000709039874957772	0.00210509690804233	0.000815273971584433	0.0925876406433723
"Crocidura_leucodon"	0.0475575532672508	0.0120667634090754	0.0465150444058561	0.0187557521015118	0.0165102067136602	0.0237088072003104	0.0105909390584039	0.0097832876590132	1.09665372736562	0.00787877715931536	0.00787877715931536	0.0211633315298719	0.00468636188014389	0.0044697357288248	0.000640965170740685	0.00398519840744959	0.000488105116968946	0.0972586861504446	0.0153831640977764	0.0979186121334581	0.00233695000620621	0.0102062384302309	0.0070828261065581	0.00328982051353535	0.0830782851978962	0.0863142955434482	0.00524865790906337	0.0830782851978962	0.00332642246655494	0.000502781808711475	0.00390484093575157	0.0835531172477833	0.000502781808711475	0.000661933691150245	0.000502781808711475	0.00167501631505596	0.0783324090975443	0.00250876020017803
"Apodemus_sylvaticus"	0.0284465428577155	0.0285789228711772	0.0271709447892035	0.0265987325189561	0.0235268555681621	0.0266328723323225	0.0265330499254082	0.0256668629625351	0.0183838133717358	1.02265496268185	0.0226549626818529	0.0154834720106048	0.0163006403395428	0.00835590930533847	0.00813750004103545	0.00762204579882042	0.000585243277069537	0.19449716309573	0.195300000984851	0.197030470609025	0.00451152485573849	0.0122534886078069	0.00731404646382272	0.00675802666053905	0.00411565113463679	0.00871892886309181	0.00399331006104995	0.00411565113463679	0.00414212874865443	0.00119078845296572	0.00468194621655629	0.00579605621872401	0.00119078845296572	0.00165831562033801	0.00119078845296572	0.00285320923540047	0.00131312952655256	0.00404125327061525
