"Bouteloua_gracilis"	"Buchloe_dactyloides"	"Croton_pottsii"	"Leptaloma_cognata"	"Iva_dealbata"	"Scleropogon_brevifolius"	"Unidentified_sp4_A_PH_004"	"Convolvulus_equitans"	"Unidentified_sp5_A_PH_004"	"Unidentified_sp1_A_PH_004"	"Xanthocephalum_texanum"	"Bouteloua_hirsuta"	"Muhlenbergia_sp1_A_PH_004"	"Ratibida_columnaris"	"Unidentified_sp3_A_PH_004"	"Unidentified_sp6_A_PH_004"	"Unidentified_sp8_A_PH_004"	"Condalia_ericoides"	"Conyza_coulteri"	"Eragrostis_intermedia"	"Linum_rigidum"	"Sporobolus_sp1_A_PH_004"	"Unidentified_sp7_A_PH_004"	"Ziziphus_obtusifolius"	"Calyophus_hartwegii"	"Gaura_coccinea"	"Gilia_rigida"	"Hoffmannseggia_glauca"	"Machaeranthera_scabrella"	"Setaria_leucopila"	"Unidentified_sp13_A_PH_004"	"Unidentified_sp15_A_PH_004"	"Unidentified_sp9_A_PH_004"	"Zinnia_grandiflora"	"Aristida_hamulosa"	"Bouteloua_curtipendula"	"Cryptantha_mexicana"	"Dyschoriste_linearis"	"Eupatorium_greggii"	"Oenothera_sp1_A_PH_004"	"Panicum_obtusum"	"Polygala_longa"	"Prosopis_glandulosa"	"Unidentified_sp10_A_PH_004"	"Unidentified_sp11_A_PH_004"	"Unidentified_sp12_A_PH_004"	"Unidentified_sp14_A_PH_004"	"Unidentified_sp16_A_PH_004"	"Unidentified_sp17_A_PH_004"	"Unidentified_sp2_A_PH_004"	"Verbena_wrightii"	"Xanthocephalum_sp1_A_PH_004"	"Dactylotum_variegatum"	"Melanoplus_desultorius"	"Melanoplus_gladstoni"	"Trimerotropis_pallidipennis"	"Melanoplus_lakinus"	"Melanoplus_glaucipes"	"Phoetaliotes_nebrascensis"	"Campylacantha_olivacea"	"Melanoplus_arizonae"	"Cordillacris_crenulata"	"Arphia_crassa"	"Boopedon_nubilum"	"Eritettix_variabilis"	"Leprus_cyaneus"	"Opeia_obscura"	"Psoloessa_texana"	"Trachyrachys_kiowa"	"Ageneotettix_deorum"	"Aulocara_femoratum"	"Philbostroma_quadrimaculatum"	"Syrbula_fuscovittata"	"Tropidolophus_formosus"
"Bouteloua_gracilis"	1.04555139208216	0.0394917424641355	0.0215064340376438	0.0306465179173837	0.00868258449060634	0.0220149396091904	0.00717637290408183	0.00649086260483983	0.00710833530598413	0.00578811902700923	0.00431583637311114	0.0115279793468297	0.0106315928711852	0.00502665704679917	0.00319330982431048	0.00636954668929374	0.00604733553047262	0.00533823000806706	0.00346934408726036	0.00594882396831842	0.00696255980351776	0.0050369691076868	0.00465432245209581	0.00387316532563793	0.00248219468949777	0.00226005653736941	0.00219516243238242	0.00248219468949777	0.00228454987065608	0.00572435066760878	0.00226005653736941	0.00687118451204487	0.00219516243238242	0.00260545550983391	0.0028156560803417	0.00135966814069712	0.00135966814069712	0.00155731295953881	0.00127418165487794	0.000232784459263519	0.00178790064738893	0.00127028070242346	0.00127418165487794	0.00135966814069712	0.00127028070242346	0.00133517480741045	0.000924881729958966	0.00133517480741045	0.00133517480741045	0.0028379057228499	0.00155731295953881	0.000232784459263519	0.0406947961181945	0.0355678596678569	0.0356770863365822	0.0373848946074925	0.035351371658125	0.0342608851098538	0.0357580129477786	0.00419012026674334	0.00522680911155055	0.0344282402759874	0.0342724238228315	0.0346685060467487	0.0325859896369854	0.0336150621627885	0.0337878729641004	0.0340548686741988	0.0340237019645567	0.0318070127563405	0.0332374183798465	0.0331253700703909	0.0321211935478047	0.000827170539909375
"Buchloe_dactyloides"	0.050022873787905	1.0513494883228	0.0217275824572622	0.038285336428339	0.0102722930965292	0.0276455083946436	0.00568191362280022	0.00488789497585751	0.00460372048125891	0.00326798127611347	0.00324625915478486	0.0144427644830814	0.013303054207664	0.000828635853146335	0.00308355676269401	0.00559351660690864	0.00463114801729248	0.00397184504876919	0.000630615450990565	0.00593618060856539	0.00865304313328741	0.00398397732225754	0.00345708796628019	0.00381938796951542	0.000411479416955053	0.00181793410189982	0.000402731257959364	0.000411479416955053	0.000462236039663491	0.00718757628933204	0.00181793410189982	0.00862180368840303	0.000402731257959364	0.00179374733026062	0.0035304499955481	0.000248777024864209	0.000248777024864209	0.000198020402155771	0.0002278841930312	0.000202868131896398	0.00219562560214685	0.000189272243160082	0.0002278841930312	0.000248777024864209	0.000189272243160082	0.00160447508710053	0.000213459014799282	0.00160447508710053	0.00160447508710053	0.00354263411442705	0.000198020402155771	0.000202868131896398	0.00939219665116842	0.0052996228084823	0.00638075740487361	0.0449253024388149	0.00646820264646944	0.00435644884742695	0.0439125120429369	0.00365162637413516	0.0384644386064353	0.0427609939164916	0.0427243875817697	0.043678535728253	0.0408367298738369	0.041901335778652	0.0423653999465772	0.0425116093731247	0.0425723797437315	0.0395161866750067	0.04188164165592	0.0417391778714929	0.0404915044527111	0.000835676248356238
"Croton_pottsii"	0.0314324805165563	0.0250702874506871	1.05195488158721	0.019014877565983	0.0112642062557411	0.0056521509401898	0.0127552176446245	0.0118002876271837	0.0100608512696362	0.0109191842321435	0.00867684871255458	0.00422527539805144	0.00704632391224878	0.00728028676066289	0.00712983252363912	0.00530685965416175	0.00860829862421284	0.00387767982757159	0.0050222069867828	0.00819804938996944	0.00610798540762975	0.00345904585825472	0.00642424456564526	0.00202756884834492	0.00355675638063772	0.00313918316892023	0.00316682835399005	0.00355675638063772	0.00330841679847988	0.000613329202229729	0.00313918316892023	0.000597930249147481	0.00316682835399005	0.00370865830939503	0.00381458722016537	0.00200974019172226	0.00200974019172226	0.0022580797738801	0.00185537863279275	0.000336879812608109	0.00245855676699536	0.00186815174723243	0.00185537863279275	0.00200974019172226	0.00186815174723243	0.00184050656216261	0.00129867660675762	0.00184050656216261	0.00184050656216261	0.000304990618704354	0.0022580797738801	0.000336879812608109	0.0571417706973355	0.0523082489225079	0.0519506017181969	0.051534183740553	0.0522532449847786	0.0496777550253621	0.0491711353399071	0.00606383662694597	0.0468453421842561	0.0456038269631729	0.00385108136320643	0.00361237619737148	0.00470414914775019	0.044757029175022	0.0457750466419844	0.00365988742445225	0.00374757422938527	0.0440629998708972	0.00345904389681405	0.00381167496108871	0.0022160544177089	0.0404598031379695
"Leptaloma_cognata"	0.0529348945845718	0.052207276947735	0.0224721280325253	1.05028612278883	0.00365029225296842	0.0305844055905911	0.00147312191855306	0.0030631408988618	0.00311693695147151	0.000971100823659945	0.000897441592514688	0.0189538700230293	0.0109271969345418	0.000753099002382754	0.000714722575594193	0.00717367452903472	0.00574140271004101	0.00499604729447669	0.000571251266798025	0.00515101242712786	0.00484116571514943	0.00508713397614031	0.00433994980461949	0.00076586188937364	0.000376110753987481	0.00227388781078659	0.00036585861142786	0.000376110753987481	0.000387654755469738	0.00951149849548504	0.00227388781078659	0.00545514307482133	0.00036585861142786	0.00225122038540894	0.00461771796944872	0.000193391737066986	0.000193391737066986	0.000181847735584729	0.000205392655370165	9.7065080544085e-05	0.000392540731531005	0.000171595593025108	0.000205392655370165	0.000193391737066986	0.000171595593025108	0.00207962479238383	0.000194263018402752	0.00207962479238383	0.00207962479238383	0.00468747830236739	0.000181847735584729	9.7065080544085e-05	0.00854757280972109	0.00480467660470301	0.00575099435036463	0.0582294941867473	0.00502818516374163	0.00400065018286403	0.00785081463062009	0.00174717144979353	0.00350196964180732	0.0556372767046828	0.0554392384858705	0.0578052531912849	0.00569440548512164	0.0547809595023585	0.0554126156333847	0.0562497396284087	0.0563327287545356	0.0524555323705977	0.0554273785674136	0.0544240444313527	0.00668165227465702	0.00086431261663559
"Iva_dealbata"	0.0235670150459315	0.0220120566354197	0.0209192401892336	0.00573617354037895	1.02961373047094	0.0015831649064785	0.0205658232391303	0.0145585872253928	0.0150537352307188	0.00965976767734696	0.012837644315759	0.000882159602578167	0.0116264487728545	0.00322697580833359	0.0138284495430045	0.00586293789748105	0.00907489360037877	0.00263442010440319	0.0028939053941665	0.00802100717803211	0.0113206787018394	0.0027209048348312	0.00282477285219463	0.0136873701987065	0.00244609360253338	0.00523188996221292	0.00247569525512097	0.00244609360253338	0.00554992201814519	0.000373792485206637	0.00523188996221292	0.000383692264544077	0.00247569525512097	0.00348153884060132	0.000336743238809568	0.0034368988297789	0.0034368988297789	0.000333070414167095	0.000418210139045525	0.00486442434657929	0.00426167844100481	0.000362672066754686	0.000418210139045525	0.0034368988297789	0.000362672066754686	0.00311886677384663	0.00211302318836629	0.00311886677384663	0.00311886677384663	0.000189671507419391	0.000333070414167095	0.00486442434657929	0.0929730202881166	0.0101548178691312	0.0117098838932747	0.0873282696677057	0.0893593695742514	0.00732754911167609	0.0852335688200961	0.0875596382384272	0.0817426596416121	0.00488708635903117	0.00225991802243768	0.00193145626780839	0.0805190719651316	0.00386915888698085	0.00404091886571481	0.00227605808903269	0.00255405355467125	0.00355360284975057	0.00183800814650673	0.00318104429279127	0.00156292610139416	0.000804586161124367
"Scleropogon_brevifolius"	0.0597548360820882	0.0592403751313792	0.0104968517460668	0.0480612087852145	0.0015831649064785	1.05519744254136	0.00114157371451669	0.00104015758574582	0.00104103026508825	0.000741415382637888	0.00065054473230807	0.0170806575753714	0.00965727344066522	0.000537305194975118	0.000552087590149502	0.00773949246825225	0.000998878909882403	0.00115808406994033	0.000413982564184516	0.00740574117712861	0.00140540340066337	0.00747099771143481	0.000852871894038195	0.000602735530544913	0.000254857596923198	0.000422064833898534	0.000235231769994904	0.000254857596923198	0.000287935420897226	0.0143746574835274	0.000422064833898534	0.011115384843531	0.000235231769994904	0.000394226671628246	0.000638492130781236	0.00015640045476463	0.00015640045476463	0.000123322630790602	0.000178750794189612	3.76916421645242e-05	0.000354254354372286	0.000103696803862308	0.000178750794189612	0.00015640045476463	0.000103696803862308	0.000290529867765938	0.000131534966132596	0.000290529867765938	0.000290529867765938	0.00716071195111261	0.000123322630790602	3.76916421645242e-05	0.00578753850983422	0.00290351050814462	0.00500502223730915	0.00813483629744628	0.00406641182388038	0.00271309787739325	0.00708508708744572	0.000678449558961435	0.00286791518449176	0.00864696173660608	0.0108387176762055	0.0868317677203591	0.00520210706697352	0.0827410364159004	0.00766190556937483	0.0859285434133513	0.0856641220819692	0.00626036018763636	0.0832381033494773	0.082310180332639	0.0816972669641107	0.000403725067156415
"Unidentified_sp4_A_PH_004"	0.0194787264539364	0.0121755291917148	0.023688261340017	0.00231490587201195	0.0205658232391303	0.00114157371451669	1.02621900107532	0.0175764777770012	0.0150807421713983	0.0154901460938911	0.0158217374555359	0.000625484382520157	0.00494815997677581	0.00898613205305587	0.0167392916678993	0.00588474439879394	0.0119081450797641	0.00270800991319145	0.00857314652685958	0.00790141735131562	0.00482178714906748	0.00556328055944321	0.00561462320835745	0.00742938105560831	0.00257298529907794	0.00249931720930633	0.00534659847403707	0.00257298529907794	0.005650539284323	0.00026297431482735	0.00249931720930633	0.000268411216793659	0.00534659847403707	0.00352591613758009	0.000222024261176505	0.00349053951144134	0.00349053951144134	0.000412985526196289	0.00322654805282251	0.00484872980135991	0.00413311093338035	0.00318659870115542	0.00322654805282251	0.00349053951144134	0.00318659870115542	0.000339317436424672	0.00215999977288165	0.000339317436424672	0.000339317436424672	0.000176732733739043	0.000412985526196289	0.00484872980135991	0.0950399900067928	0.0892247636323516	0.0903433454790304	0.00950088821989081	0.0907540272974749	0.00908568157631837	0.0826622186676071	0.0872771364244784	0.0827755888364091	0.00375234628048534	0.00162029536936214	0.00124914213794699	0.00504781777640096	0.0033332028779271	0.00266429113411806	0.00212079280486852	0.00190654963998121	0.00342327714140334	0.00118339855924015	0.00172373300852211	0.00106709282144118	0.000911086974616038
"Convolvulus_equitans"	0.0205543982486595	0.0122197374396438	0.0255672898588979	0.00561575831457997	0.0169850184296249	0.00121351718337012	0.0205058907398347	1.02329874500229	0.0110356433547081	0.0176145366921616	0.0129538080992368	0.000663295423816134	0.000921872221187323	0.0102842803142744	0.013983176475773	0.00999973977384901	0.00842288296438893	0.00306112609833417	0.00986765674558514	0.00452211075010969	0.000829775339106325	0.00637334967117567	0.00643614102887446	0.00321873216405084	0.00290527655086692	0.00610083187881851	0.00618751625519334	0.00290527655086692	0.00642329790958075	0.000340280180631215	0.00610083187881851	0.000294413674444076	0.00618751625519334	0.00731104216965651	0.000200181119119738	0.00393464492740308	0.00393464492740308	0.000416623568689251	0.0036801404903918	0.000484126625316328	0.000335198008868359	0.00369886327301567	0.0036801404903918	0.00393464492740308	0.00369886327301567	0.00361217889664085	0.00248865298217767	0.00361217889664085	0.00361217889664085	0.000204556198606205	0.000416623568689251	0.000484126625316328	0.109500731215817	0.103568171644439	0.10304393373097	0.101141009105944	0.10230076811248	0.00916571851116351	0.00670396017736719	0.00871427925569389	0.0941482309225886	0.00348074683153572	0.00187019456960699	0.00145815331191023	0.00295143067868212	0.003027213766059	0.00240217342943685	0.00245467438327446	0.00262520885566434	0.00323970921277718	0.00137308326675243	0.00140540536642383	0.00110851301581462	0.000983357302265306
"Unidentified_sp5_A_PH_004"	0.0225097284689497	0.0115093012031473	0.0217985110842118	0.0057143844110311	0.0175626911025053	0.00121453530926963	0.0175941991999647	0.0110356433547081	1.02444734868893	0.00945547343809429	0.0133860263043521	0.000783658557814033	0.00560842511492364	0.0111160591141675	0.00670557556059903	0.00672252317896982	0.00650839347314779	0.00727047396248733	0.00658214641908952	0.00535293391269822	0.00546179417182794	0.00309847857424382	0.00645747896459405	0.00838100259855605	0.00705077126798984	0.0061140826116918	0.00616043207103503	0.00705077126798984	0.00288717909714867	0.00031158926531001	0.0061140826116918	0.00036391983574291	0.00616043207103503	0.00724079753690311	0.000241322331019828	0.000370320524236807	0.000370320524236807	0.00453391269507798	0.000421714348054492	0.00542758831570589	0.00472819156833061	0.00364357349812317	0.000421714348054492	0.000370320524236807	0.00364357349812317	0.00359722403877994	0.00251685857291186	0.00359722403877994	0.00359722403877994	0.000159905653277467	0.00453391269507798	0.00542758831570589	0.110741777208122	0.102020057947449	0.0118080017455258	0.100722273085838	0.00962833363015699	0.0997460792917155	0.0945638313666122	0.097696589682706	0.00777523796162954	0.00415865650982632	0.00263643233396992	0.00149835655303782	0.0052386685192596	0.00305306184156962	0.00289586797223793	0.0019188678393296	0.0022407146306823	0.00288770285150604	0.00142045923671032	0.00202355505634902	0.00115373712996333	0.000838404272469685
"Unidentified_sp1_A_PH_004"	0.0219948523026351	0.00980394382834041	0.0283898790035732	0.00213642181205188	0.0135236747482858	0.00103798153569304	0.0216862045314476	0.0211374440305939	0.0113465681257132	1.02568355172258	0.0177602787402681	0.000622049087067444	0.000838120516889107	0.0145452636622329	0.01652367856868	0.00532358524163811	0.00984970090454259	0.00606967173494854	0.0091769382093303	0.00524226316768444	0.000752962488317323	0.00503806482523391	0.00505026839967085	0.00122665423394156	0.00588880776268327	0.000822217760915581	0.00482601126968698	0.00588880776268327	0.00517268990087585	0.000251906747214983	0.000822217760915581	0.00031311785118686	0.00482601126968698	0.00460726441104127	0.000191252487000327	0.00465220759109521	0.00465220759109521	0.00536832545290263	0.00435092693964332	0.000513981258908027	0.000336514693080579	0.00430552895990634	0.00435092693964332	0.00465220759109521	0.00430552895990634	0.000301735451134935	0.000520482309780646	0.000301735451134935	0.000301735451134935	0.000166655575809945	0.00536832545290263	0.000513981258908027	0.0229012216303484	0.120554810877377	0.121825954310013	0.00844859263177818	0.120957397368475	0.118103159963858	0.00673029386161158	0.00925166266034449	0.112105004464536	0.00313959981977408	0.00217036766718316	0.00121759447362923	0.00230628798303458	0.00304249060210381	0.00229502984400392	0.00199986690971934	0.00180528649295056	0.00332585114896044	0.00115461778682548	0.00118162671555319	0.00105803103137277	0.00109191842321435
