"Sideroxylon_puberulum"	"Labourdonnaisia_callophylloides"	"Psiadia_terebinthina"	"Bakerella_hoyifolia"	"Stillingia_lineata"	"Warneckea_trinervis"	"Gaertnera_sp1_M_PL_066"	"Eugenia_orbiculata"	"Phyllanthus_phillyreifolius"	"Euodia_chapelieri"	"Flagellaria_indica"	"Gaertnera_petrinensis"	"Agauria_salicifolia"	"Antidesma_madagascariense"	"Cordemoya_integrifolia"	"Erythrospermum_monticolum"	"Euodia_obtusifolia"	"Helichrysum_proteoides"	"Olea_lancea"	"Smilax_anceps"	"Mimusops_erythroxylon"	"Monimiastrum_globosum"	"Pandanus_barklyi"	"Pyrostria_fasciculata"	"Badula_platiphylla"	"Grangeria_borbonica"	"Ocotea_laevigata"	"Pandanus_wiehii"	"Gaertnera_rotundifolia"	"Apis_mellifera"	"Technomyrmex_albipes"	"Villa_unifasciata"	"Chrysomya_megacephala"	"Paragus_borbonicus"	"Lygistorrhina_sp1_M_PL_066"	"Pachycerina_crinicornis"	"Fannia_pusio"	"Musca_domestica"	"Nacoleia_sp1_M_PL_066"	"Phelsuma_cepediana"	"Stomorhina_lunata"	"Ceratitis_roas"	"Chaetocnema_sp1_M_PL_066"	"Melanostoma_bituberculatum"	"Brachymyrmex_sp1_M_PL_066"	"Cerambycidae_sp1_M_PL_066"	"Hippotion_eson"	"Macroglossum_milvus"	"Mordellidae_sp1_M_PL_066"	"Panara_naso"	"Psilopa_iceryae"	"Ahasverus_advena"	"Allograpta_nasuta"	"Bactrocera_cucurbitae"	"Dioxyna_sororcula"	"Ischiodon_aegyptius"	"Lauxania_sp1_M_PL_066"	"Ornidia_obesa"	"Orthellia_albigena"	"Phalanta_phalantha"	"Phorinia_sp1_M_PL_066"	"Polistes_hebraeus"	"Sapromyza_sp1_M_PL_066"	"Sepsis_lateralis"	"Siphona_sp1_M_PL_066"	"Stomoxys_calcitrans"	"Syritta_sp1_M_PL_066"	"Zosterops_mauritianus"
"Sideroxylon_puberulum"	1.21985303386631	0.00169007375557687	0.0169288133213911	0.00479512485632289	0.0169558062991626	0.00180330442450199	0.00190587243646204	0.00198213397791769	0.0123281341289682	0.00546397937833188	0.00192352471946879	0.000522476388057766	0.00148704450589079	0.000444788469059633	0.00149749681407288	0.0119550857609874	0.00216635133608186	0.00130116394265444	0.0052501431889107	0.00204691710515357	0.00459879198490446	0.000454961373799866	0.00160170663207178	0.0122350271936575	0.000224380424478219	0.00149749681407288	0.000278299405104141	8.69473317804373e-05	5.44534981846296e-05	0.0520465577061776	0.00549732039971637	0.00413805603810278	0.0461667925915002	0.00595479559559999	0.0406617677955435	0.00292214375359348	0.0420747516538071	0.0416022574245097	0.0427009389944865	0.000521683990682624	0.00128157214582141	0.0406617677955435	0.00141298385826355	0.042156153515667	0.0012816424798251	0.000904034645853549	0.000217813992738518	0.000190587243646204	6.53095485072208e-05	0.00013944096001716	0.0418945812084403	5.60951061195548e-05	0.00149438572012343	0.00123281341289682	0.0406617677955436	0.000240440589933598	0.00141298385826355	0.0406617677955436	0.0406617677955436	0.000940489628966172	0.000940489628966172	0.000211259219447109	6.95748512760352e-05	0.0406617677955436	0.00123281341289682	0.0406617677955436	0.000371761126472697	0.0406617677955436
"Labourdonnaisia_callophylloides"	0.00633777658341328	1.10478652407563	0.0131412451133203	0.0101050552891822	0.00552517862612643	0.00493388567169357	0.0110360749671506	0.0106711474302337	0.00684724612984758	0.0108085117284704	0.00526281138313981	0.00702661778318778	0.00469133839917396	0.00729212817914175	0.00967829933272414	0.000834506200441348	0.0103817557720123	0.00410492109927721	0.0053990170201166	0.00485487205338333	0.00453167705573524	0.00606403369188302	0.0313593175532991	0.00485049533486094	0.00636957512393935	0.00967829933272414	0.000386638987406031	0.0260590669881826	0.000315316427632875	0.164196843971089	0.156054590536514	0.0078504873349773	0.00597458339041233	0.00511206255431084	0.000211259219447109	0.00405970936776333	0.000671690771624312	0.000941328392409348	0.0010196751085906	0.156354401929095	0.00717197679503571	0.000211259219447109	0.000460431552177202	0.000315572494502278	0.00153921451519279	0.00200877055629378	0.0012612657105315	0.00110360749671506	0.000878327222898472	0.0020936819194221	0.000895983832431866	0.00159239378098484	0.000104313275055168	0.000684724612984757	0.000211259219447109	0.000657851422892476	0.000460431552177202	0.000211259219447109	0.000211259219447109	0.000730069172962239	0.000730069172962239	0.138098315509454	9.66597468515077e-05	0.000211259219447109	0.000684724612984758	0.000211259219447109	0.00117283459979349	0.000211259219447109
"Psiadia_terebinthina"	0.0282146888689852	0.00584055338369791	1.11980149073454	0.00988001789551769	0.00877640908567375	0.00690473733206613	0.0101301777864774	0.00989961233427089	0.00403152166368678	0.0107429790299569	0.00736505315420387	0.00860923525796859	0.00245694276274851	0.0148250189718628	0.00492252469006872	0.00121167839082008	0.00578548582450788	0.00214982491740495	0.00819245448683405	0.0190146601832867	0.00710731812285392	0.00718441032870642	0.0138683904981129	0.00709216474506691	0.00316879974018717	0.00492252469006872	0.00039223069556405	0.000552994107148072	0.000289433651042213	0.0859929966961978	0.0776355936345857	0.0705873688966822	0.0694049048762856	0.00727662986148855	0.000940489628966172	0.00411842230342253	0.00167185705277232	0.063151683558663	0.00212251708647733	0.00331796464288843	0.0669934288413595	0.000940489628966172	0.000731367423806145	0.00109194942781868	0.0653803039602447	0.00226150835263812	0.00115773460416885	0.00101301777864774	0.00107615440724607	0.00354699090255655	0.00134364179533485	0.000792199935046794	0.00015145979885251	0.000403152166368678	0.000940489628966173	0.000920631644275484	0.000731367423806145	0.000940489628966172	0.000940489628966172	0.0622111939296969	0.0622111939296969	0.000730069172962239	9.80576738910126e-05	0.000940489628966173	0.000403152166368678	0.000940489628966172	0.000614235690687127	0.000940489628966172
"Bakerella_hoyifolia"	0.0239756242816145	0.0134734070522429	0.0296400536865531	1.02534176671809	0.0216048816733038	0.00639168673139119	0.0138964336386542	0.0138698759053595	0.00907952604440249	0.0266736708737033	0.00681779918015061	0.00880790430116616	0.00590494099733716	0.00826597559963324	0.0121328127933073	0.00169015285476	0.0134647169489201	0.00516682337267002	0.0202198812063969	0.00663369368784486	0.0183757772974531	0.00763774762294711	0.00634565321044014	0.00630091663721036	0.00796113076644265	0.0121328127933073	0.000632120178755873	0.000498506318170373	0.000397040961104407	0.206672934906801	0.195047703777845	0.0107481312369566	0.184925354946964	0.0109031859888197	0.000799187476053816	0.00663726187693667	0.00259959428216247	0.00244585712530676	0.00184934024892221	0.00299103790902224	0.00408194111759851	0.000799187476053816	0.00180040680610865	0.00101045658289882	0.00275228526389376	0.00426121963896956	0.00158816384441763	0.00138964336386542	0.00110098803764577	0.00247865063758464	0.00170714008049406	0.00199028269161066	0.000211269106845	0.000907952604440249	0.000799187476053817	0.000852224897518826	0.00180040680610865	0.000799187476053817	0.000799187476053817	0.00164666964925295	0.00164666964925295	0.00168417588153036	0.000158030044688968	0.000799187476053817	0.000907952604440249	0.000799187476053817	0.00147623524933429	0.000799187476053817
"Stillingia_lineata"	0.0423895157479066	0.00368345241741762	0.0131646136285106	0.0108024408366519	1.13663602793873	0.00359587989788375	0.00378842304447993	0.00420322646598855	0.00932657384929879	0.018715065654264	0.00383560522440934	0.000675403039683917	0.00332055145509096	0.000643327057821985	0.00326885815304195	0.00912096086309294	0.011181482970654	0.00290548252320459	0.0185956609626941	0.0109903877247541	0.0104390652068145	0.000585278710637634	0.00332190080041025	0.00363196337589991	0.00041528643409984	0.00326885815304195	0.000535422050147307	0.000184378488287075	0.000108240658413712	0.116219300928183	0.0101745176354461	0.00355044929280438	0.105470157570539	0.104217827332265	0.00141298385826355	0.00562193152654673	0.0961326528531579	0.0021443512820697	0.00201831108758021	0.00110627092972245	0.00139223873351152	0.00141298385826355	0.0947196689948942	0.00255310396615017	0.00256309871126516	0.00284986092858533	0.000432962633654849	0.000378842304447993	8.44253799604897e-05	0.000191646556264154	0.00234564124319343	0.00010382160852496	0.00114012010788662	0.000932657384929878	0.00141298385826355	0.000479450653051167	0.0947196689948942	0.00141298385826355	0.00141298385826355	0.000731367423806146	0.000731367423806145	0.000460431552177203	0.000133855512536827	0.00141298385826355	0.000932657384929879	0.00141298385826355	0.000830137863772739	0.00141298385826355
"Warneckea_trinervis"	0.00901652212250994	0.00657851422892476	0.0207142119961984	0.00639168673139119	0.00719175979576751	1.03264427922481	0.0192069285564487	0.0184999891815431	0.00175728957039165	0.022800643904639	0.0348205645064624	0.0139789863024434	0.00582632202085999	0.00164820872502425	0.00584138024580691	0.0181893460497678	0.0222503374190547	0.00509803176825249	0.00716965690626481	0.00637030055924098	0.00564833825383678	0.0125997809730466	0.00582335017403834	0.0177700194241033	0.000849541117205047	0.00584138024580691	0.0179312170983586	0.000325976843810058	0.000548769387327105	0.2039212707301	0.0208137573715236	0.189702919927876	0.00770429079818004	0.0100679909705764	0.000300550737416998	0.188277779532766	0.000899864053730957	0.00145134029276135	0.00326222064143421	0.00195586106286035	0.00239604937185479	0.000300550737416998	0.000599313316313958	0.00257421899363797	0.00221250631521785	0.00320870576097599	0.00219507754930842	0.00192069285564487	0.00174737328780542	0.00202207474197613	0.000476279694456163	0.000212385279301262	0.00227366825622098	0.000175728957039165	0.000300550737416998	0.0043525705633078	0.000599313316313959	0.000300550737416998	0.000300550737416998	0.00115078955534435	0.00115078955534435	0.000822314278615595	0.00448280427458965	0.000300550737416998	0.000175728957039165	0.000300550737416998	0.001456580505215	0.000300550737416998
"Gaertnera_sp1_M_PL_066"	0.00571761730938611	0.00882885997372051	0.0182343200156594	0.00833786018319255	0.00454610765337592	0.0115241571338692	1.10227784353814	0.0163268055770705	0.00569038635427666	0.00912315987742586	0.0122924342761272	0.0138805895389389	0.00380577868371269	0.00573700630069343	0.00795225308343295	0.000919113384987439	0.00873755277766627	0.0033300563482486	0.0046814148502584	0.00406179684188527	0.0037156634480082	0.0123402423404678	0.00409685870340029	0.0115781726237673	0.0052825105544964	0.00795225308343295	0.000544063063242445	0.00032480314193002	0.0314936526725183	0.133202253929944	0.129421508585162	0.123488729684535	0.0053984993966343	0.00432942319454647	0.000190587243646204	0.00571266216404567	0.000569429548094197	0.00120360502229395	0.00212028268094075	0.00194881885158012	0.00265199527933003	0.000190587243646204	0.000378842304447993	0.000305476416769634	0.00168998391896196	0.00262602755341611	0.125974610690073	0.110227784353814	0.00173507369236736	0.0026912414091496	0.00075962587907387	0.0013206276386241	0.00011488917312343	0.000569038635427666	0.000190587243646204	0.00153655428451589	0.000378842304447993	0.000190587243646204	0.000190587243646204	0.00101301777864774	0.00101301777864774	0.00110360749671506	0.000136015765810611	0.000190587243646204	0.000569038635427666	0.000190587243646204	0.000951444670928172	0.000190587243646204
"Eugenia_orbiculata"	0.00743300241719135	0.0106711474302337	0.0222741277521095	0.0104024069290196	0.00630483969898283	0.0138749918861574	0.020408506971338	1.05295135226694	0.00717748688262513	0.011690776727074	0.0147999913452345	0.0165500884096223	0.00467674026618679	0.00685641433304569	0.0096094589267357	0.00148999887985024	0.01089782872479	0.00409214773291344	0.0397325147202106	0.00532440914089483	0.00488509573519738	0.0147128336906766	0.00502311846790097	0.0139300298259942	0.00630549850722543	0.0096094589267357	0.000671224750159477	0.000394741789108371	0.000583100199181087	0.163685909316538	0.154484713427023	0.14712835994967	0.0111012720319751	0.00981467398330731	0.000247766747239712	0.00704785987667451	0.000773170055488281	0.00148521828902357	0.00256943838490541	0.00236845073465023	0.00321737367527497	0.000247766747239712	0.000525403308248569	0.000434016607220991	0.00212485306526633	0.136585483373394	0.00233240079672435	0.0020408506971338	0.00206876105120279	0.00321149677337707	0.000965515435502225	0.00157637462680636	0.00018624985998128	0.000717748688262513	0.000247766747239712	0.00184999891815431	0.000525403308248569	0.000247766747239712	0.000247766747239712	0.00123745154178386	0.00123745154178386	0.00133389342877921	0.000167806187539869	0.000247766747239712	0.000717748688262514	0.000247766747239712	0.0011691850665467	0.000247766747239712
"Phyllanthus_phillyreifolius"	0.0369844023869046	0.00547779690387806	0.0072567389946362	0.0054477156266415	0.0111918886191586	0.00105437374223499	0.00569038635427666	0.00574198950610011	1.15862045193081	0.0147434968858108	0.00112466532505066	0.00560640290541134	0.000434947128629255	0.00523432323076422	0.00498785082660141	0.0105975002619515	0.0142836320857707	0.000380578737550598	0.0102165684715743	0.00976569054920773	0.000840443537590682	0.00486270583174718	0.000761916757972329	0.000985268695796006	0.00526545381605807	0.00498785082660141	0.000478127156557742	0.000147583770784269	0.000162582467265047	0.0152231495020239	0.129003618493423	0.0040869398831419	0.00643810720056117	0.124283879960538	0.00123281341289682	0.0050203351438563	0.0021654707978267	0.0016359655792655	0.00139702486219616	0.000885502624705614	0.00140252549782477	0.00123281341289682	0.000932657384929878	0.00255750094564076	0.0020307672579033	0.0019948197472093	0.00065032986906019	0.000569038635427666	0.000700800363176418	0.00157318756830379	0.117094858605977	0.00131636345401452	0.00132468753274394	0.115862045193081	0.00123281341289682	0.000140583165631332	0.000932657384929878	0.00123281341289682	0.00123281341289682	0.000403152166368678	0.000403152166368678	0.000684724612984758	0.000119531789139436	0.00123281341289682	0.115862045193081	0.00123281341289682	0.000108736782157314	0.00123281341289682
"Euodia_chapelieri"	0.0163919381349956	0.00864680938277629	0.0193373622539223	0.0160042025242219	0.0224580787851168	0.0136803863427834	0.00912315987742586	0.00935262138165919	0.0147434968858108	1.03404220898486	0.014592412098969	0.00577470320524837	0.00387540722011493	0.00523118219006204	0.00778401467808688	0.0200547375945897	0.0258220211387255	0.00339098131760056	0.0209283773027637	0.012553547189728	0.0116111691637356	0.00501535885517041	0.00415307386569224	0.00433033700529699	0.00502060955484151	0.00778401467808688	0.0110480908919986	0.000322369118265893	0.000260661710783596	0.135639252704022	0.123004934093617	0.00995720791494551	0.115082629845891	0.117192977021958	0.000546397937833188	0.116004954365985	0.00241790450325959	0.00162069584082887	0.00126812077204935	0.00193421470959536	0.00263834057895473	0.000546397937833188	0.0018715065654264	0.0030532401371569	0.00316655576795035	0.00378512483555286	0.00104264684313438	0.000912315987742586	0.000721837900656046	0.00159370159899972	0.00202074762641427	0.00125515238871038	0.00250684219932371	0.00147434968858108	0.000546397937833188	0.00182405151237112	0.0018715065654264	0.000546397937833188	0.000546397937833188	0.00107429790299568	0.00107429790299568	0.00108085117284704	0.00276202272299965	0.000546397937833188	0.00147434968858108	0.000546397937833188	0.000968851805028731	0.000546397937833188
