"Miconia_argentea"	"Miconia_lacera"	"Miconia_minutiflora"	"Miconia_impetiolaris"	"Pipra_mentalis"	"Pipra_coronata"	"Catharus_ustulatus"	"Tachyphonus_luctuosus"	"Eucometis_penicillata"	"Euphonia_fulvicrissa"	"Manacus_vitellinus"	"Mionectes_oleagineus"	"Catharus_minimus"	"Dendroica_pensylvanica"	"Catharus_fuscescens"	"Dendroica_striata"	"Empidonax_virescens"	"Habia_fuscicauda"	"Leptotila_cassinii"	"Oryzoborus_angolensis"	"Ramphocelus_dimidiatus"	"Schiffornis_turdinus"	"Seiurus_aurocapillus"
"Miconia_argentea"	1.21697598266317	0.0369302269878349	0.0330355137838448	0.0463916098984795	0.0560279667109946	0.0560279667109946	0.0521619992194546	0.0468067685639682	0.0506727360555082	0.00205167927710194	0.0527244153326101	0.0539762874338927	0.00535523065548642	0.0468067685639683	0.00205167927710194	0.0468067685639682	0.00205167927710194	0.0468067685639682	0.0468067685639682	0.0468067685639682	0.0468067685639682	0.00386596749153996	0.00205167927710194
"Miconia_lacera"	0.0533436612046505	1.19371761351625	0.0508773378911829	0.0353947207212513	0.0764066183216716	0.0764066183216716	0.0734570582615673	0.00205167927710194	0.00500123933720621	0.0663176451953472	0.0713188845325534	0.0100889731263245	0.0714053789844654	0.00205167927710194	0.0663176451953472	0.00205167927710194	0.0663176451953471	0.00205167927710194	0.00205167927710194	0.00205167927710194	0.00205167927710194	0.00294956006010427	0.0663176451953471
"Miconia_minutiflora"	0.0858923358379965	0.0915792082041293	1.09887028982479	0.0569914994664215	0.123027605772183	0.123027605772183	0.118278314149981	0.00330355137838448	0.00805284300058627	0.00508773378911829	0.0131405767897046	0.117939871983065	0.114974762771597	0.00330355137838448	0.00508773378911829	0.00330355137838448	0.00508773378911829	0.00330355137838448	0.00330355137838448	0.00330355137838448	0.00330355137838448	0.00474929162220179	0.00508773378911829
"Miconia_impetiolaris"	0.100515154780039	0.0530920810818768	0.0474929162220179	1.1322331812494	0.105917584277963	0.105917584277963	0.011564819173846	0.00386596749153996	0.0982187325956566	0.00294956006010427	0.101168292655761	0.102968024217858	0.00769885168230606	0.00386596749153996	0.00294956006010427	0.00386596749153996	0.00294956006010427	0.00386596749153996	0.00386596749153996	0.00386596749153996	0.00386596749153996	0.0943527651041166	0.00294956006010427
"Pipra_mentalis"	0.182090891810732	0.171914891223761	0.153784507215229	0.158876376416944	1.04517247188535	0.0451724718853515	0.0319327738506062	0.00700349583887433	0.0202431938736197	0.00955082729020896	0.0297940211638286	0.0356216445951426	0.0249292780117318	0.00700349583887433	0.00955082729020896	0.00700349583887432	0.00955082729020896	0.00700349583887433	0.00700349583887433	0.00700349583887433	0.00700349583887433	0.0132396980347453	0.00955082729020896
"Pipra_coronata"	0.182090891810732	0.171914891223761	0.153784507215229	0.158876376416944	0.0451724718853515	1.04517247188535	0.0319327738506062	0.00700349583887433	0.0202431938736197	0.00955082729020896	0.0297940211638286	0.0356216445951426	0.0249292780117318	0.00700349583887433	0.00955082729020896	0.00700349583887432	0.00955082729020896	0.00700349583887433	0.00700349583887432	0.00700349583887432	0.00700349583887432	0.0132396980347453	0.00955082729020896
"Catharus_ustulatus"	0.22603532995097	0.220371174784702	0.197130523583302	0.023129638347692	0.0425770318008082	0.0425770318008082	1.0406495619385	0.00869366653657578	0.0106211363988835	0.0122428430435946	0.022863979442478	0.0303341887572137	0.0319558954019248	0.00869366653657578	0.0122428430435946	0.00869366653657577	0.0122428430435946	0.00869366653657578	0.00869366653657577	0.00869366653657577	0.00869366653657577	0.00192746986230767	0.0122428430435946
"Tachyphonus_luctuosus"	0.608487991331587	0.0184651134939175	0.0165177568919224	0.0231958049492397	0.0280139833554973	0.0280139833554973	0.0260809996097273	1.02340338428198	0.0253363680277541	0.00102583963855097	0.0263622076663051	0.0269881437169463	0.00267761532774321	0.0234033842819841	0.00102583963855097	0.0234033842819841	0.00102583963855097	0.0234033842819841	0.0234033842819841	0.0234033842819841	0.0234033842819841	0.00193298374576998	0.00102583963855097
"Eucometis_penicillata"	0.329372784360803	0.0225055770174279	0.0201321075014657	0.29465619778697	0.0404863877472393	0.0404863877472393	0.0159317045983252	0.0126681840138771	1.03722286716279	0.00125030983430155	0.0384731769970927	0.0392360779129378	0.00326352058444812	0.0126681840138771	0.00125030983430155	0.012668184013877	0.00125030983430155	0.0126681840138771	0.012668184013877	0.012668184013877	0.012668184013877	0.0245546831489141	0.00125030983430155
"Euphonia_fulvicrissa"	0.0266718306023252	0.596858806758124	0.0254386689455915	0.0176973603606256	0.0382033091608358	0.0382033091608358	0.0367285291307837	0.00102583963855097	0.00250061966860311	1.03315882259767	0.0356594422662767	0.00504448656316225	0.0357026894922327	0.00102583963855097	0.0331588225976736	0.00102583963855097	0.0331588225976736	0.00102583963855097	0.00102583963855097	0.00102583963855097	0.00102583963855097	0.00147478003005213	0.0331588225976736
