"Nephrosperma_vanhoutteanum"	"Paragenipa_wrightii"	"Erythroxylum_sechellarum"	"Roscheria_melanochaetes"	"Memecylon_eleagni"	"Dillenia_ferruginea"	"Nepenthes_pervillei"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Unidentified_sp5_M_PL_119"	"Unidentified_sp2_M_PL_119"	"Parasarcophaga_hirticeps"	"Phelsuma_sp1_M_PL_119"	"Hemipyrellia_sp1_M_PL_119"	"Lygistorrhina_sp1_M_PL_119"	"Ornidia_obesa"	"Unidentified_sp1_M_PL_119"	"Unidentified_sp4_M_PL_119"	"Cratopus_aurostriatus"	"Dichaetomyia_fasciculifera"	"Nectarinia_dussumieri"	"Rhiparida_seychellensis"	"Unidentified_sp3_M_PL_119"
"Unidentified_sp5_M_PL_119"	0.020911310962392	0.590750595093952	0.0189359291580708	0.0184437498624095	0.00743215712490803	0.00872337142494875	0.00146955303998482	0.082921575820209	0.0799731151108634	0.00313215483934371	1.07384382438674	0.00116173949791066	0.00207728704580519	0.00116173949791066	0.00134543362790877	0.00116173949791066	0.00298401434392568	0.00305533241371775	0.00307395831040158	0.00116173949791066	0.000183694129998103	0.0738438243867441	0.00109042142811859	0.00116173949791066
"Unidentified_sp2_M_PL_119"	0.610717115031089	0.00929391598328532	0.0184847118427174	0.00887146525677235	0.00381146444306147	0.0047156769535221	0.0107723171562187	0.0399598425677717	0.0384175168378161	0.00288886537448297	0.00116173949791066	1.03392872861284	0.00319501082879908	0.0339287286128383	0.0352752682573656	0.0339287286128383	0.00243793080346201	0.0357771997971101	0.00147857754279539	0.0339287286128383	0.00134653964452733	0.00116173949791067	0.000589459619190263	0.0339287286128383
"Parasarcophaga_hirticeps"	0.0287550974591917	0.00830914818322074	0.289438347068531	0.00793145962943798	0.0102937335431316	0.0193431086563806	0.302595772126773	0.0378932155502254	0.0329018935823949	0.042815793483677	0.00103864352290259	0.00159750541439954	1.0667683062227	0.00159750541439954	0.0394219769302461	0.00159750541439954	0.0313617232889007	0.0305413401212527	0.00132190993823966	0.00159750541439954	0.0378244715158466	0.00103864352290259	0.00241788858204757	0.00159750541439954
"Phelsuma_sp1_M_PL_119"	0.610717115031089	0.00929391598328532	0.0184847118427174	0.00887146525677235	0.00381146444306147	0.0047156769535221	0.0107723171562187	0.0399598425677717	0.0384175168378161	0.00288886537448297	0.00116173949791066	0.0339287286128383	0.00319501082879908	1.03392872861284	0.0352752682573656	0.0339287286128383	0.00243793080346201	0.03577719979711	0.00147857754279539	0.0339287286128383	0.00134653964452733	0.00116173949791066	0.000589459619190263	0.0339287286128383
"Hemipyrellia_sp1_M_PL_119"	0.317477414316291	0.00538173451163507	0.0203131826303365	0.00513711021565166	0.00887665849003721	0.0103552971650159	0.2991252693377	0.0247114310097491	0.0211978542416128	0.0409042354353488	0.000672716813954384	0.0176376341286828	0.0394219769302461	0.0176376341286828	1.0550282927959	0.0176376341286828	0.00332573040866063	0.0196689523917165	0.000856185035941944	0.0176376341286828	0.0373906586672125	0.000672716813954384	0.00129441214562698	0.0176376341286828
"Lygistorrhina_sp1_M_PL_119"	0.610717115031089	0.00929391598328532	0.0184847118427174	0.00887146525677235	0.00381146444306147	0.0047156769535221	0.0107723171562187	0.0399598425677717	0.0384175168378161	0.00288886537448297	0.00116173949791066	0.0339287286128383	0.00319501082879908	0.0339287286128383	0.0352752682573656	1.03392872861284	0.00243793080346201	0.03577719979711	0.00147857754279539	0.0339287286128383	0.00134653964452733	0.00116173949791067	0.000589459619190263	0.0339287286128383
"Ornidia_obesa"	0.0219413772311581	0.0119360573757027	0.292549582819711	0.0113935093131708	0.0133398181970059	0.298652201674481	0.016854120055437	0.0745313288330883	0.0338648490745267	0.0427732447654913	0.00149200717196284	0.001218965401731	0.0313617232889007	0.001218965401731	0.00332573040866063	0.001218965401731	1.06658648349128	0.0304739236837021	0.0018989182188618	0.001218965401731	0.00210676500692963	0.00149200717196284	0.0373315252093101	0.001218965401731
"Unidentified_sp1_M_PL_119"	0.32199479817399	0.012221329654871	0.287609876280912	0.0116658146705587	0.00522853949615588	0.0137034884448868	0.0142428199452916	0.0531416271082481	0.0501215561785982	0.00480042342281127	0.00152766620685887	0.017888599898555	0.0305413401212527	0.017888599898555	0.0196689523917165	0.017888599898555	0.0304739236837021	1.04664958752665	0.00194430244509311	0.017888599898555	0.00178035249316144	0.00152766620685887	0.00171293605561085	0.017888599898555
"Unidentified_sp4_M_PL_119"	0.0266143957703171	0.0245916664832126	0.0241002734739083	0.568928408915794	0.00945910906806478	0.0111024727226621	0.00187034023270796	0.105536551043902	0.101783964686553	0.00398637888643744	0.00307395831040158	0.00147857754279539	0.00264381987647933	0.00147857754279539	0.00171237007188389	0.00147857754279539	0.00379783643772359	0.00388860489018623	1.09482140148597	0.00147857754279539	0.000233792529088495	0.00307395831040158	0.00138780909033276	0.00147857754279539
"Cratopus_aurostriatus"	0.610717115031089	0.00929391598328532	0.0184847118427174	0.00887146525677235	0.00381146444306147	0.0047156769535221	0.0107723171562187	0.0399598425677717	0.0384175168378161	0.00288886537448296	0.00116173949791066	0.0339287286128383	0.00319501082879908	0.0339287286128383	0.0352752682573656	0.0339287286128383	0.00243793080346201	0.03577719979711	0.00147857754279539	1.03392872861284	0.00134653964452733	0.00116173949791067	0.000589459619190263	0.0339287286128383
"Dichaetomyia_fasciculifera"	0.024237713601492	0.00146955303998482	0.0221416534179555	0.00140275517453097	0.013941852537013	0.0159949173765096	0.587478221519181	0.00946301945172643	0.00397819164540949	0.0789196054962145	0.000183694129998103	0.00134653964452733	0.0756489430316931	0.00134653964452733	0.0747813173344249	0.00134653964452733	0.00421353001385926	0.00356070498632289	0.000233792529088495	0.00134653964452733	1.0734347776899	0.000183694129998103	0.0019993646720637	0.00134653964452733
"Nectarinia_dussumieri"	0.020911310962392	0.590750595093953	0.0189359291580708	0.0184437498624095	0.00743215712490804	0.00872337142494875	0.00146955303998482	0.0829215758202091	0.0799731151108634	0.00313215483934371	0.0738438243867441	0.00116173949791066	0.00207728704580519	0.00116173949791067	0.00134543362790877	0.00116173949791066	0.00298401434392568	0.00305533241371775	0.00307395831040158	0.00116173949791067	0.000183694129998103	1.07384382438674	0.00109042142811859	0.00116173949791066
"Rhiparida_seychellensis"	0.0106102731454247	0.00872337142494875	0.0283641249203145	0.00832685454199654	0.0200340218447615	0.574613103412711	0.0159949173765096	0.0827392460174523	0.00590410262967306	0.078834508059843	0.00109042142811859	0.000589459619190263	0.00483577716409515	0.000589459619190263	0.00258882429125396	0.000589459619190263	0.0746630504186203	0.00342587211122171	0.00138780909033276	0.000589459619190263	0.0019993646720637	0.00109042142811859	1.07182663792659	0.000589459619190263
"Unidentified_sp3_M_PL_119"	0.610717115031089	0.00929391598328532	0.0184847118427174	0.00887146525677235	0.00381146444306147	0.0047156769535221	0.0107723171562187	0.0399598425677717	0.0384175168378161	0.00288886537448297	0.00116173949791066	0.0339287286128383	0.00319501082879908	0.0339287286128383	0.0352752682573656	0.0339287286128383	0.00243793080346201	0.03577719979711	0.00147857754279539	0.0339287286128383	0.00134653964452733	0.00116173949791066	0.000589459619190263	1.03392872861284
