"Eupatorium_lanigerum"	"Eryngium_stenophyllum"	"Senecio_bravensis"	"Baccharis_coridifolia"	"Senecio_madagascariensis"	"Lathyrus_pubescens"	"Eupatorium_tenacetifolium"	"Habranthus_gracilifolius"	"Hysterionica_pinifolia"	"Hypochaeris_rosengurtii"	"Achyrocline_satureoides"	"Habranthus_andersoni"	"Oxalis_articulata"	"Sonchus_oleraceus"	"Cerastium_mollissimum"	"Gnaphalium_cheirantifolium"	"Rodophiala_bifidum"	"Astylus_quadrilineatus"	"Augochlora_semiramis"	"Unidentified_sp15_M_PL_072_05"	"Allograpta_sp1_M_PL_072_05"	"Toxomerus_sp1_M_PL_072_05"	"Unidentified_sp1_M_PL_072_05"	"Apis_mellifera"	"Euptoieta_claudia_hortensia"	"Lucilia_sericata"	"Palpada_sp1_M_PL_072_05"	"Vanessa_sp1_M_PL_072_05"	"Camponotus_sp1_M_PL_072_05"	"Chauliognathus_scriptus"	"Cochliomyia_macellaria"	"Platycheirus_sp1_M_PL_072_05"	"Unidentified_sp13_M_PL_072_05"	"Unidentified_sp4_M_PL_072_05"	"Unidentified_sp9_M_PL_072_05"	"Chilicola_sp1_M_PL_072_05"	"Chrysodina_sp1_M_PL_072_05"	"Colletes_sp1_M_PL_072_05"	"Eudesmia_australis"	"Lerodea_eufala"	"Neochrysis_sp1_M_PL_072_05"	"Parachytas_sp1_M_PL_072_05"	"Trichopoda_giacomelli"	"Unidentified_sp12_M_PL_072_05"	"Unidentified_sp18_M_PL_072_05"	"Unidentified_sp2_M_PL_072_05"	"Unidentified_sp3_M_PL_072_05"	"Xylocopa_ciliata"	"Augochlorella_ephyra"	"Bombus_bellicosus"	"Campsomeris_bistrimacula"	"Chauliognathus_sp1_M_PL_072_05"	"Chlorion_sp1_M_PL_072_05"	"Copestylum_sp1_M_PL_072_05"	"Corticea_immocerina"	"Dactylozodes_sp1_M_PL_072_05"	"Dialictus_sp1_M_PL_072_05"	"Discodon_sp1_M_PL_072_05"	"Eristalinus_taeniops"	"Eristalis_tenax"	"Halictillus_sp1_M_PL_072_05"	"Isodontia_sp1_M_PL_072_05"	"Mischocyttarus_drewseni"	"Polybia_scutellaris"	"Prionyx_sp1_M_PL_072_05"	"Pyrgus_sp1_M_PL_072_05"	"Sceliphron_asiaticum"	"Sphex_sp1_M_PL_072_05"	"Stenodynerus_sp1_M_PL_072_05"	"Strymon_eurytulus"	"Synanthedom_albicalcarata"	"Syritta_sp1_M_PL_072_05"	"Tatochila_autodice"	"Thespieus_catochra"	"Unidentified_sp10_M_PL_072_05"	"Unidentified_sp11_M_PL_072_05"	"Unidentified_sp14_M_PL_072_05"	"Unidentified_sp16_M_PL_072_05"	"Unidentified_sp17_M_PL_072_05"	"Unidentified_sp5_M_PL_072_05"	"Unidentified_sp6_M_PL_072_05"	"Unidentified_sp7_M_PL_072_05"	"Unidentified_sp8_M_PL_072_05"	"Villa_sp1_M_PL_072_05"
"Eupatorium_lanigerum"	2.65753796331156	0.890395717882443	0.496383128973138	0.286320225989805	0.188343103723083	0.110662154090238	0.0905074348365436	0.0941339504454208	0.109333754255716	0.0806882049170566	0.0488748836256113	0.0477303310731994	0.0593719165599795	0.0341017186639272	0.0348660346068354	0	0.0339073717822864	0.175346002074586	0.190535200384548	0.184724325913169	0.155577254665603	0.110550268493075	0.163115181081926	0.126482386888945	0.136851717787988	0.13851508637439	0.134089525250527	0.134098605682663	0.10673435155701	0.114175363659578	0.115002201317768	0.116220115356118	0.113024572607621	0.10988306377541	0.115002201317768	0.0470360771969688	0.0848406842099662	0.048555264622066	0.045406552403666	0.040112208170158	0.0863701787187875	0.0863701787187876	0.0899598217523242	0.0863701787187875	0.0863701787187876	0.0863701787187875	0.0457802335577559	0.0319450965123029	0.0235128850566223	0.0165993231135357	0.0235128850566223	0.0250423795654437	0.0613277991533438	0.0250423795654437	0.0613277991533438	0.0203641728382223	0.0613277991533437	0.0235128850566223	0.0613277991533438	0.0613277991533437	0.0165993231135356	0.0250423795654437	0.0613277991533437	0.0250423795654437	0.0613277991533437	0.0613277991533437	0.0250423795654437	0.0613277991533437	0.0613277991533437	0.0613277991533437	0.0286320225989805	0.0613277991533437	0.0235128850566223	0.0613277991533437	0.0250423795654437	0.0250423795654437	0.0250423795654437	0.0250423795654437	0.0613277991533438	0.0250423795654437	0.0613277991533438	0	0.0235128850566223	0.0613277991533438
"Eryngium_stenophyllum"	1.08516978116923	2.38577725924015	0.524066192430683	0.261121253804643	0.199570215984369	0.133975868679186	0.134730462345129	0.0939053977386295	0.0984047945418861	0.0795245124225487	0.0760351361182912	0.0571781064354723	0.0491938312781196	0.0450375503493598	0.0204931099840889	0	0.0189744222150556	0.238880669046839	0.188191820978534	0.202953517447193	0.168355728709461	0.158808296041124	0.165219757196468	0.137062933345957	0.0931780361392865	0.143078678424543	0.140823906770844	0.142625580813498	0.122456719009227	0.0768135327153268	0.118254490362037	0.0683103666136298	0.0632480740501854	0.116966553044079	0.118254490362037	0.10131579666936	0.0498665676279498	0.0919241734786355	0.0974143394437832	0.044920568364384	0.0921423649815731	0.0921423649815732	0.051154504945908	0.0921423649815731	0.0921423649815732	0.0921423649815731	0.043269793263116	0.0403632779590898	0.0248241880625061	0.0200963803018779	0.024824188062506	0.0670999854161294	0.0250423795654437	0.0670999854161294	0.0250423795654437	0.030314354027654	0.0250423795654437	0.0248241880625061	0.0250423795654437	0.0250423795654437	0.0200963803018779	0.0670999854161294	0.0250423795654437	0.0670999854161294	0.0250423795654437	0.0250423795654437	0.0670999854161294	0.0250423795654437	0.0250423795654437	0.0250423795654437	0.0261121253804642	0.0250423795654437	0.0248241880625061	0.0250423795654437	0.0670999854161294	0.0670999854161294	0.0670999854161294	0.0670999854161294	0.0250423795654437	0.0670999854161294	0.0250423795654437	0	0.0248241880625061	0.0250423795654437
"Senecio_bravensis"	1.01889168578697	0.882637797777993	2.01214512234084	0.233144233016663	0.219859722406072	0.220883579241811	0.0903004142030906	0.108616949774168	0.0961319836173122	0.089918827107753	0.0554186047761819	0.0675184101220991	0.0414543546918535	0.0576978313042623	0.0488322009989021	0	0.0197061775708809	0.276483367700684	0.14020333094109	0.220169684539183	0.202300173643179	0.205975354617072	0.188593330108729	0.17678174737944	0.0907726891141775	0.166963633794834	0.170624858625494	0.171916889088234	0.0686546663148238	0.075094986953355	0.0716514964207946	0.162774003329674	0.0656872585696029	0.143649210493168	0.0716514964207946	0.049762560211788	0.118825022430662	0.120136325436546	0.0451417812582014	0.128444674260311	0.0483370731191284	0.0483370731191284	0.0468273083582886	0.0483370731191284	0.0483370731191284	0.0483370731191284	0.0460685100130831	0.0590965609731897	0.0953121373740397	0.0331325368862717	0.0953121373740395	0.024824188062506	0.0235128850566223	0.024824188062506	0.0235128850566223	0.0203175931956954	0.0235128850566223	0.0953121373740396	0.0235128850566223	0.0235128850566223	0.0331325368862716	0.024824188062506	0.0235128850566223	0.0248241880625061	0.0235128850566223	0.0235128850566223	0.024824188062506	0.0235128850566223	0.0235128850566223	0.0235128850566223	0.0233144233016663	0.0235128850566223	0.0953121373740396	0.0235128850566223	0.0248241880625061	0.024824188062506	0.024824188062506	0.024824188062506	0.0235128850566223	0.024824188062506	0.0235128850566223	0	0.0953121373740396	0.0235128850566223
"Baccharis_coridifolia"	1.24072097928915	0.928431124638729	0.492193380812955	1.62598898642176	0.247565580832188	0.0983839798543786	0.0752978265561158	0.0821480938797116	0.145074595831136	0.0669342531654555	0.0720870629706965	0.0423827261516901	0.0728744327805601	0.0323645470498884	0.0213478544797178	0	0.019362470022705	0.170398290063249	0.314608185827588	0.304926508652811	0.128960658442081	0.114497327175932	0.273299253985293	0.0928161682592678	0.114147577361875	0.240657469923287	0.0981388472307476	0.109888431673821	0.0716861589545708	0.223060781633867	0.217343046621621	0.0711595149323928	0.0645415667423501	0.078058571281111	0.217343046621621	0.0585513037172777	0.0519464459006468	0.0494265486821305	0.0430541363555903	0.0380720202798231	0.0547441479794447	0.0547441479794447	0.191230921241157	0.0547441479794447	0.0547441479794448	0.0547441479794447	0.0511251051849409	0.0293216431506066	0.0233144233016663	0.0147575969781568	0.0233144233016663	0.0261121253804642	0.0286320225989805	0.0261121253804642	0.0286320225989805	0.0169420109751261	0.0286320225989804	0.0233144233016663	0.0286320225989805	0.0286320225989804	0.0147575969781568	0.0261121253804642	0.0286320225989804	0.0261121253804643	0.0286320225989804	0.0286320225989804	0.0261121253804642	0.0286320225989805	0.0286320225989804	0.0286320225989805	0.162598898642176	0.0286320225989804	0.0233144233016663	0.0286320225989805	0.0261121253804643	0.0261121253804642	0.0261121253804642	0.0261121253804642	0.0286320225989805	0.0261121253804642	0.0286320225989805	0	0.0233144233016663	0.0286320225989805
"Senecio_madagascariensis"	1.04934014931432	0.912320987357114	0.596762103673624	0.318298603927098	1.37312084945232	0.172073697824186	0.112414398481453	0.14760288789548	0.126202641414049	0.0936883962053007	0.0746904043536992	0.0979490359016758	0.0735736450345891	0.0699518423186282	0.0215684467817753	0	0.0235998048015355	0.39263661907532	0.319752273868406	0.320126899838911	0.298763423642791	0.289492520029894	0.13836770298261	0.103953302945367	0.11382579535257	0.109972108664449	0.106248767133329	0.254686357487037	0.0751678093349994	0.232589511515261	0.0817044300693822	0.0718948226059178	0.0786660160051184	0.0781422482717388	0.0817044300693822	0.0592697097285835	0.05248322050232	0.0539267063644853	0.0509522674277458	0.0540787332686943	0.0498745696766724	0.0498745696766724	0.0560454022999634	0.0498745696766724	0.0498745696766724	0.0498745696766724	0.0616062440946439	0.0572893837170105	0.0282676785950664	0.0258110546736278	0.0282676785950664	0.0256590277694188	0.0242155419072535	0.0256590277694188	0.0242155419072536	0.025293239658327	0.0242155419072535	0.0282676785950664	0.0242155419072535	0.0242155419072535	0.0258110546736278	0.0256590277694188	0.0242155419072535	0.0256590277694189	0.0242155419072535	0.0242155419072535	0.0256590277694188	0.0242155419072535	0.0242155419072535	0.0242155419072535	0.0318298603927098	0.0242155419072535	0.0282676785950664	0.0242155419072535	0.0256590277694189	0.0256590277694188	0.0256590277694188	0.0256590277694188	0.0242155419072535	0.0256590277694188	0.0242155419072535	0	0.0282676785950664	0.0242155419072535
"Lathyrus_pubescens"	0.719304001586546	0.714537966288992	0.699464667599069	0.147575969781568	0.20075264746155	2.04699387351742	0.07987243177897	0.148486387182846	0.0713398287324645	0.065157191464174	0.0350724725052953	0.0515590668292868	0.0309677105970029	0.211084383426939	0.0204377506848523	0	0.0205515452998668	0.26815741618274	0.107251286300654	0.126179504580853	0.118840875048492	0.419498490005531	0.100637298744647	0.376877321329298	0.0661334117862437	0.0845858372798421	0.0893753977409375	0.0956392949753131	0.0546670005656818	0.0571679747653203	0.0514533003935704	0.0681258356161745	0.0685051509995561	0.0698282403016853	0.0514533003935704	0.0358789929292608	0.0497318599998074	0.0532289171881496	0.0380676774521461	0.340181617913885	0.0366957034154136	0.0366957034154136	0.0313569200916925	0.0366957034154136	0.0366957034154136	0.0366957034154136	0.0494608985809449	0.402037053569736	0.0331325368862717	0.307049081027613	0.0331325368862717	0.0200963803018779	0.0165993231135357	0.0200963803018779	0.0165993231135357	0.0179712971502683	0.0165993231135357	0.0331325368862717	0.0165993231135357	0.0165993231135357	0.307049081027612	0.0200963803018779	0.0165993231135357	0.0200963803018779	0.0165993231135357	0.0165993231135357	0.0200963803018779	0.0165993231135357	0.0165993231135357	0.0165993231135357	0.0147575969781568	0.0165993231135357	0.0331325368862717	0.0165993231135357	0.0200963803018779	0.0200963803018779	0.0200963803018779	0.0200963803018779	0.0165993231135357	0.0200963803018779	0.0165993231135357	0	0.0331325368862717	0.0165993231135357
"Eupatorium_tenacetifolium"	0.882447489656301	1.07784369876103	0.42892696746468	0.169420109751261	0.196725197342543	0.119808647668455	1.74728406385777	0.134751092751279	0.0805947751203279	0.113775077619357	0.0419536505708191	0.0947681420325861	0.0396980540193488	0.0976136946658126	0.0167185339865415	0	0.020828699468737	0.620087446918799	0.12891172621011	0.132110513451893	0.138935023634562	0.124215479900982	0.106071955438771	0.0889674172118398	0.0904946448348102	0.0879381310366976	0.105128643347379	0.0962893597198985	0.443817441233875	0.0625994234716754	0.0676205378410023	0.0557284466218051	0.0694289982291233	0.0709961200615716	0.0676205378410023	0.0491934967845225	0.0406817660339177	0.0506319472233493	0.423453268395651	0.0382888903459636	0.0506785268658763	0.0506785268658763	0.0373061838133484	0.0506785268658763	0.0506785268658763	0.0506785268658762	0.0484528202711116	0.0618974597498839	0.0203175931956954	0.0179712971502682	0.0203175931956954	0.0303143540276539	0.0203641728382223	0.0303143540276539	0.0203641728382223	0.393138914367999	0.0203641728382223	0.0203175931956954	0.0203641728382223	0.0203641728382223	0.0179712971502682	0.0303143540276539	0.0203641728382223	0.0303143540276539	0.0203641728382223	0.0203641728382223	0.0303143540276539	0.0203641728382223	0.0203641728382223	0.0203641728382223	0.016942010975126	0.0203641728382223	0.0203175931956954	0.0203641728382223	0.0303143540276539	0.0303143540276539	0.0303143540276539	0.0303143540276539	0.0203641728382223	0.0303143540276539	0.0203641728382223	0	0.0203175931956954	0.0203641728382223
"Habranthus_gracilifolius"	0.917806016842854	0.751243181909036	0.515930511427298	0.184833211229351	0.258305053817089	0.222729580774269	0.134751092751279	1.45935798173195	0.258086351750022	0.117094398856635	0.0373618728932039	0.0876133504580868	0.0584010378696598	0.0972519357318747	0.0187475147463319	0	0.143644801947908	0.555770418168061	0.178352720425931	0.135254480741959	0.139384324523221	0.440543160972691	0.143300417307289	0.100157104156739	0.140658354692312	0.0852309881635343	0.10187598669759	0.0999583168170821	0.0726278492104491	0.0728741097496378	0.0607921744643465	0.0624917158211062	0.478816006493024	0.0667476670405992	0.0607921744643465	0.0379415572931334	0.0456189525494076	0.0455675281903795	0.0514477103602293	0.0578482508153281	0.0423088533414113	0.0423088533414114	0.0396634599731548	0.0423088533414113	0.0423088533414114	0.0423088533414113	0.386424975033444	0.0771728081954839	0.0244388136991878	0.0334094371161403	0.0244388136991878	0.0211287144911916	0.0211801388502197	0.0211287144911916	0.0211801388502197	0.0303189958690378	0.0211801388502197	0.0244388136991878	0.0211801388502197	0.0211801388502197	0.0334094371161403	0.0211287144911916	0.0211801388502197	0.0211287144911916	0.0211801388502197	0.0211801388502197	0.0211287144911916	0.0211801388502197	0.0211801388502197	0.0211801388502197	0.0184833211229351	0.0211801388502197	0.0244388136991878	0.0211801388502197	0.0211287144911916	0.0211287144911916	0.0211287144911916	0.0211287144911916	0.0211801388502197	0.0211287144911916	0.0211801388502197	0	0.0244388136991878	0.0211801388502197
"Hysterionica_pinifolia"	1.06600410399324	0.787238356335088	0.456626922182233	0.326417840620057	0.220854622474585	0.107009743098697	0.0805947751203278	0.258086351750021	1.4317184942438	0.160420583159767	0.0402393461279374	0.0479935700824538	0.184458876876083	0.0425219874919925	0.0189985442553828	0	0.0339737769251881	0.23722779880624	0.512921707658718	0.147515953931094	0.118363570648621	0.14628726001254	0.423149315060216	0.0844223312581603	0.477869425454557	0.101012653855361	0.116497044741286	0.0967664641115168	0.0648749978815344	0.0856374730877028	0.0793829575414662	0.063328480851276	0.11324592308396	0.0683708697933558	0.0793829575414662	0.0402487845294962	0.0462297910214315	0.0437707750858196	0.0402749031739981	0.0376811577786998	0.0467411734794606	0.0467411734794606	0.0572418787695419	0.0467411734794606	0.0467411734794606	0.0467411734794606	0.38020609034861	0.0351863558362011	0.0216296963138953	0.0160514614648045	0.0216296963138952	0.0221410787719244	0.0246000947075362	0.0221410787719244	0.0246000947075362	0.0181338244020738	0.0246000947075362	0.0216296963138952	0.0246000947075362	0.0246000947075362	0.0160514614648045	0.0221410787719243	0.0246000947075362	0.0221410787719244	0.0246000947075362	0.0246000947075362	0.0221410787719243	0.0246000947075362	0.0246000947075362	0.0246000947075362	0.0326417840620057	0.0246000947075362	0.0216296963138953	0.0246000947075362	0.0221410787719244	0.0221410787719244	0.0221410787719243	0.0221410787719243	0.0246000947075362	0.0221410787719243	0.0246000947075362	0	0.0216296963138953	0.0246000947075362
"Hypochaeris_rosengurtii"	1.04894666392174	0.848261465840519	0.569485905015769	0.200802759496367	0.218606257812368	0.130314382928348	0.151700103492477	0.15612586514218	0.213894110879689	1.29322317665656	0.0400270519162455	0.0966188935022085	0.150645323745755	0.0990880340826953	0.0210337436742916	0	0.0243841566296332	0.624235434073654	0.212167180646629	0.141238431507745	0.146624484271792	0.133614997816923	0.143245914231774	0.0945866207734597	0.528089985105605	0.0951197392838442	0.463006416331175	0.103145982195798	0.0821963384876889	0.0723932562863439	0.0681440911515182	0.0701124789143054	0.0812805220987772	0.0750394633342075	0.0681440911515183	0.0418695270890751	0.0511821096074429	0.0508330018590905	0.0579898770125718	0.0465228055715781	0.0480638152018816	0.0480638152018816	0.0442867374247536	0.0480638152018816	0.0480638152018817	0.0480638152018816	0.0832544946049207	0.0641367727764651	0.0269756481323259	0.0195471574392522	0.0269756481323259	0.0238573537267646	0.024206461475117	0.0238573537267646	0.024206461475117	0.0341325232858073	0.024206461475117	0.0269756481323259	0.024206461475117	0.024206461475117	0.0195471574392522	0.0238573537267646	0.024206461475117	0.0238573537267646	0.024206461475117	0.024206461475117	0.0238573537267646	0.024206461475117	0.024206461475117	0.024206461475117	0.0200802759496367	0.024206461475117	0.0269756481323259	0.024206461475117	0.0238573537267646	0.0238573537267646	0.0238573537267646	0.0238573537267646	0.024206461475117	0.0238573537267646	0.024206461475117	0	0.0269756481323259	0.024206461475117
