"Ficus_sp1_M_SD_017"	"Pseudospondias_longifolia"	"Elaeis_guineensis"	"Tetrapleura_tetraptera"	"Berlinia_bracteosa"	"Pycnanthus_angolensis"	"Unidentified_sp1_M_SD_017"	"Xylopia_sp1_M_SD_017"	"Detarium_macrocarpum"	"Duboscia_macrocarpa"	"Pentadesma_butyracea"	"Milicia_excelsa"	"Ongokea_gore"	"Pentaclethra_sp1_M_SD_017"	"Unidentified_sp2_M_SD_017"	"Marantochloa_sp1_M_SD_017"	"Mandrillus_sphinx"	"Cercocebus_albigena"	"Cercopithecus_nictitans"	"Cercopithecus_cephus"	"Gorilla_gorilla"	"Cercopithecus_pogonias"	"Pan_troglodytes"	"Colobus_satanas"
"Ficus_sp1_M_SD_017"	1.42605465059394	0.426054650593936	0.364703848656951	0.343771837152728	0.286331855899994	0.307263867404217	0.303085613181793	0.298781479998822	0.237163244523664	0.242750070778399	0.224713620424836	0.178044705815615	0.160467257337191	0.160467257337191	0.184713151847848	0.118790783189719	0.765866416703124	0.709340120262292	0.716918704920972	0.663505293176288	0.613508019369842	0.505027588190153	0.512729534007674	0.249946428632811
"Pseudospondias_longifolia"	0.426054650593936	1.42605465059394	0.364703848656951	0.343771837152728	0.286331855899994	0.307263867404217	0.303085613181793	0.298781479998822	0.237163244523664	0.242750070778399	0.224713620424836	0.178044705815615	0.160467257337191	0.160467257337191	0.184713151847848	0.118790783189719	0.765866416703124	0.709340120262292	0.716918704920972	0.663505293176288	0.613508019369842	0.505027588190153	0.512729534007674	0.249946428632811
"Elaeis_guineensis"	0.42548782343311	0.42548782343311	1.37905276908143	0.356441831397011	0.297874585210369	0.32048552289479	0.296014120930236	0.310670239956621	0.227631591805425	0.233820714082008	0.214835937059174	0.167418361160286	0.164774722045909	0.164774722045909	0.173384829663131	0.10500230053832	0.780896615821887	0.738660809564055	0.740024051430035	0.68979854308195	0.464350543516784	0.536960807319972	0.531864115415196	0.254286619113277
"Tetrapleura_tetraptera"	0.401067143344849	0.401067143344849	0.356441831397011	1.39132011908162	0.332913307302833	0.298035019618225	0.270763254756412	0.31136703281002	0.225688456169421	0.209636332670298	0.247234730662234	0.166705860724694	0.199889308407068	0.199889308407068	0.148106922313615	0.103032123726625	0.778757490383813	0.752026126581672	0.740069469579892	0.690057711362483	0.446253119478386	0.534912608469207	0.350581766787706	0.444183812619996
"Berlinia_bracteosa"	0.400864598259991	0.400864598259991	0.357449502252443	0.3994959687634	1.35357142218085	0.311524955669895	0.262864491817771	0.313125394666243	0.218540384231571	0.198030844183303	0.25898641174618	0.171511500565385	0.196662214686712	0.196662214686712	0.133663750176296	0.0893396425900957	0.612327287767302	0.786708926752318	0.778913795621241	0.727460345451625	0.434150960075481	0.572701207829433	0.344743059003776	0.479836522761981
"Pycnanthus_angolensis"	0.430169414365904	0.430169414365904	0.384582627473748	0.35764202354187	0.311524955669895	1.33846555960177	0.29316553122636	0.312289243242164	0.220872146994776	0.227052101877356	0.220107859422507	0.172366501088095	0.154524711053321	0.154524711053321	0.163997238995714	0.0917038547641301	0.61489423829299	0.770670546331177	0.778859293841413	0.727149343514985	0.455867868921558	0.575159046450351	0.562281877356764	0.251959890553919
"Unidentified_sp1_M_SD_017"	0.424319858454511	0.424319858454511	0.355216945116284	0.324915905707694	0.262864491817771	0.29316553122636	1.33176318082425	0.281577221165788	0.258123456873755	0.250820722081172	0.239410727525737	0.177878078413499	0.151416769334355	0.151416769334355	0.204794051178647	0.131154327228151	0.827352185198983	0.562548199919754	0.766926039889129	0.713562616365078	0.691029133382272	0.361900052326828	0.572753408503856	0.240770469677257
"Xylopia_sp1_M_SD_017"	0.418294071998351	0.418294071998351	0.372804287947945	0.373640439372024	0.313125394666243	0.312289243242164	0.281577221165788	1.3258870326081	0.234659965825943	0.216255205166953	0.221898327884086	0.172302574927421	0.171601572540626	0.171601572540626	0.152922084096032	0.106004828756186	0.806867262743742	0.774071479755709	0.775862630963367	0.724171858485141	0.454897840504059	0.570762342590543	0.364911985976573	0.265296704244023
"Detarium_macrocarpum"	0.415035677916412	0.415035677916412	0.341447387708138	0.338532684254132	0.273175480289463	0.27609018374347	0.322654321092193	0.293324957282429	1.27453189066648	0.233113837937145	0.254382413673519	0.186598274935722	0.156610844274864	0.156610844274864	0.187067924598652	0.138945494172942	0.871429386195575	0.562783385248247	0.818449761420567	0.76247027893985	0.735882902082738	0.360386782666755	0.374285569977742	0.251154038731683
"Duboscia_macrocarpa"	0.424812623862198	0.424812623862198	0.350731071123012	0.314454499005447	0.247538555229129	0.283815127346695	0.313525902601465	0.270319006458692	0.233113837937145	1.28726988154682	0.210333386707582	0.186200807981002	0.176911756690065	0.176911756690065	0.221409561179824	0.140997496515504	0.892212583684231	0.804959471152135	0.565386981803389	0.509526739409088	0.740815527391866	0.353316451395761	0.625427169611381	0.245197180815305
"Pentadesma_butyracea"	0.393248835743462	0.393248835743462	0.322253905588761	0.370852095993352	0.323733014682725	0.275134824278134	0.299263409407172	0.277372909855108	0.254382413673519	0.210333386707582	1.30074251850114	0.185609431983177	0.187936646957471	0.187936646957471	0.162995007198981	0.118114011465328	0.628254417475026	0.578580193994009	0.822263717242908	0.766580887647955	0.709949301547016	0.362810364215367	0.349074411261746	0.519328811879131
"Milicia_excelsa"	0.415437646903101	0.415437646903101	0.334836722320571	0.333411721449388	0.285852500942308	0.287277501813492	0.296463464022499	0.287170958212369	0.248797699914296	0.248267743974669	0.247479242644235	1.22625535430748	0.166241818520956	0.166241818520956	0.175825909197813	0.12816014508961	0.634122940094398	0.88540020282825	0.894820604921096	0.526943998628852	0.8060092458253	0.361918263029133	0.370733720841577	0.25689312909455
"Ongokea_gore"	0.374423600453447	0.374423600453447	0.329549444091817	0.399778616814135	0.327770357811187	0.257541185088869	0.252361282223926	0.286002620901044	0.208814459033152	0.23588234225342	0.250582195943295	0.166241818520956	1.26123735861411	0.261237358614109	0.160429238555351	0.116882415364578	0.960110120039311	0.922204600754177	0.5611779367487	0.511305391192413	0.448741563616294	0.362516113022406	0.338697513706015	0.632088866183841
"Pentaclethra_sp1_M_SD_017"	0.374423600453447	0.374423600453447	0.329549444091817	0.399778616814135	0.327770357811187	0.257541185088869	0.252361282223926	0.286002620901044	0.208814459033152	0.23588234225342	0.250582195943295	0.166241818520956	0.261237358614109	1.26123735861411	0.160429238555351	0.116882415364578	0.960110120039311	0.922204600754177	0.5611779367487	0.511305391192413	0.448741563616294	0.362516113022406	0.338697513706015	0.632088866183841
