"Ficus_sp1_M_SD_017"	"Pseudospondias_longifolia"	"Elaeis_guineensis"	"Tetrapleura_tetraptera"	"Berlinia_bracteosa"	"Pycnanthus_angolensis"	"Unidentified_sp1_M_SD_017"	"Xylopia_sp1_M_SD_017"	"Detarium_macrocarpum"	"Duboscia_macrocarpa"	"Pentadesma_butyracea"	"Milicia_excelsa"	"Ongokea_gore"	"Pentaclethra_sp1_M_SD_017"	"Unidentified_sp2_M_SD_017"	"Marantochloa_sp1_M_SD_017"	"Mandrillus_sphinx"	"Cercocebus_albigena"	"Cercopithecus_nictitans"	"Cercopithecus_cephus"	"Gorilla_gorilla"	"Cercopithecus_pogonias"	"Pan_troglodytes"	"Colobus_satanas"
"Unidentified_sp2_M_SD_017"	0.430997354311645	0.430997354311645	0.346769659326262	0.296213844627231	0.222772916960492	0.273328731659523	0.341323418631078	0.254870140160053	0.249423899464869	0.295212748239766	0.217326676265309	0.175825909197813	0.160429238555351	0.160429238555351	1.24956814181833	0.157668622652122	0.979212368889843	0.557878522928647	0.561655206334373	0.508907433575029	0.842276949853838	0.342450338682145	0.714774037959403	0.229687247039878
"Marantochloa_sp1_M_SD_017"	0.415767741164015	0.415767741164015	0.31500690161496	0.309096371179874	0.223349106475239	0.229259636910325	0.327885818070377	0.265012071890466	0.277890988345884	0.281994993031008	0.236228022930657	0.192240217634415	0.175323623046867	0.175323623046867	0.236502933978183	1.18650810425369	1.14329686272846	0.556014055090078	0.562067232619871	0.504395167329547	1.00760839549055	0.329698942539657	0.388848675634949	0.244912773830042
"Mandrillus_sphinx"	0.446755409743489	0.446755409743489	0.390448307910943	0.389378745191907	0.255136369903043	0.256205932622079	0.344730077166243	0.336194692809892	0.290476462065192	0.29740419456141	0.209418139158342	0.158530735023599	0.240027530009828	0.240027530009828	0.244803092222461	0.19054947712141	1.78989833718485	0.642902361920492	0.606497599303497	0.558938378796417	0.563071018325457	0.384410679631199	0.421972561897064	0.295466957677857
"Cercocebus_albigena"	0.451398258348731	0.451398258348731	0.402905896125848	0.410196069044549	0.357594966705599	0.350304793786899	0.255703727236252	0.351850672616231	0.204648503726635	0.292712534964413	0.210392797816003	0.241472782589523	0.25151034566023	0.25151034566023	0.152148688071449	0.101093464561832	0.701348031185992	1.71800257313622	0.640647009122709	0.568205174345852	0.48492362222883	0.428794210596233	0.397096182852574	0.324141091268429
"Cercopithecus_nictitans"	0.456220994040619	0.456220994040619	0.403649482598201	0.403674256134486	0.354051725282382	0.354026951746097	0.348602745404149	0.352664832256076	0.297618095062024	0.205595266110323	0.29900498808833	0.244041983160299	0.153048528204191	0.153048528204191	0.153178692636647	0.102194042294522	0.661633744694724	0.640647009122709	1.69954764520695	0.626335050258859	0.525715114424177	0.429346362377282	0.39654728043875	0.28338568821339
"Cercopithecus_cephus"	0.464453705223402	0.464453705223402	0.41387912584917	0.41403462681749	0.363730172725813	0.363574671757492	0.356781308182539	0.36208592924257	0.30498811157594	0.203810695763635	0.306632355059182	0.158083199588656	0.153391617357724	0.153391617357724	0.152672230072509	0.100879033465909	0.670726054555701	0.625025691780437	0.688968555284745	1.64154359540815	0.505745793742318	0.439708354942388	0.402835973606884	0.28860387541622
"Gorilla_gorilla"	0.477172903954322	0.477172903954322	0.309567029011189	0.297502079652257	0.241194977819711	0.253259927178643	0.383905074101262	0.252721022502255	0.327059067592328	0.329251345507496	0.315533022909785	0.268669748608433	0.149580521205431	0.149580521205431	0.280758983284613	0.223912976775678	0.750761357767276	0.59268442716857	0.642540695407328	0.561939770824798	1.67605874943133	0.348253637123595	0.4421356061806	0.248783650833347
"Cercopithecus_pogonias"	0.505027588190153	0.505027588190153	0.460252120559976	0.458496521545035	0.409072291306738	0.410827890321679	0.258500037376306	0.407687387564673	0.205935304381003	0.201895115083292	0.207320208123067	0.155107827012486	0.155364048438174	0.155364048438174	0.146764430863776	0.0941996978684735	0.658989736510626	0.673819473794081	0.674687140878586	0.628154792774841	0.447754676301765	1.48864229573369	0.408836812185689	0.282272966557562
"Pan_troglodytes"	0.512729534007674	0.512729534007674	0.455883527498739	0.300498657246605	0.246245042145554	0.401629912397688	0.409109577502754	0.260651418554695	0.21387746855871	0.357386954063646	0.199471092149569	0.158885880360676	0.145156077302578	0.145156077302578	0.30633173055403	0.111099621609985	0.72338153468068	0.624008287339759	0.623145726403751	0.575479962295548	0.568460065089343	0.408836812185689	1.51847195845368	0.22137354828839
"Colobus_satanas"	0.349925000085935	0.349925000085935	0.305143942935933	0.533020575143995	0.479836522761981	0.251959890553919	0.240770469677257	0.265296704244023	0.200923230985347	0.196157744652244	0.415463049503305	0.15413587745673	0.379253319710304	0.379253319710304	0.137812348223927	0.0979651095320168	0.709120698426858	0.713110400790544	0.623448514069459	0.57720775083244	0.447810571500024	0.395182153180587	0.309922967603746	1.48735483833318
