"Prunus_padus"	"Prunus_domestica"	"Prunus_cerasus"	"Prunus_avium"	"Prunus_spinosa"	"Acronicta_psi"	"Allophyes_oxycanthae"	"Cosmia_trapezina"	"Diloba_caeruleocephala"	"Aporia_crataegi"	"Biston_betularia"	"Eupsilia_transversa"	"Operophtera_brumata"	"Arctia_caja"	"Colocasia_coryli"	"Electrophaes_corylata"	"Epirrita_autumnata"	"Erannis_defoliaria"	"Eriogaster_lanestris"	"Lomographa_temerata"	"Opisthograptis_luteolata"	"Orthosia_gothica"	"Orthosia_gracilis"	"Thecla_betulae"	"Abraxas_grossulariata"	"Abraxas_sylvata"	"Acronicta_strigosa"	"Agriopis_marginaria"	"Agrochola_circellaris"	"Angerona_prunaria"	"Apocheima_pilosaria"	"Blepharita_satura"	"Boarmia_punctinalis"	"Brachionycha_nubeculosa"	"Camptogramma_bilineata"	"Chloroclysta_siterata"	"Chloroclysta_truncata"	"Chloroclystis_chloerata"	"Chloroclystis_rectangulata"	"Colotois_pennaria"	"Conistra_vaccinii"	"Crocallis_elinguaria"	"Dasychira_fascelina"	"Dasychira_pudibunda"	"Epirrita_christyi"	"Eupithecia_exiguata"	"Euproctis_similis"	"Eurois_occulata"	"Lasiocampa_quercus"	"Lithophane_ornitopus"	"Lithophane_socia"	"Lomographa_bimaculata"	"Lycia_hirtaria"	"Lycia_pomonaria"	"Naenia_typica"	"Nola_cucullatella"	"Odontopera_bidentata"	"Plagodis_pulveraria"	"Plemyria_rubiginata"	"Polia_bombycina"	"Psyche_betulina"	"Selenia_dentaria"	"Selenia_lunalaria"	"Selenia_tetralunaria"	"Smerinthus_ocellata"	"Strymonidia_pruni"	"Trichiura_crataegi"	"Triphosa_dubitata"	"Xanthia_togata"
"Prunus_padus"	4.07042924173672	0.473289856125922	0.344495468698606	0.188515276539567	0.186428051636025	0.16111944706835	0.160743746585712	0.160743746585712	0.15917975715339	0.124730210283529	0.126669900198489	0.127186697291227	0.127186697291227	0.0927371504213669	0.092737150421367	0.0911731609890448	0.0927371504213668	0.0907974605064072	0.0916899580817832	0.0916899580817832	0.0927371504213669	0.0927371504213668	0.0916899580817832	0.092737150421367	0.0572404112119227	0.0572404112119227	0.0572404112119227	0.0572404112119226	0.0572404112119227	0.0572404112119226	0.0572404112119227	0.0572404112119227	0.0572404112119227	0.0572404112119226	0.0572404112119226	0.0572404112119227	0.0572404112119227	0.0572404112119227	0.0572404112119227	0.0572404112119227	0.0572404112119226	0.0572404112119227	0.0572404112119227	0.0572404112119227	0.0572404112119226	0.0572404112119227	0.0572404112119227	0.0572404112119227	0.0572404112119226	0.0572404112119227	0.0572404112119227	0.0572404112119227	0.0572404112119227	0.0572404112119227	0.0572404112119227	0.0572404112119227	0.0572404112119227	0.0572404112119227	0.0572404112119227	0.0572404112119227	0.0572404112119226	0.0572404112119227	0.0572404112119227	0.0572404112119227	0.0572404112119227	0.0572404112119227	0.0572404112119227	0.0572404112119227	0.0572404112119227
"Prunus_domestica"	2.52421256600492	1.83810970666595	0.45084342346124	0.228542019815696	0.221450178789039	0.25957687312234	0.258300341737542	0.258300341737541	0.16157967730442	0.116495334958296	0.214492530776216	0.218439309555514	0.218439309555514	0.17335496720939	0.17335496720939	0.0766343027762695	0.17335496720939	0.0753577713914713	0.0805810815555682	0.0805810815555683	0.17335496720939	0.17335496720939	0.0805810815555681	0.17335496720939	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094443	0.0354967392094443	0.0354967392094443	0.0354967392094443	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094443	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442	0.0354967392094442
"Prunus_cerasus"	2.44974555519008	0.601124564614987	1.69109192881361	0.243415093136792	0.277780752981375	0.292457798861968	0.298643617633993	0.298643617633993	0.29737399205249	0.12826479917113	0.123348605980607	0.248643082097345	0.248643082097345	0.0795338892159846	0.0795338892159847	0.0782642636344832	0.0795338892159846	0.0844500824065081	0.203558739751221	0.203558739751221	0.0795338892159846	0.0795338892159845	0.20355873975122	0.0795338892159847	0.0344495468698606	0.0344495468698605	0.0344495468698606	0.0344495468698605	0.0344495468698605	0.0344495468698605	0.0344495468698606	0.0344495468698606	0.0344495468698605	0.0344495468698605	0.0344495468698605	0.0344495468698606	0.0344495468698606	0.0344495468698606	0.0344495468698606	0.0344495468698606	0.0344495468698605	0.0344495468698605	0.0344495468698606	0.0344495468698606	0.0344495468698605	0.0344495468698606	0.0344495468698605	0.0344495468698606	0.0344495468698605	0.0344495468698605	0.0344495468698605	0.0344495468698605	0.0344495468698606	0.0344495468698606	0.0344495468698606	0.0344495468698605	0.0344495468698606	0.0344495468698606	0.0344495468698606	0.0344495468698605	0.0344495468698605	0.0344495468698605	0.0344495468698605	0.0344495468698605	0.0344495468698605	0.0344495468698605	0.0344495468698605	0.0344495468698605	0.0344495468698605
"Prunus_avium"	2.41299553970646	0.54850084755767	0.438147167646226	1.53828389714487	0.325230442681616	0.395776131594648	0.177426509791261	0.177426509791261	0.413180047710512	0.369365330945889	0.351961414830025	0.11888503010857	0.11888503010857	0.0750703133439473	0.0750703133439474	0.310823851263201	0.0750703133439473	0.0924742294598129	0.0777474665417446	0.0777474665417447	0.0750703133439473	0.0750703133439472	0.0777474665417445	0.0750703133439474	0.0339327497771221	0.033932749777122	0.0339327497771221	0.033932749777122	0.033932749777122	0.033932749777122	0.0339327497771221	0.0339327497771221	0.0339327497771221	0.033932749777122	0.033932749777122	0.0339327497771221	0.0339327497771221	0.0339327497771221	0.0339327497771221	0.0339327497771221	0.033932749777122	0.033932749777122	0.0339327497771221	0.0339327497771221	0.033932749777122	0.0339327497771221	0.0339327497771221	0.0339327497771221	0.033932749777122	0.033932749777122	0.033932749777122	0.0339327497771221	0.0339327497771221	0.0339327497771221	0.0339327497771221	0.0339327497771221	0.0339327497771221	0.0339327497771221	0.0339327497771221	0.0339327497771221	0.033932749777122	0.033932749777122	0.0339327497771221	0.033932749777122	0.033932749777122	0.0339327497771221	0.033932749777122	0.0339327497771221	0.0339327497771221
"Prunus_spinosa"	2.38627906094112	0.531480429093694	0.500005355366475	0.325230442681615	1.52016260665394	0.18196009669585	0.397047886210868	0.397047886210868	0.41572833371153	0.365727798174883	0.131959561159203	0.123418617013159	0.123418617013159	0.0734180814765116	0.0734180814765117	0.0920985289771755	0.0734180814765115	0.307186318492193	0.083557584831132	0.0835575848311321	0.0734180814765116	0.0734180814765115	0.0835575848311319	0.0734180814765117	0.0335570492944845	0.0335570492944845	0.0335570492944846	0.0335570492944845	0.0335570492944845	0.0335570492944845	0.0335570492944845	0.0335570492944845	0.0335570492944845	0.0335570492944845	0.0335570492944845	0.0335570492944845	0.0335570492944846	0.0335570492944846	0.0335570492944846	0.0335570492944846	0.0335570492944845	0.0335570492944845	0.0335570492944846	0.0335570492944846	0.0335570492944845	0.0335570492944846	0.0335570492944845	0.0335570492944846	0.0335570492944845	0.0335570492944845	0.0335570492944845	0.0335570492944845	0.0335570492944846	0.0335570492944845	0.0335570492944846	0.0335570492944845	0.0335570492944846	0.0335570492944846	0.0335570492944845	0.0335570492944845	0.0335570492944845	0.0335570492944845	0.0335570492944845	0.0335570492944845	0.0335570492944845	0.0335570492944845	0.0335570492944845	0.0335570492944845	0.0335570492944845
"Acronicta_psi"	2.57791115309359	0.778730619367019	0.658030047439428	0.494720164493309	0.227450120869812	1.24950930639565	0.201400698543414	0.201400698543414	0.232045531699683	0.16624252695574	0.183706301651701	0.160459676786848	0.160459676786848	0.0946566720429049	0.0946566720429052	0.125301505199175	0.0946566720429049	0.0771928973469449	0.102054880334321	0.102054880334321	0.0946566720429051	0.0946566720429049	0.102054880334321	0.0946566720429052	0.0362518755903787	0.0362518755903786	0.0362518755903787	0.0362518755903786	0.0362518755903786	0.0362518755903786	0.0362518755903787	0.0362518755903787	0.0362518755903786	0.0362518755903786	0.0362518755903786	0.0362518755903786	0.0362518755903787	0.0362518755903787	0.0362518755903787	0.0362518755903787	0.0362518755903786	0.0362518755903786	0.0362518755903787	0.0362518755903787	0.0362518755903786	0.0362518755903786	0.0362518755903786	0.0362518755903787	0.0362518755903786	0.0362518755903786	0.0362518755903786	0.0362518755903786	0.0362518755903787	0.0362518755903786	0.0362518755903787	0.0362518755903786	0.0362518755903786	0.0362518755903787	0.0362518755903786	0.0362518755903786	0.0362518755903786	0.0362518755903786	0.0362518755903786	0.0362518755903786	0.0362518755903786	0.0362518755903786	0.0362518755903786	0.0362518755903786	0.0362518755903786
"Allophyes_oxycanthae"	2.57189994537139	0.774901025212623	0.671948139676483	0.221783137239076	0.496309857763585	0.201400698543414	1.25081550823783	0.250815508237826	0.232618896049912	0.165424082082264	0.134205884575766	0.16147973384038	0.16147973384038	0.0942849198727319	0.0942849198727321	0.0760883076848189	0.0942849198727319	0.12550311737923	0.103362156949433	0.103362156949434	0.094284919872732	0.0942849198727319	0.103362156949433	0.0942849198727321	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852
"Cosmia_trapezina"	2.57189994537139	0.774901025212624	0.671948139676482	0.221783137239076	0.496309857763585	0.201400698543414	0.250815508237826	1.25081550823783	0.232618896049912	0.165424082082264	0.134205884575766	0.16147973384038	0.16147973384038	0.0942849198727319	0.0942849198727321	0.0760883076848189	0.0942849198727319	0.12550311737923	0.103362156949433	0.103362156949434	0.094284919872732	0.0942849198727319	0.103362156949433	0.0942849198727321	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817851	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852	0.0361673429817852
"Diloba_caeruleocephala"	2.54687611445424	0.484739031913261	0.669091482118106	0.51647505963814	0.519660417139414	0.232045531699683	0.232618896049912	0.232618896049912	1.28922897939128	0.222319831179472	0.165136383487873	0.139080020964818	0.139080020964818	0.0721708727530073	0.0721708727530074	0.128780956094378	0.0721708727530073	0.129354320444607	0.102724593571323	0.102724593571323	0.0721708727530074	0.0721708727530073	0.102724593571323	0.0721708727530074	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127	0.0358154453595127
"Aporia_crataegi"	2.66091115271529	0.465981339833186	0.384794397513392	0.615608884909816	0.609546330291475	0.221656702607654	0.220565442776353	0.220565442776353	0.29642644157263	1.25794700182129	0.183177262856315	0.110847103323887	0.110847103323887	0.0723676635725477	0.0723676635725478	0.148228662368826	0.0723676635725477	0.147137402537524	0.0758985028363979	0.075898502836398	0.0723676635725478	0.0723676635725477	0.0758985028363979	0.0723676635725478	0.0374190630850588	0.0374190630850588	0.0374190630850588	0.0374190630850587	0.0374190630850588	0.0374190630850587	0.0374190630850588	0.0374190630850588	0.0374190630850588	0.0374190630850587	0.0374190630850587	0.0374190630850588	0.0374190630850588	0.0374190630850588	0.0374190630850588	0.0374190630850588	0.0374190630850587	0.0374190630850588	0.0374190630850588	0.0374190630850588	0.0374190630850587	0.0374190630850588	0.0374190630850588	0.0374190630850588	0.0374190630850587	0.0374190630850587	0.0374190630850587	0.0374190630850587	0.0374190630850588	0.0374190630850588	0.0374190630850588	0.0374190630850588	0.0374190630850588	0.0374190630850588	0.0374190630850588	0.0374190630850588	0.0374190630850587	0.0374190630850587	0.0374190630850587	0.0374190630850587	0.0374190630850587	0.0374190630850588	0.0374190630850587	0.0374190630850588	0.0374190630850588
"Biston_betularia"	2.70229120423443	0.857970123104861	0.370045817941822	0.58660235805004	0.219932601932004	0.244941735535601	0.178941179434354	0.178941179434354	0.220181844650497	0.183177262856315	1.20793715374142	0.139353311086593	0.139353311086593	0.102348729292411	0.102348729292411	0.143589394508555	0.102348729292411	0.0775888384073074	0.0750055518537288	0.0750055518537289	0.102348729292411	0.102348729292411	0.0750055518537287	0.102348729292411	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595466	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595466	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467	0.0380009700595467
"Eupsilia_transversa"	2.71331620887952	0.873757238222056	0.745929246292036	0.198141716847617	0.205697695021932	0.213946235715797	0.215306311787174	0.215306311787174	0.185440027953091	0.110847103323887	0.139353311086594	1.17828072668323	0.178280726683226	0.103687802054022	0.103687802054023	0.0738215182199392	0.103687802054022	0.075181594291316	0.112748933816572	0.112748933816572	0.103687802054023	0.103687802054022	0.112748933816571	0.103687802054023	0.0381560091873683	0.0381560091873682	0.0381560091873683	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873683	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873683	0.0381560091873683	0.0381560091873683	0.0381560091873683	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873683	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873683	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873682
"Operophtera_brumata"	2.71331620887952	0.873757238222057	0.745929246292034	0.198141716847617	0.205697695021932	0.213946235715797	0.215306311787174	0.215306311787174	0.185440027953091	0.110847103323887	0.139353311086594	0.178280726683226	1.17828072668322	0.103687802054022	0.103687802054023	0.0738215182199393	0.103687802054022	0.075181594291316	0.112748933816572	0.112748933816572	0.103687802054023	0.103687802054022	0.112748933816572	0.103687802054023	0.0381560091873683	0.0381560091873682	0.0381560091873683	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873683	0.0381560091873683	0.0381560091873683	0.0381560091873682	0.0381560091873682	0.0381560091873683	0.0381560091873683	0.0381560091873683	0.0381560091873683	0.0381560091873683	0.0381560091873682	0.0381560091873682	0.0381560091873683	0.0381560091873683	0.0381560091873682	0.0381560091873683	0.0381560091873683	0.0381560091873683	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873683	0.0381560091873683	0.0381560091873683	0.0381560091873682	0.0381560091873683	0.0381560091873683	0.0381560091873683	0.0381560091873683	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873682	0.0381560091873683	0.0381560091873682	0.0381560091873682	0.0381560091873682
"Arctia_caja"	2.96758881348374	1.04012980325634	0.357902501471931	0.187675783359868	0.183545203691279	0.18931334408581	0.188569839745464	0.188569839745464	0.144341745506015	0.108551495358822	0.153523093938617	0.155531703081034	0.155531703081034	1.11974145293384	0.119741452933841	0.0755133586943914	0.119741452933841	0.0747698543540453	0.0775219678368081	0.0775219678368082	0.119741452933841	0.119741452933841	0.0775219678368081	0.119741452933841	0.0417317176896151	0.0417317176896151	0.0417317176896152	0.0417317176896151	0.0417317176896151	0.041731717689615	0.0417317176896151	0.0417317176896151	0.0417317176896151	0.041731717689615	0.0417317176896151	0.0417317176896151	0.0417317176896152	0.0417317176896152	0.0417317176896152	0.0417317176896152	0.041731717689615	0.0417317176896151	0.0417317176896151	0.0417317176896152	0.041731717689615	0.0417317176896151	0.0417317176896151	0.0417317176896152	0.041731717689615	0.0417317176896151	0.0417317176896151	0.0417317176896151	0.0417317176896152	0.0417317176896151	0.0417317176896152	0.0417317176896151	0.0417317176896151	0.0417317176896151	0.0417317176896151	0.0417317176896151	0.0417317176896151	0.0417317176896151	0.0417317176896151	0.0417317176896151	0.0417317176896151	0.0417317176896151	0.0417317176896151	0.0417317176896151	0.0417317176896151
