"Spilanthes_urens"	"Stachytarpheta_jamaicensis"	"Cordia_globosa"	"Morinda_royoc"	"Piscidia_piscipula"	"Borreria_laevis"	"Cordia_gerascanthus"	"Eupatorium_odoratum"	"Blechum_pyramidatum"	"Bauhinia_divaricata"	"Cassia_occidentalis"	"Cassia_sp1_M_PL_035"	"Cordia_sebestena"	"Ehretia_tinifolia"	"Lantana_involucrata"	"Mikania_micrantha"	"Urechites_lutea"	"Waltheria_indica"	"Alternanthera_ficoidea"	"Bursera_simaruba"	"Capraria_biflora"	"Evolvulus_nummularius"	"Ipomoea_acuminata"	"Melochia_nodiflora"	"Ascleptas_curassavica"	"Bunchosia_media"	"Conocarpus_erectus"	"Cordia_brownei"	"Crotalaria_verrucosa"	"Guazuma_ulmifolia"	"Indigofera_tinctoria"	"Merremia_umbellata"	"Thunbergia_fragrans"	"Turnera_ulmifolia"	"Argythamnia_candicans"	"Avicennia_germinans"	"Bourreria_succulenta"	"Broughtonia_sanguinea"	"Byrsonia_coriacea"	"Capparis_ferruginea"	"Cissus_sicycoides"	"Euphorbia_heterophylla"	"Euphorbia_hyssopifolia"	"Ipomoea_tiliacea"	"Jacquinia_arborea"	"Lantana_camara"	"Lippia_nodiflora"	"Malpighia_glabra"	"Mimosa_pudica"	"Momordica_charantia"	"Philoxerus_vermicularis"	"Physalis_angulata"	"Rhabdadenia_biflora"	"Sarcostemma_clausum"	"Sesuvium_portulacastrum"	"Solanum_erianthum"	"Solanum_havanense"	"Solanum_torvum"	"Stylosanthes_hamata"	"Tribulus_cistoides"	"Vernonia_cinerea"	"Unidentified_sp1_M_PL_035"	"Apis_mellifera"	"Unidentified_sp2_M_PL_035"	"Dielis_dorsata"	"Unidentified_sp3_M_PL_035"	"Papilio_polydamas"	"Mellisuga_humilis"	"Trochilus_polytmus"	"Eristalis_vinatorum"	"Junonia_sp1_M_PL_035"	"Euglossa_cordata"	"Exomalopsis_sp1_M_PL_035"	"Oncopeltus_piltus"	"Polygonus_leo"	"Unidentified_sp4_M_PL_035"	"Agraulis_vanillae"	"Anartia_jatrophae"	"Coereba_flaveola"	"Danaus_gilippus"	"Eurema_sp1_M_PL_035"	"Leptotes_cassius"	"Microbembex_monadonta"	"Phoebis_sennae"	"Unidentified_sp5_M_PL_035"	"Urbanus_proteus"	"Ascia_josephina"	"Centris_dirrhoda"	"Centris_sp1_M_PL_035"	"Strymon_columella"	"Unidentified_sp6_M_PL_035"	"Culex_sp1_M_PL_035"	"Danaus_eresimus"	"Hylephila_phyleus"	"Unidentified_sp7_M_PL_035"	"Unidentified_sp8_M_PL_035"	"Xylocopa_sp1_M_PL_035"
"Spilanthes_urens"	1.60892475689455	0.419689513576669	0.253622071227834	0.191556126845661	0.160431649044839	0.288635416184934	0.1780663748376	0.110359406277827	0.142297945395146	0.114313510770127	0.0161426938400981	0.0161426938400981	0.0660244930988193	0.074651886128705	0.0837314793520963	0.109196431725673	0.0561695131796386	0.0648415936016359	0.0539443264144197	0.0546471763854637	0.053071422158116	0.102569346254519	0.0429905297829111	0.110205228579704	0.0734875183075512	0.0230262951077207	0.028525019650395	0.0293979239066987	0.02508948089402	0.0293979239066987	0.028525019650395	0.0392738912753215	0.0272308710497587	0.0289386421298799	0.0153460362536675	0.024546402507721	0.0153460362536675	0.0153460362536675	0.00714153463041682	0.024546402507721	0.0153460362536675	0.00298529269645651	0.0131789833967275	0.0297871529376766	0.0153460362536675	0.0349042319821307	0.0140518876530312	0.0153460362536675	0.0561544662665964	0.0140518876530312	0.0153460362536675	0.0153460362536675	0.0140518876530312	0.024546402507721	0.0561544662665964	0.00274697101060494	0.00274697101060494	0.0140518876530312	0.0140518876530312	0.024546402507721	0.0610263149381276	0.528585693181881	0.518201830718554	0.265424544557256	0.264774692779348	0.117146519082022	0.271477359861017	0.133814990756718	0.0906173725080828	0.219538000147822	0.233786545178428	0.0122087600471331	0.249575405629317	0.0920335987301568	0.0924305989865673	0.0317401539129637	0.168477442243614	0.1759253806464	0.0596140276904187	0.175933195310886	0.203421049793759	0.166545926866988	0.0518941662388649	0.0640054755393792	0.00995097565485502	0.169573768298128	0.0506323262028162	0.0295174454830404	0.0216520992007833	0.142157902430594	0.00726421222804416	0.0191556126845661	0.0314767135182502	0.016553910941674	0.0145893585603681	0.0207508967368228	0.0163941529156391
"Stachytarpheta_jamaicensis"	0.454663639708058	1.6508938815708	0.26930610866528	0.261843193862805	0.154773880827071	0.163752489828059	0.198423887135327	0.102285071291406	0.177712635117138	0.0980110057528229	0.0155734070397603	0.0155734070397603	0.111360281538776	0.0741179855489062	0.0715001885019328	0.0793093619087031	0.0579198956821282	0.0981959543375937	0.051630884537119	0.0532012734684938	0.0520605358634064	0.0581623986242115	0.0446962894507223	0.114231049093469	0.0798557542226651	0.0289098394979429	0.0287085370417945	0.0282788857155071	0.0267575840861719	0.0282788857155071	0.0287085370417945	0.0972333574154911	0.0260175611365244	0.0319023345456038	0.0154849308103886	0.0233519988216119	0.0154849308103886	0.0154849308103886	0.00688968190747458	0.0233519988216119	0.0154849308103886	0.00288001363064061	0.0132236062314059	0.0198693039648138	0.0154849308103886	0.0385709478089336	0.0127939549051185	0.0154849308103886	0.0198645145213507	0.0127939549051185	0.0154849308103886	0.0154849308103886	0.0127939549051185	0.0233519988216119	0.0198645145213507	0.00265009657609367	0.00265009657609367	0.0127939549051185	0.0127939549051185	0.0233519988216119	0.021587919890783	0.533369839024497	0.492986641789584	0.241663592652238	0.176616035242789	0.117543166501385	0.29999626073615	0.262966152167929	0.109449358234768	0.114461823954938	0.232651097076946	0.0117782070048608	0.0882867312060033	0.0999426711634988	0.199933541328376	0.0306208084776648	0.187282028957145	0.189563069364101	0.0722317080095693	0.191228844036259	0.0719597329692767	0.0699426666606175	0.0594709865831923	0.192628115301006	0.0096000454354687	0.185057337706359	0.15000136050409	0.0391937471603549	0.0250503406128517	0.0489254331055136	0.00700803316789215	0.0261843193862805	0.12381704111781	0.0153427606937108	0.0220940897259586	0.0220341361635229	0.0159603820405482
"Cordia_globosa"	0.29973517508744	0.293788482180306	1.45129548666248	0.201187713881536	0.178223104991009	0.175455636796756	0.146825331637176	0.176962752255383	0.124844479723462	0.103832766102413	0.0179328769368782	0.0179328769368782	0.0767200698150861	0.0912480274740231	0.104113108954867	0.117109793222959	0.0976432331244185	0.151256119807256	0.07182383878398	0.063976738095249	0.0792443485734129	0.0678833061137583	0.0651019033605374	0.0799225087576518	0.0372944492024819	0.0271386336267848	0.0549840122910305	0.0475635025015975	0.035032295719841	0.0475635025015975	0.0549840122910305	0.052958269909511	0.0576621497383294	0.0399810833860891	0.0224426825271493	0.0242603362823824	0.0224426825271493	0.0224426825271493	0.00793351239491391	0.0242603362823824	0.0224426825271493	0.00331635395408022	0.0325413297638812	0.0322892701708867	0.0224426825271493	0.0190122430503405	0.0251208199744482	0.0224426825271493	0.0163775339284127	0.0251208199744482	0.0224426825271493	0.0224426825271493	0.0251208199744482	0.0242603362823824	0.0163775339284127	0.00305160300816625	0.00305160300816625	0.0251208199744482	0.0251208199744482	0.0242603362823824	0.0177984158674074	0.773025731490698	0.512162654850296	0.474504377295133	0.287015734852326	0.289256264567833	0.147873001502648	0.226800386067679	0.116922672392932	0.211763912458557	0.208062725401167	0.0135626800362945	0.0727890396818344	0.0863297275113026	0.197281127470036	0.0352600550885062	0.0652570392505688	0.0667617855276413	0.0593359147654593	0.0595675350414625	0.0593280528913582	0.06335957792218	0.179319397794597	0.0631273733311972	0.0110545131802674	0.0648088326459221	0.0421529075516765	0.0323311565202068	0.0279769182059816	0.0411158885709503	0.0080697946215952	0.0201187713881536	0.0220341361635229	0.0265444128383075	0.0340326269566326	0.118742357999657	0.0191930214285747
"Morinda_royoc"	0.27669218322151	0.34912425848374	0.2458960947441	1.51577660299602	0.186835118706223	0.128875567102614	0.185055062098377	0.122534319315093	0.116133555494135	0.104855454443372	0.0187994210482124	0.0187994210482124	0.108452950765165	0.0796566743486635	0.098561125314221	0.101004520627943	0.0947861293683505	0.0716333709336667	0.0632755272990337	0.0648351447268729	0.0636786277114334	0.0576889154178197	0.0784371573075344	0.0588338040341226	0.0346625741859927	0.135756630214862	0.0383436132314905	0.0379405128190909	0.0620506066322055	0.0379405128190909	0.0383436132314905	0.0654226510081746	0.0322948437092326	0.0624912856591179	0.0219946411706744	0.0253350144799428	0.0219946411706744	0.0219946411706744	0.00831687187884988	0.0253350144799428	0.0219946411706744	0.00347660526234064	0.0163489720608161	0.0352855980151872	0.0219946411706744	0.0391365318306167	0.0159458716484165	0.0219946411706744	0.0135095779871479	0.0159458716484165	0.0219946411706744	0.0219946411706744	0.0159458716484165	0.0253350144799428	0.0135095779871479	0.00319906114475882	0.00319906114475882	0.0159458716484165	0.0159458716484165	0.0253350144799428	0.0146816418307817	0.757593195878785	0.534850305687682	0.301199797803423	0.313649760134998	0.145324196096143	0.304395247571464	0.276098154196922	0.269977629922957	0.102162594234102	0.0996785604395731	0.0142180495322614	0.0600425688317684	0.0728050979983543	0.0833246392234536	0.0369638750171106	0.066243972059791	0.0629900732810834	0.0731791240913687	0.0609380904545433	0.0489388061026057	0.0567442793093523	0.0546164277454926	0.0800264262621212	0.0115886842078021	0.0730981913856031	0.177761979685883	0.21266814389629	0.0890132565811802	0.036462287309912	0.00845973947169556	0.151577660299602	0.0261843193862805	0.018380147897264	0.016117508460075	0.0201187713881536	0.0194505434180619
"Piscidia_piscipula"	0.260701429697863	0.232160821240607	0.245056769362638	0.210189508544501	1.35505073858916	0.163464379265754	0.181440932162932	0.104310102966973	0.0769255522000438	0.0754276294512252	0.136345723185393	0.136345723185393	0.148422970519577	0.0829291630812477	0.0865965337490075	0.076126043816801	0.12594896809125	0.058235279844269	0.0692483332879855	0.0575330521121984	0.0800614500356188	0.0694335812384537	0.087886646097536	0.0487421577290447	0.0281144698571551	0.0254863197063213	0.0553724597433319	0.0445593429956986	0.0281769498309066	0.0445593429956986	0.0553724597433319	0.0639037466322142	0.0653115272397946	0.0606374408514554	0.017310137749618	0.0246889902922869	0.017310137749618	0.017310137749618	0.0603194060101056	0.0246889902922869	0.017310137749618	0.0252146200411343	0.0380623219937139	0.017348200461022	0.017310137749618	0.0166497860954462	0.0272492052460806	0.017310137749618	0.014772633761452	0.0272492052460806	0.017310137749618	0.017310137749618	0.0272492052460806	0.0246889902922869	0.014772633761452	0.023201688189111	0.023201688189111	0.0272492052460806	0.0272492052460806	0.0246889902922869	0.0160542777864182	0.596238078042397	0.521212017281612	0.514707210203745	0.154206226320195	0.338331751055235	0.129498336297915	0.266897145659201	0.288848687345583	0.0932150850770786	0.0911502175035316	0.103118614173827	0.0656561500508978	0.0608036879700543	0.0644116982655025	0.268086248933802	0.0493072215065978	0.0500832694293033	0.213054516282625	0.0481121335463097	0.0535142592880605	0.191508617371565	0.0487995527214949	0.0795639159444468	0.0840487334704477	0.0626767619350296	0.0384310124474957	0.0324877947222947	0.0241484712917526	0.0388786348890805	0.0613555754334268	0.0210189508544501	0.0174120615930455	0.0156465154450459	0.0131029379649605	0.0200500993114885	0.0172599156336595
"Borreria_laevis"	0.536037201486306	0.280718553990958	0.275716000680617	0.165697157703361	0.186816433446576	1.39733516142352	0.124364170536255	0.100864421037356	0.0969779125163411	0.122781349592771	0.0187975409302456	0.0187975409302456	0.0686545300006416	0.0796081295684329	0.0840071388570147	0.122228782546438	0.0673098107339176	0.0688820533730034	0.0644267017440653	0.068009197424523	0.0653971117117368	0.0686433095116706	0.0515594131420825	0.100546178467872	0.0377233244251166	0.0238769413376456	0.037500257116148	0.0365298471484765	0.033335348144434	0.0365298471484765	0.037500257116148	0.0325120975176747	0.0305303852159987	0.0367794255179189	0.0217498595243129	0.0278968545955889	0.0217498595243129	0.0217498595243129	0.0083160401138606	0.0278968545955889	0.0217498595243129	0.003476257569292	0.0157503975918351	0.0195804371129494	0.0217498595243129	0.0201330041592819	0.0147799876241636	0.0217498595243129	0.081970958455153	0.0147799876241636	0.0217498595243129	0.0217498595243129	0.0147799876241636	0.0278968545955889	0.081970958455153	0.00319874120871826	0.00319874120871826	0.0147799876241636	0.0147799876241636	0.0278968545955889	0.089082594120212	0.749161828059666	0.588933597017987	0.279177544011979	0.174048329892884	0.140003534149645	0.156590032349971	0.114484107419658	0.10019710662404	0.294453507297706	0.290543972656068	0.0142166275943034	0.364315370911791	0.0674730125527446	0.0765669596850577	0.0369601782838249	0.075620183597469	0.0883280128848892	0.0551187435933225	0.07513965533583	0.296941980400707	0.237784494455256	0.0531867070383978	0.0511316046824198	0.0115875252309733	0.0768187849249659	0.0376236073196579	0.0273143393722766	0.0257455302669358	0.057703260648707	0.00845889341861052	0.0165697157703361	0.0210538915493218	0.0151296631556034	0.0154984620089258	0.0225585818738687	0.0204027592273569
"Cordia_gerascanthus"	0.3858104788148	0.396847774270654	0.269179774668156	0.277582593147565	0.241921242883909	0.145091532292298	1.32601037271161	0.124959141415492	0.12530620509125	0.115057210594598	0.0243422079155933	0.0243422079155933	0.143150187041655	0.078117728297757	0.10369633366833	0.109675138863448	0.0670749752229786	0.0662588647808445	0.0608685977361716	0.0624874439711513	0.0612860614657192	0.0657003763056196	0.0514047478561999	0.0589797522828061	0.0395273900004244	0.0304801578975766	0.0317274799001273	0.0313100161705797	0.0278739617650255	0.0313100161705797	0.0317274799001273	0.0808040291231015	0.0309229910040098	0.0361519842189688	0.0160572525333486	0.0295585815655919	0.0160572525333486	0.0160572525333486	0.010769003149784	0.0295585815655919	0.0160572525333486	0.00450164118987	0.0156702273667787	0.0428277359321585	0.0160572525333486	0.0482098076633089	0.0152527636372311	0.0160572525333486	0.0171546737922145	0.0152527636372311	0.0160572525333486	0.0160572525333486	0.0152527636372311	0.0295585815655919	0.0171546737922145	0.00414226647303164	0.00414226647303164	0.0152527636372311	0.0152527636372311	0.0295585815655919	0.0186429788244158	0.553083142815341	0.624014499718051	0.288107757592143	0.380690986063631	0.139290909926922	0.374965170714625	0.342025150967209	0.133964877904135	0.117953160179715	0.114845890306796	0.0184100732134739	0.0762429946320644	0.0766628024959351	0.0892507443079905	0.0478622362212624	0.0790286562123641	0.0741674649807809	0.258326487815554	0.0742608647961301	0.0621432627480525	0.0725807216305181	0.0556759155335902	0.0983341882600672	0.0150054706329	0.255375095202681	0.0575218423850555	0.041474330368666	0.026259353848171	0.0464200691173259	0.010953993562017	0.0277582593147565	0.0297635830702991	0.0187438712123238	0.01490824457569	0.0220237997455764	0.0187462331913454
"Eupatorium_odoratum"	0.239112046935291	0.204570142582811	0.324431712468203	0.18380147897264	0.139080137289297	0.117675157876915	0.124959141415492	1.45953104961965	0.158870401990949	0.0788990545424256	0.0139942965672094	0.0139942965672094	0.0723645434943124	0.151183961443848	0.122038715734799	0.105993115489514	0.0960020219358266	0.17065313434454	0.0781703922129368	0.0604871526478807	0.0624770444137866	0.0684199600012513	0.077680598954993	0.0575328537377294	0.0954711800248863	0.0275648710730034	0.0447578097164413	0.0604511575155915	0.0401483048625591	0.0604511575155915	0.0447578097164413	0.0297004277203475	0.0523361937608175	0.0436658281750091	0.0264363867356077	0.0177192346973453	0.0264363867356077	0.0264363867356077	0.00619108276183734	0.0177192346973453	0.0264363867356077	0.00258798635147024	0.0183214229808336	0.0438683235218621	0.0264363867356077	0.0167742625747739	0.0340147707799838	0.0264363867356077	0.0119811834821637	0.0340147707799838	0.0264363867356077	0.0264363867356077	0.0340147707799838	0.0177192346973453	0.0119811834821637	0.00238138239904194	0.00238138239904194	0.0340147707799838	0.0340147707799838	0.0177192346973453	0.0130206468892921	0.910586654226486	0.374072732499511	0.642501225844139	0.389940653527663	0.162857093162966	0.130466486692686	0.108022900560808	0.114862942929343	0.0998287251927712	0.0908306037506145	0.0105839217735197	0.0532497043651721	0.324504752137383	0.108880801117911	0.0275159233859437	0.0604933439937557	0.0491565277567037	0.05067240894359	0.0748587026465836	0.0434021562976402	0.0473300895423233	0.283871025508777	0.0449899754540875	0.00862662117156746	0.0506405428477087	0.0337229085909748	0.0307843398801155	0.0304709291710031	0.0370798989420494	0.00629743345524425	0.018380147897264	0.0153427606937108	0.218929657442948	0.0383969552275215	0.0265444128383075	0.0181461457943642
"Blechum_pyramidatum"	0.369974658027378	0.42651032428113	0.274657855391616	0.209040399889443	0.12308088352007	0.135769077522878	0.1503674461095	0.190644482389139	1.31831918903946	0.116358154108208	0.012384445538411	0.012384445538411	0.077214560798811	0.137559260763859	0.0792305181276433	0.0829622873851769	0.072160007331784	0.156482467449686	0.0596239308782794	0.0595694839944638	0.0585786337036027	0.0529547769380077	0.0570670969441399	0.0703039042859117	0.110076186396812	0.0291440649075396	0.0404370927915537	0.0414823899662304	0.0391797561726474	0.0414823899662304	0.0404370927915537	0.0395904334747936	0.0312311179499649	0.040928889381819	0.0253441824039096	0.018141540912049	0.0253441824039096	0.0253441824039096	0.00547888398102306	0.018141540912049	0.0253441824039096	0.00229027417491162	0.0150929103876441	0.0196065872493639	0.0253441824039096	0.0530024539723953	0.0161382075623208	0.0253441824039096	0.0162868441099415	0.0161382075623208	0.0253441824039096	0.0253441824039096	0.0161382075623208	0.018141540912049	0.0162868441099415	0.00210743716094809	0.00210743716094809	0.0161382075623208	0.0161382075623208	0.018141540912049	0.0176998579824935	0.872966282801329	0.382988085921035	0.304832809510505	0.174280775549902	0.134159203445725	0.412241308674186	0.129581732036342	0.103898046519397	0.110388760110302	0.118621106381149	0.00936638738199152	0.0723859738219623	0.346379243935908	0.32696628987459	0.0243505954712136	0.294899358519314	0.0786930757779845	0.0537749924921654	0.107136188370776	0.0589995266083117	0.0569162538200755	0.0862772338847733	0.0671772455644744	0.00763424724970541	0.080157021408636	0.0528923143100291	0.0340188691973372	0.0307457194860842	0.0415000632525285	0.00557300049228495	0.0209040399889443	0.0319882743210848	0.0285966723583709	0.0352085551761793	0.0224720063502231	0.0178708451983391
"Bauhinia_divaricata"	0.371518910002913	0.294033017258469	0.285540106781635	0.235924772497588	0.15085525890245	0.214867361787349	0.172585815891897	0.118348581813638	0.14544769263526	1.18691237655448	0.0151791138040997	0.0151791138040997	0.0798652223702261	0.0973989510658073	0.100381244208535	0.151798980652732	0.0785214110747701	0.082384534324362	0.0787191454858475	0.0850842508100089	0.0792882920767152	0.0725627350753009	0.0613446220893615	0.0696676893473377	0.0381638271043456	0.0323891324560434	0.0447034115965962	0.0441342650057285	0.0427403409824907	0.0441342650057285	0.0447034115965962	0.036096059733455	0.0337844313799496	0.0447369796948205	0.0275266226111875	0.034584880480119	0.0275266226111875	0.0275266226111875	0.00671524641207947	0.034584880480119	0.0275266226111875	0.0028070963884294	0.0171767889854086	0.0216620987226879	0.0275266226111875	0.0567754946244396	0.016607642394541	0.0275266226111875	0.020172987068692	0.016607642394541	0.0275266226111875	0.0275266226111875	0.016607642394541	0.034584880480119	0.020172987068692	0.00258300045826067	0.00258300045826067	0.016607642394541	0.016607642394541	0.034584880480119	0.0219231548965693	0.948139223274237	0.730125254580289	0.313699911896885	0.192551988646115	0.152682568759188	0.441587180412309	0.128109641807552	0.114735713890886	0.377918771326318	0.119661499053281	0.0114800020367141	0.0896577203052976	0.0830213581331548	0.0901319535647564	0.0298455396092421	0.0739536008920106	0.0686733230218651	0.0608287640436111	0.0649467384146192	0.0730771829885644	0.0703175602081777	0.05965117986807	0.0562653782077408	0.00935698796143135	0.0736608886014483	0.0456449535441439	0.0381675868549783	0.0338082630473403	0.0474893604458689	0.00683060121184488	0.0235924772497588	0.0220524762943852	0.0177522872720458	0.0185365202229815	0.0233623723730428	0.0255252752430027
