"Psidium_cattleianum"	"Memecylon_eleagni"	"Cinnamomum_verum"	"Ochna_kirkii"	"Premna_serratifolia"	"Erythroxylum_sechellarum"	"Apis_mellifera"	"Ornidia_obesa"	"Xylocopa_caffra"	"Lasioglossum_mahense"	"Neavella_albipectus"	"Megachile_seychellensis"	"Parasarcophaga_hirticeps"	"Polistes_olivaceus"	"Chalcidoma_disjunctum"	"Eristalinus_vicarians"	"Hemipyrellia_sp1_M_PL_110"	"Cratopus_aurostriatus"	"Dichaetomyia_fasciculifera"
"Psidium_cattleianum"	2.32617205849641	0.778769159309658	1.12800044969359	0.316672162585225	0.58102242199633	0.132521642655635	0.738962660620345	0.563739599775672	0.703715916856056	0.294492539234745	0.349529787443572	0.174306726598899	0.145028629246319	0.145028629246319	0.593934031374026	0.145028629246319	0.593017697128252	0.145028629246319	0.145028629246319
"Memecylon_eleagni"	0.973461449137072	2.24121986801173	0.869845036074758	0.132521642655635	0.664725845687588	0.381384053170063	0.791334750071209	0.28706027976857	0.294492539234744	0.847520118155696	0.703692224008915	0.199417753706276	0.111837218923897	0.111837218923897	0.679497531147312	0.111837218923897	0.374640814550949	0.111837218923897	0.111837218923897
"Cinnamomum_verum"	0.805714606923992	0.497054306328433	3.51483888495972	0.109685517917384	0.251281807992603	0.0845827706147123	0.708773704807894	0.596936485883996	0.243745595371964	0.187961712477139	0.187221761321678	0.0753845423977808	0.451907856637677	0.451907856637678	0.256865848170216	0.451907856637678	0.220413171644099	0.451907856637677	0.451907856637677
"Ochna_kirkii"	1.58336081292613	0.53008657062254	0.767798625421687	1.89622222831431	0.39548585026641	0.0902038071857684	0.50299139084242	0.383721912452348	1.99160495180958	0.200452904857263	0.237915233469994	0.118645755079923	0.0987169661256454	0.0987169661256455	0.404274424716774	0.0987169661256454	0.403650701406625	0.0987169661256454	0.0987169661256454
"Premna_serratifolia"	0.968370703327216	0.88630112758345	0.586324218649406	0.13182861675547	2.53951307855941	0.15082014986189	0.449109022702956	0.24969126899668	0.292952481678822	0.335155888581977	0.9612716772741	0.761853923567823	0.0753845423977808	0.0753845423977808	0.373724480305175	0.0753845423977808	0.936160650166722	0.0753845423977808	0.0753845423977808
"Erythroxylum_sechellarum"	0.662608213278175	1.52553621268025	0.592079394302987	0.0902038071857684	0.452460449585669	1.94026981770399	0.53863961979637	0.195393971943313	0.200452904857263	2.08948848378665	0.478983782728758	0.135738134875701	0.0761244935532411	0.0761244935532411	0.462515126243128	0.0761244935532411	0.255007613265772	0.0761244935532411	0.0761244935532411
"Apis_mellifera"	1.23160443436724	1.05511300009495	1.65380531121842	0.167663796947473	0.449109022702956	0.179546539932123	1.67172133464983	0.434320909628472	0.372586215438829	0.398992310960274	0.37213313183225	0.134732706810887	0.212632111442368	0.212632111442368	0.459089223207466	0.212632111442368	0.35642150499699	0.212632111442368	0.212632111442368
"Ornidia_obesa"	1.40934899943918	0.574120559537141	2.08927770059399	0.191860956226174	0.37453690349502	0.0976969859716563	0.651481364442707	1.52230423854685	0.426357680502609	0.217104413270347	0.241538196944363	0.112361071048506	0.268621418647798	0.268621418647798	0.382859945794909	0.268621418647798	0.366043890947558	0.268621418647798	0.268621418647798
"Xylocopa_caffra"	1.75928979214014	0.588985078469489	0.853109583801875	0.995802475904792	0.439428722518233	0.100226452428632	0.558879323158244	0.426357680502609	2.21289439089954	0.222725449841404	0.264350259411105	0.13182861675547	0.109685517917384	0.109685517917384	0.44919380524086	0.109685517917384	0.448500779340695	0.109685517917384	0.109685517917384
"Lasioglossum_mahense"	0.736231348086861	1.69504023631139	0.657865993669985	0.100226452428632	0.502733832872966	1.04474424189333	0.598488466440411	0.217104413270347	0.222725449841403	2.32165387087406	0.532204203031953	0.15082014986189	0.0845827706147123	0.0845827706147123	0.513905695825698	0.0845827706147123	0.283341792517525	0.0845827706147123	0.0845827706147123
