"Dillenia_ferruginea"	"Gastonia_crassa"	"Erythroxylum_sechellarum"	"Nephrosperma_vanhoutteanum"	"Psychotria_pervillei"	"Roscheria_melanochaetes"	"Memecylon_eleagni"	"Aphloia_theiformis"	"Campnosperma_seychellarum"	"Cinnamomum_verum"	"Paragenipa_wrightii"	"Lasioglossum_mahense"	"Apis_mellifera"	"Nectarinia_dussumieri"	"Lygistorrhina_sp1_M_PL_102"	"Phelsuma_sp1_M_PL_102"	"Ornidia_obesa"	"Unidentified_sp1_M_PL_102"	"Mabuya_sechellensis"	"Neavella_albipectus"	"Cratopus_aurostriatus"	"Pachycerina_seychellensis"	"Parasarcophaga_hirticeps"	"Polistes_olivaceus"	"Unidentified_sp2_M_PL_102"	"Dichaetomyia_fasciculifera"	"Foudia_madagascariensis"	"Plagiostenopterina_cyanosoma"	"Scaptodrosophila_sp1_M_PL_102"	"Unidentified_sp3_M_PL_102"	"Unidentified_sp4_M_PL_102"	"Unidentified_sp5_M_PL_102"
"Dillenia_ferruginea"	1.60939463282107	0.605691845077906	0.614816887143077	0.654021930286331	0.500180336374959	0.247183274015347	0.402296945953606	0.161614985281029	0.105687188830786	0.240681960672576	0.121587908280159	0.92628707416325	0.9456837310679	0.167907126343223	0.142596278865712	0.17597795533868	0.71828882347124	0.349354874190655	0.0778746657957308	0.0691668998035962	0.46021708192769	0.0691668998035962	0.0475592349738538	0.0778746657957308	0.0444929893227625	0.0691668998035962	0.0778746657957308	0.0691668998035962	0.0900324605474925	0.0444929893227625	0.0444929893227625	0.0691668998035962
"Gastonia_crassa"	0.346109625758804	2.38403187171422	0.525817843829203	0.564573740966949	0.482307303777085	0.217878096847436	0.272957298635456	0.0695672266644572	0.0945083838986059	0.203390071970998	0.102016430673624	0.788461654535134	0.79346112746152	0.39333369818599	0.123904118577581	0.391204444651157	0.309187674064254	0.312402713442614	0.306518383506114	0.0591545074307854	0.162560726940773	0.0591545074307854	0.0425287727543727	0.306518383506114	0.0392180574325384	0.0591545074307854	0.306518383506114	0.0591545074307854	0.0868153146798753	0.0392180574325384	0.0392180574325384	0.0591545074307854
"Erythroxylum_sechellarum"	0.307408443571539	0.460090613350553	2.60637956877789	0.463131604155444	0.367475679050324	0.304974184869321	0.245021955379428	0.058914482063271	0.169399056752813	0.186107473316157	0.0942548334501095	0.714409421180367	0.733093149056408	0.125300129659844	0.124365093899794	0.128624248054102	0.261842142503427	0.559957993155131	0.0591545074307853	0.293217701487512	0.138636640426913	0.293217701487512	0.0762295755387657	0.0591545074307853	0.0548953532764778	0.293217701487512	0.0591545074307853	0.293217701487512	0.0661456222290583	0.0548953532764778	0.0548953532764778	0.293217701487512
"Nephrosperma_vanhoutteanum"	0.436014620190887	0.65866936446144	0.617508805540593	1.7925481207003	0.414870308468355	0.523542539669415	0.27087114174929	0.071673090543209	0.177641884923675	0.199198051206081	0.100619967283601	0.766718430508181	0.782599745539117	0.159362716669346	0.363119875245539	0.353568279250087	0.318547069080929	0.587205119608813	0.0846860611450422	0.0694697406233167	0.366985507647994	0.0694697406233167	0.0799388482156536	0.0846860611450423	0.0942376571404946	0.0694697406233167	0.0846860611450423	0.0694697406233167	0.0746766555243039	0.0942376571404946	0.0942376571404946	0.0694697406233167
"Psychotria_pervillei"	0.400144269099967	0.67523022528792	0.587961086480518	0.497844370162026	1.85532454734742	0.335106171631413	0.326025166867658	0.147215857748368	0.187389037530193	0.178809309119291	0.0721078534620739	0.829900210667243	0.560838860260575	0.42077373320241	0.134995766417958	0.161491970204179	0.654292701103856	0.619424874058138	0.0868153146798753	0.0661456222290583	0.164709116071797	0.0661456222290583	0.0843250668885869	0.0868153146798753	0.0603191108936543	0.0661456222290583	0.0868153146798754	0.0661456222290583	0.333958418522535	0.0603191108936543	0.0603191108936543	0.0661456222290583
"Roscheria_melanochaetes"	0.197746619212278	0.30502933558641	0.487958695790914	0.628251047603297	0.335106171631413	2.74605720218495	0.135317828303812	0.0410240450899073	0.246446761063629	0.0942937832139046	0.0459264050563338	0.376190719003328	0.357205372660374	0.0995371683261927	0.588527953533785	0.133455714573033	0.182329089288477	0.81464346018255	0.0392180574325384	0.0548953532764778	0.138730646463257	0.0548953532764778	0.110901042478633	0.0392180574325384	0.49429029639329	0.0548953532764778	0.0392180574325384	0.0548953532764778	0.0603191108936543	0.494290296393291	0.49429029639329	0.0548953532764778
"Memecylon_eleagni"	0.536395927938141	0.63690036348273	0.653391881011808	0.54174228349858	0.543375278112764	0.225529713839686	1.44551823609825	0.1839927568051	0.10266682681753	0.26152547929315	0.132119147839104	1.00649368908702	1.02759337208192	0.179694739650934	0.121856691015931	0.163148532115424	0.817745585800444	0.339370899757945	0.0818871895906366	0.0735065866138284	0.201950426310869	0.0735065866138283	0.0462000720678883	0.0818871895906366	0.0405953484911436	0.0735065866138284	0.0818871895906367	0.0735065866138284	0.0978075500602975	0.0405953484911436	0.0405953484911436	0.0735065866138284
"Aphloia_theiformis"	0.646459941124116	0.486970586651201	0.471315856506168	0.430038543259254	0.736079288741838	0.205120225449537	0.5519782704153	1.37905552221503	0.100486480587646	0.172922748200271	0.0827304315864835	0.701495795885012	0.643458912339316	0.195104775971542	0.101427422069805	0.1271162854869	1.68469120984457	0.33216364416472	0.0626105039980115	0.0530230338569439	0.209959268241814	0.0530230338569439	0.0452189162644409	0.0626105039980115	0.0369216405809166	0.0530230338569439	0.0626105039980115	0.053023033856944	0.132494271973531	0.0369216405809166	0.0369216405809166	0.0530230338569439
"Campnosperma_seychellarum"	0.211374377661573	0.330779343645121	0.677596227011251	0.532925654771024	0.468472593825483	0.616116902659071	0.154000240226294	0.0502432402938232	2.06858174311653	0.103756999932471	0.0493105715942054	0.423472220408733	0.383526667954931	0.12685383964296	0.190839890694286	0.122467620970026	0.22330329019477	1.28225631752408	0.0425287727543727	0.0762295755387657	0.127498083189507	0.0762295755387657	0.930861784402437	0.0425287727543727	0.110901042478633	0.0762295755387657	0.0425287727543727	0.0762295755387657	0.0843250668885869	0.110901042478633	0.110901042478633	0.0762295755387657
"Cinnamomum_verum"	0.481363921345153	0.711865251898495	0.744429893264627	0.597594153618243	0.447023272798227	0.235734458034762	0.392288218939725	0.0864613741001354	0.103756999932471	1.30582684483959	0.156813505965414	1.15899263568803	1.21966060195322	0.17198972149063	0.132071325488994	0.181164655429686	0.38427277377838	0.342974527554557	0.0915255323869492	0.0837483629922706	0.197946005345396	0.0837483629922706	0.046690649969612	0.0915255323869492	0.0424322024462571	0.0837483629922706	0.0915255323869493	0.0837483629922706	0.0804641891036809	0.0424322024462571	0.0424322024462571	0.0837483629922706
