"Microtus_arvalis"	"Apodemus_sylvaticus"	"Prometheomys_schaposchnikowi"	"Apodemus_mystacinus"	"Microtus_majori"	"Dryomys_nitedula"	"Cricetulus_migratorius"	"Sorex_araneus"	"Chionomys_nivalis"	"Myoxus_glis"	"Ctenophthalmus_proximus"	"Ctenophthalmus_hypanis"	"Ctenophthalmus_inornatus"	"Megabothris_turbidus"	"Ctenophthalmus_shovi"	"Amphipsylla_rossica"	"Myoxopsylla_jordani"	"Nosopsyllus_fasciatus"	"Leptopsylla_segnis"	"Leptopsylla_taschenbergi"	"Hystrichopsylla_talpae"	"Amphipsylla_georgica"	"Hystrichopsylla_satunini"	"Rhadinopsylla_integella"	"Ceratophyllus_sciurorum"	"Amalaraeus_penicilliger"	"Ctenophthalmus_euxinicus"	"Palaeopsylla_caucasica"
"Microtus_arvalis"	1.72643482821262	1.02085669008836	0.299803131174359	0.55442484169575	0.578929626248102	0.116312702471541	0.354345556193928	0.211095009420844	0.354345556193928	0.0466099530374028	0.435547676940131	0.567239278857922	0.446667211735436	0.619579994970116	0.435547676940131	0.511796794688347	0.207155346832901	0.112865672987046	0.24132375876621	0.0574231888174705	0.316776689944302	0.121205388932378	0.177995255939957	0.121205388932378	0.0574231888174705	0.19422391817392	0.055442484169575	0.0574231888174705
"Apodemus_sylvaticus"	0.510428345044182	2.27334484227833	0.252718452934688	0.610395368776486	0.537867871626959	0.131186087169559	0.337608807676668	0.202045069818538	0.337608807676668	0.0699542417347636	0.36746202957687	0.485249331305214	0.363699658869532	0.544283070531515	0.36746202957687	0.424209794427565	0.310907741043394	0.188915184255805	0.310038840759399	0.127875647378156	0.24580897175366	0.188645232759957	0.249425319813838	0.188645232759957	0.127875647378156	0.0574231888174705	0.0610395368776486	0.127875647378156
"Prometheomys_schaposchnikowi"	0.599606262348717	1.01087381173875	1.38263817620386	0.52045232205094	0.530295364643461	0.134076737093678	0.444206658937425	0.149053540956009	0.444206658937425	0.0477483618265826	0.280736879438821	0.70702880401536	0.595325343287876	0.767363335707515	0.280736879438821	0.654983571810266	0.212214941451478	0.108906884115399	0.213281174924591	0.0568616519103047	0.183975584946925	0.136818850519041	0.168565112637788	0.136818850519041	0.0568616519103047	0.0674557045142307	0.052045232205094	0.0568616519103047
"Apodemus_mystacinus"	0.492822081507333	1.08514732226931	0.231312143133751	1.83162482451173	0.572794409386535	0.154564141539155	0.281588612327196	0.243195279170599	0.281588612327196	0.0885204685640429	0.437042458305561	0.517501007197266	0.269899153690108	0.587054870889886	0.437042458305561	0.334338524746094	0.39342430472908	0.244202019328821	0.381599974135986	0.0610395368776486	0.180921392103209	0.111725487096544	0.308641390384806	0.111725487096544	0.0610395368776486	0.055442484169575	0.183162482451173	0.0610395368776486
"Microtus_majori"	0.578929626248102	1.07573574325392	0.265147682321731	0.644393710559852	1.64592626232452	0.118022878680467	0.318147163572193	0.24847135642387	0.318147163572193	0.0502363077800018	0.449787201005599	0.549437001486817	0.299830925919323	0.602547296893027	0.449787201005599	0.484997630430831	0.22327247902223	0.124949506614018	0.384657618052687	0.0605101355580329	0.310806423022452	0.117776625001028	0.310116211125526	0.117776625001028	0.0605101355580329	0.0651295829529115	0.0644393710559852	0.0605101355580329
"Dryomys_nitedula"	0.465250809886163	1.04948869735647	0.268153474187356	0.695538636926198	0.472091514721869	1.31610290206044	0.320694947594333	0.151771896083192	0.320694947594333	0.203370068326491	0.279570183262283	0.40982332726344	0.28715916816461	1.00206963319064	0.279570183262283	0.34026946357082	0.903866970339961	0.128587602918921	0.227229467150089	0.0590337392263015	0.164484750744705	0.116758829793281	0.181697898325132	0.116758829793281	0.0590337392263015	0.0523407161121934	0.0695538636926198	0.0590337392263015
"Cricetulus_migratorius"	0.566952889910285	1.08034818456534	0.35536532714994	0.506859502188953	0.509035461715509	0.128277979037733	1.50458285154706	0.147560917758551	0.416443569718988	0.0477312111444852	0.276772500486163	0.658246179595223	0.550293739933333	0.715971270162203	0.276772500486163	0.607560229376328	0.212138716197712	0.111455535600696	0.212990300371256	0.0607695853818003	0.181818274939702	0.331594498660272	0.16872202504369	0.135729427931218	0.0607695853818002	0.0637822001149071	0.0506859502188953	0.0607695853818003
"Sorex_araneus"	0.562920025122252	1.07757370569887	0.198738054608012	0.729585837511797	0.662590283796987	0.101181264055461	0.245934862930919	1.38816818110059	0.245934862930919	0.0505308169810435	0.687892468780332	0.404694627392089	0.257194636713748	0.450226196217046	0.687892468780332	0.331736043640909	0.224581408804638	0.133572104696741	0.624563965954078	0.0606135209455613	0.198483430698976	0.104881796273127	0.208113511623902	0.104881796273127	0.0606135209455613	0.0633285028262533	0.0729585837511797	0.0606135209455613
"Chionomys_nivalis"	0.566952889910285	1.08034818456534	0.35536532714994	0.506859502188953	0.509035461715509	0.128277979037733	0.416443569718988	0.147560917758551	1.50458285154706	0.0477312111444852	0.276772500486163	0.658246179595223	0.550293739933333	0.715971270162203	0.276772500486163	0.607560229376328	0.212138716197712	0.111455535600696	0.212990300371256	0.0607695853818003	0.181818274939702	0.135729427931218	0.16872202504369	0.331594498660271	0.0607695853818002	0.0637822001149071	0.0506859502188953	0.0607695853818003
"Myoxus_glis"	0.372879624299223	1.11926786775622	0.19099344730633	0.796684217076387	0.401890462240014	0.406740136652982	0.238656055722426	0.15159245094313	0.238656055722426	1.34579757701771	0.275266609287529	0.358678579708588	0.233797480998948	0.54171164120243	0.275266609287529	0.279010158000949	1.53687812007871	0.142627239268926	0.233317651553867	0.0629588175612872	0.150120452296951	0.105916907591324	0.187839916270927	0.105916907591324	0.0629588175612872	0.0419489577336625	0.0796684217076386	0.0629588175612872
