"Tripleurospermum_inodorum"	"Tanacetum_vulgare"	"Melilotus_albus"	"Trifolium_repens"	"Achillea_millefolium"	"Cirsium_vulgare"	"Senecio_jacobea"	"Silene_dioica"	"Verbascum_thapsus"	"Vicia_hirsuta"	"Cirsium_arvense"	"Chaerophyllum_temulentum"	"Myosotis_palustris"	"Echium_vulgare"	"Epilobium_montanum"	"Lapsana_communis"	"Ranunculus_repens"	"Aegopodium_podagraria"	"Daucus_carota"	"Trifolium_dubium"	"Chamomilla_recutita"	"Malva_sylvestris"	"Prunella_vulgaris"	"Stachys_sylvatica"	"Chrysanthemum_maximum"	"Cerastium_glomeratum"	"Geranium_robertianum"	"Hypericum_perforatum"	"Meligethes_sp1_M_PL_043"	"Apocrita_sp1_M_PL_043"	"Bombus_pascuorum"	"Unidentified_sp1_M_PL_043"	"Bombus_hortorum"	"Olibrus_aeneus"	"Unidentified_sp2_M_PL_043"	"Adscita_statices"	"Crambus_pratella"	"Episyrphus_balteatus"	"Maniola_jurtina"	"Polyommatus_icarus"	"Unidentified_sp3_M_PL_043"	"Unidentified_sp4_M_PL_043"	"Unidentified_sp5_M_PL_043"	"Eoseristalis_abusivus"	"Leptura_rubra"	"Unidentified_sp6_M_PL_043"	"Unidentified_sp7_M_PL_043"	"Bombus_lapidarius"	"Coccinella_septempunctata"	"Eumerus_tuberculatus"	"Meliscaeva_cinctella"	"Unidentified_sp8_M_PL_043"	"Unidentified_sp9_M_PL_043"	"Apion_hookeri"	"Bombus_pratorum"	"Bombus_terrestris"	"Ceuthorrhynchus_assimilis"	"Sphaerophoria_menthastri"	"Syrphus_ribesii"	"Unidentified_sp10_M_PL_043"	"Unidentified_sp11_M_PL_043"	"Apion_rufirostre"	"Bombus_soroeensis"	"Clytus_arietis"	"Nemophora_degeerella"	"Oulema_melanopus"	"Pieris_napi"	"Psithyrus_campestris"	"Sphaerophoria_scripta"	"Thymelicus_sylvestris"	"Unidentified_sp12_M_PL_043"	"Unidentified_sp13_M_PL_043"	"Unidentified_sp14_M_PL_043"	"Unidentified_sp15_M_PL_043"	"Unidentified_sp16_M_PL_043"	"Apion_aeneum"	"Apion_flavipes"	"Apion_meliloti"	"Bombus_lucorum"	"Bombus_ruderatus"	"Byturus_aestivus"	"Ceutorrhynchus_rugulosus"	"Cheilosia_albitarsis"	"Cheilosia_impressa"	"Cheilosia_velutina"	"Chrysogaster_cemiteriorum"	"Corticarina_gibbosa"	"Diptera_sp1_M_PL_043"	"Enicmus_transversus"	"Eoseristalis_arbustorum"	"Epuraea_depressa"	"Eristalinus_sepulchralis"	"Malachius_viridis"	"Melanostoma_scalare"	"Miarus_campanulae"	"Miccotrogus_picirostris"	"Parasyrphus_malinellus"	"Psithyrus_rupestris"	"Sitona_lineatus"	"Sphaerophoria_taeniata"	"Strangalia_maculata"	"Strophosomus_capitatus"	"Unidentified_sp17_M_PL_043"	"Unidentified_sp18_M_PL_043"	"Unidentified_sp19_M_PL_043"	"Unidentified_sp20_M_PL_043"	"Unidentified_sp21_M_PL_043"	"Unidentified_sp22_M_PL_043"	"Unidentified_sp23_M_PL_043"	"Zygaena_filipendulae"
"Tripleurospermum_inodorum"	1.81479049276174	0.284497200236597	0.249342054269963	0.215956442730833	0.237946449224979	0.209722490436027	0.235838185397179	0.22353993255718	0.214401422341921	0.194307709681875	0.160353810165236	0.133108054145932	0.122396009699025	0.107377416969095	0.0998402606128317	0.115626327600393	0.0983993425832846	0.100388358779054	0.0930159766451453	0.08362824046547	0.0649023130413649	0.0385555055548697	0.0417501051449458	0.0439467144901705	0.0280867401063232	0.0183882087451599	0.0183882087451599	0.0146639216050868	0.293278432101735	0.222391608476225	0.134912220374512	0.162610968783415	0.133316501510715	0.138966329639038	0.143019401351244	0.0869103057053386	0.12650748085537	0.124663597376357	0.12277245512579	0.126861453191654	0.0839592855146389	0.0849115111162067	0.124809914192639	0.11195855960515	0.110480196448411	0.113786718764509	0.073672710867747	0.0540453992162434	0.0575443649354503	0.0944975155249506	0.0554102767104982	0.0525584143465857	0.093693258041016	0.0820798320899583	0.0813306522224524	0.0428587446752473	0.042458880990865	0.082850265489117	0.0405495654654718	0.0815427560021653	0.0445533923751734	0.0264098270593631	0.0278525843352776	0.0675306413117915	0.0266100252057213	0.0310589297235305	0.0678484921229936	0.0286431863035632	0.0677490824020032	0.0309595200025401	0.0284718316186976	0.0685853694383153	0.067057890154708	0.029248953946949	0.0677457197357473	0.0115666516664609	0.01295738656385	0.0149605232561978	0.0134821600994589	0.0134821600994589	0.0122396009699025	0.0143704242358188	0.0126513440464223	0.0139523964967718	0.0133108054145932	0.0133108054145932	0.0138056678960264	0.015061616483114	0.0128366049359355	0.0526874659188892	0.0144318429148712	0.0526874659188893	0.01295738656385	0.0150582538168582	0.0526874659188892	0.0126513440464223	0.015061616483114	0.0134821600994589	0.0149605232561978	0.01295738656385	0.0526874659188892	0.0122396009699025	0.0526874659188892	0.01295738656385	0.0134821600994589	0.0158979035194261	0.0150582538168582	0.0152965574501772	0.01295738656385	0.0144318429148712
"Tanacetum_vulgare"	0.518789012196148	1.57167653525674	0.258142292457294	0.241566237498918	0.236082131798351	0.225817969264411	0.198643114652316	0.201504565874729	0.185141734806026	0.203018255867612	0.125878360579595	0.129187475353444	0.112086658484372	0.0951050195497528	0.152359733772645	0.112397275551621	0.1367341453603	0.0767048874142554	0.111407692134854	0.0974838980054025	0.0602129991608357	0.029706469624621	0.066356543372183	0.0528243601045226	0.0241679111237011	0.0119908270800463	0.0119908270800463	0.0161809613121039	0.323619226242078	0.248632296470384	0.144084060736599	0.119074723038464	0.184145370314304	0.161565896130242	0.09326198840036	0.0895736491257182	0.0872421320821765	0.153962090339681	0.0811728823043547	0.160037826131934	0.0905337533500555	0.0816325191469767	0.0826534437215836	0.145644421131241	0.144672753036515	0.142872819051901	0.0643214149171651	0.126839833211167	0.0586376659723733	0.0611525148713033	0.132058420354508	0.0544908391993545	0.0539866081068142	0.0418792064827152	0.0423484004491893	0.118284050983059	0.0354843134739387	0.0446894032410736	0.120375617839088	0.0461661753040354	0.0395875045129644	0.0217294456047265	0.0274707344018019	0.0278791212004542	0.024162530797527	0.0293804990843496	0.0278315309964772	0.0272867839660753	0.0982680212908235	0.099816989378696	0.0256886620487076	0.0316722010541004	0.0280154814322037	0.0318878622929793	0.0265673495952523	0.00891194088738629	0.0144939742499351	0.0154885375474376	0.0145168694527121	0.0145168694527121	0.0112086658484372	0.0129538649490897	0.0175801044034671	0.0167111538202281	0.0129187475353444	0.0129187475353444	0.0122277882278253	0.0832064048077095	0.0195891086279115	0.015061616483114	0.0113290524521636	0.015061616483114	0.0144939742499351	0.0115057331121383	0.015061616483114	0.0175801044034671	0.0832064048077096	0.0145168694527121	0.0154885375474376	0.0144939742499351	0.015061616483114	0.0112086658484372	0.015061616483114	0.0144939742499351	0.0145168694527121	0.0166105845709864	0.0115057331121383	0.0151767084727512	0.0144939742499351	0.0113290524521636
"Melilotus_albus"	0.515306912157924	0.292561264784933	1.50972054587435	0.219544055679266	0.236048917831546	0.201928905720327	0.236386821709414	0.204565854848549	0.197626864151057	0.163049013311112	0.20751288433165	0.134301789237374	0.13624044110283	0.125916781572108	0.127678886273732	0.0984750632210182	0.0954580781499552	0.081459945235342	0.0959421810841618	0.102748854094743	0.0627063964039375	0.0309754351779864	0.0447623479199818	0.0491435247162323	0.0246018839236619	0.0258970511713198	0.0258970511713198	0.0167001438810152	0.334002877620304	0.263221615208338	0.216966976458831	0.122735470092729	0.100460522974952	0.100210861709373	0.201421509110265	0.163115123962389	0.16093492867294	0.162639912100317	0.0866229920492152	0.162719884002387	0.0849214246468636	0.0810785223815377	0.0860975153397788	0.150598194007891	0.0729961051945944	0.0726458677350123	0.0733660567514051	0.057054652941569	0.0601165757075884	0.0586359813511132	0.0547509648211762	0.0547926085083959	0.135357100606784	0.124219915598507	0.0431379628766811	0.122487627106521	0.0410393315769037	0.0427961761023567	0.0441775758304831	0.0414735404133175	0.124455688023629	0.0229744903792383	0.0261318060365706	0.0286423830820402	0.0267747062076897	0.0285366694976832	0.0301568189375173	0.0281774396204833	0.0304490608036354	0.0288289113638013	0.0286264746050568	0.0283008970725615	0.0281111853536045	0.0295659004517951	0.0271795150414991	0.00929263055339593	0.013172643340756	0.0905832327524608	0.0129811439391639	0.0129811439391639	0.013624044110283	0.0131506620974067	0.0122731814764228	0.0143913271626243	0.0134301789237374	0.0134301789237374	0.0161893004878424	0.0154885375474376	0.0164158568066227	0.0149605232561978	0.0186761595898485	0.0149605232561978	0.013172643340756	0.0122189917853013	0.0149605232561978	0.0122731814764228	0.0154885375474376	0.0129811439391639	0.0905832327524608	0.013172643340756	0.0149605232561978	0.013624044110283	0.0149605232561978	0.013172643340756	0.0129811439391639	0.0133403738163637	0.0122189917853013	0.0151745732891708	0.013172643340756	0.0186761595898485
"Trifolium_repens"	0.446309981643722	0.27377506916544	0.219544055679266	1.75628151397269	0.204774472434064	0.221073003898339	0.181449520900236	0.210620514549672	0.212130501345765	0.23834081760788	0.131601219129283	0.122535708501719	0.128185054495202	0.0991745159094415	0.0765681208913245	0.10921249976888	0.079904106958864	0.06691529619177	0.0931443374843733	0.120864211359478	0.0621757165643915	0.0286214031452384	0.0688893457848929	0.0505277636972262	0.0209452733798976	0.0115875576398254	0.0115875576398254	0.0164187549981371	0.328375099962743	0.169370950584775	0.240511497336971	0.104210538679526	0.0969342417459239	0.0941498625546919	0.0901254483097528	0.0783965734882019	0.177358102936052	0.0787540230274785	0.172616071095266	0.178665580570542	0.182396429592751	0.179911392871132	0.0798536047289004	0.0677597280051011	0.0687989206292384	0.0748020041769008	0.0657761768991757	0.152212332757111	0.0635453264699182	0.0503312856979159	0.154579275936906	0.0467743089419775	0.0516995445424829	0.0379741396262414	0.0388338345866156	0.0375110902767185	0.034520411936158	0.0401630669048957	0.0346118321163879	0.137834889751947	0.0366813651202637	0.0232723787290475	0.0277517261859435	0.027643344349326	0.0263583956705705	0.031165224407608	0.0246219986217223	0.0258764480227655	0.0274513608137851	0.0339945865996707	0.0239181829080442	0.0324579989135857	0.0264972767849003	0.0271357238505601	0.0229946809926155	0.00858642094357151	0.105376890838361	0.013172643340756	0.0142118359648932	0.0142118359648932	0.0128185054495201	0.0135398902210503	0.0102733851804254	0.013971650622656	0.0122535708501719	0.0122535708501719	0.0127510091883568	0.0144939742499351	0.00984447268602744	0.01295738656385	0.0118441097216354	0.01295738656385	0.105376890838361	0.0100372944287655	0.01295738656385	0.0102733851804254	0.0144939742499351	0.0142118359648932	0.013172643340756	0.105376890838361	0.01295738656385	0.0128185054495201	0.01295738656385	0.105376890838361	0.0142118359648932	0.0195006123497357	0.0100372944287655	0.0131640732279041	0.105376890838361	0.0118441097216354
"Achillea_millefolium"	0.526881423283883	0.286671160040855	0.252909554819514	0.219401220465068	1.46821988585924	0.186421314522905	0.1835199491996	0.181024014677003	0.20668394069833	0.211740366550039	0.152375863792831	0.159752115150631	0.0965700568647292	0.129561106667859	0.0946565044673893	0.141389742375897	0.097432029152705	0.0706432702140748	0.185281475097277	0.126063524126418	0.0596472986443238	0.0461710616585836	0.0366596617014768	0.0410311437851305	0.0324488295649337	0.0263442464817017	0.0263442464817017	0.0173128883927393	0.346257767854785	0.187625606999104	0.134800652690832	0.210327819958708	0.0901148628350158	0.0912947711129194	0.20489969485768	0.161097047866616	0.0870660149980581	0.0854049891093234	0.0801048320701937	0.170521688339594	0.187550810526112	0.0795120792065603	0.174802758992581	0.167825624567642	0.164635278640658	0.156491930024711	0.0696363662125152	0.0592345376818047	0.147277161090136	0.0525245797344789	0.0575173613737135	0.0507379891958352	0.0567859929974029	0.0441849584807029	0.0390784958323383	0.042521403764872	0.0320512072385584	0.127860802703744	0.0398738056524776	0.0457848424867208	0.0406861120504999	0.0281602066997672	0.0236214854485655	0.0296054456523694	0.0212942637728517	0.0291219228286138	0.0270942684701516	0.023781938382161	0.0304732659229284	0.0325009202813907	0.0277729225350374	0.0326207692588168	0.026933815536556	0.122177785355543	0.0258930479822884	0.0138513184975751	0.0131640732279041	0.0151745732891708	0.0119842273621867	0.0119842273621867	0.00965700568647291	0.0116372580863788	0.0125269751767764	0.0277922212645915	0.0159752115150631	0.0159752115150631	0.0166578565715819	0.0151767084727511	0.0121701220029501	0.0152965574501772	0.0137138277413548	0.0152965574501772	0.0131640732279041	0.0105964905321112	0.0152965574501772	0.0125269751767764	0.0151767084727512	0.0119842273621867	0.0151745732891708	0.0131640732279041	0.0152965574501772	0.00965700568647291	0.0152965574501772	0.0131640732279041	0.0119842273621867	0.0173242118086395	0.0105964905321112	0.0943855640909514	0.0131640732279041	0.0137138277413548
"Cirsium_vulgare"	0.464385514536917	0.274207534106785	0.216352398986065	0.236863932748221	0.186421314522905	1.74152772667643	0.283264807625203	0.255646210543664	0.180178640056695	0.125910735281467	0.15012435273482	0.139829307898151	0.111280712137925	0.105902044087358	0.074731870012222	0.0970559409594857	0.0930196444451006	0.0841042000851798	0.0969133368491201	0.112139877426049	0.0459426282406893	0.0285257148934632	0.04612071463391	0.0512397249447224	0.0209534061842398	0.0115058985659416	0.0115058985659416	0.0175038069881762	0.350076139763525	0.28256480790013	0.238829800659377	0.113595427290751	0.0952096125337949	0.0965823777096247	0.0894903221795454	0.0738191510421058	0.0816607137759066	0.185128338629112	0.18206884676757	0.0774780242505349	0.0818387636902905	0.0748870910642754	0.078017822178991	0.0675014013808897	0.166475611299496	0.0627589501965567	0.0731079983161451	0.157505040889283	0.0527229735051603	0.0498620339901352	0.0550435407882837	0.042639393134065	0.0512073523493614	0.0399744957847565	0.143647394447421	0.0371063966791617	0.0419535817167611	0.0379450084421509	0.0360849213115108	0.0379957834964721	0.0447022161754893	0.0210316203181179	0.128389753107006	0.0259560659495378	0.0275624704630281	0.0285116679223116	0.0316920405896505	0.130165234347962	0.027999029552171	0.0248186568848322	0.0321928112800067	0.0237839475315789	0.0299165593486944	0.0265212278895547	0.0260977901122358	0.00855771446803897	0.0142118359648932	0.0129811439391639	0.11195535385777	0.11195535385777	0.0111280712137925	0.0164343992492355	0.0119596685715129	0.014537000527368	0.0139829307898151	0.0139829307898151	0.013615977096946	0.0145168694527121	0.00960838328728568	0.0134821600994589	0.0135111917461338	0.0134821600994589	0.0142118359648932	0.012615630012777	0.0134821600994589	0.0119596685715129	0.0145168694527121	0.11195535385777	0.0129811439391639	0.0142118359648932	0.0134821600994589	0.0111280712137925	0.0134821600994589	0.0142118359648932	0.11195535385777	0.01030178743212	0.012615630012777	0.0119842273621867	0.0142118359648932	0.0135111917461338
"Senecio_jacobea"	0.522213124808038	0.241209496363527	0.253271594688657	0.194410200964539	0.1835199491996	0.283264807625203	1.47927578807741	0.214516876721861	0.208858719344715	0.189447587911158	0.197427675430548	0.198226880313468	0.152866944568773	0.0986948790252114	0.0788983902715575	0.124767963012912	0.105234202385292	0.124126249185025	0.0742301417188695	0.0799896501319413	0.0593533355854394	0.0477423993754291	0.0350558967768773	0.0408604748466017	0.0343535748479226	0.0120315565227778	0.0120315565227778	0.017277978510708	0.345559570214161	0.280693400483869	0.136070003729245	0.218999752180257	0.0881704133353686	0.179918256790381	0.0935787729549387	0.0787424064044112	0.167077941598935	0.176256105582445	0.0910538299881109	0.0820898166693646	0.0819182370795461	0.0840558846613979	0.0899718118896864	0.0660594686765917	0.0690730534854638	0.0696883587309609	0.157156207142579	0.0546428545812183	0.0519857573214523	0.0524499761064338	0.0509928908488159	0.0553493316884307	0.0583333579312569	0.0481258126741731	0.128467207356415	0.0381102889438829	0.12900193249675	0.0430003324685959	0.0364441049978153	0.0423258954547077	0.128061087132188	0.0287821696134167	0.0320002511365969	0.0296204760048923	0.0290770651032827	0.110596557854851	0.110257326866224	0.113306181152311	0.0279309407174675	0.0282701717060943	0.114918988693466	0.0306612833968354	0.0289513968505097	0.0229322322778047	0.033779963581858	0.0143227198126287	0.0116646120578723	0.0151962956813194	0.0182098804901916	0.0182098804901916	0.0152866944568773	0.0137903706464053	0.0135301117352518	0.0111345212578304	0.0198226880313468	0.0198226880313468	0.0126893415889557	0.0127699145133632	0.0101440787492003	0.0151610262041043	0.0177684907887494	0.0151610262041043	0.0116646120578723	0.0186189373777537	0.0151610262041043	0.0135301117352518	0.0127699145133632	0.0182098804901916	0.0151962956813194	0.0116646120578723	0.0151610262041043	0.0152866944568773	0.0151610262041043	0.0116646120578723	0.0182098804901916	0.0155002571927311	0.0186189373777537	0.0117977110199743	0.0116646120578723	0.0177684907887493
"Silene_dioica"	0.494981279233757	0.244684115705028	0.219177701623445	0.225664837017505	0.181024014677003	0.255646210543664	0.214516876721861	1.49029477373045	0.253384482288001	0.142995177260906	0.163136065316176	0.11372157391963	0.209578284272045	0.106390365167947	0.147366560724245	0.112398304713701	0.110740103504096	0.0836380339636869	0.0700164436086067	0.085317943232017	0.116185780229312	0.0328843773930675	0.0597617750393527	0.0632518691779626	0.0273689785074873	0.011147667956241	0.011147667956241	0.0167366312534084	0.334732625068168	0.260270170202855	0.240809992626241	0.116723033699028	0.193218189019276	0.201560955455581	0.0867040841040963	0.183223516616822	0.0840929552328756	0.082071878569919	0.172373626230028	0.0773517050020002	0.0715490691377416	0.185685791257573	0.0830518141760253	0.0626146759099849	0.0658984130618137	0.0682031553034817	0.156270493776376	0.0557258459041781	0.0498133162193162	0.155264018048917	0.0588734982879932	0.0697630006114866	0.0621576759963089	0.0422033322116813	0.0445951941314596	0.0450516562824708	0.0472939041681628	0.0404588929282448	0.0461390074927335	0.039609919869125	0.0416232786222679	0.0274073158378588	0.112239063274764	0.0319124268557573	0.116762492452733	0.0254899760586613	0.0281607948822241	0.0302247698956408	0.0273242891849085	0.0246534703613457	0.0251625280383683	0.0260700296480747	0.110175088261348	0.0221397246276697	0.0269161293303717	0.00986531321792024	0.0135398902210503	0.0131506620974067	0.0164343992492355	0.0164343992492355	0.0209578284272045	0.095804664025529	0.0142380133076694	0.010502466541291	0.011372157391963	0.011372157391963	0.0136787612358789	0.0129538649490897	0.0189471292359744	0.0143704242358187	0.0146822458784559	0.0143704242358187	0.0135398902210503	0.012545705094553	0.0143704242358187	0.0142380133076694	0.0129538649490897	0.0164343992492355	0.0131506620974067	0.0135398902210503	0.0143704242358187	0.0209578284272044	0.0143704242358187	0.0135398902210503	0.0164343992492355	0.0116996054122559	0.012545705094553	0.0116372580863788	0.0135398902210503	0.0146822458784559
"Verbascum_thapsus"	0.511264930199966	0.242108422438649	0.228030997097373	0.244765963091267	0.222582705367433	0.194038535445672	0.224924774678924	0.272875596310155	1.39080596320159	0.184278251418077	0.161895726700237	0.129332254988722	0.184524917136494	0.114949449256295	0.131542978443365	0.124609745468895	0.0908108174092471	0.0738777952133986	0.0739292285009191	0.0811164380625152	0.095705275816788	0.0981371788137196	0.0468335949394943	0.0505502306381489	0.0497182809166544	0.0116384394200747	0.0116384394200747	0.0166709643426972	0.333419286853943	0.179047018517456	0.229284612765223	0.15062666386729	0.103006175584524	0.195934877986583	0.0905211954894697	0.180265673046941	0.169034320967856	0.081209121085824	0.170402223734604	0.0854146974034138	0.0802622329507163	0.183578017340689	0.169172323670392	0.0667408124134148	0.0655328584376513	0.153333446475282	0.158879887495793	0.0521448340622725	0.056332880295611	0.0708315337286222	0.0575747939735225	0.154024953466335	0.0617567418367748	0.043095650621766	0.0417765310437691	0.0434120332001867	0.0439936107964472	0.0451733165839523	0.0414058498983904	0.044606444658039	0.0427119250296517	0.125727720327303	0.0300159084700174	0.111129742076089	0.035994494333588	0.0295367612804488	0.0293026251936902	0.0269333556508668	0.0276606801102425	0.0278948161970011	0.0273926752996602	0.0299204868725631	0.0323851780128407	0.02539827247733	0.025924844674912	0.0294411536441158	0.014685957785476	0.0136818598258424	0.0124739058500789	0.0124739058500789	0.0184524917136494	0.0175420026199385	0.0116756765240461	0.0110893842751379	0.0129332254988722	0.0129332254988722	0.0147792149043807	0.0128175047173402	0.0169126686570041	0.0148431753929022	0.0145706154030213	0.0148431753929022	0.014685957785476	0.0110816692820098	0.0148431753929022	0.0116756765240461	0.0128175047173402	0.0124739058500789	0.0136818598258424	0.014685957785476	0.0148431753929022	0.0184524917136494	0.0148431753929022	0.014685957785476	0.0124739058500789	0.0150773114796608	0.0110816692820098	0.0143088882021921	0.014685957785476	0.0145706154030213
"Vicia_hirsuta"	0.547594454558012	0.313755486340855	0.222339563606062	0.325010205828928	0.269487739245504	0.160250026721868	0.241115111886928	0.181993861968426	0.217783388039545	1.5555040924339	0.112991834976234	0.127683529764381	0.123055840303142	0.115020531843202	0.0775770753446293	0.0855397355707562	0.0735499566513359	0.0634529613965998	0.0988023560270919	0.12272160385223	0.0675788967060813	0.0300394423713668	0.0363106493784732	0.0352148711261341	0.0216901513214877	0.0125698876176789	0.0125698876176789	0.01195475223831	0.239095044766201	0.169457057949616	0.136879525343793	0.110886780451159	0.085096368053532	0.102296497964243	0.097765792581947	0.0826209496772407	0.2065849750116	0.0844192595080656	0.0826464853410597	0.209942202718834	0.210090287770394	0.201056881684518	0.086854099880245	0.0779934271194796	0.074954840735236	0.192178528032396	0.0634444052344633	0.0648212249306767	0.177789323134283	0.0527769560920028	0.0580023577362184	0.0471176590060969	0.0563322154602301	0.039407542483651	0.0416999481442773	0.0399251537888025	0.0373237854325353	0.04422008133002	0.0360412029704677	0.162667032522845	0.0390098961569559	0.0240891441910709	0.022001392844376	0.030975214999087	0.0240051894425702	0.142768773846414	0.0313981607121572	0.0258020446248511	0.0325084880904126	0.143879101224669	0.0282686101691692	0.143166420173109	0.0275975089316821	0.0321445652127033	0.0254158477289161	0.00901183271141004	0.0195006123497357	0.0133403738163637	0.0103017874321201	0.01030178743212	0.0123055840303142	0.011699605412256	0.0094564229980289	0.0148203534040638	0.0127683529764381	0.0127683529764381	0.0147883540941259	0.0166105845709864	0.00997419540145235	0.0158979035194262	0.0101692651478611	0.0158979035194262	0.0195006123497357	0.00951794420948997	0.0158979035194261	0.0094564229980289	0.0166105845709864	0.0103017874321201	0.0133403738163637	0.0195006123497357	0.0158979035194262	0.0123055840303142	0.0158979035194262	0.0195006123497357	0.0103017874321201	0.127268516653683	0.00951794420948997	0.0173242118086395	0.0195006123497357	0.0101692651478611
