"Acer_rubrum"	"Hamamelis_virginiana"	"Quercus_rubra"	"Vaccinium_sp."	"Quercus_prinus"	"Quercus_alba"	"Carya_glabra"	"Cornus_florida"	"Prunus_serotina"	"Tsuga_canadensis"	"Betula_lenta"	"Castanea_dentata"	"Kalmia_latifolia"	"Fagus_grandifolia"	"Carpinus_caroliniana"	"Lindera_benzoin"	"Liriodendron_tulipifera"	"Sassafras_albidum"	"T01"	"T02"	"T03"	"T04"	"T05"	"T08"	"T11"	"T12"	"N01"	"N06"	"N07"	"N10"	"N11"	"N13"	"N17"	"N18"	"N19"	"L01"	"L02"	"L03"	"L04"	"L05"	"L07"	"L09"	"L10"	"L11"	"L17"	"L20"	"G01"	"G02"	"G03"	"G04"	"G05"	"G08"	"G09"	"G10"	"G16"	"G21"	"G27"	"G28"	"G30"	"G33"	"G39"	"G40"	"G44"	"G45"	"G48"	"G60"	"A01"	"A02"	"A04"	"A06"	"A07"	"A08"	"A14"	"A15"	"A20"
"Acer_rubrum"	1.31588206169253	0.248330195912082	0.327310670292343	0.330690450405853	0.347108204382859	0.299500676154302	0.346048890280982	0.273160952557897	0.2872895078656	0.151613251769925	0.220692377346831	0.258800006280791	0.118023177193158	0.178887386960003	0.152404125952886	0.162585475588494	0.131109269327129	0.113721214773177	0.0978344587613463	0.115122995242009	0.0701639902706876	0.0974204764504399	0.0347535723565649	0.00808001740871999	0.0173806863263846	0.00808001740871999	0.173301325366739	0.179903256842353	0.161907407004079	0.101482245899114	0.0158992342189502	0.122875379107277	0.0488877295924389	0.0531634043074156	0.114843989037372	0.172036700682725	0.163556636599222	0.0867059073168956	0.0612185416993063	0.00758066258849624	0.139112531026286	0.123131447836317	0.0712674169451845	0.00758066258849624	0.0348544627826586	0.105705349811338	0.181174332543343	0.14902953127718	0.0615419610582496	0.164138861755179	0.17275271417581	0.0952701764900293	0.156961156140584	0.121368834027201	0.075169410579015	0.0426698751051509	0.0848815063345807	0.00758066258849624	0.00758066258849625	0.023868837115657	0.0924939020398126	0.0775048690349514	0.0341442932425815	0.0256561225540881	0.00758066258849624	0.00878017347507526	0.106032702730788	0.00758066258849624	0.122527955811768	0.0704894967588958	0.00758066258849624	0.112853595793019	0.033615070487171	0.10340791318117	0.18875499513184
"Hamamelis_virginiana"	0.279371470401092	1.26324261789483	0.314672317064388	0.311865860473784	0.353015243389805	0.304484519797576	0.340161579251965	0.277940896773575	0.291698664910329	0.155731299837847	0.224921218860003	0.272975382735112	0.121031303190865	0.175505483317746	0.156024701590287	0.166260534144326	0.137911728963622	0.116343072139688	0.10090443554033	0.118569189509173	0.108776592343731	0.0622798494071811	0.0346405065165868	0.008204024950603	0.0169752522764282	0.008204024950603	0.177819112246505	0.184582849877983	0.166971749396745	0.102179094741164	0.0165607737226638	0.126360697023305	0.050055421136184	0.0180836096725283	0.118268231234312	0.176308146140166	0.168214911868241	0.0866936640799432	0.0607661645629176	0.00778656499189235	0.142775181947998	0.126629681259612	0.0356807806278718	0.00778656499189235	0.0349499588648447	0.108964995321661	0.185873632625406	0.152796836094221	0.0264759588949796	0.16863753054139	0.17729265053118	0.0612970338217731	0.161230990877847	0.125305355902157	0.0762170229085404	0.0433904999594407	0.0853583500347673	0.00778656499189235	0.00778656499189235	0.0246422508239351	0.0936308730389025	0.116308249326223	0.0344667866569678	0.0257764180732558	0.00778656499189235	0.00893381453915062	0.10892165798969	0.00778656499189235	0.126367702486268	0.0702488397503959	0.00778656499189235	0.117168351853598	0.0341331665016303	0.103783080251613	0.193660197617298
"Quercus_rubra"	0.276168378059165	0.236004237798291	1.34355892191447	0.315431189188342	0.357400916761956	0.30733271504967	0.347768471757676	0.272523133146633	0.294532002094885	0.150489345174809	0.2323864723836	0.262284390036224	0.111643593482689	0.18346489399482	0.15510067142083	0.168705037446538	0.133753933056444	0.114609591969798	0.09133212614507	0.108318911044349	0.099342691586494	0.0914245850728315	0.0350128003688801	0.00828371255891865	0.0171552147548408	0.00828371255891865	0.167952131424767	0.175037839385599	0.157243774494687	0.131189972038858	0.0159550369384762	0.117014472688039	0.0500789634968428	0.0180771147978943	0.108670054300569	0.167012603402213	0.158412886825182	0.116338189771022	0.0902946150491726	0.00752446725874043	0.133157325220625	0.116989026228922	0.0648073273219361	0.00752446725874043	0.0643596730072688	0.0994583307104837	0.175886641638061	0.142777150854668	0.0556836496279397	0.157980937851906	0.16704134681118	0.0617636934713686	0.151236453094257	0.115925914326389	0.0757589870762935	0.0435144856978911	0.11537062061155	0.00752446725874044	0.00752446725874044	0.0243949980690073	0.123102013507251	0.0777688794334176	0.0347347136725304	0.0261613533231649	0.00752446725874044	0.00875967213685605	0.09979878441233	0.00752446725874044	0.0875094217503033	0.0988759545409797	0.00752446725874043	0.0782505483128257	0.0337625597313714	0.13349785441077	0.183411108896801
"Vaccinium_sp."	0.279020067529938	0.233899395355338	0.315431189188342	1.36467600259746	0.349967821669029	0.301663760510354	0.337445138561693	0.270123945582253	0.312099935260977	0.143705282344263	0.218129721952414	0.267556227116964	0.117492375853101	0.173625803349057	0.150547442548789	0.171836296108444	0.14261830564176	0.113319183566667	0.0915146420917553	0.108921197178797	0.0692895074660273	0.0914205754718023	0.0646664989378432	0.00877781067921498	0.0471593232522685	0.00877781067921498	0.16840301477088	0.174621524946033	0.127482032229131	0.131197278770046	0.0157852857031156	0.116928765709349	0.0501843495824012	0.0476821814907181	0.108577562633184	0.166064426607528	0.158551970540471	0.11590198355111	0.0903196016627192	0.00718526411721317	0.132503596964325	0.117569635062745	0.0652308443925123	0.00718526411721317	0.0345585424547124	0.0999431036513879	0.176248189017803	0.143074237053736	0.0263965512722263	0.158472110064655	0.166996464082671	0.0611252359552572	0.151621536273735	0.0859532295942176	0.105969605149859	0.0435621686565642	0.0851431766941536	0.00718526411721317	0.00718526411721317	0.0249940873908509	0.0938320029751923	0.107501781740431	0.0340295106383699	0.0262041669268128	0.00718526411721317	0.00868255539371527	0.100287058083127	0.00718526411721317	0.116157267610827	0.0997096454223353	0.00718526411721317	0.0780256175290322	0.0641304473028837	0.132962091999902	0.183433453135016
"Quercus_prinus"	0.260331153287144	0.235343495593203	0.317689703788406	0.311082508150248	1.38246212135142	0.325895233408142	0.356442038561254	0.27298703550941	0.31362539963606	0.143943856204777	0.23132940187716	0.26225095629726	0.111996428307468	0.171855904957281	0.149351957600229	0.163022537076857	0.132103920795175	0.121444242335348	0.0879849154914086	0.105205211774225	0.0968280148544919	0.08832518682681	0.0615929374585762	0.0088207143647642	0.0175699099064899	0.0088207143647642	0.164094314576577	0.17129945357928	0.153088783519253	0.101365661517353	0.0156266878340793	0.113751655729659	0.0503995183886304	0.0174269006512972	0.105206527266177	0.163373218331569	0.154751232397358	0.113713086542634	0.0876815741340954	0.00719719281023884	0.128008498562587	0.11440077730016	0.0355275759904926	0.00719719281023884	0.0616329030415287	0.0954951319867066	0.172501992892101	0.13934209990463	0.0257532708950179	0.154957555017839	0.163140380532973	0.088136535301193	0.148027536462469	0.113094132115226	0.075699572907259	0.0704388893608375	0.112719665477217	0.00719719281023884	0.00719719281023884	0.0244850404170775	0.120674348133755	0.103689174965501	0.061596358287757	0.0525479198186961	0.00719719281023884	0.00877458328423105	0.0971966989920882	0.00719719281023884	0.113697808001484	0.0968679282050628	0.00719719281023884	0.07790865884715	0.0332560526671196	0.13026526101149	0.17969918570234
"Quercus_alba"	0.260855427618263	0.235729950811026	0.317246673599659	0.311394849559075	0.378458980732036	1.33907598438448	0.349453222809984	0.273862609157244	0.308933693521148	0.14127770602383	0.232881729476238	0.262075514561739	0.115074779381518	0.171832110949318	0.149328839111352	0.159505296523235	0.133048114257093	0.123122412259597	0.0923561977027203	0.109593875273735	0.101045897333934	0.0925022645624207	0.0657846143390785	0.00868876013028229	0.0174467402741313	0.00868876013028229	0.168315741645699	0.175272877803556	0.127638498113061	0.100876090352307	0.0154877411263902	0.118058089428619	0.0504918427583551	0.0174531610644577	0.109363014020135	0.16728999094813	0.158609602711467	0.117792180234462	0.0623525090808068	0.00706388530119148	0.102467907105563	0.118454753673315	0.0353616637745621	0.00706388530119148	0.0659935016152966	0.0700621320996369	0.176839600955979	0.143624525108752	0.025757159397409	0.159048118764576	0.167404362120728	0.0922435467092225	0.152193439008463	0.117069867860818	0.0758556961819798	0.0744364300355421	0.116706488878958	0.00706388530119148	0.00706388530119148	0.0244820109918671	0.124713484359568	0.107973372679838	0.0658476733903409	0.0271361746636971	0.00706388530119148	0.00880272672291143	0.101228171125205	0.00706388530119148	0.118307107642096	0.101126452225708	0.00706388530119148	0.0779394258603112	0.0331399876506351	0.134167192260637	0.18390348625717
"Carya_glabra"	0.2669520010739	0.233253654344204	0.317959745607018	0.308521269542119	0.366626096805861	0.3095157116317	1.36873168418179	0.272893074342311	0.31096721636472	0.147913116832318	0.231180600850079	0.265778722635013	0.115249794378504	0.174895586185114	0.152261062174018	0.166084774962331	0.132204242555256	0.122169540270583	0.0621883461638942	0.105799362744936	0.0970209030606177	0.0886372917192326	0.0355747061013903	0.00874595296025776	0.0174231136661299	0.00874595296025776	0.165071857156316	0.172281669669046	0.15461856894806	0.128026773910579	0.0159385433548842	0.113985830842334	0.0506327865748845	0.0175755607416688	0.105720312913837	0.16434941511573	0.15553925065288	0.113981532455503	0.0881681771604578	0.00739565584161589	0.129490358358979	0.114673144230666	0.0617141361801122	0.00739565584161589	0.0357634828123358	0.0964739268995512	0.173529748405818	0.140166091323006	0.0261255456476573	0.156039349395577	0.164163274249815	0.0884327386602989	0.148855074836337	0.11351802438502	0.0762579206072609	0.0706363905020325	0.11331673587741	0.00739565584161589	0.00739565584161589	0.0246943845509338	0.121227193196705	0.0778529510764048	0.0618054412780084	0.0531075629736503	0.00739565584161589	0.00877156310386	0.097358693613538	0.00739565584161589	0.114212584271711	0.0971285792220815	0.00739565584161589	0.104499308121265	0.0334565415205723	0.130850455950908	0.180925404247434
"Cornus_florida"	0.263405204252258	0.23823505437735	0.311455009310437	0.308713080665432	0.350983331369242	0.303205031566949	0.341116342927889	1.32486825628756	0.303300996003207	0.154594834400423	0.236658303859872	0.262284091312663	0.117443904046578	0.179600638042766	0.153050138363905	0.163251240033628	0.137125456834305	0.113866981082372	0.0953185766468971	0.0787439415372001	0.103932657354619	0.0951563252116065	0.0347902059134479	0.0085303405125902	0.0172128959063055	0.0085303405125902	0.172240577878333	0.179045125485179	0.161559843368552	0.135870728773493	0.0161603017979282	0.121192353555561	0.0504536117297498	0.0174627288687905	0.0785447190166763	0.170817598075121	0.16265462815073	0.120719137365905	0.0949784519209552	0.00772974172002116	0.136726745754556	0.121051040341254	0.0349939641095066	0.00772974172002116	0.0352116685387437	0.0692954840124766	0.180123676568651	0.146975802071848	0.0260472442560624	0.162243805839738	0.171807757596673	0.0951191245883706	0.155505651824144	0.120542352984398	0.0761070219286398	0.0433097737014997	0.085675701774294	0.00772974172002116	0.00772974172002116	0.0242731881020577	0.0937247189792897	0.111474557679652	0.0342319718013206	0.0260764869006812	0.00772974172002116	0.0425850510949574	0.0700354291683899	0.00772974172002116	0.120896545502458	0.103714785052615	0.00772974172002116	0.11222188064591	0.0335032048833619	0.137490769650556	0.187853418288672
"Prunus_serotina"	0.2424005222616	0.218773998682747	0.294532002094885	0.312099935260977	0.352828574590568	0.299279515598612	0.340120392898913	0.265388371502806	1.40509535121711	0.146886913708621	0.234846992892802	0.266666600447129	0.114585623366375	0.186778103167506	0.149649631879408	0.16689841703502	0.142967500160532	0.123359447971229	0.0593853806050933	0.0767663412481824	0.0686516941538396	0.0599273086147481	0.0658055919272427	0.0395183067529812	0.0482961174321962	0.0395183067529812	0.167809897236084	0.175100590643968	0.157634019834471	0.132766804314667	0.0159157721283745	0.085516145808463	0.0828621987482182	0.016857828087935	0.076590211288921	0.166522540634336	0.157712937334786	0.117591170469683	0.0914836000622071	0.00734434568543107	0.100968442042661	0.116221066761276	0.0338874936071114	0.00734434568543107	0.0345999492874452	0.067828580217173	0.176350166711015	0.142080164141221	0.0252111138018889	0.157462316319084	0.166809322069764	0.0911908543630757	0.150384463392202	0.115022937558028	0.108578852031662	0.0743451606512289	0.117014574954833	0.00734434568543107	0.00734434568543107	0.0254632403363142	0.125746259614192	0.108536817677262	0.0347956969302355	0.0570849740780032	0.00734434568543107	0.0085303405125902	0.0991192998057421	0.00734434568543107	0.0857885744673219	0.0999595197114874	0.00734434568543107	0.107898136848304	0.0342722079835413	0.134353883114651	0.183694512396446
"Tsuga_canadensis"	0.227419877654887	0.207641733117129	0.267536613644104	0.255476057500913	0.287887712409554	0.243311604818818	0.287608838285062	0.240480853511769	0.261132291037549	1.69363203067578	0.203198117421704	0.270586867280451	0.0948735469087532	0.164174716901518	0.152664560431851	0.162773760054456	0.131535152603661	0.111223560478877	0.0520677787877937	0.0675466439472737	0.0610148723467428	0.0516768696375172	0.0287906879140746	0.00734434568543107	0.0145296098026442	0.00734434568543107	0.122635536555662	0.207901714719832	0.193652565301427	0.170573316379475	0.0933790365535178	0.0749754731889431	0.0470306090296188	0.0147659267057094	0.0690185094534088	0.200009605563612	0.192424924954906	0.0755346142738824	0.0519965968365745	0.084681601533789	0.170281352525138	0.0755052153345694	0.0296860498060657	0.084681601533789	0.0294054747734847	0.0615059306306485	0.130335629204199	0.0989848099934052	0.0228818269636244	0.191728495062067	0.199178450086728	0.0519314133503086	0.106966730283054	0.15192404713473	0.0694700771677113	0.037698514658206	0.0763483355924714	0.0846816015337891	0.0846816015337891	0.0237308898074802	0.0843504982441282	0.0686732359183242	0.0293568266015839	0.0219371943372858	0.084681601533789	0.00772974172002116	0.0590780385948195	0.084681601533789	0.0743745054406772	0.0585560687526085	0.084681601533789	0.0690465483850436	0.0319134962958844	0.0922606838008969	0.215017230737988
