"Salix_glauca"	"Epilobium_latifolium"	"Cerastium_alpinum"	"Ledum_palustre"	"Dryas_integrifolia"	"Saxifraga_triscupidata"	"Polygonum_viviparum"	"Pyrola_grandiflora"	"Papaver_radicatum"	"Pedicularis_lapponica"	"Campanula_gieseckiana"	"Rhododendron_lapponicum"	"Stellaria_longiceps"	"Tofieldia_pusilla"	"Vaccinium_uliginosum"	"Nysius_groenlandicus"	"Spilogona_sanctpauli"	"Eupeodes_curtus"	"Eupeodes_luniger"	"Smittia_sp1_M_PL_052"	"Sphaerophoria_scripta"	"Delia_platura"	"Eupithesia_sobrinata"	"Phaonia_pallidisquama"	"Syngrapha_borea"	"Aedes_nigripes"	"Delia_fabricii"	"Dolichopus_groenlandicus"	"Helophilus_borealis"	"Helophilus_groenlandicus"	"Lasiestra_leucocycla"	"Nowickia_sp1_M_PL_052"	"Ramphomyia_nigrita"	"Thysanoptera_sp1_M_PL_052"	"Aedes_impiger"	"Botanophila_profuga"	"Bradysia_sp1_M_PL_052"	"Clossiana_chariclea"	"Colias_hecla"	"Dasyhelea_sp1_M_PL_052"	"Drymeia_groenlandica"	"Eurois_occulta"	"Forcipomyia_sp1_M_PL_052"	"Oedemagena_tarandi"	"Paregle_audacula"	"Pegoplata_tundrica"	"Periscepsia_stylata"	"Platycheirus_hyperboreus"	"Platycheirus_lundbecki"	"Platycheirus_varipes"	"Stenomacrus_sp1_M_PL_052"	"Syngrapha_u.aureum"	"Unidentified_sp1_M_PL_052"	"Unidentified_sp2_M_PL_052"
"Salix_glauca"	2.25345823146023	0.52723952162695	0.412707354729089	0.329758651974585	0.248473798650535	0.268997101263369	0.208597054857013	0.211932038435163	0.182600985999517	0.168892659070468	0.116418516318611	0.114780387550831	0.119410411388831	0.0998911814116521	0	0.404989506294286	0.410044566856652	0.286988691693912	0.293990129817973	0.288604881884519	0.294141977065064	0.109570873116987	0.176050938637114	0.17682445713162	0.185899616172975	0.138503468762851	0.141755185605216	0.142490842265602	0.0770904339962836	0.0766866260476393	0.140948584537732	0.140948584537732	0.138549282341328	0.0743689181447211	0.0381477669183293	0.0344341162652492	0.10140562041571	0.0358231234166492	0.0395429641220213	0.0370978483471408	0.10140562041571	0.0395429641220213	0	0.0372710697975803	0.0371436619256181	0.0410852218498912	0.0371436619256181	0.10140562041571	0.10140562041571	0.0371436619256181	0.0403495651895054	0.0395429641220213	0.0370978483471408	0.10140562041571
"Epilobium_latifolium"	0.878732536044917	2.01561486065361	0.444271273334152	0.266550429203993	0.195777318403853	0.237118663891071	0.243147768118351	0.20251843197813	0.150385457211762	0.17130780059822	0.128332117696361	0.103528516704392	0.118718320597352	0.107154400300677	0	0.434661292623687	0.434454114664113	0.341266942515293	0.348577146250679	0.214064586212251	0.236495551058486	0.112253156855661	0.113296485668774	0.105362879638663	0.238933558806347	0.0695298874074705	0.0751107637056819	0.0733796919946678	0.194937712810324	0.191155529149095	0.190714078671042	0.190714078671042	0.0795273787220949	0.0593535210460271	0.0364533177560634	0.0310585550113176	0.0395429641220213	0.0356154961792056	0.151171114549021	0.0299869232854492	0.0395429641220213	0.151171114549021	0	0.0293665977605779	0.0399844146000737	0.0338367278726465	0.0399844146000737	0.0395429641220213	0.0395429641220213	0.0399844146000737	0.0355677995836606	0.151171114549021	0.0299869232854492	0.0395429641220213
"Cerastium_alpinum"	0.825414709458179	0.533125528000982	1.92685598356768	0.249733528952585	0.255058168298394	0.258279474545905	0.207021453534699	0.199913385220014	0.137449729882634	0.189263233083831	0.117808221984215	0.119697812792807	0.152130058886094	0.0914066065288262	0	0.324711656154907	0.46513560948765	0.367511008647478	0.369135125308777	0.366054918155058	0.372855277931514	0.100701350238676	0.10250254556903	0.11138679650998	0.118261049463664	0.0652386839327839	0.0758855831075038	0.0680698511492107	0.0772482762363195	0.213401453121165	0.0771280765256918	0.0771280765256917	0.210560700446709	0.0663537472519249	0.0359844093396024	0.0359093438378422	0.0371436619256181	0.0456390176658283	0.0399844146000737	0.0280950220071658	0.0371436619256181	0.0399844146000737	0	0.0382587252447591	0.173417038521091	0.0309261892235926	0.173417038521091	0.0371436619256181	0.0371436619256181	0.173417038521091	0.0387419211818857	0.0399844146000737	0.0280950220071658	0.0371436619256181
"Ledum_palustre"	0.824396629936462	0.399825643805989	0.312166911190731	1.90622485056695	0.311776279070707	0.231665884510536	0.290004260707317	0.203006150098909	0.170719981271082	0.168059511140939	0.179781937068601	0.115995404775015	0.0884323809938145	0.0611020695997907	0	0.517784645361545	0.503912906676232	0.212185196076284	0.219943833250364	0.219321206330709	0.21818572476028	0.320585643736679	0.30374891096324	0.12040539722555	0.0945807029524958	0.251548144035923	0.0718477310237211	0.0755098441331343	0.0821876902127663	0.058081945292615	0.06708477163259	0.06708477163259	0.0651928703543066	0.261216737549388	0.0365411070178036	0.0347986214325044	0.0370978483471408	0.0265297142981444	0.0299869232854492	0.214450295688782	0.0370978483471408	0.0299869232854492	0	0.046766441860606	0.0280950220071658	0.0384119957859935	0.0280950220071658	0.0370978483471408	0.0370978483471408	0.0280950220071658	0.0347498826765803	0.0299869232854492	0.214450295688782	0.0370978483471408
"Dryas_integrifolia"	0.828245995501784	0.391554636807706	0.42509694716399	0.415701705427609	1.643569053069	0.261942367326074	0.19962513969428	0.268622970620526	0.155702775620446	0.192127056533633	0.103140473927332	0.140019709522861	0.137640090408168	0.100168973113435	0	0.352257366499096	0.564103394669147	0.225482696815262	0.223348860766866	0.446591008678526	0.444365743171156	0.113641109183776	0.119970036803157	0.332158562469625	0.111713705459204	0.0840375116581863	0.0765624248964914	0.0723041943121806	0.0652991229055483	0.0676253230053371	0.0666376675581583	0.0666376675581583	0.0755297950423394	0.293301799820956	0.0483521347116947	0.0420059128568583	0.0372710697975803	0.0412920271224504	0.029366597760578	0.046766441860606	0.0372710697975803	0.029366597760578	0	0.24653535796035	0.0382587252447592	0.0350331245146003	0.0382587252447591	0.0372710697975803	0.0372710697975803	0.0382587252447592	0.0392913550989112	0.029366597760578	0.046766441860606	0.0372710697975803
"Saxifraga_triscupidata"	0.896657004211232	0.474237327782142	0.430465790909841	0.308887846014047	0.261942367326074	1.5912711101321	0.194592329071227	0.217666289223368	0.190193761917024	0.250881405995074	0.122098617283887	0.174762149695217	0.0871704841129126	0.0623314110626951	0	0.576837988903721	0.565813035090787	0.216619948434298	0.44482488805658	0.465950469247574	0.20760974091521	0.106406087094567	0.110126067098907	0.118820852348623	0.103966499751379	0.0750994478660858	0.279040231709321	0.0831431616208359	0.0705944188164815	0.0743097207655463	0.0759173647731661	0.0759173647731661	0.0790914863713911	0.0740412377754914	0.0391799320602062	0.052428644908565	0.0403495651895054	0.0261511452338738	0.0355677995836606	0.0347498826765803	0.0403495651895054	0.0355677995836606	0	0.0392913550989111	0.0387419211818857	0.0427935964313305	0.0387419211818857	0.0403495651895055	0.0403495651895054	0.0387419211818857	0.238690666519815	0.0355677995836607	0.0347498826765803	0.0403495651895054
"Polygonum_viviparum"	0.834388219428053	0.583554643484042	0.414042907069398	0.464006817131708	0.239550167633136	0.233510794885473	1.50396715863676	0.162704896803056	0.12236238502563	0.169328497477747	0.185412725413114	0.0908223944486468	0.148775491868995	0.110730795431083	0	0.346329320242042	0.33665517106473	0.248121276380994	0.462417549491743	0.211116106155387	0.475919450714782	0.378538673105868	0.360462325356197	0.102766876443783	0.131142926079553	0.0897482368015795	0.0725740891070833	0.0650790065050292	0.31448068681592	0.081030459897549	0.0813140681355656	0.0813140681355656	0.0748113315105082	0.0881332920722874	0.0292868814245501	0.027246718334594	0.0375474698742624	0.0446326475606985	0.0437665982613032	0.0522007669273171	0.0375474698742624	0.0437665982613032	0	0.0359325251449704	0.0372638616362459	0.0275315366307668	0.0372638616362459	0.0375474698742624	0.0375474698742624	0.0372638616362459	0.0350266192328209	0.0437665982613032	0.0522007669273171	0.0375474698742624
"Pyrola_grandiflora"	0.847728153740652	0.486044236747512	0.399826770440027	0.324809840158254	0.322347564744632	0.261199547068042	0.162704896803056	1.55587629905652	0.198608767586553	0.191140143673515	0.168532366854145	0.133685379497236	0.145816621496736	0.0648373068699654	0	0.608738686521505	0.602409906667388	0.484947924349433	0.222058839825292	0.244776389205544	0.224692966934682	0.116387698498597	0.103975755360683	0.366557635460198	0.103777872765877	0.0746888739361329	0.0773276989785356	0.0828347396253038	0.0657401991806135	0.0724377270956658	0.0746010846743927	0.0746010846743927	0.0741321762579318	0.0848932417294983	0.280057733830173	0.0401056138491707	0.0381477669183293	0.0437449864490208	0.0364533177560634	0.0365411070178036	0.0381477669183293	0.0364533177560634	0	0.0483521347116947	0.0359844093396025	0.0446869727069744	0.0359844093396025	0.0381477669183294	0.0381477669183293	0.0359844093396025	0.0391799320602062	0.0364533177560634	0.0365411070178036	0.0381477669183293
"Papaver_radicatum"	0.913004929997583	0.451156371635287	0.343624324706585	0.341439962542165	0.233554163430669	0.285290642875537	0.152952981282038	0.248260959483191	1.66309157414186	0.209030937860789	0.134927482079055	0.146232895271494	0.0824428048917531	0.0581478645388312	0	0.706390193052598	0.688001393585626	0.215746197744347	0.223205233026905	0.240739961619541	0.185475452728851	0.106421777040477	0.107028754266652	0.120805319071466	0.101088488765012	0.0794972176358848	0.0838788182812217	0.415280826031811	0.0613682645034134	0.0647629170962392	0.0749219497225378	0.0749219497225378	0.0720114110734839	0.0734451203005938	0.0446869727069744	0.0438698685814483	0.0410852218498913	0.0247328414675259	0.0338367278726465	0.0384119957859935	0.0410852218498913	0.0338367278726465	0	0.0350331245146003	0.0309261892235927	0.374195604181919	0.0309261892235926	0.0410852218498913	0.0410852218498913	0.0309261892235927	0.0427935964313305	0.0338367278726466	0.0384119957859935	0.0410852218498913
"Pedicularis_lapponica"	0.844463295352337	0.513923401794659	0.473158082709577	0.336119022281878	0.28819058480045	0.376322108992611	0.211660621847183	0.238925179591894	0.209030937860789	1.28301650019072	0.13427309614859	0.197437707333381	0.0921873874669526	0.0644499683658193	0	0.64903725671378	0.635336830833118	0.23007400828052	0.502355271693614	0.528172004546603	0.218571277391982	0.116194230783781	0.113913150230059	0.124235968337464	0.105547589190073	0.0758142382975664	0.0944491646397468	0.0850328093095328	0.0766431670670923	0.0811284825784613	0.0765451034254546	0.0765451034254546	0.0805850757347171	0.0810419777267786	0.0430065323265409	0.0592313122000144	0.0380008482908552	0.0276562162400858	0.0385442551345994	0.0378133900067112	0.0380008482908552	0.0385442551345994	0	0.0432285877200674	0.042584227443862	0.0470319610186776	0.042584227443862	0.0380008482908552	0.0380008482908552	0.042584227443862	0.0564483163488916	0.0385442551345994	0.0378133900067112	0.0380008482908552
"Campanula_gieseckiana"	0.776123442124075	0.513328470785444	0.392694073280718	0.479418498849603	0.206280947854663	0.244197234567774	0.309021209021856	0.280887278090241	0.17990330943874	0.179030794864787	1.31556423257488	0.146131454405409	0.173658709169648	0.0669182397090018	0	0.733817946128863	0.361593848808239	0.606094249379359	0.241302988453434	0.221961114020413	0.239044801912927	0.50422766851698	0.144483953640098	0.116427407130026	0.103538398073542	0.0888601360161637	0.0715551400807495	0.0754037995192999	0.0941234529328424	0.0738421019041728	0.0734251902044917	0.0734251902044917	0.070268021490848	0.0848767232987797	0.0505597100562434	0.0438394363216225	0.0349255548955834	0.0520976127508943	0.0384996353089083	0.0539345811205803	0.0349255548955834	0.0384996353089083	0	0.0309421421781995	0.0353424665952646	0.0404782446237165	0.0353424665952646	0.0349255548955834	0.0349255548955834	0.0353424665952646	0.0366295851851661	0.0384996353089083	0.0539345811205803	0.0349255548955834
"Rhododendron_lapponicum"	0.765202583672205	0.414114066817569	0.398992709309358	0.30932107940004	0.280039419045722	0.349524299390434	0.151370657414411	0.222808965828727	0.194977193695326	0.263250276444509	0.146131454405409	1.62989010132407	0.0820142642066765	0.055520823782385	0	0.828733198967114	0.37384198894297	0.209951344547205	0.240308690557583	0.712976360465752	0.18918474125862	0.105884776088721	0.0964794560323477	0.116545642971278	0.0904770419786401	0.0692327376977537	0.0868627611738142	0.0783039848466975	0.0583052733459117	0.0669678988491599	0.0654926712765669	0.0654926712765669	0.0703434601030914	0.0768045342893627	0.0401056138491708	0.488967030397222	0.0344341162652492	0.0246042792620029	0.0310585550113177	0.0347986214325045	0.0344341162652492	0.0310585550113177	0	0.0420059128568583	0.0359093438378423	0.0438698685814483	0.0359093438378422	0.0344341162652492	0.0344341162652492	0.0359093438378423	0.052428644908565	0.0310585550113177	0.0347986214325045	0.0344341162652492
"Stellaria_longiceps"	0.79606940925887	0.474873282389408	0.507100196286981	0.235819682650172	0.275280180816336	0.174340968225825	0.247959153114992	0.24302770249456	0.109923739855671	0.122916516622603	0.173658709169648	0.0820142642066765	1.66771421750548	0.15245987213962	0	0.296955415297403	0.307184568072784	0.713234501713243	0.215517646296341	0.20116580894089	0.7363080234801	0.123259974609737	0.106985485275492	0.12086013698812	0.140045562058684	0.0623528377147936	0.0619742686505229	0.0605559648841751	0.0802481437399041	0.0812545138450339	0.0714386195958548	0.0714386195958548	0.0814621410824775	0.0678217414205947	0.0437449864490208	0.0246042792620029	0.0358231234166492	0.500314265251644	0.0356154961792056	0.0265297142981444	0.0358231234166492	0.0356154961792056	0	0.0412920271224504	0.0456390176658283	0.0247328414675259	0.0456390176658283	0.0358231234166492	0.0358231234166492	0.0456390176658283	0.0261511452338738	0.0356154961792056	0.0265297142981444	0.0358231234166492
"Tofieldia_pusilla"	0.998911814116521	0.642926401804062	0.457033032644131	0.244408278399163	0.300506919340303	0.186994233188085	0.276826988577708	0.162093267174914	0.116295729077662	0.128899936731639	0.100377359563503	0.0832812356735776	0.22868980820943	1.33591289023615	0	0.288158969538368	0.319270401806261	0.262200423131884	0.241183963395339	0.213196033919166	0.850756643487343	0.107437997132944	0.122275820899137	0.119203857627773	0.694331312376814	0.0724469629551493	0.0730001666134563	0.0711175706777175	0.0980483380792921	0.0893524530732764	0.0931705117705482	0.0931705117705481	0.0860840045732152	0.0725719692209513	0.0291767880914844	0.0249843707020733	0.0449510316352435	0.0686069424628291	0.0482194801353047	0.0274959313199058	0.0449510316352435	0.0482194801353047	0	0.0450760379010455	0.0411329729379718	0.026166539042474	0.0411329729379718	0.0449510316352435	0.0449510316352435	0.0411329729379718	0.0280491349782128	0.0482194801353047	0.0274959313199058	0.0449510316352435
"Vaccinium_uliginosum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0
"Nysius_groenlandicus"	0.899976680653969	0.579548390164917	0.360790729061008	0.460253018099152	0.23483824433273	0.384558659269147	0.192405177912245	0.338188159178614	0.313951196912266	0.288461002983902	0.244605982042954	0.276244399655705	0.0989851384324675	0.0640353265640818	0	1.54609907145671	0.457540859212513	0.280387450302065	0.273656702093242	0.31365669735329	0.20134022340261	0.159793191173245	0.126910347189787	0.136598555931489	0.112780976845634	0.0922774151655832	0.0981827495198007	0.111137969934688	0.0780990612865729	0.0759372948778594	0.0839650798917974	0.0839650798917974	0.0729701162449193	0.087004201186064	0.0608738686521505	0.0828733198967114	0.0404989506294286	0.0296955415297403	0.0434661292623687	0.0517784645361545	0.0404989506294286	0.0434661292623687	0	0.0352257366499095	0.0324711656154907	0.0706390193052598	0.0324711656154907	0.0404989506294286	0.0404989506294286	0.0324711656154907	0.0576837988903721	0.0434661292623687	0.0517784645361545	0.0404989506294286
"Spilogona_sanctpauli"	0.911210148570338	0.579272152885484	0.516817343875167	0.447922583712207	0.376068929779431	0.377208690060524	0.187030650591516	0.334672170370772	0.305778397149167	0.282371924814719	0.12053128293608	0.124613996314323	0.102394856024261	0.0709489781791691	0	0.457540859212513	1.48692117585307	0.258082261455683	0.284743932799705	0.301427542588033	0.240239371195723	0.12021619265492	0.125061264459761	0.157655786819319	0.116376908332703	0.0913957473532885	0.0975857601947439	0.109804596044228	0.0771109285728842	0.0899589724151763	0.0844498681520765	0.0844498681520765	0.0875180176344302	0.106801630134538	0.0602409906667388	0.037384198894297	0.0410044566856652	0.0307184568072784	0.0434454114664113	0.0503912906676232	0.0410044566856652	0.0434454114664113	0	0.0564103394669146	0.0465135609487651	0.0688001393585626	0.046513560948765	0.0410044566856652	0.0410044566856652	0.0465135609487651	0.0565813035090787	0.0434454114664113	0.0503912906676232	0.0410044566856652
"Eupeodes_curtus"	0.956628972313039	0.682533885030587	0.612518347745797	0.282913594768379	0.225482696815262	0.216619948434298	0.206767730317495	0.404123270291194	0.143830798496232	0.153382672187014	0.30304712468968	0.104975672273603	0.356617250856621	0.0874001410439614	0	0.420581175453098	0.387123392183524	1.42000649774481	0.253587281392874	0.230494154762801	0.315530789757416	0.159960108275496	0.112094274622679	0.149612896928791	0.133568408601163	0.0748760831655294	0.0755412960192314	0.0754102334157388	0.0884082328344431	0.106316692674416	0.0942383451313808	0.0942383451313807	0.0981749550512084	0.0656501839337319	0.0727421886524149	0.0314927016820808	0.0430483037540868	0.106985175256986	0.051190041377294	0.0318277794114426	0.0430483037540868	0.051190041377294	0	0.0338224045222893	0.0551266512971218	0.0323619296616521	0.0551266512971217	0.0430483037540868	0.0430483037540867	0.0551266512971218	0.0324929922651447	0.051190041377294	0.0318277794114426	0.0430483037540867
