"Clethrionomys_rutilus"	"Clethrionomys_rufocanus"	"Microtus_oeconomus"	"Megabothris_advenarius"	"Amalaraeus_penicilliger"	"Stenoponia_montana"	"Catallagia_dacenkoi"	"Hystrichopsylla_microti"	"Amphipsylla_marikovskii"	"Rhadinopsylla_integella"
"Clethrionomys_rutilus"	3.59875527014904	1.34947308351159	0.314929541076216	0.766328549952126	0.766328549952126	0.462697106162019	0.766328549952126	0.462697106162019	1.04976513692072	0.462697106162019
"Clethrionomys_rufocanus"	2.36157789614528	2.54177299791199	0.359807000679577	0.875530368320304	0.875530368320304	0.303631443790107	0.875530368320304	0.303631443790107	1.19935666893192	0.303631443790107
"Microtus_oeconomus"	2.20450678753351	1.43922800271831	1.61942310448502	0.607262887580214	0.607262887580214	0.283436586968595	0.607262887580214	0.283436586968595	2.06474368161673	0.283436586968595
"Megabothris_advenarius"	2.68214992483244	1.75106073664061	0.303631443790107	1.73883651322259	0.738836513222594	0.344847847478457	0.738836513222594	0.344847847478457	1.01210481263369	0.344847847478457
"Amalaraeus_penicilliger"	2.68214992483244	1.75106073664061	0.303631443790107	0.738836513222594	1.73883651322259	0.344847847478457	0.738836513222594	0.344847847478457	1.01210481263369	0.344847847478457
"Stenoponia_montana"	3.23887974313413	1.21452577516043	0.283436586968595	0.689695694956914	0.689695694956913	1.41642739554582	0.689695694956913	0.416427395545817	0.944788623228649	0.416427395545817
"Catallagia_dacenkoi"	2.68214992483244	1.75106073664061	0.303631443790107	0.738836513222594	0.738836513222594	0.344847847478457	1.73883651322259	0.344847847478457	1.01210481263369	0.344847847478457
"Hystrichopsylla_microti"	3.23887974313413	1.21452577516043	0.283436586968595	0.689695694956913	0.689695694956913	0.416427395545817	0.689695694956913	1.41642739554582	0.944788623228649	0.416427395545817
"Amphipsylla_marikovskii"	2.44945198614835	1.59914222524256	0.688247893872244	0.674736541755793	0.674736541755793	0.314929541076216	0.674736541755793	0.314929541076216	2.29415964624081	0.314929541076216
"Rhadinopsylla_integella"	3.23887974313413	1.21452577516043	0.283436586968595	0.689695694956913	0.689695694956913	0.416427395545817	0.689695694956913	0.416427395545817	0.944788623228649	1.41642739554582
