"Saurauia_ferox"	"Fissistigma_sp."	"Goniothalamus_sp."	"Popowia_pisocarpa"	"Poikilospermum_sp."	"Combretaceae"	"Costus_sp."	"Tetracera_indica"	"Dryobalanops_lanceolata"	"Diospyros_sp."	"Glochidion_sp."	"Mallotus_floribundus"	"Mallotus_miquelianus"	"Mallotus_sp."	"Mallotus_wrayi"	"Bauhinia_sp."	"Spatholobus_sp."	"Fordia_sp."	"Ryparosa_hullettii"	"Lauraceae"	"Leea_indica"	"Magnolia_candollii"	"Aglaia_sp."	"Chisocheton_sp."	"Ardisia_sp."	"Chionanthus_pluriflorus"	"Passifloraceae"	"Uncaria_sp."	"Urophyllum_sp."	"Rubiaceae"	"Paranephelium_xestophyllum"	"Selaginella_sp."	"Pterospermum_sp."	"Brownlowia_peltata"	"Callicarpa_longifolia"	"Tetrastigma_sp."	"Globba_pendula"	"Zingiber_flagelliforme"	"Haaniella_echinata"	"Necrosciinae"	"Centrophasma_longipennis"	"Asceles_margaritatus"	"Lonchodes_hosei_herberti"	"Lonchodes_imitator"	"Dinophasma_ruficornis"	"Unidentified_juveniles"	"Acacus_sarawacus"	"Marmessoidea_rubescens"	"Lonchodes_thami"	"Lonchodes_malleti"
"Saurauia_ferox"	1.34418522734515	0.0968183132507088	0.041806859917689	0.184259864081666	0	0.0968183132507088	0.0968183132507088	0.0499508495115122	0.0968183132507088	0.114370285665003	0.0968183132507088	0.217490652298107	0.0687355947517348	0.0687355947517348	0.45855551301015	0.0968183132507088	0.0968183132507088	0.0968183132507088	0.0968183132507088	0	0.146769162762221	0.0519367442956637	0.517769055920854	0.0968183132507088	0.0456346909132685	0.0456346909132685	0.0456346909132685	0.0456346909132685	0.203774051433387	0.0456346909132685	0.0456346909132685	0.0968183132507088	0.0968183132507088	0.165553908002444	0	0.0968183132507088	0.0968183132507088	0	2.36666987946177	0.824556380314792	0.09290413315042	0.534610181402382	0.456346909132685	0	0.11100188780336	0.173122480985546	0.116498037582192	0	0.0611322154300161	0
"Fissistigma_sp."	0.193636626501418	1.12710357715956	0.0481184147291583	0.212077457509994	0	0.127103577159556	0.127103577159556	0.0655757308912358	0.127103577159556	0.0923609831734382	0.127103577159556	0.244742550350419	0.0555055175521582	0.0555055175521582	0.285997609674856	0.127103577159556	0.127103577159556	0.127103577159556	0.127103577159556	0	0.192679308050792	0.0621334556387053	0.312403942386929	0.127103577159556	0.03685546562128	0.03685546562128	0.03685546562128	0.03685546562128	0.259228812052412	0.03685546562128	0.03685546562128	0.127103577159556	0.127103577159556	0.182609094711714	0	0.127103577159556	0.127103577159556	0	3.10697633056692	0.22177683113954	0.106929810509241	0.431709580961231	0.3685546562128	0	0.145723846424968	0.207111518795684	0.070290887037059	0	0.0777686436157237	0
"Goniothalamus_sp."	0.083613719835378	0.0481184147291583	1.92152787466947	1.06154878095063	0	0.0481184147291583	0.0481184147291583	0.0248254241596295	0.0481184147291583	0.126627762801568	0.0481184147291583	0.10875431030117	0.034725271249566	0.034725271249566	0.210241482636946	0.0481184147291583	0.0481184147291583	0.0481184147291583	0.0481184147291583	0	0.0729438388887878	0.0259106243224455	0.148387449636293	0.0481184147291583	0.0919024915520016	0.0919024915520016	0.0919024915520016	0.0919024915520016	0.101409642536444	0.0919024915520016	0.0919024915520016	0.0481184147291583	0.0481184147291583	0.0828436859787243	0	0.0481184147291583	0.0481184147291583	0	1.17622791560165	0.118317683687399	2.04783972148771	0.27008544305218	0.919024915520016	0	0.055167609243621	0.0863687477414849	0.033387176168166	0	0.0304228927609331	0
"Popowia_pisocarpa"	0.122839909387778	0.0706924858366647	0.35384959365021	1.55955932016204	0	0.0706924858366647	0.0706924858366647	0.0364719194443939	0.0706924858366647	0.186033379918352	0.0706924858366647	0.159774850936286	0.0510161392431895	0.0510161392431895	0.30887328930613	0.0706924858366647	0.0706924858366647	0.0706924858366647	0.0706924858366647	0	0.107164405281059	0.0380662258564322	0.218001314897764	0.0706924858366647	0.135017240675163	0.135017240675163	0.135017240675163	0.135017240675163	0.148984536565886	0.135017240675163	0.135017240675163	0.0706924858366647	0.0706924858366647	0.121708625079854	0	0.0706924858366647	0.0706924858366647	0	1.72803854267403	0.173824745170376	0.786332430333801	0.396792194113696	1.35017240675163	0	0.0810487098764309	0.126887419521441	0.049050295851997	0	0.0446953609697659	0
"Poikilospermum_sp."	0	0	0	0	3.13157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13157894736842	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0
"Combretaceae"	0.193636626501418	0.127103577159556	0.0481184147291583	0.212077457509994	0	1.12710357715956	0.127103577159556	0.0655757308912358	0.127103577159556	0.0923609831734382	0.127103577159556	0.244742550350419	0.0555055175521582	0.0555055175521582	0.285997609674856	0.127103577159556	0.127103577159556	0.127103577159556	0.127103577159556	0	0.192679308050792	0.0621334556387053	0.312403942386929	0.127103577159556	0.03685546562128	0.03685546562128	0.03685546562128	0.03685546562128	0.259228812052412	0.03685546562128	0.03685546562128	0.127103577159556	0.127103577159556	0.182609094711714	0	0.127103577159556	0.127103577159556	0	3.10697633056692	0.22177683113954	0.106929810509241	0.431709580961231	0.3685546562128	0	0.145723846424968	0.207111518795684	0.070290887037059	0	0.0777686436157237	0
"Costus_sp."	0.193636626501418	0.127103577159556	0.0481184147291583	0.212077457509994	0	0.127103577159556	1.12710357715956	0.0655757308912358	0.127103577159556	0.0923609831734382	0.127103577159556	0.244742550350419	0.0555055175521582	0.0555055175521582	0.285997609674856	0.127103577159556	0.127103577159556	0.127103577159556	0.127103577159556	0	0.192679308050792	0.0621334556387053	0.312403942386929	0.127103577159556	0.03685546562128	0.03685546562128	0.03685546562128	0.03685546562128	0.259228812052412	0.03685546562128	0.03685546562128	0.127103577159556	0.127103577159556	0.182609094711714	0	0.127103577159556	0.127103577159556	0	3.10697633056692	0.22177683113954	0.106929810509241	0.431709580961231	0.3685546562128	0	0.145723846424968	0.207111518795684	0.070290887037059	0	0.0777686436157237	0
"Tetracera_indica"	0.0999016990230244	0.0655757308912358	0.0248254241596295	0.109415758333182	0	0.0655757308912358	0.0655757308912358	2.06567919874006	0.0655757308912358	0.0476512078792898	0.0655757308912358	0.126268449543847	0.0286366045969733	0.0286366045969733	0.147552906902314	0.0655757308912358	0.0655757308912358	0.0655757308912358	0.0655757308912358	0	1.1312549296313	0.0320561140556378	0.16117655626332	0.0655757308912358	0.0190146032823164	0.0190146032823164	0.0190146032823164	0.0190146032823164	0.133742253351882	0.0190146032823164	0.0190146032823164	0.0655757308912358	0.0655757308912358	0.0942123354882091	0	0.0655757308912358	0.0655757308912358	0	1.60296231067465	0.114419893772629	0.055167609243621	0.222729146865348	0.190146032823164	0	2.36817599720014	0.106853713518793	0.036264725159247	0	0.0401226760055645	0
"Dryobalanops_lanceolata"	0.193636626501418	0.127103577159556	0.0481184147291583	0.212077457509994	0	0.127103577159556	0.127103577159556	0.0655757308912358	1.12710357715956	0.0923609831734382	0.127103577159556	0.244742550350419	0.0555055175521582	0.0555055175521582	0.285997609674856	0.127103577159556	0.127103577159556	0.127103577159556	0.127103577159556	0	0.192679308050792	0.0621334556387053	0.312403942386929	0.127103577159556	0.03685546562128	0.03685546562128	0.03685546562128	0.03685546562128	0.259228812052412	0.03685546562128	0.03685546562128	0.127103577159556	0.127103577159556	0.182609094711714	0	0.127103577159556	0.127103577159556	0	3.10697633056692	0.22177683113954	0.106929810509241	0.431709580961231	0.3685546562128	0	0.145723846424968	0.207111518795684	0.070290887037059	0	0.0777686436157237	0
"Diospyros_sp."	0.114370285665003	0.0461804915867191	0.0633138814007837	0.279050069877528	0	0.0461804915867191	0.0461804915867191	0.0238256039396449	0.0461804915867191	1.32667832660183	0.0461804915867191	0.249732758923435	0.157122629711802	0.157122629711802	0.441048612266831	0.0461804915867191	0.0461804915867191	0.0461804915867191	0.0461804915867191	0	0.070006095526364	0.046429637624914	0.340429987933298	0.0461804915867191	0.169555696890026	0.169555696890026	0.169555696890026	0.169555696890026	0.126863190700867	0.169555696890026	0.169555696890026	0.0461804915867191	0.0461804915867191	0.203303121298521	0	0.0461804915867191	0.0461804915867191	0	1.12885646100869	0.22729931359428	0.140697514223964	1.22206489775846	1.69555696890026	0	0.0529457865325442	0.154765458749713	0.0765967472849921	0	0.0380589572102602	0
