"Canthium_bibracteatum"	"Phoenicophorium_borsigianum"	"Deckenia_nobilis"	"Nephrosperma_vanhoutteanum"	"Chrysobalanus_icaco"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Rhiparida_seychellensis"	"Unidentified_sp2_M_PL_114"	"Megachile_seychellensis"	"Neophyllomyza_approximatonervis"	"Hemipyrellia_sp1_M_PL_114"	"Ceratina_tabescens"	"Ornidia_obesa"	"Phelsuma_sp1_M_PL_114"	"Unidentified_sp1_M_PL_114"	"Melanostoma_annulipes"	"Rhynchium_brunneum"	"Lygistorrhina_sp1_M_PL_114"	"Polistes_olivaceus"	"Unidentified_sp3_M_PL_114"	"Unidentified_sp4_M_PL_114"	"Unidentified_sp5_M_PL_114"
"Canthium_bibracteatum"	2.60367914688627	0.802725059984645	0.519718618814868	0.802725059984645	0.534310009066411	0.667228019448254	0.667228019448254	0.547008267408311	0.160545011996929	0.0802725059984645	0.292913904024706	0.173821857385141	0.292913904024706	0.292913904024706	0.292913904024706	0.173821857385141	0.160545011996929	0.0802725059984645	0.413133656064649	0.0802725059984645	0.120219752039943	0.0802725059984645	0.0802725059984645	0.0802725059984645
"Phoenicophorium_borsigianum"	0.713533386653018	2.51105039483647	0.609106001724303	1.05119638023793	0.378271731285119	0.631247403355431	0.631247403355431	0.546136263816279	0.356224677507441	0.105119638023793	0.0802725059984645	0.214758718334168	0.0802725059984645	0.0802725059984645	0.0802725059984645	0.360744119794022	0.35622467750744	0.251105039483647	0.165383645537616	0.105119638023793	0.0851111395391518	0.251105039483647	0.251105039483647	0.105119638023793
"Deckenia_nobilis"	0.831549790103789	1.09639080310375	1.79798969297794	1.09639080310375	0.44083680544762	0.73565393796917	0.73565393796917	0.636465656743455	0.219278160620749	0.109639080310375	0.0935493513866763	0.433277225046404	0.0935493513866762	0.0935493513866763	0.0935493513866762	0.433277225046404	0.219278160620749	0.109639080310375	0.192737632612391	0.109639080310375	0.0991882812257145	0.109639080310375	0.109639080310375	0.109639080310375
"Nephrosperma_vanhoutteanum"	0.713533386653018	1.05119638023793	0.609106001724303	2.51105039483647	0.378271731285119	0.631247403355431	0.631247403355431	0.546136263816279	0.35622467750744	0.251105039483647	0.0802725059984645	0.360744119794022	0.0802725059984645	0.0802725059984645	0.0802725059984645	0.214758718334168	0.35622467750744	0.105119638023793	0.165383645537616	0.251105039483647	0.0851111395391518	0.105119638023793	0.105119638023793	0.251105039483647
"Chrysobalanus_icaco"	1.06862001813282	0.851111395391519	0.551046006809525	0.851111395391518	1.94126907901146	0.826415855121539	0.826415855121539	0.389630312343961	0.170222279078304	0.0851111395391518	0.120219752039943	0.184299420764866	0.120219752039943	0.120219752039943	0.120219752039943	0.184299420764866	0.170222279078304	0.0851111395391519	0.557005294817521	0.0851111395391518	0.436785542777578	0.0851111395391518	0.0851111395391519	0.0851111395391518
"Apis_mellifera"	1.06756483111721	1.13624532603978	0.73565393796917	1.13624532603978	0.661132684097231	1.62852267146497	0.628522671464969	0.479767817543091	0.227249065207955	0.113624532603978	0.120101043500686	0.246042241438428	0.120101043500686	0.120101043500686	0.120101043500686	0.246042241438428	0.227249065207955	0.113624532603978	0.268855897422563	0.113624532603978	0.148754853921877	0.113624532603978	0.113624532603978	0.113624532603978
"Lasioglossum_mahense"	1.06756483111721	1.13624532603978	0.73565393796917	1.13624532603978	0.661132684097231	0.628522671464968	1.62852267146497	0.479767817543091	0.227249065207955	0.113624532603978	0.120101043500686	0.246042241438428	0.120101043500686	0.120101043500686	0.120101043500686	0.246042241438428	0.227249065207955	0.113624532603978	0.268855897422563	0.113624532603978	0.148754853921877	0.113624532603978	0.113624532603978	0.113624532603978
"Hemipyrellia_germana"	1.09401653481662	1.22880659358663	0.795582070929319	1.22880659358663	0.389630312343961	0.599709771928864	0.599709771928864	1.51204295165147	0.245761318717326	0.122880659358663	0.12307686016687	0.26608543212594	0.12307686016687	0.12307686016687	0.12307686016687	0.26608543212594	0.245761318717326	0.122880659358663	0.210743680444261	0.122880659358663	0.0876668202773912	0.122880659358663	0.122880659358663	0.122880659358663
"Rhiparida_seychellensis"	0.642180047987716	1.60301104878348	0.548195401551873	1.60301104878348	0.340444558156607	0.568122663019888	0.568122663019888	0.491522637434652	1.3206022097567	0.160301104878348	0.0722452553986181	0.258976277157685	0.072245255398618	0.0722452553986181	0.072245255398618	0.258976277157685	0.320602209756696	0.160301104878348	0.148845280983855	0.160301104878348	0.0766000255852367	0.160301104878348	0.160301104878348	0.160301104878348
"Unidentified_sp2_M_PL_114"	0.642180047987716	0.946076742214138	0.548195401551873	2.25994535535282	0.340444558156607	0.568122663019888	0.568122663019888	0.491522637434651	0.320602209756696	1.22599453553528	0.072245255398618	0.32466970781462	0.072245255398618	0.072245255398618	0.072245255398618	0.193282846500751	0.320602209756696	0.0946076742214139	0.148845280983855	0.225994535535282	0.0766000255852367	0.0946076742214138	0.0946076742214139	0.225994535535282
