"Apodemus_agrarius"	"Microtus_fortis"	"Tamias_sibiricus"	"Micromys_minutus"	"Apodemus_peninsulae"	"Megabothris_calcarifer"	"Neopsylla_bidentatiformis"	"Ctenophthalmus_congeneroides"	"Frontopsylla_elata"	"Pectinoctenus_pectiniceps"	"Ceratophyllus_indages"	"Frontopsylla_luculenta"	"Nosopsyllus_fasciatus"	"Ceratophyllus_anisus"	"Leptopsylla_segnis"	"Hystrichopsylla_microti"	"Megabothris_advenarius"	"Amphipsylla_vinogradovi"	"Ctenophthalmus_pisticus"	"Rhadinopsylla_rothschildi"	"Amphipsylla_marikovskii"	"Stenoponia_sidimi"	"Neopsylla_acanthina"	"Neopsylla_pleskei"
"Apodemus_agrarius"	2.76905401388851	1.11590318792672	0.557840948283529	0.525554574775237	0.294805169862848	0.361174351206258	0.438692220948099	0.266574527746715	0.266574527746715	0.438692220948099	0.24981938307584	0.432860757494237	0.166143240833311	0.266574527746715	0.266574527746715	0.260743064292853	0.266574527746715	0.266574527746715	0.0836761422425293	0.260743064292853	0.100431286913405	0.0945998234595428	0.0836761422425293	0.166143240833311
"Microtus_fortis"	1.67385478189008	2.37094260779075	0.507722168239646	0.419466479468636	0.291171857347733	0.389320087918927	0.477326004054839	0.313816121614572	0.313816121614572	0.477326004054839	0.176589612149351	0.339445135658026	0.100431286913405	0.313816121614572	0.313816121614572	0.175935253217759	0.313816121614572	0.313816121614572	0.0761583252359469	0.175935253217759	0.213384834701168	0.0755039663043546	0.0761583252359469	0.100431286913405
"Tamias_sibiricus"	1.39460237070882	0.846203613732743	2.18984106381453	0.419395405712757	0.413115440767989	0.235325640506772	0.612245259281052	0.159834467478476	0.159834467478476	0.612245259281053	0.412152301814709	0.611578107073402	0.0836761422425293	0.159834467478476	0.159834467478476	0.159167315270825	0.159834467478476	0.159834467478476	0.32847615957218	0.159167315270825	0.0761583252359469	0.0754911730282962	0.32847615957218	0.0836761422425293
"Micromys_minutus"	1.57666372432571	0.838932958937272	0.503274486855308	2.0534372976337	0.290849426984847	0.539722503337964	0.332849790887648	0.170103789763897	0.170103789763897	0.332849790887648	0.170090996487839	0.62696453815736	0.0945998234595427	0.170103789763897	0.170103789763897	0.464218537033609	0.170103789763897	0.170103789763897	0.0754911730282962	0.464218537033609	0.0755039663043545	0.369618713574067	0.0754911730282962	0.0945998234595427
"Apodemus_peninsulae"	1.47402584931424	0.970572857825778	0.826230881535978	0.484749044974746	1.5075792610861	0.263047936258629	0.752001518719401	0.175793108163174	0.175793108163174	0.752001518719402	0.212376183189251	0.751904789610536	0.0884415509588544	0.175793108163174	0.175793108163174	0.175696379054309	0.175793108163174	0.175793108163174	0.123934632230397	0.175696379054309	0.0873515572043201	0.0872548280954542	0.123934632230397	0.0884415509588544
"Megabothris_calcarifer"	1.80587175603129	1.29773362639642	0.470651281013545	0.899537505563273	0.263047936258629	1.38706508273894	0.374660404767176	0.225148331737555	0.225148331737555	0.374660404767176	0.178949997513909	0.419781129392887	0.108352305361877	0.225148331737555	0.225148331737555	0.270269056363267	0.225148331737555	0.225148331737555	0.0705976921520317	0.270269056363267	0.116796026375678	0.161916751001389	0.0705976921520317	0.108352305361877
"Neopsylla_bidentatiformis"	1.64509582855537	1.1933150101371	0.918367888921579	0.41606223860956	0.564001139039551	0.280995303575382	1.51305962567576	0.206104100625661	0.206104100625661	0.513059625675763	0.236460933051559	0.480552477713145	0.0987057497133223	0.206104100625661	0.206104100625661	0.173596952663043	0.206104100625661	0.206104100625661	0.137755183338237	0.173596952663043	0.107398350912339	0.0748912029497208	0.137755183338237	0.0987057497133223
"Ctenophthalmus_congeneroides"	1.99930895810036	1.56908060807286	0.479503402435429	0.425259474409743	0.263689662244762	0.337722497606333	0.412208201251322	1.26117579221258	0.261175792212579	0.412208201251322	0.191884047851336	0.347537651918519	0.119958537486022	0.261175792212579	0.261175792212579	0.196505242879776	0.261175792212579	0.261175792212579	0.0719255103653143	0.196505242879776	0.141217254726558	0.0765467053937538	0.0719255103653143	0.119958537486022
"Frontopsylla_elata"	1.99930895810036	1.56908060807286	0.479503402435429	0.425259474409743	0.263689662244762	0.337722497606333	0.412208201251322	0.261175792212579	1.26117579221258	0.412208201251322	0.191884047851336	0.347537651918518	0.119958537486022	0.261175792212579	0.261175792212579	0.196505242879776	0.261175792212579	0.261175792212579	0.0719255103653143	0.196505242879776	0.141217254726558	0.0765467053937538	0.0719255103653143	0.119958537486022
"Pectinoctenus_pectiniceps"	1.64509582855537	1.1933150101371	0.918367888921579	0.41606223860956	0.564001139039551	0.280995303575382	0.513059625675763	0.206104100625661	0.206104100625661	1.51305962567576	0.236460933051559	0.480552477713145	0.0987057497133223	0.206104100625661	0.206104100625661	0.173596952663043	0.206104100625661	0.206104100625661	0.137755183338237	0.173596952663043	0.107398350912339	0.0748912029497208	0.137755183338237	0.0987057497133223
