"Cirsium_arvense"	"Eupatorium_cannabinum"	"Stachys_palustris"	"Sonchus_palustris"	"Juncus_effusus"	"Lychnis_flos-cuculi"	"Sonchus_arvensis"	"Allium_scorodoprasum"	"Calystegia_sepium"	"Silene_dioica"	"Meligethes_sp1_M_PL_037"	"Bombus_lapidarius"	"Bombus_pascuorum"	"Unidentified_sp1_M_PL_037"	"Unidentified_sp2_M_PL_037"	"Apocrita_sp1_M_PL_037"	"Episyrphus_balteatus"	"Unidentified_sp3_M_PL_037"	"Unidentified_sp4_M_PL_037"	"Bombus_terrestris"	"Eumerus_tuberculatus"	"Olibrus_aeneus"	"Thymelicus_sylvestris"	"Unidentified_sp5_M_PL_037"	"Unidentified_sp6_M_PL_037"	"Bombus_lucorum"	"Ceuthorrhynchus_assimilis"	"Chrysomela_fastuosa"	"Eoseristalis_horticola"	"Epuraea_depressa_Illiger"	"Leptura_rubra"	"Melanostoma_scalare"	"Mesapamea_secalis"	"Nemophora_degeerella"	"Pieris_napi"	"Psithyrus_bohemicus"	"Scaeva_pyrastri"	"Strangalia_maculata"	"Syrphus_ribesii"	"Syrphus_vitripennis"	"Unidentified_sp10_M_PL_037"	"Unidentified_sp11_M_PL_037"	"Unidentified_sp12_M_PL_037"	"Unidentified_sp13_M_PL_037"	"Unidentified_sp14_M_PL_037"	"Unidentified_sp15_M_PL_037"	"Unidentified_sp7_M_PL_037"	"Unidentified_sp8_M_PL_037"	"Unidentified_sp9_M_PL_037"	"Zygaena_filipendulae"
"Cirsium_arvense"	2.44282629275374	0.507532583777313	0.369259452386015	0.370070609868385	0.354265162759911	0.183915914413459	0.358233264503637	0.324450573649467	0.254794386787513	0.0978096538373966	0.41137599878948	0.267575289461346	0.262868291089754	0.246979204666276	0.294601965198105	0.238480459486304	0.13229387852434	0.224694031137408	0.165275867346436	0.1800793562294	0.0645133324006203	0.182465872265655	0.187727201108573	0.217354786305326	0.183061087527215	0.0507532583777313	0.0507532583777313	0.0369259452386015	0.0507532583777313	0.129326097851669	0.0458629896217524	0.0458629896217524	0.0369259452386015	0.0275873871620189	0.129326097851669	0.0507532583777313	0.0416329436101933	0.129326097851669	0.0416329436101933	0.0416329436101933	0.0275873871620189	0.0369259452386015	0.129326097851669	0.129326097851669	0.0275873871620189	0.0369259452386015	0.0584011032569041	0.0531397744139867	0.0416329436101933	0.0275873871620189
"Eupatorium_cannabinum"	0.958672658246036	2.27884188128692	0.379262695092589	0.378480153036448	0.243286392402658	0.126078413372346	0.253713009694597	0.257992417866975	0.348445456477803	0.0383848172604691	0.496412825712875	0.383936645889028	0.379283898181687	0.144084248753241	0.171741803908375	0.325076081722479	0.118562238180049	0.131389227048521	0.120988545530644	0.278637446506423	0.0568380315151108	0.08724621723813	0.0971918935937869	0.0852995939121535	0.0888102098319209	0.227884188128692	0.227884188128692	0.0379262695092589	0.227884188128692	0.0507532583777313	0.0627201821660046	0.0627201821660046	0.0379262695092589	0.0189117620058518	0.0507532583777313	0.227884188128692	0.0425790172166003	0.0507532583777313	0.0425790172166004	0.0425790172166004	0.0189117620058518	0.0379262695092589	0.0507532583777313	0.0507532583777313	0.0189117620058518	0.0379262695092589	0.0464386352160556	0.0364929588603987	0.0425790172166004	0.0189117620058518
"Stachys_palustris"	0.697490076729139	0.379262695092589	2.275171443069	0.390533018876999	0.293575219006962	0.47885874209708	0.30178136671917	0.154913736378549	0.263644411292781	0.0279271854745726	0.483063805570043	0.166243173404224	0.349825353087461	0.380308183711107	0.15411390564566	0.102736687295999	0.316719313938438	0.126128114870139	0.117187960407059	0.0748522147478604	0.299345955621462	0.0809622280896458	0.0648104177867403	0.0620604121657168	0.0821931502464771	0.0379262695092589	0.0379262695092589	0.2275171443069	0.0379262695092589	0.0369259452386015	0.0474559940327007	0.0474559940327007	0.2275171443069	0.071828811314562	0.0369259452386015	0.037926269509259	0.0439349646236624	0.0369259452386015	0.0439349646236624	0.0439349646236624	0.071828811314562	0.2275171443069	0.0369259452386015	0.0369259452386015	0.071828811314562	0.2275171443069	0.0278844725481388	0.0440362828510443	0.0439349646236624	0.071828811314562
"Sonchus_palustris"	0.786400045970317	0.425790172166004	0.439349646236624	2.3166711605886	0.248691990687187	0.132172454686991	0.413377547773202	0.173383404007681	0.295834372410847	0.0314871002093899	0.541333048819684	0.398087653426963	0.181397112484408	0.142697575039982	0.172152387100634	0.115420973548176	0.36656710235586	0.364265081342391	0.130519443490441	0.0842119608267936	0.0637608328267111	0.0789367422132713	0.072841956331576	0.0699713337986442	0.103639575776174	0.0425790172166004	0.0425790172166004	0.0439349646236624	0.0425790172166004	0.0416329436101932	0.0532501870339524	0.0532501870339524	0.0439349646236624	0.0198258682030487	0.0416329436101932	0.0425790172166004	0.260625505566217	0.0416329436101932	0.260625505566217	0.260625505566217	0.0198258682030487	0.0439349646236624	0.0416329436101933	0.0416329436101932	0.0198258682030487	0.0439349646236624	0.0312090127213827	0.0373037986030781	0.260625505566217	0.0198258682030487
"Juncus_effusus"	1.00375129448642	0.364929588603987	0.440362828510443	0.33158932091625	1.76273172522472	0.282015709808882	0.434942205805407	0.387552982383532	0.215092493642089	0.040189745355116	0.539340553238603	0.16565318073304	0.172385664981006	0.403888172520071	0.452550400897542	0.159392270103421	0.146581412324933	0.155684903887876	0.399410626483555	0.0896327332743854	0.0863386393223765	0.317549533197695	0.122899311243023	0.0893105452335911	0.118381105284798	0.0364929588603987	0.0364929588603987	0.0440362828510443	0.0364929588603987	0.0531397744139867	0.038716648855576	0.038716648855576	0.0440362828510443	0.0423023564713322	0.0531397744139867	0.0364929588603987	0.0373037986030781	0.0531397744139867	0.0373037986030781	0.0373037986030781	0.0423023564713322	0.0440362828510443	0.0531397744139867	0.0531397744139867	0.0423023564713322	0.0440362828510443	0.0697595368290358	0.264409758783708	0.0373037986030781	0.0423023564713322
"Lychnis_flos-cuculi"	0.521095090838134	0.189117620058518	0.71828811314562	0.176229939582655	0.282015709808881	2.96643802078002	0.159791039730303	0.110704211357329	0.118613738976706	0.0208644104586697	0.225775314132166	0.0876754903867265	0.13967843349824	0.586684258064916	0.113785157637216	0.06642590721219	0.115623335477156	0.0713819113246131	0.0861977704751969	0.0464991491678707	0.516794514431565	0.0698897436333511	0.0475141452063381	0.0463653565748216	0.0515560431215643	0.0189117620058519	0.0189117620058519	0.071828811314562	0.0189117620058519	0.0275873871620189	0.021350473015807	0.021350473015807	0.071828811314562	0.444965703117003	0.0275873871620189	0.0189117620058519	0.0198258682030487	0.0275873871620189	0.0198258682030487	0.0198258682030487	0.444965703117003	0.071828811314562	0.0275873871620189	0.0275873871620189	0.444965703117003	0.071828811314562	0.0199267580443192	0.0423023564713322	0.0198258682030487	0.444965703117003
"Sonchus_arvensis"	1.01499424942697	0.380569514541895	0.452672050078755	0.551170063697603	0.434942205805407	0.159791039730303	1.62780214361285	0.371815641555631	0.228761078129449	0.0406399081579756	0.549654424779631	0.194975567359016	0.178236140200911	0.188212181513778	0.430073457568298	0.158718756609749	0.351444158715784	0.359911943383453	0.376338467892753	0.0917919411297351	0.0692358609674209	0.118976320546357	0.120661805155559	0.0903109070177237	0.297905311217474	0.0380569514541896	0.0380569514541896	0.0452672050078755	0.0380569514541895	0.0537349896755455	0.0411769940633009	0.0411769940633009	0.0452672050078755	0.0239686559595454	0.0537349896755455	0.0380569514541896	0.0620066321659803	0.0537349896755455	0.0620066321659803	0.0620066321659803	0.0239686559595454	0.0452672050078755	0.0537349896755455	0.0537349896755455	0.0239686559595454	0.0452672050078755	0.0669268154800136	0.065241330870811	0.0620066321659803	0.0239686559595454
"Allium_scorodoprasum"	1.10313195040819	0.464386352160556	0.278844725481388	0.27741344641229	0.465063578860239	0.132845053628795	0.446178769866758	1.87778636187765	0.173338754418111	0.0441689016228687	0.331820551846791	0.167249726989602	0.163925186816358	0.175971870678398	0.53308900070393	0.442841283610937	0.126020300749535	0.1565369314583	0.474687897447027	0.10483973847296	0.047811230592458	0.12816064008594	0.396402648394881	0.098153114717486	0.125327918736918	0.0464386352160556	0.0464386352160556	0.0278844725481388	0.0464386352160556	0.0584011032569041	0.0312009757952599	0.0312009757952599	0.0278844725481388	0.0199267580443192	0.0584011032569041	0.0464386352160556	0.0312090127213827	0.0584011032569041	0.0312090127213827	0.0312090127213827	0.0199267580443192	0.0278844725481388	0.0584011032569041	0.0584011032569041	0.0199267580443192	0.0278844725481388	0.338001545137977	0.0697595368290358	0.0312090127213827	0.0199267580443192
"Calystegia_sepium"	0.866300915077546	0.627201821660045	0.474559940327007	0.473334995857355	0.258110992370506	0.142336486772047	0.274513293755339	0.173338754418111	1.93877439982697	0.0346862946719136	0.638162387742142	0.510812750790564	0.505018557789312	0.153386105525836	0.156957608335889	0.139784147583017	0.141883175129954	0.140290170719006	0.111094618714137	0.108583171787757	0.0688064670485077	0.0845796384773284	0.0770639654170124	0.0770806548264747	0.0870399836850534	0.0627201821660046	0.0627201821660046	0.0474559940327006	0.0627201821660046	0.0458629896217524	0.348979391968855	0.348979391968855	0.0474559940327007	0.021350473015807	0.0458629896217524	0.0627201821660046	0.0532501870339524	0.0458629896217524	0.0532501870339524	0.0532501870339524	0.021350473015807	0.0474559940327007	0.0458629896217524	0.0458629896217524	0.021350473015807	0.0474559940327006	0.0312009757952599	0.038716648855576	0.0532501870339524	0.021350473015807
"Silene_dioica"	1.66276411523574	0.345463355344222	0.251344669271153	0.251896801675119	0.241138472130696	0.125186462752019	0.243839448947854	0.220844508114343	0.173431473359568	1.74724858790613	0.28001223447015	0.182131079381252	0.178927156119917	0.168111895613179	0.200527388076021	0.162327035448661	0.0900487744577443	0.152942995984286	0.112498699622364	0.122575023988079	0.0439124363399181	0.124199459273261	0.127780699914239	1.66055241756917	0.124604605795835	0.0345463355344222	0.0345463355344222	0.0251344669271153	0.0345463355344222	0.0880286884536569	0.0312176652047223	0.0312176652047223	0.0251344669271153	0.0187779694128028	0.0880286884536569	0.0345463355344222	0.0283383901884509	0.0880286884536569	0.0283383901884509	0.0283383901884509	0.0187779694128028	0.0251344669271153	0.0880286884536569	0.0880286884536569	0.0187779694128028	0.0251344669271153	0.0397520114605818	0.0361707708196044	0.0283383901884509	0.0187779694128028
