"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"R24"	"R25"	"R26"	"R27"	"R28"	"R29"	"R30"	"R31"	"R32"	"R33"	"R34"	"R35"	"R36"	"R37"	"R38"	"R39"	"R40"	"R41"	"R42"	"R43"	"R44"	"R45"	"R46"	"R47"	"R48"	"R49"	"R50"	"R51"	"R52"	"R53"	"R54"	"R55"	"R56"	"R57"	"R58"	"R59"	"R60"	"R61"	"R62"	"R63"	"R64"	"R65"	"R66"	"R67"	"R68"	"R69"	"R70"	"R71"	"R72"	"R73"	"R74"	"R75"	"R76"	"R77"	"R78"	"R79"	"R80"	"R81"	"R82"	"R83"	"R84"	"R85"	"R86"	"R87"	"R88"	"R89"	"R90"	"R91"	"R92"	"R93"	"C1"	"C2"	"C3"	"C4"	"C5"
"R1"	1.03103996812154	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0241876361556093	0.0241876361556093	0.0233134002361511	0.0233134002361511	0.0552276042771512	0.0552276042771512	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0664498518513822	0.0120911526619201	0.0431364516152311	0.0233134002361511	0.0552276042771512	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0474674634407633	0.0664498518513822	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0552276042771512	0.0664498518513822	0.0664498518513822	0.0664498518513822	0.0664498518513822	0.0474674634407633	0.0474674634407633	0.0664498518513822	0.0664498518513822	0.0664498518513822	0.0664498518513822	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0120911526619201	0.0310399681215419	0.043131120783462	0.054353368357693	0.054353368357693	0.054353368357693	0.066410948068616	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0120911526619201	0.0241876361556093	0.043131120783462	0.043131120783462	0.0241876361556093	0.0431364516152311	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0354098837298403	0.0354098837298403	0.648396526511125	1.04789989736641	0.900515993419086	1.96586464769765	0.174165040268888
"R2"	0.0310399681215419	1.03103996812154	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0241876361556093	0.0241876361556093	0.0233134002361511	0.0233134002361511	0.0552276042771512	0.0552276042771512	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0664498518513822	0.0120911526619201	0.0431364516152311	0.0233134002361511	0.0552276042771512	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0474674634407633	0.0664498518513822	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0552276042771512	0.0664498518513822	0.0664498518513822	0.0664498518513822	0.0664498518513822	0.0474674634407633	0.0474674634407633	0.0664498518513822	0.0664498518513822	0.0664498518513822	0.0664498518513822	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0120911526619201	0.0310399681215419	0.043131120783462	0.054353368357693	0.054353368357693	0.054353368357693	0.066410948068616	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0120911526619201	0.0241876361556093	0.043131120783462	0.043131120783462	0.0241876361556093	0.0431364516152311	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0354098837298403	0.0354098837298403	0.648396526511125	1.04789989736641	0.900515993419086	1.96586464769765	0.174165040268888
"R3"	0.0310399681215419	0.0310399681215419	1.03103996812154	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0241876361556093	0.0241876361556093	0.0233134002361511	0.0233134002361511	0.0552276042771512	0.0552276042771512	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0664498518513822	0.0120911526619201	0.0431364516152311	0.0233134002361511	0.0552276042771512	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0474674634407633	0.0664498518513822	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0552276042771512	0.0664498518513822	0.0664498518513822	0.0664498518513822	0.0664498518513822	0.0474674634407633	0.0474674634407633	0.0664498518513822	0.0664498518513822	0.0664498518513822	0.0664498518513822	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0120911526619201	0.0310399681215419	0.043131120783462	0.054353368357693	0.054353368357693	0.054353368357693	0.066410948068616	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0120911526619201	0.0241876361556093	0.043131120783462	0.043131120783462	0.0241876361556093	0.0431364516152311	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0354098837298403	0.0354098837298403	0.648396526511125	1.04789989736641	0.900515993419086	1.96586464769765	0.174165040268888
"R4"	0.0310399681215419	0.0310399681215419	0.0310399681215419	1.03103996812154	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0241876361556093	0.0241876361556093	0.0233134002361511	0.0233134002361511	0.0552276042771512	0.0552276042771512	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0664498518513822	0.0120911526619201	0.0431364516152311	0.0233134002361511	0.0552276042771512	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0474674634407633	0.0664498518513822	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0552276042771512	0.0664498518513822	0.0664498518513822	0.0664498518513822	0.0664498518513822	0.0474674634407633	0.0474674634407633	0.0664498518513822	0.0664498518513822	0.0664498518513822	0.0664498518513822	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0120911526619201	0.0310399681215419	0.043131120783462	0.054353368357693	0.054353368357693	0.054353368357693	0.066410948068616	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0120911526619201	0.0241876361556093	0.043131120783462	0.043131120783462	0.0241876361556093	0.0431364516152311	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0354098837298403	0.0354098837298403	0.648396526511125	1.04789989736641	0.900515993419086	1.96586464769765	0.174165040268888
"R5"	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0310399681215419	1.03103996812154	0.0310399681215419	0.0310399681215419	0.0241876361556093	0.0241876361556093	0.0233134002361511	0.0233134002361511	0.0552276042771512	0.0552276042771512	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0664498518513822	0.0120911526619201	0.0431364516152311	0.0233134002361511	0.0552276042771512	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0474674634407633	0.0664498518513822	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0552276042771512	0.0664498518513822	0.0664498518513822	0.0664498518513822	0.0664498518513822	0.0474674634407633	0.0474674634407633	0.0664498518513822	0.0664498518513822	0.0664498518513822	0.0664498518513822	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0120911526619201	0.0310399681215419	0.043131120783462	0.054353368357693	0.054353368357693	0.054353368357693	0.066410948068616	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0120911526619201	0.0241876361556093	0.043131120783462	0.043131120783462	0.0241876361556093	0.0431364516152311	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0354098837298403	0.0354098837298403	0.648396526511125	1.04789989736641	0.900515993419086	1.96586464769765	0.174165040268888
"R6"	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0310399681215419	1.03103996812154	0.0310399681215419	0.0241876361556093	0.0241876361556093	0.0233134002361511	0.0233134002361511	0.0552276042771512	0.0552276042771512	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0664498518513822	0.0120911526619201	0.0431364516152311	0.0233134002361511	0.0552276042771512	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0474674634407633	0.0664498518513822	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0552276042771512	0.0664498518513822	0.0664498518513822	0.0664498518513822	0.0664498518513822	0.0474674634407633	0.0474674634407633	0.0664498518513822	0.0664498518513822	0.0664498518513822	0.0664498518513822	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0120911526619201	0.0310399681215419	0.043131120783462	0.054353368357693	0.054353368357693	0.054353368357693	0.066410948068616	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0120911526619201	0.0241876361556093	0.043131120783462	0.043131120783462	0.0241876361556093	0.0431364516152311	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0354098837298403	0.0354098837298403	0.648396526511125	1.04789989736641	0.900515993419086	1.96586464769765	0.174165040268888
"R7"	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0310399681215419	1.03103996812154	0.0241876361556093	0.0241876361556093	0.0233134002361511	0.0233134002361511	0.0552276042771512	0.0552276042771512	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0664498518513822	0.0120911526619201	0.0431364516152311	0.0233134002361511	0.0552276042771512	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0474674634407633	0.0664498518513822	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0354098837298403	0.0552276042771512	0.0664498518513822	0.0664498518513822	0.0664498518513822	0.0664498518513822	0.0474674634407633	0.0474674634407633	0.0664498518513822	0.0664498518513822	0.0664498518513822	0.0664498518513822	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0310399681215419	0.0120911526619201	0.0310399681215419	0.043131120783462	0.054353368357693	0.054353368357693	0.054353368357693	0.066410948068616	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0785074315623052	0.0120911526619201	0.0241876361556093	0.043131120783462	0.043131120783462	0.0241876361556093	0.0431364516152311	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0552276042771512	0.0354098837298403	0.0354098837298403	0.648396526511125	1.04789989736641	0.900515993419086	1.96586464769765	0.174165040268888
"R8"	0.0120938180778046	0.0120938180778046	0.0120938180778046	0.0120938180778046	0.0120938180778046	0.0120938180778046	0.0120938180778046	1.03784408742043	0.0378440874204342	0.0314597242020349	0.0314597242020349	0.0499379054982389	0.0499379054982389	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0629366363019607	0.018460993398313	0.0314769120999258	0.0314597242020349	0.0499379054982389	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0630929319132262	0.0629366363019607	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0499379054982389	0.0629366363019607	0.0629366363019607	0.0629366363019607	0.0629366363019607	0.0630929319132262	0.0630929319132262	0.0629366363019607	0.0629366363019607	0.0629366363019607	0.0629366363019607	0.0751867499910309	0.0751867499910309	0.0751867499910309	0.0751867499910309	0.0751867499910309	0.0120938180778046	0.0120938180778046	0.0120938180778046	0.0120938180778046	0.0120938180778046	0.018460993398313	0.0120938180778046	0.0305548114761177	0.0435535422798395	0.0435535422798395	0.0435535422798395	0.0558036559689097	0.0751867499910309	0.0751867499910309	0.0751867499910309	0.0751867499910309	0.018460993398313	0.0378440874204342	0.0305548114761177	0.0305548114761177	0.0378440874204342	0.0314769120999258	0.0499379054982389	0.0499379054982389	0.0499379054982389	0.0499379054982389	0.0499379054982389	0.0499379054982389	0.0499379054982389	0.0499379054982389	0.0499379054982389	0.0499379054982389	0.0499379054982389	0.0499379054982389	0.0508428182241561	0.0508428182241561	0.751037779770594	1.59995276118713	1.44296366609124	0.765941811594294	0.176946086619902
"R9"	0.0120938180778046	0.0120938180778046	0.0120938180778046	0.0120938180778046	0.0120938180778046	0.0120938180778046	0.0120938180778046	0.0378440874204342	1.03784408742043	0.0314597242020349	0.0314597242020349	0.0499379054982389	0.0499379054982389	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0629366363019607	0.018460993398313	0.0314769120999258	0.0314597242020349	0.0499379054982389	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0630929319132262	0.0629366363019607	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0508428182241561	0.0499379054982389	0.0629366363019607	0.0629366363019607	0.0629366363019607	0.0629366363019607	0.0630929319132262	0.0630929319132262	0.0629366363019607	0.0629366363019607	0.0629366363019607	0.0629366363019607	0.0751867499910309	0.0751867499910309	0.0751867499910309	0.0751867499910309	0.0751867499910309	0.0120938180778046	0.0120938180778046	0.0120938180778046	0.0120938180778046	0.0120938180778046	0.018460993398313	0.0120938180778046	0.0305548114761177	0.0435535422798395	0.0435535422798395	0.0435535422798395	0.0558036559689097	0.0751867499910309	0.0751867499910309	0.0751867499910309	0.0751867499910309	0.018460993398313	0.0378440874204342	0.0305548114761177	0.0305548114761177	0.0378440874204342	0.0314769120999258	0.0499379054982389	0.0499379054982389	0.0499379054982389	0.0499379054982389	0.0499379054982389	0.0499379054982389	0.0499379054982389	0.0499379054982389	0.0499379054982389	0.0499379054982389	0.0499379054982389	0.0499379054982389	0.0508428182241561	0.0508428182241561	0.751037779770594	1.59995276118713	1.44296366609124	0.765941811594294	0.176946086619902
"R10"	0.0116567001180755	0.0116567001180755	0.0116567001180755	0.0116567001180755	0.0116567001180755	0.0116567001180755	0.0116567001180755	0.0314597242020349	0.0314597242020349	1.04004164029146	0.0400416402914576	0.0431164243201104	0.0431164243201104	0.0530331132009482	0.0530331132009482	0.0530331132009482	0.0646898133190237	0.0184682512925443	0.0246481730275661	0.0400416402914576	0.0431164243201104	0.0530331132009482	0.0530331132009482	0.0530331132009482	0.0530331132009482	0.0530331132009482	0.0530331132009482	0.0530331132009482	0.0530331132009482	0.0530331132009482	0.0530331132009482	0.0530331132009482	0.0530331132009482	0.0530331132009482	0.0530331132009482	0.0657990727631586	0.0646898133190237	0.0530331132009482	0.0530331132009482	0.0530331132009482	0.0530331132009482	0.0431164243201104	0.0646898133190237	0.0646898133190237	0.0646898133190237	0.0646898133190237	0.0657990727631586	0.0657990727631586	0.0646898133190237	0.0646898133190237	0.0646898133190237	0.0646898133190237	0.0774557728812342	0.0774557728812342	0.0774557728812342	0.0774557728812342	0.0774557728812342	0.0116567001180755	0.0116567001180755	0.0116567001180755	0.0116567001180755	0.0116567001180755	0.0184682512925443	0.0116567001180755	0.0301249514106198	0.0516983404095331	0.0516983404095331	0.0516983404095331	0.0644642999717436	0.0774557728812342	0.0774557728812342	0.0774557728812342	0.0774557728812342	0.0184682512925443	0.0314597242020349	0.0301249514106198	0.0301249514106198	0.0314597242020349	0.0246481730275661	0.0431164243201104	0.0431164243201104	0.0431164243201104	0.0431164243201104	0.0431164243201104	0.0431164243201104	0.0431164243201104	0.0431164243201104	0.0431164243201104	0.0431164243201104	0.0431164243201104	0.0431164243201104	0.0530331132009482	0.0530331132009482	1.24646247549277	1.60058177868717	0.967142983262076	0.738257674144784	0.184397193676374
