"Clethrionomys_rufocanus"	"Clethrionomys_rutilus"	"Apodemus_peninsulae"	"Tamias_sibiricus"	"Microtus_evoronensis"	"Myopus_schisticolor"	"Sciurus_vulgaris"	"Megabothris_advenarius"	"Pectinoctenus_pectiniceps"	"Amalaraeus_dissimilis"	"Neopsylla_acanthina"	"Catallagia_ioffi"	"Hystrichopsylla_microti"	"Megabothris_asio"	"Ctenophthalmus_pisticus"	"Ceratophyllus_indages"	"Catallagia_dacenkoi"	"Corrodopsylla_birulai"	"Ctenophthalmus_congeneroides"	"Rhadinopsylla_pseudodahurica"
"Clethrionomys_rufocanus"	2.10424476022289	1.10424476022289	0.915261123905831	0.402577361561394	0.580455248075731	0.0770124423405944	0.0793621984075163	0.513416282270629	0.371641159083043	0.371641159083043	0.369475123697214	0.297011198616164	0.296756158036203	0.371641159083043	0.444105084164094	0.440901102263979	0.297011198616164	0.371641159083043	0.369475123697215	0.222126197569323
"Clethrionomys_rutilus"	1.10424476022289	2.10424476022289	0.915261123905831	0.402577361561394	0.580455248075731	0.0770124423405944	0.0793621984075163	0.513416282270629	0.371641159083043	0.371641159083043	0.369475123697214	0.297011198616164	0.296756158036203	0.371641159083043	0.444105084164094	0.440901102263979	0.297011198616164	0.371641159083043	0.369475123697215	0.222126197569323
"Apodemus_peninsulae"	1.08167223734326	1.08167223734326	1.94722739003618	0.417242442726231	0.573412667250725	0.0794075258173016	0.0825233942198936	0.529383505448678	0.382813092522384	0.382813092522384	0.384192246423727	0.309088606733005	0.22349448788306	0.382813092522384	0.457916732213106	0.458463301221631	0.309088606733005	0.382813092522384	0.384192246423727	0.149770002093682
"Tamias_sibiricus"	1.04670114005963	1.04670114005963	0.917933373997709	1.52767050389746	0.520382033638425	0.0974425043969069	0.106327198687095	0.64961669597938	0.286937751320621	0.286937751320621	0.495012180554366	0.220031489852824	0.211834111629899	0.286937751320621	0.561918442022163	0.590706659372751	0.220031489852824	0.286937751320621	0.495012180554366	0.144927850162102
"Microtus_evoronensis"	1.07798831785493	1.07798831785493	0.901077048536853	0.371701452598875	1.68431222342332	0.0878228491763223	0.0622676852916091	0.585485661175482	0.439538835448994	0.439538835448994	0.289890668190936	0.222984406723138	0.365814349659615	0.439538835448994	0.506445096916792	0.345931584953384	0.222984406723138	0.439538835448994	0.289890668190936	0.14925992093376
"Myopus_schisticolor"	1.00116175042773	1.00116175042773	0.873482783990318	0.487212521984535	0.614759944234256	1.22141525797651	0.063963885695769	1.47610171984341	0.289129733707332	0.289129733707331	0.297787423405858	0.210089169448641	0.21766296047176	0.289129733707331	0.376827987664548	0.35535492053205	0.210089169448641	0.289129733707332	0.297787423405858	0.13862239621307
"Sciurus_vulgaris"	1.03170857929771	1.03170857929771	0.90775733641883	0.531635993435476	0.435873797041264	0.063963885695769	1.26050972355008	0.42642590463846	0.273163928693882	0.273163928693882	0.312817490749819	0.217123011931434	0.198892873895978	0.273163928693882	0.368858407512268	1.44727624194489	0.217123011931434	0.273163928693882	0.312817490749819	0.142851957133529
"Megabothris_advenarius"	1.1124019449197	1.1124019449197	0.970536426655909	0.541347246649483	0.683066604704729	0.246016953307235	0.0710709841064099	1.64011302204823	0.321255259674813	0.321255259674813	0.330874914895397	0.23343241049849	0.241847733857511	0.321255259674813	0.41869776407172	0.394838800591166	0.23343241049849	0.321255259674813	0.330874914895397	0.154024884681189
"Pectinoctenus_pectiniceps"	1.20783376701989	1.20783376701989	1.05273600443656	0.358672189150776	0.76919296203574	0.0722824334268329	0.0682909821734705	0.481882889512219	1.35226770538093	0.35226770538093	0.317932461452046	0.253371467404906	0.266134759563393	0.35226770538093	0.416828699428069	0.379394345408169	0.253371467404906	0.35226770538093	0.317932461452046	0.16723852158737
"Amalaraeus_dissimilis"	1.20783376701989	1.20783376701989	1.05273600443656	0.358672189150776	0.76919296203574	0.0722824334268329	0.0682909821734705	0.481882889512219	0.35226770538093	1.35226770538093	0.317932461452046	0.253371467404906	0.266134759563393	0.35226770538093	0.416828699428069	0.379394345408169	0.253371467404906	0.35226770538093	0.317932461452046	0.16723852158737
