"Perca_fluviatilis"	"Rutilus_rutilus"	"Abramiz_brama"	"Scardinius_erythrophtalmus"	"Sander_lucioperca"	"Esox_lucius"	"Anguilla_anguilla"	"Carassius_auratus_gibelio"	"Ergasilus_sieboldi"	"Tylodelphys_clavata"	"Posthodiplostomum_cuticola"	"Diplozoon_paradoxum"	"Caryophyllaeus_laticeps"	"Triaenophorus_nodulosus"	"Camallanus_lacustris"	"Hysterothylacium_aduncum"	"Apatemon_gracilis"	"Anguillicola_crassus"	"Camallanus_truncatus"	"Acanthocephalus_anguillae"	"Pomphorhynchus_laevis"	"Achtheres_percarum"
"Perca_fluviatilis"	2.40736822066858	0.542316980650547	0.469104188262723	0.394500352819531	0.521346820933711	0.658164619784204	0.198540413080759	0.0718162985367837	0.918800911645957	0.71215469104953	0.319183549052372	0.254548880369267	0.165786300984872	0.457605810680264	0.457605810680264	0.426821805938903	0.309518771228818	0.0893431858863415	0.117303034710085	0.0813475470975821	0.309518771228818	0.117303034710085
"Rutilus_rutilus"	0.632703144092305	2.09945181233417	0.816025817669058	0.608214729105307	0.318015737056786	0.417472069745746	0.202376258786346	0.168898325947124	0.936552353161258	0.773929495869625	0.750659226431662	0.59865073307925	0.461802419030556	0.175278762790375	0.175278762790375	0.152901087935359	0.0813475470975821	0.0910693164538558	0.0715535408377767	0.314917771850126	0.0813475470975821	0.0715535408377768
"Abramiz_brama"	0.656745863567813	0.979230981202869	1.84703479874048	0.631326888811309	0.330100335064943	0.433336008396084	0.210066556620227	0.175316462333115	0.972141342581385	0.803338816712671	0.779184277036065	0.621399460936262	0.479350910953717	0.181939355776409	0.181939355776409	0.158711329276903	0.0844387538872902	0.0945299504791023	0.0742725753896123	0.14688464718043	0.0844387538872902	0.0742725753896123
"Scardinius_erythrophtalmus"	0.690375617434179	0.912322093657961	0.789158611014136	1.66365502220008	0.347003666528854	0.455525692583245	0.220823360715369	0.184293830603019	1.02192144153279	0.844475104241881	0.819083691568974	0.653219244026257	0.278896864031239	0.191255860215625	0.191255860215625	0.166838404353387	0.0887625793843944	0.0993705123219158	0.0780758249689922	0.136848314048694	0.0887625793843944	0.0780758249689922
"Sander_lucioperca"	0.912356936633994	0.477023605585179	0.412625418831179	0.347003666528854	2.41350560400648	0.404057666130647	0.233415170350688	0.0631698266698254	1.08019353834513	0.432117950785862	0.280754785199224	0.223901941196381	0.145826116227389	0.20821600958948	0.20821600958948	0.660341795611542	0.117303034710085	0.10503682665781	0.543038760901457	0.0715535408377768	0.117303034710085	0.543038760901457
"Esox_lucius"	1.15178808462236	0.626208104618619	0.541670010495105	0.455525692583245	0.404057666130647	1.77768140716088	0.223301352771187	0.0829255763548049	1.03338903810221	0.841990454475785	0.368558117132466	0.293925098413142	0.191431817581912	0.548065356062643	0.548065356062643	0.239000014330842	0.148087039451446	0.100485608747034	0.0909129748793955	0.0939312156927928	0.148087039451446	0.0909129748793955
"Anguilla_anguilla"	0.694891445782656	0.607128776359039	0.525166391550568	0.441646721430737	0.466830340701376	0.446602705542374	2.00049251608815	0.0803989972819394	1.48005703278573	0.47479857388825	0.357328876808619	0.284969779254874	0.185599266932958	0.189828794633376	0.189828794633376	0.194380012544151	0.0893431858863415	0.900221632239669	0.10503682665781	0.0910693164538558	0.0893431858863415	0.10503682665781
"Carassius_auratus_gibelio"	0.502714089757486	1.01338995568274	0.876582311665573	0.737175322412076	0.252679306679302	0.33170230541922	0.160797994563879	1.38811660855656	0.74413738595395	0.614925444397362	1.72496270469584	0.475657756994932	0.309793309452215	0.13926768740243	0.13926768740243	0.121487512685948	0.0646346686831053	0.0723590975537454	0.0568528440028429	0.152008493352411	0.0646346686831053	0.0568528440028429
"Ergasilus_sieboldi"	0.918800911645957	0.802759159852506	0.694386673272418	0.583955109447308	0.61725345048293	0.590508021772694	0.422873437938779	0.106305340850564	1.95696429890557	0.627789225474463	0.472468181558063	0.376793374792556	0.245403475166911	0.250995850681908	0.250995850681908	0.257013572141711	0.118131545783052	0.190293047072451	0.138882026358659	0.120413873977876	0.118131545783052	0.138882026358659
"Tylodelphys_clavata"	0.997016567469343	0.92871539504355	0.803338816712671	0.675580083393505	0.345694360628689	0.673592363580628	0.1899194295553	0.122985088879472	0.878904915664249	1.71565994122291	0.546600395019877	0.435913815028352	0.283908296264813	0.279746126194557	0.279746126194557	0.205969075530371	0.128187844388915	0.0854637432998849	0.0777812311414551	0.139307309256533	0.128187844388916	0.0777812311414551
