"Perca_fluviatilis"	"Rutilus_rutilus"	"Abramiz_brama"	"Scardinius_erythrophtalmus"	"Sander_lucioperca"	"Esox_lucius"	"Anguilla_anguilla"	"Carassius_auratus_gibelio"	"Ergasilus_sieboldi"	"Tylodelphys_clavata"	"Posthodiplostomum_cuticola"	"Diplozoon_paradoxum"	"Caryophyllaeus_laticeps"	"Triaenophorus_nodulosus"	"Camallanus_lacustris"	"Hysterothylacium_aduncum"	"Apatemon_gracilis"	"Anguillicola_crassus"	"Camallanus_truncatus"	"Acanthocephalus_anguillae"	"Pomphorhynchus_laevis"	"Achtheres_percarum"
"Posthodiplostomum_cuticola"	0.558571210841651	1.12598883964749	0.973980346295081	0.819083691568974	0.280754785199224	0.368558117132466	0.17866443840431	0.43124067617396	0.826819317726611	0.683250493774846	1.91662522743982	0.528508618883258	0.344214788280238	0.154741874891589	0.154741874891589	0.134986125206609	0.0718162985367837	0.0803989972819394	0.0631698266698254	0.168898325947124	0.0718162985367837	0.0631698266698254
"Diplozoon_paradoxum"	0.593947387528289	1.1973014661585	1.0356657682271	0.870958992035009	0.298535921595175	0.391900131217523	0.189979852836583	0.158552585664977	0.879184541182629	0.726523025047253	0.70467815851101	1.56198083141253	0.366015058204654	0.164542193634723	0.164542193634723	0.143535246469694	0.07636466411078	0.0854909337764622	0.0671705823589144	0.179595219923775	0.07636466411078	0.0671705823589144
"Caryophyllaeus_laticeps"	0.580252053447053	1.38540725709167	1.19837727738429	0.557793728062478	0.291652232454778	0.382863635163824	0.185599266932958	0.154896654726107	0.858912163084189	0.709770740662033	0.688429576560477	0.549022587306981	1.42351899849292	0.160748153355053	0.160748153355053	0.140225587745518	0.0746038354431925	0.0835196701198311	0.0656217523023251	0.20781108856375	0.0746038354431925	0.0656217523023251
"Triaenophorus_nodulosus"	1.60162033738092	0.525836288371125	0.454848389441023	0.382511720431249	0.416432019178961	1.09613071212529	0.189828794633376	0.0696338437012149	0.878485477386677	0.699365315486392	0.309483749783177	0.246813290452084	0.160748153355053	1.45255202503431	0.452552025034308	0.299619819121385	0.205922614806119	0.085422957585019	0.0936972043152662	0.0788754432556687	0.205922614806119	0.0936972043152662
"Camallanus_lacustris"	1.60162033738092	0.525836288371125	0.454848389441023	0.382511720431249	0.416432019178961	1.09613071212529	0.189828794633376	0.0696338437012149	0.878485477386677	0.699365315486392	0.309483749783177	0.246813290452084	0.160748153355053	0.452552025034308	1.45255202503431	0.299619819121385	0.205922614806119	0.085422957585019	0.0936972043152662	0.0788754432556687	0.205922614806119	0.0936972043152662
"Hysterothylacium_aduncum"	1.49387632078616	0.458703263806077	0.396778323192256	0.333676808706773	1.32068359122308	0.478000028661683	0.194380012544151	0.0607437563429741	0.899547502495988	0.514922688825927	0.269972250413218	0.215302869704542	0.140225587745518	0.299619819121385	0.299619819121385	1.4892236206977	0.192069812672506	0.087471005644868	0.297153808025194	0.0688054895709115	0.192069812672506	0.297153808025194
"Apatemon_gracilis"	2.16663139860172	0.488085282585493	0.422193769436451	0.355050317537578	0.46921213884034	0.592348157805784	0.178686371772683	0.0646346686831053	0.826920820481361	0.640939221944577	0.287265194147135	0.22909399233234	0.149207670886385	0.411845229612237	0.411845229612237	0.384139625345012	1.27856689410594	0.0804088672977074	0.105572731239076	0.0732127923878239	0.278566894105936	0.105572731239076
"Anguillicola_crassus"	0.625402301204391	0.546415898723135	0.472649752395511	0.397482049287664	0.420147306631238	0.401942434988136	1.80044326447934	0.0723590975537454	1.33205132950715	0.427318716499425	0.321595989127757	0.256472801329387	0.167039340239662	0.170845915170038	0.170845915170038	0.174942011289736	0.0804088672977074	1.8101994690157	0.0945331439920286	0.0819623848084702	0.0804088672977074	0.0945331439920287
"Camallanus_truncatus"	0.821121242970594	0.429321245026661	0.371362876948061	0.312303299875969	2.17215504360583	0.363651899517582	0.210073653315619	0.0568528440028429	0.972174184510615	0.388906155707275	0.252679306679302	0.201511747076743	0.13124350460465	0.187394408630532	0.187394408630532	0.594307616050388	0.105572731239076	0.0945331439920286	1.48873488481131	0.0643981867539991	0.105572731239076	0.488734884811311
"Acanthocephalus_anguillae"	0.569432829683075	1.88950663110075	0.734423235902152	0.547393256194777	0.286214163351107	0.375724862771171	0.182138632907712	0.152008493352412	0.842897117845132	0.696536546282663	0.675593303788496	0.538785659771325	0.4156221771275	0.157750886511337	0.157750886511337	0.137610979141823	0.0732127923878239	0.0819623848084702	0.0643981867539991	1.28342599466511	0.0732127923878239	0.0643981867539991
"Pomphorhynchus_laevis"	2.16663139860172	0.488085282585492	0.422193769436451	0.355050317537578	0.469212138840339	0.592348157805784	0.178686371772683	0.0646346686831053	0.826920820481361	0.640939221944577	0.287265194147135	0.22909399233234	0.149207670886385	0.411845229612237	0.411845229612237	0.384139625345012	0.278566894105936	0.0804088672977074	0.105572731239076	0.0732127923878239	1.27856689410594	0.105572731239076
"Achtheres_percarum"	0.821121242970594	0.429321245026661	0.371362876948061	0.312303299875969	2.17215504360583	0.363651899517582	0.210073653315619	0.0568528440028429	0.972174184510615	0.388906155707275	0.252679306679302	0.201511747076743	0.13124350460465	0.187394408630532	0.187394408630532	0.594307616050388	0.105572731239076	0.0945331439920286	0.488734884811311	0.0643981867539991	0.105572731239076	1.48873488481131
