"Barnadesia_spinosa"	"Siphocampylus_paramicola"	"Brachyotum_lindenii"	"Disterigma_codonanthum"	"Puya_clava-herculis"	"Siphocampylus_giganteus"	"Macleania_rupestris"	"Guzmania_candelabrum"	"Desfontainea_spinosa"	"Guzmania_bakeri"	"Espeletia_sp1_M_PL_068"	"Gaultheria_erecta"	"Disterigma_sp1_M_PL_068"	"Tillandsia_orbicularis"	"Gaiadendron_punctatum"	"Racinaea_tetrantha"	"Brachyotum_ledifolium"	"Vaccinium_floribundum"	"Bomarea_sp1_M_PL_068"	"Brachyotum_sp1_M_PL_068"	"Fuchsia_corollata"	"Bomarea_linifolia"	"Centropogon_sp1_M_PL_068"	"Elleanthus_sp1_M_PL_068"	"Passiflora_mixta"	"Tillandsia_complanata"	"Tristerix_longebracteatus"	"Gaultheria_insipida"	"Bejaria_aestuans"	"Diplostephium_sp1_M_PL_068"	"Pernettya_prostrata"	"Eriocnemis_mosquera"	"Aglaeactis_cupripennis"	"Pterophanes_cyanopterus"	"Chalcostigma_herrani"	"Metallura_tyrianthina"	"Eriocnemis_derbyi"	"Lafresnaya_lafresnayi"	"Coeligena_lutetiae"	"Ensifera_ensifera"
"Barnadesia_spinosa"	1.3343343973091	0.411378621338348	0.14905366803872	0.199811695236764	0.15200655373131	0.28931345830473	0.239810250097683	0.199811695236764	0.147910769386868	0.1071055135212	0.0370456691683278	0.14035571569734	0.103310046529012	0.0476495339817758	0.0370456691683278	0.162766026068437	0.15200655373131	0.14035571569734	0.171463978409816	0.0476495339817758	0.160824233301521	0.0846952031501036	0.214315419873249	0.0846952031501036	0.0800832503895391	0.103310046529012	0.0399985548609181	0.0927061817155644	0.0476495339817758	0.0476495339817758	0.0370456691683278	1.32359816616044	0.572075243454367	0.266657032406121	0.576265964840655	0.742140167296487	0.726684194370742	0.357366354506829	0.136017519552226	0.0360374626752926
"Siphocampylus_paramicola"	0.293841872384534	1.40756160363868	0.151809349769062	0.197294786946661	0.168395172514887	0.309763174434239	0.262447563946646	0.197294786946661	0.137719123169883	0.0979946883006326	0.0485669542541595	0.144218174150719	0.0956512198965595	0.0449180755046903	0.0485669542541595	0.148727832692502	0.168395172514887	0.144218174150719	0.156319008310844	0.0449180755046903	0.148781899271331	0.0934850297588498	0.184784407982453	0.0934850297588498	0.075492563873429	0.0956512198965595	0.065152776999985	0.0993000986460288	0.0449180755046903	0.0449180755046903	0.0485669542541595	1.24772431957473	0.518438400090771	0.434351846666567	0.755485955064704	0.676441925224924	0.648714156394851	0.289299065606068	0.1324147828975	0.0339716537430431
"Brachyotum_lindenii"	0.248422780064533	0.35422181612781	1.19505328956979	0.195502771759407	0.172085248885635	0.315934181645901	0.236918269448968	0.195502771759407	0.131613632260886	0.091266430580722	0.0643835383737167	0.156384579053022	0.0920010406793054	0.0521482378743369	0.0643835383737167	0.13111923338569	0.172085248885635	0.156384579053022	0.16978794390246	0.0521482378743369	0.15872151780687	0.116531776248054	0.130048463937827	0.116531776248054	0.0876440972677932	0.0920010406793054	0.0414154976895605	0.104236341178685	0.0521482378743369	0.0521482378743369	0.0643835383737167	1.44856216317603	0.697969007304337	0.276103317930403	1.00152170803559	0.531370704066246	0.478111244189151	0.129273444523682	0.134490672267212	0.0394398437705069
"Disterigma_codonanthum"	0.249764619045956	0.345265877156658	0.146627078819555	1.23089681359647	0.123601567560926	0.282234836621353	0.267134687022509	0.230896813596473	0.148988592724613	0.110519537882215	0.0592633846846658	0.16999598406311	0.110732599378444	0.0496187083488518	0.0592633846846658	0.171633428911807	0.123601567560926	0.16999598406311	0.148264523668252	0.0496187083488518	0.137327931658029	0.108882093033518	0.150905742230325	0.108882093033518	0.0833927871409274	0.110732599378444	0.0362378734260362	0.120377275714258	0.0496187083488518	0.0496187083488518	0.0592633846846658	1.37829745413477	0.33551098476478	0.241585822840242	0.921874872872579	0.814851880394569	0.744343472074434	0.134620681160368	0.128230182807996	0.0375267542134173
"Puya_clava-herculis"	0.25334425621885	0.392922069201403	0.172085248885635	0.164802090081234	1.23922489287734	0.358085996350678	0.268160818568363	0.164802090081234	0.134484301803617	0.0914983387800697	0.0362190844954237	0.125146034126869	0.0889269496314452	0.0518422828257041	0.0362190844954237	0.128583005585811	0.239224892877341	0.125146034126869	0.175522220344577	0.0518422828257041	0.164094511393796	0.0880613673211277	0.132235707848602	0.0880613673211277	0.0871298871020236	0.0889269496314452	0.103358728487129	0.0733037513011648	0.0518422828257041	0.0518422828257041	0.0362190844954237	1.44006341182511	0.746878947240068	0.689058189914194	0.563407981039924	0.494462224076548	0.484685128331135	0.13579123022844	0.143286543411826	0.0392084491959106
"Siphocampylus_giganteus"	0.241094548587275	0.361390370173279	0.15796709082295	0.188156557747569	0.179042998175339	1.38093271579783	0.258842422216765	0.188156557747569	0.197569976872758	0.0996587709847259	0.0496099571168075	0.133788003129921	0.0841780460131136	0.0452902163670783	0.0496099571168075	0.138546600630761	0.179042998175339	0.133788003129921	0.16272568832379	0.0452902163670783	0.199865952873132	0.0949001734838858	0.139139801602175	0.0949001734838858	0.0761180107009719	0.0841780460131136	0.0706858644691961	0.0884977867628428	0.0452902163670783	0.0452902163670783	0.0496099571168075	1.25806156575217	0.560594820791684	0.471239096461307	0.771710444039228	0.518504395280471	0.664504556437915	0.131603435391498	0.326370686293441	0.0342531048154374
"Macleania_rupestris"	0.239810250097683	0.367426589525305	0.142150961669381	0.213707749618007	0.160896491141018	0.310610906660118	1.28688868406764	0.213707749618007	0.142500076567994	0.103528727815419	0.0544354049779925	0.157400087829476	0.102964682851483	0.0472210660268869	0.0544354049779925	0.159272344640015	0.160896491141018	0.157400087829476	0.14402321847992	0.0472210660268869	0.135209456241673	0.101656471004879	0.143572142608585	0.101656471004879	0.0793631361796419	0.102964682851483	0.07318093444963	0.110179021802589	0.0472210660268869	0.0472210660268869	0.0544354049779925	1.31169627852464	0.3599510281289	0.487872896330867	0.846772966324328	0.743248224327948	0.688204755193168	0.133478049310555	0.129904495841918	0.0357134112808388
"Guzmania_candelabrum"	0.249764619045956	0.345265877156658	0.146627078819555	0.230896813596473	0.123601567560926	0.282234836621353	0.267134687022509	1.23089681359647	0.148988592724613	0.110519537882215	0.0592633846846658	0.16999598406311	0.110732599378444	0.0496187083488518	0.0592633846846658	0.171633428911807	0.123601567560926	0.16999598406311	0.148264523668252	0.0496187083488518	0.137327931658029	0.108882093033518	0.150905742230325	0.108882093033518	0.0833927871409274	0.110732599378444	0.0362378734260362	0.120377275714258	0.0496187083488518	0.0496187083488518	0.0592633846846658	1.37829745413477	0.33551098476478	0.241585822840242	0.921874872872579	0.814851880394569	0.744343472074434	0.134620681160368	0.128230182807996	0.0375267542134173
"Desfontainea_spinosa"	0.246517948978113	0.321344620729726	0.131613632260885	0.198651456966151	0.134484301803617	0.395139953745516	0.237500127613324	0.198651456966151	1.27686284350712	0.122798882031616	0.0359780011044405	0.128037767604196	0.0920597664997554	0.0521851926696611	0.0359780011044405	0.162673455861711	0.134484301803617	0.128037767604196	0.1662493205184	0.0521851926696611	0.237388973792381	0.0881631937741016	0.163192936661235	0.0881631937741016	0.0877062061674977	0.0920597664997554	0.0388486706471724	0.0758525749345347	0.0521851926696611	0.0521851926696611	0.0359780011044405	1.44958868526837	0.386226119882523	0.258991137647816	0.559657794957963	0.531660984401257	0.863056203312786	0.134646848765396	0.513546538251678	0.039467792775374
"Guzmania_bakeri"	0.267763783803	0.342981409052214	0.136899645871083	0.221039075764429	0.137247508170105	0.298976312954178	0.258821819538547	0.221039075764429	0.184198323047425	1.14329741525699	0.0374348814750962	0.137646060245887	0.100211178770791	0.0599043997384475	0.0374348814750962	0.183604194289333	0.137247508170105	0.137646060245887	0.182857779914529	0.0599043997384475	0.120768051480317	0.0973392812135438	0.187896640113118	0.0973392812135438	0.100679663425962	0.100211178770791	0.0377827437741178	0.0777416605074394	0.0599043997384475	0.0599043997384475	0.0374348814750962	1.66401110384577	0.351647685844793	0.251884958494119	0.582320378501497	0.537423720431243	1.01924796744885	0.14866408285376	0.136336359301449	0.045305848541683
