"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"
"R11"	0.461057245925927	0.0294411785496362	0.0664663851456202	0.352519828728445	0.352519828728445	0.0100198969013468	0.170108698047615	0.170108698047615	0.0985094732706032	0.0985094732706032	1.46105724592593	0.461057245925927	0.461057245925927	0	0	0.498522150058825	0.461057245925927	0.111146054358454	0.249766027552656	0.636437553573435	0.686795777794248	0.686795777794248	0.686795777794248	0.736811502255553	0.559888639452008	0	0	0.135654598083789	0.135654598083789	0.0222664375585484	0.156817011657769	0.0431584036628654
"R12"	0.461057245925927	0.0294411785496362	0.0664663851456202	0.352519828728445	0.352519828728445	0.0100198969013468	0.170108698047615	0.170108698047615	0.0985094732706032	0.0985094732706032	0.461057245925927	1.46105724592593	0.461057245925927	0	0	0.498522150058825	0.461057245925927	0.111146054358454	0.249766027552656	0.636437553573435	0.686795777794248	0.686795777794248	0.686795777794248	0.736811502255553	0.559888639452008	0	0	0.135654598083789	0.135654598083789	0.0222664375585484	0.156817011657769	0.0431584036628654
"R13"	0.461057245925927	0.0294411785496362	0.0664663851456202	0.352519828728445	0.352519828728445	0.0100198969013468	0.170108698047615	0.170108698047615	0.0985094732706032	0.0985094732706032	0.461057245925927	0.461057245925927	1.46105724592593	0	0	0.498522150058825	0.461057245925927	0.111146054358454	0.249766027552656	0.636437553573435	0.686795777794248	0.686795777794248	0.686795777794248	0.736811502255553	0.559888639452008	0	0	0.135654598083789	0.135654598083789	0.0222664375585484	0.156817011657769	0.0431584036628654
"R14"	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0
"R15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0
"R16"	0.427304700050421	0.0271331256957743	0.0612557265552178	0.324883897124421	0.324883897124421	0.0092343831149484	0.22180919384036	0.22180919384036	0.152916376346953	0.152916376346953	0.427304700050421	0.427304700050421	0.427304700050421	0	0	1.49401729303102	0.427304700050421	0.135774931464299	0.444750619870686	0.612380599941395	0.629524665678025	0.629524665678025	0.629524665678025	0.69062338483696	0.512566462713233	0	0	0.191563963036334	0.191563963036334	0.020520851366552	0.14452327991464	0.0397749835129465
"R17"	0.461057245925927	0.0294411785496362	0.0664663851456202	0.352519828728445	0.352519828728445	0.0100198969013468	0.170108698047615	0.170108698047615	0.0985094732706032	0.0985094732706032	0.461057245925927	0.461057245925927	0.461057245925927	0	0	0.498522150058825	1.46105724592593	0.111146054358454	0.249766027552656	0.636437553573435	0.686795777794248	0.686795777794248	0.686795777794248	0.736811502255553	0.559888639452008	0	0	0.135654598083789	0.135654598083789	0.0222664375585484	0.156817011657769	0.0431584036628654
"R18"	0.333438163075361	0.0225993379666922	0.0510202503883378	0.270597684666839	0.270597684666839	0.00769137132479859	0.341110321388328	0.341110321388328	0.28883416045318	0.28883416045318	0.333438163075361	0.333438163075361	0.333438163075361	0	0	0.475212260125046	0.333438163075361	1.23835952653847	0.945160646997901	0.464676986090203	0.408592507945517	0.408592507945517	0.408592507945517	0.965854294887828	0.311177341465455	0	0	0.326800140896656	0.326800140896656	0.0170919362773302	0.120374279154814	0.0331288147597635
"C1"	0.249766027552656	0.0147608984140034	0.0333241944586708	0.176742563889201	0.176742563889201	0.00502366710728686	0.59112463177426	0.59112463177426	0.532619772005615	0.532619772005615	0.249766027552656	0.249766027552656	0.249766027552656	0	0	0.518875723182467	0.249766027552656	0.3150535489993	1.79406463753207	0.520043197943512	0.317664436645207	0.317664436645207	0.317664436645207	0.459438533694892	0.254037113645095	0	0	0.585577947501786	0.585577947501786	0.0111637046828597	0.0786232105065141	0.0216382917927034
"C2"	0.477328165180076	0.0226140922353865	0.0510535596155458	0.270774347848457	0.270774347848457	0.00769639273557272	0.358149735022312	0.358149735022312	0.179493398781731	0.179493398781731	0.477328165180076	0.477328165180076	0.477328165180076	0	0	0.535833024948721	0.477328165180076	0.116169246522551	0.390032398457634	1.5880563221385	0.524367706603908	0.524367706603908	0.524367706603908	0.576643867539056	0.426888941378464	0	0	0.268863420029079	0.268863420029079	0.0171030949679394	0.12045286705244	0.0331504433329196
"C3"	0.515096833345686	0.0373499086797237	0.0843211290361518	0.447216587766727	0.447216587766727	0.0127115235422589	0.149385681568591	0.149385681568591	0.0903943145756514	0.0903943145756514	0.515096833345686	0.515096833345686	0.515096833345686	0	0	0.550834082468272	0.515096833345686	0.102148126986379	0.238248327483905	0.524367706603908	1.61814212149406	0.618142121494064	0.618142121494064	0.664108778637935	0.457144149898042	0	0	0.121460145451257	0.121460145451257	0.0282478300939087	0.19894247966229	0.054751966972144
"C4"	0.515096833345686	0.0373499086797237	0.0843211290361519	0.447216587766727	0.447216587766727	0.0127115235422589	0.149385681568591	0.149385681568591	0.0903943145756514	0.0903943145756514	0.515096833345686	0.515096833345686	0.515096833345686	0	0	0.550834082468272	0.515096833345686	0.102148126986379	0.238248327483905	0.524367706603908	0.618142121494064	1.61814212149406	0.618142121494064	0.664108778637935	0.457144149898042	0	0	0.121460145451257	0.121460145451257	0.0282478300939087	0.19894247966229	0.054751966972144
"C5"	0.515096833345686	0.0373499086797237	0.0843211290361518	0.447216587766727	0.447216587766727	0.0127115235422589	0.149385681568591	0.149385681568591	0.0903943145756513	0.0903943145756513	0.515096833345686	0.515096833345686	0.515096833345686	0	0	0.550834082468272	0.515096833345686	0.102148126986379	0.238248327483905	0.524367706603908	0.618142121494064	0.618142121494064	1.61814212149406	0.664108778637935	0.457144149898042	0	0	0.121460145451257	0.121460145451257	0.0282478300939087	0.19894247966229	0.054751966972144
"C6"	0.491207668170368	0.0354598526230903	0.0800541397376354	0.42458562425933	0.42458562425933	0.0120682691700433	0.166898304644247	0.166898304644247	0.109233917890341	0.109233917890341	0.491207668170368	0.491207668170368	0.491207668170368	0	0	0.537151521539858	0.491207668170368	0.214634287752851	0.306292355796595	0.512572326701383	0.590318914344831	0.590318914344831	0.590318914344831	1.68690434383361	0.437468089611472	0	0	0.140644587824116	0.140644587824116	0.0268183759334296	0.188875187615295	0.0519812965623266
"C7"	0.559888639452008	0.0261508527665933	0.0590381478424978	0.313122456114997	0.313122456114997	0.00890008014325233	0.160852902611765	0.160852902611765	0.0968195614049954	0.0968195614049954	0.559888639452008	0.559888639452008	0.559888639452008	0	0	0.597994206498772	0.559888639452008	0.103725780488485	0.254037113645095	0.569185255171285	0.60952553319739	0.60952553319739	0.60952553319739	0.656202134417208	1.49680144899599	0	0	0.130475543018291	0.130475543018291	0.0197779558738941	0.139291250730523	0.038335050274091
"C8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0
"C9"	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0
"C10"	0.203481897125683	0.0109515432969501	0.0247241968757061	0.131130489930768	0.131130489930768	0.00372720591198722	0.760030056734935	0.760030056734935	0.699535787228392	0.699535787228392	0.203481897125683	0.203481897125683	0.203481897125683	0	0	0.335236935313585	0.203481897125683	0.163400070448328	0.878366921252679	0.537726840058158	0.242920290902514	0.242920290902514	0.242920290902514	0.316450322604261	0.195713314527437	0	0	1.76173499786776	0.761734997867756	0.00828267980441605	0.0583328649691441	0.0160540830776953
"C11"	0.203481897125683	0.0109515432969501	0.0247241968757061	0.131130489930768	0.131130489930768	0.00372720591198722	0.760030056734935	0.760030056734935	0.699535787228392	0.699535787228392	0.203481897125683	0.203481897125683	0.203481897125683	0	0	0.335236935313585	0.203481897125683	0.163400070448328	0.878366921252678	0.537726840058158	0.242920290902514	0.242920290902514	0.242920290902514	0.316450322604261	0.195713314527437	0	0	0.761734997867756	1.76173499786776	0.00828267980441605	0.0583328649691441	0.0160540830776953
"C12"	0.0667993126756451	1.92584146240451	0.612951142585811	0.14904847987209	0.14904847987209	1.41173595989397	0.020174471666834	0.020174471666834	0.0124780789312613	0.0124780789312613	0.0667993126756451	0.0667993126756451	0.0667993126756451	0	0	0.071822979782932	0.0667993126756451	0.0170919362773302	0.0334911140485791	0.0684123798717576	0.112991320375635	0.112991320375635	0.112991320375635	0.120682691700433	0.0593338676216822	0	0	0.0165653596088321	0.0165653596088321	3.13719102198661	0.329485466917568	1.14245667224565
"C13"	0.313634023315538	0.290435337505115	0.655686625111403	0.699807715662207	0.699807715662207	0.0988456400752703	0.0947225422491727	0.0947225422491727	0.0585866821334407	0.0585866821334407	0.313634023315538	0.313634023315538	0.313634023315538	0	0	0.337220986467493	0.313634023315538	0.0802495194365427	0.157246421013028	0.321207645473173	0.53051327909944	0.53051327909944	0.53051327909944	0.566625562845885	0.278582501461046	0	0	0.0777771532921922	0.0777771532921922	0.219656977945045	1.54698975893853	0.425754883177433
"C14"	0.129475210988596	1.51058159996924	1.18806579488855	0.288896436295286	0.288896436295286	0.514105502510541	0.0391036055764561	0.0391036055764561	0.0241859060766423	0.0241859060766423	0.129475210988596	0.129475210988596	0.129475210988596	0	0	0.139212442295313	0.129475210988596	0.0331288147597635	0.0649148753781101	0.132601773331678	0.219007867888576	0.219007867888576	0.219007867888576	0.23391583453047	0.115005150822273	0	0	0.0321081661553906	0.0321081661553906	1.14245667224565	0.63863232476615	2.21439132768601
