"Eryngium_stenophyllum"	"Hysterionica_pinifolia"	"Eupatorium_subhastatum"	"Glandularia_dissecta"	"Stevia_satureiifolia"	"Achyrocline_satureoides"	"Baccharis_tandilensis"	"Senecio_selloi"	"Baccharis_articulata"	"Baccharis_coridifolia"	"Eryngium_horridum"	"Eupatorium_tenacetifolium"	"Vernonia_echioides"	"Solidago_chilensis"	"Senecio_grisebachii"	"Gelasine_azurea"	"Hypochaeris_rosengurtii"	"Senecio_bravensis"	"Habranthus_gracilifolius"	"Lathyrus_pubescens"	"Oxalis_articulata"	"Trixis_stricta"	"Alophia_lahue"	"Blumenbachia_insignis"	"Senecio_madagascariensis"	"Sommerfeltia_spinulosa"	"Carduus_acanthoides"	"Echium_plantagineum"	"Eryngium_nudicaule"	"Eupatorium_squarrulosum"	"Gomphrena_perennis"	"Gymnocalycium_reductum"	"Habranthus_andersoni"	"Oxalis_cordobensis"	"Rodophiala_bifidum"	"Senecio_arechavaletae"	"Sisyrinchium_iridifolium"	"Verbena_intermedia"	"Wigginsia_tephracantha"	"Augochlora_semiramis"	"Astylus_quadrilineatus"	"Camponotus_sp1_M_PL_072_01"	"Unidentified_sp1_M_PL_072_01"	"Toxomerus_sp1_M_PL_072_01"	"Unidentified_sp14_M_PL_072_01"	"Augochlorella_ephyra"	"Lerodea_eufala"	"Unidentified_sp3_M_PL_072_01"	"Chrysodina_sp1_M_PL_072_01"	"Apis_mellifera"	"Chilicola_sp1_M_PL_072_01"	"Palpada_sp1_M_PL_072_01"	"Unidentified_sp5_M_PL_072_01"	"Allograpta_sp1_M_PL_072_01"	"Bombus_bellicosus"	"Megachile_sp1_M_PL_072_01"	"Pampasatyrus_gyrtone"	"Unidentified_sp18_M_PL_072_01"	"Unidentified_sp19_M_PL_072_01"	"Vanessa_sp1_M_PL_072_01"	"Villa_sp1_M_PL_072_01"	"Xylocopa_ciliata"	"Cochliomyia_macellaria"	"Corticea_immocerina"	"Euptoieta_claudia_hortensia"	"Gaesischia_sp1_M_PL_072_01"	"Lucilia_sericata"	"Mischocyttarus_drewseni"	"Parachytas_sp1_M_PL_072_01"	"Platycheirus_sp1_M_PL_072_01"	"Unidentified_sp10_M_PL_072_01"	"Unidentified_sp12_M_PL_072_01"	"Unidentified_sp15_M_PL_072_01"	"Unidentified_sp17_M_PL_072_01"	"Agraulis_vanillae"	"Audre_epulus_signata"	"Augochloropsis_sp1_M_PL_072_01"	"Campsomeris_bistrimacula"	"Ceratina_montana"	"Chalepogenus_goeldianus"	"Chauliognathus_scriptus"	"Chauliognathus_sp1_M_PL_072_01"	"Chrysopa_sp1_M_PL_072_01"	"Coelioxys_sp1_M_PL_072_01"	"Colletes_cyaneus"	"Colletes_sp1_M_PL_072_01"	"Copestylum_sp1_M_PL_072_01"	"Dialictus_sp1_M_PL_072_01"	"Entypus_ferruginipennis"	"Entypus_sp1_M_PL_072_01"	"Leioproctus_indigoticus"	"Panurgillus_sp1_M_PL_072_01"	"Polistes_sp1_M_PL_072_01"	"Polybia_scutellaris"	"Stenodynerus_sp1_M_PL_072_01"	"Tachypompilus_sp1_M_PL_072_01"	"Thespieus_catochra"	"Unidentified_sp11_M_PL_072_01"	"Unidentified_sp13_M_PL_072_01"	"Unidentified_sp16_M_PL_072_01"	"Unidentified_sp2_M_PL_072_01"	"Unidentified_sp4_M_PL_072_01"	"Unidentified_sp6_M_PL_072_01"	"Unidentified_sp7_M_PL_072_01"	"Unidentified_sp8_M_PL_072_01"	"Unidentified_sp9_M_PL_072_01"
"Eryngium_stenophyllum"	1.89113072522484	0.400213376162952	0.219972256798155	0.218815097913754	0.187445450556577	0.242867043988022	0.2225158896484	0.153694629549219	0.167541465183973	0.176844249191209	0.189865683980537	0.114492510974893	0.130708230246995	0.102928289850808	0.0967373734729597	0.0789286120011305	0.0672659672074542	0.0785967814575775	0.0410027554728426	0.0417990169611572	0.0629465254236161	0.0298683894275797	0.0422620568994941	0	0.0365566867125195	0.0428899185155681	0.0266445409832701	0	0.0350938667147461	0.0185319826789529	0.0243579358366152	0.0185319826789529	0.0185319826789529	0.0213731670323051	0.0114000288162222	0	0.0185319826789529	0.0137394591366867	0.0185319826789529	0.432412929175569	0.261227597061507	0.256015285692868	0.243579358366152	0.210933993071477	0.210495251091389	0.1776302732218	0.0915963942445779	0.101955920462209	0.150535096802605	0.135019152967954	0.155972740954427	0.0791500509859075	0.139952102216044	0.121417486692018	0.0467219001761638	0.0467004414627263	0.0537303873657996	0.0483959001357632	0.038000096054074	0.0559420182491861	0.124163145567166	0.0459077148983008	0.0996160277240379	0.0347731440157627	0.0393173462980654	0.0336754344389913	0.101775740985267	0.0470238221519576	0.0397259478764234	0.0401546424305107	0.099876441168364	0.0337411548449209	0.099876441168364	0.0319371627374829	0.0147204656967719	0.0151348426216772	0.0773644387591979	0.0179030534656707	0.00896051682827392	0.0123008266418528	0.0154392434776212	0.077364438759198	0.02225158896484	0.0225120024091661	0.0172906458242872	0.0773644387591979	0.0225120024091661	0	0	0.00896051682827392	0	0	0.0773644387591979	0.02225158896484	0.0225120024091661	0.0227371177531555	0.0164979192598617	0.0164979192598617	0.024411302226069	0.024411302226069	0.0154392434776212	0.0225120024091661	0.0164979192598617	0.0773644387591979	0.0225120024091661	0.0168053438888994
"Hysterionica_pinifolia"	0.55029339222406	1.96415928500551	0.253139367988623	0.199034487585794	0.17738098777243	0.178439419097532	0.147058915902816	0.14006333458597	0.176869372954603	0.106037115293029	0.104825023204843	0.165459502584993	0.16398255001173	0.0651525201780052	0.105455650828436	0.0668464564404093	0.0847822760157897	0.0861781983127013	0.0390325500656241	0.0431698778460042	0.0506968547918965	0.0710334272017142	0.0360779626747743	0	0.0280425289266885	0.0465329788303671	0.0162106092605233	0	0.0152320874427472	0.0196652781041845	0.0268677007261826	0.0196652781041845	0.0196652781041845	0.0152732105056193	0.0088284834437211	0	0.0196652781041845	0.0326753765127885	0.0196652781041845	0.458856489097638	0.186672572846458	0.175092957578808	0.268677007261826	0.145890529516354	0.121197670132188	0.108070728403489	0.21783584341859	0.103301888400105	0.183702828830313	0.0753056858175846	0.0676981664122097	0.171596419502342	0.0593957268141646	0.155736310142032	0.0513265105733058	0.0446723773942416	0.150742776998777	0.058321124233383	0.029428278145737	0.058010440443836	0.150839904100479	0.0479007048524667	0.0372178939994477	0.0322489287929018	0.131567430497354	0.0370477596153125	0.0359895053926459	0.0314772853045711	0.0276168199364539	0.0309905314836647	0.132995962190726	0.0283762631579314	0.132995962190726	0.0287583306258476	0.0212733646180705	0.0190760121035527	0.0225120024091661	0.0162846398933831	0.0213100281605142	0.0117097650196872	0.00977287802670078	0.0225120024091661	0.0147058915902816	0.11048395978156	0.0157571251409217	0.0225120024091661	0.11048395978156	0	0	0.0213100281605142	0	0	0.0225120024091661	0.0147058915902816	0.11048395978156	0.013633343394818	0.0189854525991468	0.0189854525991467	0.0134775029834798	0.0134775029834798	0.00977287802670078	0.11048395978156	0.0189854525991467	0.0225120024091661	0.11048395978156	0.0210834707157938
"Eupatorium_subhastatum"	0.403282470796618	0.337519157318164	1.79350656985248	0.221906746345696	0.278524852437809	0.182234060511184	0.144372033144009	0.161425036698868	0.160763596336302	0.107521564136338	0.104663990950051	0.155166817823422	0.116155469659254	0.169952281163421	0.0855561561936306	0.067543341789972	0.0609941801283336	0.111119053101822	0.0513236318084065	0.148899683216388	0.0506908878754344	0.0300999585215309	0.03661899285223	0	0.0279709724422996	0.0496541421882599	0.0149084259761742	0	0.0136962300228217	0.0206621696925881	0.0289919724956718	0.0206621696925881	0.0206621696925881	0.0141347080398537	0.0168040815275487	0	0.0206621696925881	0.0138459809199042	0.0206621696925881	0.482117292827056	0.172757542709323	0.176600112699918	0.289919724956718	0.141838428085705	0.115265140327492	0.0993895065078283	0.0923065394660281	0.111930939319256	0.21322391794597	0.194301554769319	0.0608721334347631	0.080056952905149	0.0692717613740534	0.0561529771022473	0.204184684651763	0.0878974583129418	0.173448464772523	0.0599515308243181	0.0560136050918289	0.173338604501369	0.0537067779101268	0.204250134423256	0.0309351225742625	0.0432232432385961	0.0339197272696222	0.0400015113898782	0.0299547180962969	0.0320476071543619	0.0437162482256315	0.0325932098335942	0.0354833718590084	0.0307472542276574	0.0354833718590084	0.16000583491345	0.0199500194344399	0.0137236905288751	0.0164979192598616	0.0181560065191933	0.00902998755645927	0.015397089542522	0.0254928421745131	0.0164979192598617	0.0144372033144009	0.0189854525991467	0.0181603166286226	0.0164979192598617	0.0189854525991467	0	0	0.00902998755645927	0	0	0.0164979192598617	0.0144372033144009	0.0189854525991467	0.0138242011032435	0.134512992738936	0.134512992738936	0.0134567988364352	0.0134567988364352	0.0254928421745131	0.0189854525991467	0.134512992738936	0.0164979192598617	0.0189854525991467	0.0149342746704754
"Glandularia_dissecta"	0.437630195827507	0.2895047092157	0.242080086922578	1.52999935697361	0.238973848717518	0.191551137082187	0.282462623101824	0.189730051725671	0.213618756821	0.124704029860182	0.123139133152584	0.158415090546677	0.134769121172674	0.0643258283702652	0.133918505916187	0.114329543636901	0.103013895040725	0.0853636216985667	0.0336581960301291	0.049265240346105	0.0634960311835898	0.078639353788739	0.0490709404418811	0	0.0490645902384681	0.0464898995054606	0.034840235028916	0	0.0149788050775751	0.0164555517055921	0.0300343477998684	0.0164555517055921	0.0164555517055921	0.0295239268465662	0.00811493139640213	0	0.0164555517055921	0.0361741027428199	0.0164555517055921	0.383962873130483	0.360847994791365	0.194628362571461	0.300343477998684	0.28991456654479	0.249817013318982	0.232268233526107	0.241160684952133	0.238231175656358	0.0951959770819619	0.0767218200776594	0.0665724670114447	0.0870620545746028	0.0594174772514233	0.0616529620931825	0.0521423935052024	0.0576318493075462	0.0548083009114349	0.0592027593199218	0.0270497713213404	0.17080304082389	0.0533428070672726	0.0544432250076015	0.0461493157758532	0.146689411955145	0.0336120983298698	0.0388351048210633	0.0337352277281458	0.0351884889759564	0.0288039879637585	0.153428027880751	0.0341876933590539	0.0434236964264487	0.0341876933590539	0.0278048807747331	0.0203676544988585	0.0231781263841632	0.0179030534656707	0.125181765570568	0.0235918061366217	0.0100974588090387	0.00964887425553978	0.0179030534656707	0.0282462623101824	0.0162846398933831	0.021344630819138	0.0179030534656707	0.0162846398933831	0	0	0.0235918061366217	0	0	0.0179030534656707	0.0282462623101824	0.0162846398933831	0.0160333752677377	0.0181560065191933	0.0181560065191933	0.015832174262475	0.015832174262475	0.00964887425553978	0.0162846398933831	0.0181560065191933	0.0179030534656707	0.0162846398933831	0.0173274584364867
"Stevia_satureiifolia"	0.41237999122447	0.283809580435887	0.33422982292537	0.26287123358927	1.50258121850551	0.182344804754148	0.151009941726158	0.245047388234573	0.112629218671771	0.124910828251311	0.124073440598924	0.208493248551556	0.258864581084298	0.0723223110122568	0.110163157539956	0.0943987093598821	0.0698463712508654	0.0879540325930518	0.0458145573701061	0.151215033402585	0.0686757228484425	0.034001265356749	0.0398473714929233	0	0.0365258820010336	0.0392603155187791	0.0203692435115073	0	0.0144351351699174	0.0233380321420115	0.0159222833767676	0.0233380321420115	0.0233380321420115	0.0167238668664491	0.0101065947381659	0	0.0233380321420115	0.0156405820641045	0.0233380321420115	0.544554083313603	0.2044028172566	0.317931375999799	0.159222833767676	0.146749683119216	0.1182063742641	0.135794956743382	0.10427054709403	0.252183140003399	0.220701757010898	0.195404117410405	0.0641561563107438	0.0700642141336609	0.0597307003398179	0.0473152789931241	0.0902214040736149	0.20816465086266	0.0678378004326929	0.195321173475819	0.0336886491272197	0.0610557826474929	0.0510688599250254	0.205664056405674	0.0319710847227078	0.156739956050072	0.0492468778960712	0.168514898662048	0.0328223900556679	0.0342944441077262	0.0290828271272534	0.0366086405571925	0.0328343794496106	0.0440044780768545	0.0328343794496106	0.0359155833712414	0.0268062748137715	0.0157154335314447	0.0168700905500919	0.0215076463845767	0.0102003796070247	0.0137443672110318	0.0108483466518385	0.0168700905500919	0.0151009941726158	0.0159642888995187	0.0275678311763894	0.0168700905500919	0.0159642888995187	0	0	0.0102003796070247	0	0	0.0168700905500919	0.0151009941726158	0.0159642888995187	0.0160599636323114	0.0250672367194028	0.0250672367194028	0.0159522995055759	0.0159522995055759	0.0108483466518385	0.0159642888995187	0.0250672367194028	0.0168700905500919	0.0159642888995187	0.0332825889965526
"Achyrocline_satureoides"	0.593674996415164	0.317225633951167	0.242978747348245	0.234118056433784	0.20260533861572	1.45955176655705	0.204229718857929	0.14250122642241	0.149967882314258	0.280272542228669	0.166982957536716	0.117720064528697	0.152255048719075	0.195969901076835	0.0762263153882783	0.0609352745401879	0.0541037064149892	0.076061857770885	0.0456204353265287	0.0435867448043986	0.0608577947672538	0.027334015200901	0.0315612209703922	0	0.0278245006552927	0.0470649724386621	0.0390180402062899	0	0.0581972507769198	0.0155981441885781	0.031466828250084	0.0155981441885781	0.0155981441885781	0.0149759146849614	0.0177047735997879	0	0.0155981441885781	0.0125736469924145	0.0155981441885781	0.363956697733488	0.183038957260639	0.336485954374604	0.314668282500841	0.141894015838348	0.286605830058759	0.260120268041932	0.0838243132827631	0.0959875925655624	0.0946199208076097	0.206699767581041	0.258654447897422	0.0679601815470684	0.111186468101591	0.0614122311775314	0.0484133474908871	0.0473418918892556	0.0512027848288469	0.0529455664644141	0.0590159119992929	0.0566601046283131	0.188085822964261	0.0495339099678528	0.0447096762845951	0.0373895941836335	0.0374195910307771	0.0378101295964387	0.04575594179638	0.181990217799391	0.175350661817231	0.0395780855940115	0.0421306463085553	0.0285524132674029	0.0421306463085553	0.0476188912126437	0.0151354368679754	0.0121733339433726	0.0242867043988022	0.0191551137082187	0.00820020456027031	0.0136861305979586	0.0293954851615252	0.0242867043988022	0.0204229718857929	0.0178439419097532	0.0160313879725212	0.0242867043988022	0.0178439419097532	0	0	0.0082002045602703	0	0	0.0242867043988022	0.0204229718857929	0.0178439419097532	0.0360350411436859	0.0182234060511184	0.0182234060511184	0.0214692373975778	0.0214692373975778	0.0293954851615252	0.0178439419097532	0.0182234060511184	0.0242867043988022	0.0178439419097532	0.019575649121024
"Baccharis_tandilensis"	0.543927730251644	0.261438072716117	0.192496044192012	0.34523209490223	0.167788824140176	0.204229718857929	1.63814971077322	0.143488858843197	0.201320928791126	0.154910530916331	0.156443015669394	0.120182280950205	0.118554465593562	0.0675401888117027	0.12270285005023	0.10343671013644	0.0788500762215696	0.102003397735146	0.0327915594836693	0.0403436942812196	0.078487989959101	0.0323655831401493	0.0531283196993669	0	0.0495639923505193	0.0500486281347587	0.0177409312344904	0	0.017659080313534	0.0157316071216308	0.0343170210131278	0.0157316071216308	0.0157316071216308	0.0322631604206023	0.00820623130144775	0	0.0157316071216308	0.0148881682444687	0.0157316071216308	0.367070832838052	0.394327516251806	0.338813582409644	0.343170210131278	0.33241522291321	0.300651083929447	0.118272874896603	0.0992544549631244	0.120301533443139	0.082638174661998	0.0722127583376495	0.0784848013934847	0.0856272885057329	0.072413787561903	0.0628415999711235	0.0494910760891747	0.0433465990768414	0.0445951024554231	0.0457957187282429	0.0273541043381592	0.0685675850405853	0.0573804524409145	0.0416413057713826	0.186066560042162	0.0433472564827983	0.0299486085951681	0.0303437111775023	0.0423656909794764	0.040340040146464	0.0305540002075483	0.192061233387504	0.0369574805551216	0.0384462931775934	0.0369574805551216	0.0245682316361563	0.0154520075507406	0.0177412671498532	0.02225158896484	0.0282462623101824	0.00970967494204478	0.00983746784510078	0.0101310283217554	0.02225158896484	0.163814971077322	0.0147058915902816	0.0161424966198597	0.02225158896484	0.0147058915902816	0	0	0.00970967494204477	0	0	0.02225158896484	0.163814971077322	0.0147058915902816	0.0199170682606712	0.0144372033144009	0.0144372033144009	0.0201141020146364	0.0201141020146364	0.0101310283217554	0.0147058915902816	0.0144372033144009	0.02225158896484	0.0147058915902816	0.0152427170048865
"Senecio_selloi"	0.422660231260353	0.280126669171941	0.242137555048302	0.260878821122798	0.306309235293216	0.160313879725212	0.161424966198597	1.52176483881614	0.132457302520616	0.107700538154605	0.107308283731141	0.155257209160736	0.161555216122524	0.0626873857322452	0.138938335296358	0.122297052186298	0.0950139173937825	0.0718444807238924	0.0472264893968818	0.1145834992355	0.0770587726750894	0.0333415394806474	0.042759405990717	0	0.141300606226127	0.0401541167633224	0.0427693515455725	0	0.0133079376992889	0.0247886024601752	0.0153655143031471	0.0247886024601752	0.0247886024601752	0.0356478885002686	0.00968673479954848	0	0.0247886024601752	0.0153371081610978	0.0247886024601752	0.578400724070755	0.435696415003283	0.184692019051618	0.153655143031471	0.159740475827038	0.11548337723091	0.285129010303817	0.102247387740652	0.292598384635414	0.249974463137037	0.0790501816018204	0.0591463897746175	0.0739612582669354	0.0543377450694341	0.0500779955750023	0.0687003745621484	0.233141425313856	0.0538790829473532	0.0683008572842371	0.0322891159984949	0.0565351720575542	0.04907915893773	0.080103197575662	0.0334331424441468	0.0489124619955274	0.0365285100709605	0.0483392161064282	0.0310874251611482	0.0298786000209703	0.025434495832358	0.0374871274389977	0.0330477709652088	0.234783817168573	0.0330477709652088	0.0275634244884594	0.0199616411778089	0.0213781314136011	0.0172906458242871	0.021344630819138	0.0100024618441942	0.0141679468190645	0.00940310785983678	0.0172906458242872	0.0161424966198597	0.0157571251409217	0.171198544366816	0.0172906458242871	0.0157571251409217	0	0	0.0100024618441942	0	0	0.0172906458242872	0.0161424966198597	0.0157571251409217	0.0138472120484492	0.0181603166286226	0.0181603166286226	0.013796779336861	0.013796779336861	0.00940310785983678	0.0157571251409217	0.0181603166286226	0.0172906458242872	0.0157571251409217	0.0207713849300389
"Baccharis_articulata"	0.526558890578201	0.404272852467665	0.275594736576518	0.335686617861572	0.160898883816816	0.19281584868976	0.258841194160019	0.151379774309276	1.33765231151044	0.137143356605844	0.137697867038765	0.113058499885405	0.105258865663521	0.0701358439378462	0.167231283876866	0.109816894682654	0.0835992430265078	0.134885401837654	0.0345919845018233	0.0483618286014124	0.0679126739185529	0.0355135474109414	0.0568982334976084	0	0.051829247071801	0.0533188096898584	0.0171418623927258	0	0.016492104358455	0.0166639410392527	0.0366548686506057	0.0166639410392527	0.0166639410392527	0.0336702234653543	0.00858820764707833	0	0.0166639410392527	0.0163362318090331	0.0166639410392527	0.388825290915896	0.411524953465441	0.195316771266066	0.366548686506058	0.357638155185383	0.301492615919838	0.114279082618172	0.10890821206022	0.128322918131278	0.0964621228715057	0.0759731351793821	0.0732982415931335	0.255175063085385	0.0673981508686376	0.21626526209773	0.0655273692371347	0.0460196727337307	0.0579460460369542	0.0425502751140896	0.0286273588235944	0.220118742600138	0.0635629783439359	0.0496590533671761	0.0474251649396556	0.0419461682776421	0.0362736306794731	0.0280141822716804	0.0392450570000664	0.0369143021468703	0.029801961459653	0.0533493881501305	0.0442813934749598	0.040353385792104	0.0442813934749598	0.0311899818339158	0.0145360928424092	0.0188098296809643	0.0215410455236537	0.0274652687341286	0.0106540642232824	0.010377595350547	0.0105203765906769	0.0215410455236537	0.0258841194160019	0.0227403479513061	0.0170302246097935	0.0215410455236537	0.0227403479513061	0	0	0.0106540642232824	0	0	0.0215410455236537	0.0258841194160019	0.0227403479513061	0.0176327172778942	0.0206696052432389	0.0206696052432389	0.0177040114764127	0.0177040114764127	0.0105203765906769	0.0227403479513061	0.0206696052432389	0.0215410455236537	0.0227403479513061	0.0135332827281669
"Baccharis_coridifolia"	0.555796211743801	0.242370549241209	0.18432268137658	0.195963475494572	0.178444040359016	0.360350411436859	0.199170682606712	0.123086329319548	0.137143356605844	1.51712849461806	0.24792009855392	0.129793032741145	0.139796550669042	0.17168613106698	0.0843190770340714	0.0698611777948612	0.064716897405222	0.079172601836445	0.0580966818543023	0.0375737165477092	0.075411778221933	0.0258921916478654	0.0407957779540726	0	0.0266683152904043	0.042111046919584	0.0184901598454171	0	0.0716139131970769	0.0246645815003512	0.0174464654192328	0.0246645815003512	0.0246645815003512	0.0150367360222953	0.0177459962532895	0	0.0246645815003512	0.0119104081580181	0.0246645815003512	0.575506901674861	0.183782329161387	0.39678289665874	0.174464654192328	0.143388412921968	0.339290138825256	0.123267732302781	0.0794027210534537	0.0935244254566221	0.0801018379319775	0.0886563236323963	0.318284058653675	0.0642573299520452	0.275424856535314	0.0540031784258677	0.0429101514807564	0.0411792906450734	0.0441452201362087	0.0507214814993354	0.0591533208442983	0.0474902936488755	0.0724055022916594	0.0411562796998677	0.0426541860138267	0.0320933389000492	0.0316071856236948	0.0340338058611883	0.0546125589958024	0.23109441902315	0.0617879608037331	0.0359504435284089	0.0363704611479735	0.0258479539291311	0.0363704611479735	0.0395771207632906	0.0166876756381472	0.014561301916175	0.0227371177531555	0.0160333752677377	0.00776765749435961	0.0174290045562907	0.0257529196600471	0.0227371177531555	0.0199170682606712	0.013633343394818	0.0138472120484492	0.0227371177531555	0.013633343394818	0	0	0.0077676574943596	0	0	0.0227371177531555	0.0199170682606712	0.013633343394818	0.195059377879464	0.0138242011032435	0.0138242011032435	0.0318754412426469	0.0318754412426469	0.0257529196600471	0.013633343394818	0.0138242011032435	0.0227371177531555	0.013633343394818	0.0179738422288768
