"Echium_wildpretii"	"Pimpinella_cumbrae"	"Pterocephalus_lasiospermus"	"Mentha_longifolia"	"Erysimum_scoparium"	"Spartocytisus_supranubius"	"Tolpis_webbii"	"Argyranthemum_teneriffae"	"Scrophularia_glabrata"	"Nepeta_teydea"	"Adenocarpus_viscosus"	"Anastoechus_latifrons"	"Anthophora_alluaudi"	"Apis_mellifera"	"Euodynerus_reflexus"	"Geron_hesperidon"	"Eristalis_tenax"	"Megachile_canariensis"	"Anthrax_anthrax"	"Eucera_gracilipes"	"Hyleaus_canariensis"	"Lasioglossum_viride"	"Linnaemyia_soror"	"Cephalodromia_sp1_M_PL_008"	"Cyclyrius_webbianus"	"Estheria_simonyi"	"Lasioglossum_actifrons"	"Melecta_curvispina"	"Osmia_canariensis"	"Andrena_wollestoni"	"Colletes_dimidiatus"	"Gasteruption_sp1_M_PL_008"	"Lucilia_sericata"	"Macroglossum_stellatarum"	"Scaeva_albomaculata"	"Stomorhina_lunata"	"Unidentified_sp1_M_PL_008"	"Anthidium_manicatum"	"Bibio_elmoi"	"Dermasothes_gracile"	"Drosophila_sp1_M_PL_008"	"Lasioglossum_chalcodes"	"Leptochilus_eatoni"	"Nyctia_lugubris"	"Peleteria_ruficornis"	"Phylloscopus_collybita"	"Serinus_canarius"	"Tachina_canariensis"	"Tachysphex_unicolor"
"Echium_wildpretii"	1.97937076667736	0.493081187481503	0.536733933986522	0.448339950307321	0.413706372394401	0.345571526571744	0.288377551236058	0.265928210427195	0.245956701457581	0.18711771031744	0.0589739838797162	0.271387251205439	0.269688953109844	0.271152435084408	0.197627392112633	0.196607511353294	0.231238909786775	0.2377060633483	0.196793943472787	0.204440452363678	0.197666241843196	0.196793943472787	0.198482880857082	0.0983313207642211	0.10536339411625	0.167098358934622	0.0969465770842631	0.170706436177069	0.0982761905890733	0.0669996271712309	0.0681826489302234	0.0662024006658016	0.0686950942397729	0.136202111849364	0.0661273288008225	0.132594034606917	0.133159308245936	0.0336811878571393	0.0336254962730491	0.0316980763380966	0.0341907699120679	0.098968538333868	0.0316980763380966	0.0316980763380966	0.0336254962730491	0.098968538333868	0.098968538333868	0.0336254962730491	0.0316230044731175
"Pimpinella_cumbrae"	0.633961526761933	1.89409428659854	0.544292411984995	0.426979496954867	0.311417173825823	0.306639561248684	0.33031753023457	0.293858498444305	0.298535167600135	0.150505680025946	0.0725565610570396	0.189631549148098	0.187887155760735	0.284924815673356	0.287085460068181	0.292373957837448	0.257635691384328	0.162540526743428	0.226834599938484	0.117480600511959	0.221285958752832	0.226834599938484	0.223266549691029	0.196705733232706	0.0950412344006887	0.0987117650944613	0.192169759387253	0.0947158484671703	0.0956682246047415	0.0678246782762575	0.0626874183964834	0.156753430623227	0.0727720334275889	0.0597256219824207	0.0733733194619098	0.0637215386097117	0.0694798832809359	0.0270910224046703	0.032023462271615	0.121763204138478	0.0377818069428392	0.0316980763380966	0.121763204138478	0.121763204138478	0.032023462271615	0.0316980763380966	0.0316980763380966	0.032023462271615	0.0383830929771602
"Pterocephalus_lasiospermus"	0.6900864865541	0.544292411984994	1.741252543428	0.414752976130278	0.438731432236978	0.305555283979168	0.295728476960797	0.281931699066538	0.289431886860441	0.156295289634544	0.105099407900997	0.277885950925343	0.20099797813871	0.28772193292634	0.195267505052516	0.303226267414257	0.245808141186401	0.249752798791125	0.218644885486312	0.132678833761168	0.133319532868461	0.218644885486312	0.13684938533078	0.104508041451394	0.182529965617185	0.177548461043562	0.103309370862291	0.185927816735119	0.198718225962863	0.0638249820560065	0.0616620016076876	0.146927889990836	0.148186024814641	0.073990153229033	0.149150334673857	0.0656107975374758	0.0707526856362599	0.028133152134218	0.0311064732097708	0.0349902264847496	0.0362483613085549	0.034504324327705	0.0349902264847496	0.0349902264847496	0.0311064732097708	0.034504324327705	0.034504324327705	0.0311064732097708	0.037212671167771
"Mentha_longifolia"	0.672509925460981	0.498142746447345	0.483878472151991	1.93954002404092	0.332106521239995	0.348022062410131	0.263929885864239	0.213167308113562	0.279739999680479	0.18094020071447	0.0511807486127285	0.191685110923764	0.312318598744825	0.188854450235934	0.310519089991519	0.173150196757327	0.271913045717231	0.159115874795159	0.132722003141925	0.130886525554266	0.130143276945404	0.132722003141925	0.238521685676619	0.0891227997602284	0.206461561924439	0.210197471285889	0.213455535462174	0.0946215563944195	0.0840273969970982	0.06449431840074	0.180267708044082	0.0631299354813859	0.0585136985386573	0.0635150831846486	0.067073044597261	0.179090998076118	0.0610327216019355	0.0325692361286047	0.145465501803069	0.032023462271615	0.0274072253288865	0.0336254962730491	0.032023462271615	0.032023462271615	0.145465501803069	0.0336254962730491	0.0336254962730491	0.145465501803069	0.0359665713874901
"Erysimum_scoparium"	0.744671470309922	0.435984043356152	0.614224005131769	0.398527825487994	1.58560106770262	0.378054930168523	0.30280582521468	0.24470721929722	0.218068994376562	0.220112764588306	0.120399749103094	0.330914944489459	0.315290489297208	0.316718893938021	0.197446020669452	0.329925369838717	0.168702190309399	0.291294646863564	0.132784390195278	0.257363460251479	0.137132267513324	0.132784390195278	0.126613062838205	0.093555557747761	0.212079511906163	0.106608989328424	0.085954574690053	0.21942349851006	0.236369812090956	0.0718711483535039	0.0676950799284519	0.067513374545652	0.0709481856681134	0.179937669608732	0.0675232710354574	0.0671231604270957	0.0686959302822815	0.0396202976258952	0.0298895869115996	0.028027545644324	0.0314623567667854	0.0372335735154961	0.028027545644324	0.028027545644324	0.0298895869115996	0.0372335735154961	0.0372335735154961	0.0298895869115996	0.0280374421341294
"Spartocytisus_supranubius"	0.691143053143487	0.476994873053508	0.47530821952315	0.464029416546841	0.420061033520581	1.55500538230833	0.401395400522082	0.216546022013433	0.2455718291961	0.259031385725068	0.0580712791842578	0.350201344292023	0.340864560473027	0.316924299829372	0.344322853482603	0.198155667133015	0.175735825979707	0.303575694861511	0.127350158076601	0.274488833335372	0.26587862957161	0.127350158076601	0.127864946424783	0.10366257008533	0.103163227655782	0.0999148872961042	0.0970396832625229	0.102918174071943	0.094493097047685	0.200657520789567	0.190302744471846	0.0612194845227852	0.0583971597996438	0.0723626456740267	0.0621290492945582	0.0693593588981874	0.0623987840589014	0.0466256494305122	0.0348022062410131	0.0306639561248684	0.0278416314017271	0.0345571526571744	0.0306639561248684	0.0306639561248684	0.0348022062410131	0.0345571526571744	0.0345571526571744	0.0348022062410131	0.0315735208966414
"Tolpis_webbii"	0.64884949028113	0.578055677910497	0.517524834681395	0.395894828796359	0.378507281518351	0.451569825587342	1.49987900851855	0.283201584184613	0.224897468663096	0.201207850110317	0.0835700444851894	0.349888367545726	0.206490026417139	0.218506920471228	0.345879007176157	0.34725037187511	0.301301150941599	0.313670954525869	0.131788039151648	0.147882525429299	0.283496567682517	0.131788039151648	0.13570694107748	0.242308742862034	0.0970272211544681	0.0954040403318731	0.0957682231392283	0.0997775835087977	0.104941629013076	0.213893371017071	0.0748490947184611	0.0704301758094788	0.069681085910397	0.066508129850708	0.0621848424862021	0.0621345866737834	0.0688541067663638	0.0362174130198571	0.0296921121597269	0.0371607221513891	0.0364116322523073	0.0324424745140565	0.0371607221513891	0.0371607221513891	0.0296921121597269	0.0324424745140565	0.0324424745140565	0.0296921121597269	0.0289153888281124
"Argyranthemum_teneriffae"	0.683815398241359	0.58771699688861	0.563863398133077	0.36542967105182	0.349581741853171	0.278416314017271	0.323658953353843	1.70420103791017	0.186506092400707	0.126594531243268	0.0933737596435465	0.188941767265231	0.167668353770489	0.386636488348996	0.176208666286782	0.403033911127104	0.172039795744656	0.166154751641443	0.132200292900696	0.116281773704369	0.136225840508942	0.132200292900696	0.318491364200815	0.293305001212168	0.0951179434042268	0.0978463565495094	0.0891683870089594	0.101901487987408	0.109728909914936	0.0642532636540344	0.0552488567306136	0.0740301682513941	0.255359923325576	0.0656531266788533	0.0602277160457887	0.0615979952409545	0.25330233192909	0.0227870156237882	0.0274072253288865	0.0377818069428392	0.219111562017021	0.034190769912068	0.0377818069428392	0.0377818069428392	0.0274072253288865	0.034190769912068	0.0341907699120679	0.0274072253288865	0.0239793547372337
"Scrophularia_glabrata"	0.63246008946235	0.597070335200269	0.578863773720882	0.479554285166535	0.31152713482366	0.315735208966414	0.25702567847211	0.186506092400707	1.64539986348387	0.205028942172037	0.0539864908680014	0.194267237090738	0.3756571595017	0.190809086386053	0.383295194699726	0.180821870735007	0.172100728833651	0.157362027499772	0.318770179637404	0.128139177094855	0.130495007175032	0.318770179637404	0.129952023575001	0.0912778365425063	0.10121668468939	0.104802247028379	0.285901075384005	0.0968731177750179	0.089544034192501	0.0604889097247538	0.0675400922841315	0.0755957641449311	0.0611920259050047	0.0596604466072469	0.248764082187126	0.0675895758606076	0.0556023592103513	0.0369052095909667	0.0359665713874901	0.0383830929771602	0.0239793547372337	0.0316230044731175	0.0383830929771601	0.0383830929771601	0.0359665713874901	0.0316230044731175	0.0316230044731175	0.0359665713874901	0.211551411019355
"Nepeta_teydea"	0.673623757142785	0.421415904072649	0.437626810976724	0.434256481714729	0.440225529176613	0.466256494305122	0.321932560176507	0.177232343740575	0.287040519040852	1.54912320592722	0.0544242884630699	0.463119877134521	0.468243757700017	0.197938325076223	0.45825070764151	0.17833983061681	0.157692011544489	0.184277700067622	0.125810571986994	0.398769311980446	0.143615272712179	0.125810571986994	0.116128462014202	0.0860954510483155	0.100322685888718	0.0943835761199619	0.0965654681242416	0.101434637617252	0.0922443795684945	0.0828430624503692	0.0791948855591168	0.0552241745388883	0.0509201677580061	0.0733014854830344	0.0650383617251847	0.0662504239857439	0.0564682034809274	0.278842177066899	0.0325692361286047	0.0270910224046703	0.0227870156237881	0.0336811878571393	0.0270910224046703	0.0270910224046703	0.0325692361286047	0.0336811878571393	0.0336811878571392	0.0325692361286047	0.0369052095909667
