"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"	"C17"	"C18"	"C19"	"C20"	"C21"	"C22"	"C23"	"C24"
"R1"	1.11403299151347	0.166832419041817	0.431670178822032	0.431670178822032	0.431670178822032	0.431670178822032	0.431670178822032	0.431670178822032	0.431670178822032	0.480300616213665	0.480300616213665	0.696868281471224	0.696868281471225	0.195553435290161	0.195553435290161	0.195553435290161	0.165523599862634	0.165523599862634	0.165523599862635	0.165523599862634	0.165523599862634	0.165523599862634	0.165523599862634	0.165523599862634	0.165523599862634	0.165523599862634	0.165523599862634	0.165523599862634	0.165523599862634	0.165523599862634	0.165523599862634	0.165523599862634	0.0360225462160249	0.0360225462160249	0.0360225462160249
"R2"	0.0667329676167266	1.16873430861889	0.436591218860603	0.436591218860603	0.436591218860603	0.436591218860603	0.436591218860603	0.436591218860603	0.436591218860603	0.485776043238501	0.485776043238501	0.407812579879996	0.407812579879997	0.377782744452469	0.377782744452469	0.377782744452469	0.167410568901069	0.167410568901069	0.167410568901069	0.167410568901069	0.167410568901069	0.167410568901068	0.167410568901069	0.167410568901068	0.167410568901069	0.167410568901069	0.167410568901069	0.167410568901069	0.167410568901069	0.167410568901069	0.167410568901069	0.167410568901069	0.0364332032428876	0.0364332032428876	0.0364332032428876
"R3"	0.0411114456020982	0.103950290204905	1.4463909450129	0.446390945012898	0.446390945012898	0.446390945012898	0.446390945012898	0.446390945012898	0.446390945012898	0.496679771919776	0.496679771919776	0.251236612012823	0.251236612012823	0.232736461491878	0.232736461491878	0.232736461491878	0.214025409254996	0.214025409254996	0.214025409254996	0.214025409254996	0.214025409254996	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254996	0.214025409254995	0.214025409254996	0.0372509828939832	0.0372509828939832	0.0372509828939832
"R4"	0.0411114456020982	0.103950290204905	0.446390945012898	1.4463909450129	0.446390945012898	0.446390945012898	0.446390945012898	0.446390945012898	0.446390945012898	0.496679771919776	0.496679771919776	0.251236612012823	0.251236612012823	0.232736461491878	0.232736461491878	0.232736461491878	0.214025409254996	0.214025409254996	0.214025409254996	0.214025409254996	0.214025409254996	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254996	0.214025409254995	0.214025409254996	0.0372509828939832	0.0372509828939832	0.0372509828939832
"R5"	0.0411114456020982	0.103950290204905	0.446390945012898	0.446390945012898	1.4463909450129	0.446390945012898	0.446390945012898	0.446390945012898	0.446390945012898	0.496679771919776	0.496679771919776	0.251236612012823	0.251236612012823	0.232736461491878	0.232736461491878	0.232736461491878	0.214025409254996	0.214025409254996	0.214025409254996	0.214025409254996	0.214025409254996	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254996	0.214025409254995	0.214025409254996	0.0372509828939832	0.0372509828939832	0.0372509828939832
"R6"	0.0411114456020982	0.103950290204905	0.446390945012898	0.446390945012898	0.446390945012898	1.4463909450129	0.446390945012898	0.446390945012898	0.446390945012898	0.496679771919776	0.496679771919776	0.251236612012823	0.251236612012823	0.232736461491878	0.232736461491878	0.232736461491878	0.214025409254996	0.214025409254996	0.214025409254996	0.214025409254996	0.214025409254996	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254996	0.214025409254995	0.214025409254996	0.0372509828939832	0.0372509828939832	0.0372509828939832
"R7"	0.0411114456020982	0.103950290204905	0.446390945012898	0.446390945012898	0.446390945012898	0.446390945012898	1.4463909450129	0.446390945012898	0.446390945012898	0.496679771919776	0.496679771919776	0.251236612012823	0.251236612012823	0.232736461491878	0.232736461491878	0.232736461491878	0.214025409254996	0.214025409254996	0.214025409254996	0.214025409254996	0.214025409254996	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254996	0.214025409254995	0.214025409254996	0.0372509828939832	0.0372509828939832	0.0372509828939832
"R8"	0.0411114456020982	0.103950290204905	0.446390945012898	0.446390945012898	0.446390945012898	0.446390945012898	0.446390945012898	1.4463909450129	0.446390945012898	0.496679771919776	0.496679771919776	0.251236612012823	0.251236612012823	0.232736461491878	0.232736461491878	0.232736461491878	0.214025409254996	0.214025409254996	0.214025409254996	0.214025409254996	0.214025409254996	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254996	0.214025409254995	0.214025409254996	0.0372509828939832	0.0372509828939832	0.0372509828939832
"R9"	0.0411114456020982	0.103950290204905	0.446390945012898	0.446390945012898	0.446390945012898	0.446390945012898	0.446390945012898	0.446390945012898	1.4463909450129	0.496679771919776	0.496679771919776	0.251236612012823	0.251236612012823	0.232736461491878	0.232736461491878	0.232736461491878	0.214025409254996	0.214025409254996	0.214025409254996	0.214025409254996	0.214025409254996	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254995	0.214025409254996	0.214025409254995	0.214025409254996	0.0372509828939832	0.0372509828939832	0.0372509828939832
"R10"	0.0400250513511388	0.101203342341354	0.434594800429804	0.434594800429804	0.434594800429804	0.434594800429804	0.434594800429804	0.434594800429804	0.434594800429804	1.53988294901786	0.539882949017862	0.244597536034737	0.244597536034737	0.226586262926725	0.226586262926724	0.226586262926724	0.208369661305281	0.208369661305281	0.208369661305281	0.208369661305281	0.208369661305281	0.208369661305281	0.208369661305281	0.208369661305281	0.208369661305281	0.208369661305281	0.208369661305281	0.208369661305281	0.208369661305281	0.208369661305281	0.208369661305281	0.208369661305281	0.0779912211763397	0.0779912211763397	0.0779912211763397
"R11"	0.0400250513511388	0.101203342341354	0.434594800429804	0.434594800429804	0.434594800429804	0.434594800429804	0.434594800429804	0.434594800429804	0.434594800429804	0.539882949017862	1.53988294901786	0.244597536034737	0.244597536034737	0.226586262926725	0.226586262926724	0.226586262926724	0.208369661305281	0.208369661305281	0.208369661305281	0.208369661305281	0.208369661305281	0.208369661305281	0.208369661305281	0.208369661305281	0.208369661305281	0.208369661305281	0.208369661305281	0.208369661305281	0.208369661305281	0.208369661305281	0.208369661305281	0.208369661305281	0.0779912211763397	0.0779912211763397	0.0779912211763397
"C1"	0.126703323903859	0.185369354490907	0.47963353202448	0.47963353202448	0.47963353202448	0.47963353202448	0.47963353202448	0.47963353202448	0.47963353202448	0.533667351348517	0.533667351348517	1.27429809052358	0.274298090523583	0.217281594766846	0.217281594766846	0.217281594766846	0.183915110958483	0.183915110958483	0.183915110958483	0.183915110958483	0.183915110958483	0.183915110958483	0.183915110958483	0.183915110958483	0.183915110958483	0.183915110958483	0.183915110958483	0.183915110958483	0.183915110958483	0.183915110958483	0.183915110958483	0.183915110958483	0.0400250513511388	0.0400250513511388	0.0400250513511388
"C2"	0.126703323903859	0.185369354490907	0.479633532024479	0.479633532024479	0.479633532024479	0.479633532024479	0.479633532024479	0.479633532024479	0.479633532024479	0.533667351348517	0.533667351348517	0.274298090523583	1.27429809052358	0.217281594766846	0.217281594766846	0.217281594766846	0.183915110958483	0.183915110958483	0.183915110958483	0.183915110958483	0.183915110958483	0.183915110958483	0.183915110958483	0.183915110958483	0.183915110958483	0.183915110958483	0.183915110958483	0.183915110958483	0.183915110958483	0.183915110958483	0.183915110958483	0.183915110958483	0.0400250513511388	0.0400250513511388	0.0400250513511388
"C3"	0.0391106870580323	0.188891372226235	0.488746569132945	0.488746569132945	0.488746569132945	0.488746569132945	0.488746569132945	0.488746569132945	0.488746569132945	0.543807031024139	0.543807031024139	0.239009754243531	0.239009754243531	1.22140994506742	0.221409945067416	0.221409945067416	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.0407855273268104	0.0407855273268105	0.0407855273268104
"C4"	0.0391106870580323	0.188891372226235	0.488746569132945	0.488746569132945	0.488746569132945	0.488746569132945	0.488746569132945	0.488746569132945	0.488746569132945	0.543807031024139	0.543807031024139	0.239009754243531	0.239009754243531	0.221409945067416	1.22140994506742	0.221409945067416	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.0407855273268104	0.0407855273268104	0.0407855273268104
"C5"	0.0391106870580323	0.188891372226235	0.488746569132945	0.488746569132945	0.488746569132945	0.488746569132945	0.488746569132945	0.488746569132945	0.488746569132945	0.543807031024139	0.543807031024139	0.239009754243531	0.239009754243531	0.221409945067416	0.221409945067416	1.22140994506741	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.187409498066694	0.0407855273268105	0.0407855273268105	0.0407855273268104
"C6"	0.0367830221916965	0.0930058716117047	0.499392621594989	0.499392621594989	0.499392621594989	0.499392621594989	0.499392621594989	0.499392621594989	0.499392621594989	0.555652430147415	0.555652430147415	0.224785135615923	0.224785135615923	0.20823277562966	0.20823277562966	0.20823277562966	1.19149171873955	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.0416739322610562	0.0416739322610562	0.0416739322610561
"C7"	0.0367830221916965	0.0930058716117047	0.499392621594989	0.499392621594989	0.499392621594989	0.499392621594989	0.499392621594989	0.499392621594989	0.499392621594989	0.555652430147415	0.555652430147415	0.224785135615923	0.224785135615923	0.20823277562966	0.20823277562966	0.20823277562966	0.191491718739553	1.19149171873955	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.0416739322610562	0.0416739322610562	0.0416739322610562
"C8"	0.0367830221916965	0.0930058716117047	0.499392621594989	0.499392621594989	0.499392621594989	0.499392621594989	0.499392621594989	0.499392621594989	0.499392621594989	0.555652430147415	0.555652430147415	0.224785135615923	0.224785135615923	0.20823277562966	0.20823277562966	0.20823277562966	0.191491718739553	0.191491718739553	1.19149171873956	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.0416739322610562	0.0416739322610562	0.0416739322610562
"C9"	0.0367830221916965	0.0930058716117047	0.49939262159499	0.49939262159499	0.49939262159499	0.49939262159499	0.49939262159499	0.49939262159499	0.49939262159499	0.555652430147415	0.555652430147415	0.224785135615923	0.224785135615923	0.20823277562966	0.20823277562966	0.20823277562966	0.191491718739553	0.191491718739553	0.191491718739553	1.19149171873955	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.0416739322610562	0.0416739322610562	0.0416739322610562
"C10"	0.0367830221916965	0.0930058716117047	0.49939262159499	0.49939262159499	0.49939262159499	0.49939262159499	0.49939262159499	0.49939262159499	0.49939262159499	0.555652430147415	0.555652430147415	0.224785135615923	0.224785135615923	0.20823277562966	0.20823277562966	0.20823277562966	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	1.19149171873955	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.0416739322610562	0.0416739322610562	0.0416739322610562
"C11"	0.0367830221916965	0.0930058716117047	0.499392621594989	0.499392621594989	0.499392621594989	0.499392621594989	0.499392621594989	0.499392621594989	0.499392621594989	0.555652430147415	0.555652430147415	0.224785135615923	0.224785135615923	0.20823277562966	0.20823277562966	0.20823277562966	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	1.19149171873955	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.0416739322610562	0.0416739322610562	0.0416739322610562
"C12"	0.0367830221916965	0.0930058716117047	0.499392621594989	0.499392621594989	0.499392621594989	0.499392621594989	0.499392621594989	0.499392621594989	0.499392621594989	0.555652430147415	0.555652430147415	0.224785135615923	0.224785135615923	0.20823277562966	0.20823277562966	0.20823277562966	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	1.19149171873955	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.191491718739553	0.0416739322610562	0.0416739322610562	0.0416739322610562
