"Nephrosperma_vanhoutteanum"	"Memecylon_eleagni"	"Cinnamomum_verum"	"Canthium_bibracteatum"	"Paragenipa_wrightii"	"Erythroxylum_sechellarum"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp2_M_PL_086"	"Phelsuma_sp1_M_PL_086"	"Megachile_seychellensis"	"Hemipyrellia_sp1_M_PL_086"	"Plagiostenopterina_cyanosoma"	"Unidentified_sp1_M_PL_086"	"Lygistorrhina_sp1_M_PL_086"	"Unidentified_sp4_M_PL_086"	"Musca_domestica"	"Nectarinia_dussumieri"	"Physiphoa_azurea"	"Unidentified_sp3_M_PL_086"
"Nephrosperma_vanhoutteanum"	2.94321536297499	0.380768158103153	0.575781050850887	0.461890293539722	0.394044148628423	0.507458880639675	0.859235157425866	0.612900128968038	0.331111728334686	0.331111728334686	0.621916480588505	0.268117824503366	0.0886599334413951	0.502457399481105	0.152237664191902	0.0886599334413951	0.129550736441449	0.0886599334413951	0.331111728334686	0.331111728334686
"Memecylon_eleagni"	1.52307263241261	1.65414712983083	0.623608261365285	0.500257176699624	0.616756137641268	0.345316556787226	1.34487102235665	0.415252496989776	0.171345671146419	0.171345671146419	0.425017791192474	0.290389011817076	0.138770130969285	0.915711879570292	0.103594967036168	0.138770130969285	0.140311858807189	0.138770130969285	0.171345671146419	0.171345671146419
"Cinnamomum_verum"	1.15156210170177	0.311804130682643	2.16525116896635	0.638058630049926	0.485008822473262	0.511473040862894	1.05758868233753	0.770174161717746	0.129550736441449	0.129550736441449	0.474410237715296	0.678599102032406	0.109126985056484	0.269862595248639	0.153441912258868	0.109126985056484	0.487181513017428	0.109126985056484	0.12955073644145	0.12955073644145
"Canthium_bibracteatum"	1.23170744943926	0.333504784466416	0.850744840066569	1.78136673983362	0.518764015246126	0.547070065684853	1.13119375546725	0.49410569678235	0.138567088061917	0.138567088061917	0.837098129717459	0.725827610965064	0.116721903430378	0.288644241071804	0.164121019705456	0.116721903430378	0.191417589014978	0.116721903430378	0.138567088061917	0.138567088061917
"Paragenipa_wrightii"	0.788088297256845	0.308378068820634	0.485008822473262	0.389073011434594	3.07269946454988	0.219910230201629	1.14463633242127	0.263759987558367	0.0886599334413951	0.0886599334413951	0.271354905932262	0.225848888486862	0.691357379523723	0.22743006441068	0.0659730690604886	0.691357379523723	0.109126985056484	0.691357379523723	0.0886599334413951	0.0886599334413951
"Erythroxylum_sechellarum"	1.3532236817058	0.230211037858151	0.681964054483858	0.547070065684853	0.293213640268838	2.15747541473534	0.639368632252883	0.952922200871373	0.152237664191903	0.152237664191903	0.963601308317961	0.317562931964324	0.0659730690604886	0.25583263122807	0.647242624420603	0.0659730690604886	0.153441912258868	0.0659730690604886	0.152237664191903	0.152237664191903
"Apis_mellifera"	1.37477625188139	0.537948408942662	0.846070945870023	0.678716253280348	0.915709065937013	0.38362117935173	1.99675449100154	0.46011464496293	0.154662328336656	0.154662328336656	0.473363558126279	0.39398083880486	0.206034539835828	0.396739112360853	0.115086353805519	0.206034539835828	0.190365962820755	0.206034539835828	0.154662328336656	0.154662328336656
"Lasioglossum_mahense"	1.63440034391477	0.276834997993184	1.02689888229033	0.49410569678235	0.351679983411157	0.952922200871373	0.766857741604883	1.70079894746715	0.183870038690411	0.183870038690411	0.617978407986528	0.379283957550029	0.0791279962675103	0.308445787787344	0.285876660261412	0.0791279962675103	0.231052248515324	0.0791279962675103	0.183870038690411	0.183870038690411
"Unidentified_sp2_M_PL_086"	2.64889382667749	0.342691342292838	0.518202945765798	0.41570126418575	0.354639733765581	0.456712992575708	0.773311641683279	0.551610116071234	1.29800055550122	0.298000555501217	0.559724832529655	0.24130604205303	0.0797939400972556	0.452211659532994	0.137013897772712	0.0797939400972556	0.116595662797305	0.0797939400972556	0.298000555501217	0.298000555501217
"Phelsuma_sp1_M_PL_086"	2.64889382667749	0.342691342292838	0.518202945765798	0.41570126418575	0.354639733765581	0.456712992575708	0.773311641683279	0.551610116071234	0.298000555501217	1.29800055550122	0.559724832529655	0.24130604205303	0.0797939400972556	0.452211659532994	0.137013897772712	0.0797939400972556	0.116595662797305	0.0797939400972556	0.298000555501217	0.298000555501217
"Megachile_seychellensis"	1.65844394823601	0.283345194128316	0.632546983620394	0.837098129717459	0.361806541243016	0.963601308317961	0.788939263543799	0.617978407986528	0.186574944176551	0.186574944176551	1.72678477558718	0.393452510229826	0.0814064717796786	0.314080281534294	0.289080392495388	0.0814064717796786	0.142323071314589	0.0814064717796786	0.186574944176552	0.186574944176552
"Hemipyrellia_sp1_M_PL_086"	1.07247129801346	0.290389011817076	1.35719820406481	1.0887414164476	0.451697776973725	0.476344397946486	0.984952097012149	0.568925936325043	0.120653021026515	0.120653021026515	0.59017876534474	1.63199202084886	0.101631999819088	0.251328076344199	0.142903319383946	0.101631999819088	0.305369595914583	0.101631999819088	0.120653021026515	0.120653021026515
"Plagiostenopterina_cyanosoma"	0.709279467531161	0.277540261938571	0.436507940225935	0.350165710291135	2.76542951809489	0.197919207181466	1.03017269917914	0.237383988802531	0.0797939400972556	0.0797939400972556	0.244219415339036	0.203263999638176	1.62222164157135	0.204687057969612	0.0593757621544397	0.622221641571351	0.0982142865508355	0.622221641571351	0.0797939400972556	0.0797939400972556
"Unidentified_sp1_M_PL_086"	2.00982959792442	0.915711879570292	0.539725190497277	0.432966361607706	0.454860128821361	0.383748946842105	0.991847780902134	0.462668681681016	0.226105829766497	0.226105829766497	0.471120422301441	0.251328076344199	0.102343528984806	1.63817617557313	0.115124684052632	0.102343528984806	0.121438167861887	0.102343528984806	0.226105829766497	0.226105829766497
"Lygistorrhina_sp1_M_PL_086"	1.21790131353522	0.207189934072336	0.613767649035472	0.492363059116368	0.263892276241954	1.94172787326181	0.575431769027595	0.857629980784236	0.137013897772712	0.137013897772712	0.867241177486165	0.285806638767892	0.0593757621544397	0.230249368105263	1.58251836197854	0.0593757621544397	0.138097721032981	0.0593757621544397	0.137013897772712	0.137013897772712
"Unidentified_sp4_M_PL_086"	0.709279467531161	0.277540261938571	0.436507940225935	0.350165710291135	2.76542951809489	0.197919207181466	1.03017269917914	0.237383988802531	0.0797939400972556	0.0797939400972556	0.244219415339036	0.203263999638176	0.622221641571351	0.204687057969612	0.0593757621544397	1.62222164157135	0.0982142865508355	0.622221641571351	0.0797939400972556	0.0797939400972556
"Musca_domestica"	1.0364058915316	0.280623717614378	1.94872605206971	0.574252767044934	0.436507940225935	0.460325736776604	0.951829814103776	0.693156745545971	0.116595662797305	0.116595662797305	0.426969213943766	0.610739191829165	0.0982142865508355	0.242876335723775	0.138097721032981	0.0982142865508355	1.43846336171568	0.0982142865508355	0.116595662797305	0.116595662797305
"Nectarinia_dussumieri"	0.709279467531161	0.277540261938571	0.436507940225935	0.350165710291135	2.76542951809489	0.197919207181466	1.03017269917914	0.237383988802531	0.0797939400972556	0.0797939400972556	0.244219415339036	0.203263999638176	0.622221641571351	0.204687057969612	0.0593757621544397	0.622221641571351	0.0982142865508355	1.62222164157135	0.0797939400972556	0.0797939400972556
"Physiphoa_azurea"	2.64889382667749	0.342691342292838	0.518202945765798	0.41570126418575	0.354639733765581	0.456712992575708	0.773311641683279	0.551610116071234	0.298000555501217	0.298000555501217	0.559724832529655	0.24130604205303	0.0797939400972556	0.452211659532994	0.137013897772712	0.0797939400972556	0.116595662797305	0.0797939400972557	1.29800055550122	0.298000555501217
"Unidentified_sp3_M_PL_086"	2.64889382667749	0.342691342292838	0.518202945765798	0.41570126418575	0.354639733765581	0.456712992575708	0.773311641683279	0.551610116071234	0.298000555501217	0.298000555501217	0.559724832529655	0.24130604205303	0.0797939400972556	0.452211659532994	0.137013897772712	0.0797939400972556	0.116595662797305	0.0797939400972557	0.298000555501217	1.29800055550122
