"Phoenicophorium_borsigianum"	"Erythroxylum_sechellarum"	"Canthium_bibracteatum"	"Cinnamomum_verum"	"Roscheria_melanochaetes"	"Colea_seychellarum"	"Lasioglossum_mahense"	"Rhiparida_seychellensis"	"Apis_mellifera"	"Unidentified_sp3_M_PL_094"	"Unidentified_sp4_M_PL_094"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Unidentified_sp1_M_PL_094"	"Leptotes_pirithous"	"Nectarinia_dussumieri"	"Parasarcophaga_hirticeps"	"Unidentified_sp2_M_PL_094"
"Phoenicophorium_borsigianum"	3.2453810693101	0.558122859053328	0.601343964615873	0.490136519104719	0.368173482652826	0	0.737962446970512	0.486807160396514	0.769150508166502	0.486807160396514	0.818163294784058	0.135302392038572	0.282343347769987	0.251155286573998	0.147040955731416	0	0.135302392038572	0.486807160396514
"Erythroxylum_sechellarum"	1.67436857715999	2.83571943683643	0.310247523145769	0.252872981194154	0.189949376400503	0	1.52722903315039	0.251155286573998	0.396822873640042	0.251155286573998	0.42210972533445	0.069805692707798	0.145667587066044	1.27607374657639	0.0758618943582463	0	0.069805692707798	0.251155286573998
"Canthium_bibracteatum"	0.90201594692381	0.155123761572885	3.01561714083873	1.08807150520417	0.102329540197239	0	0.20510808474637	0.135302392038571	1.14023770028854	0.135302392038571	0.227398978216087	0.678513856688715	1.00493530824997	0.0698056927077981	0.326421451561252	0	0.678513856688715	0.135302392038571
"Cinnamomum_verum"	0.980273038209437	0.168581987462769	1.4507620069389	2.55233341661458	0.111207445511155	0	0.222902850089662	0.147040955731416	1.23916243227704	0.147040955731416	0.247127656691455	0.326421451561252	1.09212147654563	0.0758618943582463	0.765700024984375	0	0.326421451561252	0.147040955731416
"Roscheria_melanochaetes"	2.20904089591696	0.379898752801005	0.409318160788956	0.333622336533464	1.93127774869646	0	0.502310573147996	0.331356134387543	0.523539421525098	0.331356134387543	2.06950610821436	0.0920965861775151	0.192183287137554	0.170954438760452	0.100086700960039	0	0.0920965861775151	0.331356134387543
"Colea_seychellarum"	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0
"Lasioglossum_mahense"	2.21388734091154	1.52722903315039	0.410216169492739	0.334354275134493	0.251155286573998	0	2.01933616605441	0.332083101136731	0.524688021812945	0.33208310113673	0.558122859053329	0.0922986381358663	0.192604920676214	0.687253064917676	0.100306282540348	0	0.0922986381358663	0.33208310113673
"Rhiparida_seychellensis"	2.92084296237909	0.502310573147996	0.541209568154286	0.441122867194247	0.331356134387543	0	0.664166202273461	1.43812644435686	0.692235457349851	0.438126444356863	0.736346965305652	0.121772152834714	0.254109012992988	0.226039757916598	0.132336860158274	0	0.121772152834714	0.438126444356863
"Apis_mellifera"	1.538301016333	0.264548582426695	1.52031693371805	1.23916243227704	0.174513140508366	0	0.349792014541963	0.23074515244995	1.94456519221963	0.23074515244995	0.38780697890748	0.342071310086562	0.713820039769675	0.119046862092013	0.371748729683113	0	0.342071310086562	0.23074515244995
"Unidentified_sp3_M_PL_094"	2.92084296237909	0.502310573147996	0.541209568154286	0.441122867194247	0.331356134387543	0	0.664166202273461	0.438126444356863	0.692235457349851	1.43812644435686	0.736346965305652	0.121772152834714	0.254109012992988	0.226039757916598	0.132336860158274	0	0.121772152834714	0.438126444356863
"Unidentified_sp4_M_PL_094"	2.45448988435217	0.42210972533445	0.454797956432173	0.370691485037182	1.03475305410718	0	0.558122859053329	0.368173482652826	0.58171046836122	0.368173482652826	2.29945123134929	0.102329540197239	0.213536985708394	0.189949376400503	0.111207445511155	0	0.102329540197239	0.368173482652826
"Hemipyrellia_germana"	0.811814352231429	0.139611385415596	2.71405542675486	0.979264354683757	0.0920965861775151	0	0.184597276271733	0.121772152834714	1.02621393025969	0.121772152834714	0.204659080394478	1.61066247101984	0.904441777424971	0.0628251234370183	0.293779306405127	0	0.610662471019844	0.121772152834714
"Ornidia_obesa"	0.847030043309961	0.145667587066044	2.00987061649993	1.63818221481844	0.0960916435687771	0	0.192604920676214	0.127054506496494	1.07073005965451	0.127054506496494	0.213536985708394	0.452220888712485	1.94367555315802	0.06555041417972	0.491454664445532	0	0.452220888712485	0.127054506496494
"Unidentified_sp1_M_PL_094"	1.50693171944399	2.55214749315279	0.279222770831192	0.227585683074739	0.170954438760452	0	1.37450612983535	0.226039757916598	0.357140586276038	0.226039757916598	0.379898752801005	0.0628251234370182	0.13110082835944	2.14846637191875	0.0682757049224216	0	0.0628251234370182	0.226039757916598
"Leptotes_pirithous"	0.882245734388494	0.151723788716493	1.30568580624501	2.29710007495312	0.100086700960039	0	0.200612565080696	0.132336860158274	1.11524618904934	0.132336860158274	0.222414891022309	0.293779306405127	0.982909328891064	0.0682757049224217	1.68913002248594	0	0.293779306405127	0.132336860158274
"Nectarinia_dussumieri"	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0
"Parasarcophaga_hirticeps"	0.811814352231429	0.139611385415596	2.71405542675486	0.979264354683757	0.0920965861775151	0	0.184597276271733	0.121772152834714	1.02621393025969	0.121772152834714	0.204659080394478	0.610662471019844	0.904441777424971	0.0628251234370182	0.293779306405127	0	1.61066247101984	0.121772152834714
"Unidentified_sp2_M_PL_094"	2.92084296237909	0.502310573147996	0.541209568154286	0.441122867194247	0.331356134387543	0	0.664166202273461	0.438126444356863	0.692235457349851	0.438126444356863	0.736346965305652	0.121772152834714	0.254109012992988	0.226039757916598	0.132336860158274	0	0.121772152834714	1.43812644435686
