"Symplocos_prunifolia"	"Cleyera_japonica"	"Eurya_japonica"	"Schefflera_octophylla"	"Myrsine_sguinii"	"Daphniphyllum_teijsmannii"	"Myrica_rubra"	"Ardisia_sieboldii"	"Litsea_acuminata"	"Vaccinium_bracteatum"	"Neolitsea_aciculata"	"Persea_thunbergii"	"Diospyros_morrisiana"	"Prunus_jamasakura"	"Taxillus_yadoriki"	"Hypsipetes_amaurotis"	"Turdus_pallidus"	"Sphenurus_formosae"	"Zosterops_japonica"	"Columba_janthina"	"Turdus_chrysolaus"	"Ficedula_narcissina"	"Turdus_dauma"
"Symplocos_prunifolia"	1.87624736922039	0.617875900185497	0.448028229951217	0.412840076888921	0.326405653179683	0.357622570385523	0.304319402732635	0.206573253206995	0.0962624022518629	0.110310850955133	0.0962624022518629	0.0962624022518629	0.121622576771534	0.0962624022518629	0.0962624022518629	1.3904569214158	0.857973285206586	0.675680982064078	0.665735555403819	0.384152994263279	0.388723876498716	0.281437105383059	0.0926813850278245
"Cleyera_japonica"	0.617875900185497	1.82685527508216	0.451009808054864	0.457186861118294	0.32796685622709	0.309231276615331	0.348821382837514	0.207466939157088	0.0965584261185364	0.110908513038551	0.0965584261185364	0.0965584261185364	0.123042951827774	0.0965584261185364	0.0965584261185364	1.39473282171219	0.862621768077621	0.683571954598743	0.669443983722236	0.574311132849793	0.185450768012424	0.0926813850278245	0.274028291262324
"Eurya_japonica"	0.672042344926826	0.676514712082296	1.4992876693131	0.448234884542742	0.362337327904653	0.271600746415158	0.326522128774995	0.227485408227394	0.103674230728462	0.123811177498932	0.103674230728462	0.103674230728462	0.136950341408444	0.103674230728462	0.103674230728462	1.49751666607778	0.962975824991694	0.760835230046914	0.749177331540328	0.381766918391507	0.182286575663571	0.100806351739024	0.101477206812344
"Schefflera_octophylla"	0.619260115333381	0.68578029167744	0.448234884542742	1.50784450515097	0.362879437392728	0.337963388412071	0.335893720341452	0.228826641501633	0.105573205433194	0.123253436068439	0.105573205433194	0.105573205433194	0.0853554471500139	0.105573205433194	0.105573205433194	1.52494630070169	0.958637836087857	0.474196928611188	0.744737754950527	0.644289190036642	0.194278033823629	0.0928890173000071	0.102867043751616
"Myrsine_sguinii"	0.652811306359366	0.65593371245418	0.483116437206203	0.48383924985697	1.39957302579031	0.277782071225117	0.279760139846365	0.249498261563607	0.111950504363806	0.1375477571998	0.111950504363806	0.111950504363806	0.0835434114158958	0.111950504363806	0.111950504363806	1.61706284081053	1.06981588933178	0.464130063421643	0.833748690148338	0.37451655140739	0.18125631732144	0.0979216959539048	0.0983900568681271
"Daphniphyllum_teijsmannii"	0.715245140771045	0.618462553230661	0.362134328553543	0.450617851216095	0.277782071225117	1.542767934899	0.370567474014017	0.193855268360244	0.113379436694612	0.0804758316656321	0.113379436694612	0.113379436694612	0.0843522573284266	0.113379436694612	0.113379436694612	1.63770297447773	0.625923135177138	0.468623651824592	0.46626001591596	0.768159022182126	0.570117151585357	0.107286771115657	0.0927693829845992
"Myrica_rubra"	0.608638805465269	0.697642765675027	0.43536283836666	0.447858293788603	0.279760139846365	0.370567474014017	1.43506044417351	0.193613034021585	0.11135959171098	0.0822534423106044	0.11135959171098	0.11135959171098	0.155602698520295	0.11135959171098	0.11135959171098	1.60852743582527	0.639748995749145	0.864459436223863	0.478595032359888	0.747102906409949	0.202466063023996	0.0912958208197904	0.104646414851254
"Ardisia_sieboldii"	0.619719759620986	0.622400817471263	0.454970816454787	0.457653283003266	0.37424739234541	0.290782902540366	0.290419551032377	1.28353950154922	0.126290236265144	0.157249265284071	0.126290236265144	0.126290236265144	0.0807234241093771	0.126290236265144	0.126290236265144	1.82419230160764	1.22304984109833	0.448463467274317	0.503932726645522	0.370692847368247	0.180192834705258	0.0929579639431479	0.0933601226206895
"Litsea_acuminata"	0.577574413511177	0.579350556711218	0.414696922913846	0.422292821732776	0.335851513091418	0.340138310083836	0.334078775132941	0.252580472530289	1.16879205666916	0.0837884158611332	0.168792056669156	0.168792056669156	0.0788454098224275	0.168792056669156	0.168792056669156	2.43810748522114	0.651687678919925	0.438030054569042	0.462616892006275	0.384183593961591	0.188677655051827	0.0866361620266766	0.0869025835066828
"Vaccinium_bracteatum"	0.661865105730795	0.665451078231308	0.495244709995728	0.493013744273755	0.412643271599401	0.241427494996896	0.246760326931813	0.314498530568143	0.0837884158611332	1.23071011470701	0.0837884158611332	0.0837884158611332	0.0826014383963266	0.0837884158611332	0.0837884158611332	1.21027711799415	1.79441200327674	0.458896879979592	0.54524856128477	0.357202100774904	0.171708014358688	0.0992797658596193	0.0998176617346962
"Neolitsea_aciculata"	0.577574413511177	0.579350556711218	0.414696922913846	0.422292821732776	0.335851513091418	0.340138310083836	0.334078775132941	0.252580472530289	0.168792056669156	0.0837884158611332	1.16879205666916	0.168792056669156	0.0788454098224275	0.168792056669156	0.168792056669156	2.43810748522114	0.651687678919925	0.438030054569042	0.462616892006275	0.384183593961591	0.188677655051827	0.0866361620266766	0.0869025835066828
"Persea_thunbergii"	0.577574413511177	0.579350556711218	0.414696922913846	0.422292821732776	0.335851513091418	0.340138310083836	0.334078775132941	0.252580472530289	0.168792056669156	0.0837884158611332	0.168792056669156	1.16879205666916	0.0788454098224275	0.168792056669156	0.168792056669156	2.43810748522114	0.651687678919925	0.438030054569042	0.462616892006275	0.384183593961591	0.188677655051827	0.0866361620266766	0.0869025835066828
"Diospyros_morrisiana"	0.729735460629205	0.738257710966643	0.547801365633778	0.341421788600056	0.250630234247687	0.25305677198528	0.466808095560886	0.161446848218754	0.0788454098224275	0.0826014383963266	0.0788454098224275	0.0788454098224275	1.29717113138609	0.0788454098224275	0.0788454098224275	1.13887814187951	0.642455631971429	1.65095072992272	0.495463255716296	0.403518019343859	0.185377350689965	0.109460319094381	0.110738656644996
