"Gastonia_crassa"	"Craterispermum_microdon"	"Roscheria_melanochaetes"	"Nephrosperma_vanhoutteanum"	"Psychotria_pervillei"	"Erythroxylum_sechellarum"	"Glionnetia_sericea"	"Memecylon_eleagni"	"Dillenia_ferruginea"	"Aphloia_theiformis"	"Paragenipa_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Unidentified_sp2_M_PL_103"	"Phelsuma_sp1_M_PL_103"	"Agrius_convolvuli"	"Forcipomyia_sp1_M_PL_103"	"Lygistorrhina_sp1_M_PL_103"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Pachycerina_seychellensis"	"Physiphoa_azurea"	"Unidentified_sp1_M_PL_103"	"Unidentified_sp3_M_PL_103"
"Gastonia_crassa"	2.50189276613794	0.397772284729646	0.623165172377533	0.397772284729646	0.465703134024944	0.202520487670582	0	0.195251797059064	0	0.283828170948422	0.195251797059064	1.12511382039212	1.08473220588369	0.584850325231917	0.112169731027956	0.487453645948647	0	0.112169731027956	0.112169731027956	0.630729268774272	0	0	0.375283914920692	0.112169731027956	0
"Craterispermum_microdon"	1.19331685418894	1.61500599312615	0.297228367740787	0.615005993126149	0.477350769713751	0.300138351188963	0	0.314867641937186	0	0.135376281777737	0.314867641937186	1.66743528438313	1.74926467742881	0.393805374499529	0.0535011061933417	0.232498634321682	0	0.0535011061933417	0.0535011061933417	0.300836181728304	0	0	0.178997528128341	0.0535011061933417	0
"Roscheria_melanochaetes"	0.747798206853039	0.118891347096315	3.87629660133794	0.118891347096315	0.139195401682733	0.060531953879399	0	0.0583593932169158	0	0.0848342503572776	0.0583593932169158	0.336288632663328	0.324218851205088	0.174807661785186	0.697733388240829	0.809903119268784	0	0.697733388240829	0.697733388240829	0.188520556349506	0	0	0.112169731027956	0.697733388240829	0
"Nephrosperma_vanhoutteanum"	1.19331685418894	0.615005993126149	0.297228367740787	1.61500599312615	0.477350769713751	0.300138351188963	0	0.314867641937186	0	0.135376281777737	0.314867641937186	1.66743528438313	1.74926467742881	0.393805374499529	0.0535011061933417	0.232498634321682	0	0.0535011061933417	0.0535011061933417	0.300836181728304	0	0	0.178997528128341	0.0535011061933417	0
"Psychotria_pervillei"	1.39710940207483	0.477350769713751	0.347988504206831	0.477350769713751	1.75731565690401	0.307154351740899	0	0.170196417972852	0	0.158495604437061	0.170196417972852	1.70641306522722	0.945535655404736	1.00035845591803	0.0626379307572297	0.272204341068455	0	0.0626379307572297	0.0626379307572296	0.35221245430458	0	0	0.209566410311225	0.0626379307572296	0
"Erythroxylum_sechellarum"	1.21512292602349	0.600276702377927	0.302659769396995	0.600276702377927	0.614308703481798	1.40789039352015	0	0.192386308857779	0	0.137850079843001	0.192386308857779	2.2660577417786	1.06881282698766	0.458707355470333	0.0544787584914592	0.236747197394983	0	0.0544787584914592	0.0544787584914592	0.306333510762225	0	0	0.182268438903524	0.0544787584914592	0
"Glionnetia_sericea"	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0
"Memecylon_eleagni"	1.17151078235438	0.629735283874371	0.291796966084579	0.629735283874371	0.340392835945705	0.192386308857779	0	1.43734897501659	0	0.132902483712472	0.437348975016593	1.06881282698766	2.42971652786996	0.328903393528725	0.0525234538952242	0.228250071248382	0	0.0525234538952242	0.0525234538952242	0.295338852694382	0	0	0.175726617353157	0.0525234538952242	0
"Dillenia_ferruginea"	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	1.57894736842105	1.57894736842105	0	0	1.57894736842105
"Aphloia_theiformis"	1.70296902569053	0.270752563555473	0.424171251786388	0.270752563555473	0.316991208874122	0.137850079843001	0	0.132902483712472	0	1.87386623400691	0.132902483712472	0.765833776905562	0.738347131735956	0.398091397846935	0.0763508253215498	0.33179617917513	0	0.0763508253215498	0.0763508253215498	1.9419249644598	0	0	0.25544535385358	0.0763508253215498	0
