"Xysmalobium_gerrardii"	"Sisyranthus_trichostomus"	"Pachycarpus_natalensis"	"Asclepias_woodii"	"Miraglossum_verticillare"	"Xysmalobium_involucratum"	"Aspidonepsis_diploglossa"	"Miraglossum_pilosum"	"Asclepias_cucullata"	"Aspilocoryphus_fasciativentris"	"Hemipepsis_hilaris"	"Atrichelaphinis_tigrina"	"Sarcophaga_sp1_M_PL_013"	"Cyrtothyrea_marginalis"	"Diptera_sp3_M_PL_013"	"Unidentified_sp15_M_PL_013"	"Unidentified_sp20_M_PL_013"	"Unidentified_sp6_M_PL_013"	"Unidentified_sp19_M_PL_013"	"Unidentified_sp25_M_PL_013"	"Unidentified_sp4_M_PL_013"	"Apis_mellifera"	"Musca_domestica"	"Unidentified_sp13_M_PL_013"	"Unidentified_sp33_M_PL_013"	"Unidentified_sp9_M_PL_013"	"Unidentified_sp11_M_PL_013"	"Unidentified_sp12_M_PL_013"	"Unidentified_sp28_M_PL_013"	"Unidentified_sp10_M_PL_013"	"Unidentified_sp16_M_PL_013"	"Unidentified_sp17_M_PL_013"	"Unidentified_sp2_M_PL_013"	"Unidentified_sp30_M_PL_013"	"Unidentified_sp38_M_PL_013"	"Unidentified_sp5_M_PL_013"	"Unidentified_sp7_M_PL_013"	"Unidentified_sp8_M_PL_013"	"Actea_sp1_M_PL_013"	"Arge_sp1_M_PL_013"	"Dacus_sp1_M_PL_013"	"Diptera_sp1_M_PL_013"	"Diptera_sp2_M_PL_013"	"Homoecerus_annulatus"	"Microphthalma_sp1_M_PL_013"	"Microphthalma_sp2_M_PL_013"	"Spilostethus_rivularis"	"Tiphia_sp1_M_PL_013"	"Unidentified_sp1_M_PL_013"	"Unidentified_sp14_M_PL_013"	"Unidentified_sp18_M_PL_013"	"Unidentified_sp21_M_PL_013"	"Unidentified_sp22_M_PL_013"	"Unidentified_sp23_M_PL_013"	"Unidentified_sp24_M_PL_013"	"Unidentified_sp26_M_PL_013"	"Unidentified_sp27_M_PL_013"	"Unidentified_sp29_M_PL_013"	"Unidentified_sp3_M_PL_013"	"Unidentified_sp31_M_PL_013"	"Unidentified_sp32_M_PL_013"	"Unidentified_sp34_M_PL_013"	"Unidentified_sp35_M_PL_013"	"Unidentified_sp36_M_PL_013"	"Unidentified_sp37_M_PL_013"
"Xysmalobium_gerrardii"	2.91498246504688	0.439317404190688	0.367696985274414	0.268355857173842	0.281563210215458	0.595001967586414	0.271069637848201	0.0348099575048768	0.0903604098960665	0.221068513838071	0.232066383365845	0.205471510409131	0.197978650229212	0.169771392353946	0.162278532174027	0.143605615327835	0.167788616297155	0.0904977896469227	0.110656810013533	0.10790549727265	0.175698654526073	0.142757307853133	0.109808502538831	0.110656810013533	0.110656810013533	0.0357001180551849	0.143605615327835	0.0749566919583483	0.0457870373609974	0.0611560631895674	0.0301900339320572	0.0749566919583483	0.0348518105804829	0.109808502538831	0.020331092226615	0.110656810013533	0.0749566919583484	0.0749566919583484	0.0749566919583484	0.0329488053143016	0.0254559451343825	0.0329488053143016	0.0254559451343825	0.0254559451343825	0.0254559451343825	0.0749566919583483	0.0254559451343825	0.0301900339320572	0.0749566919583483	0.0749566919583484	0.0329488053143016	0.0749566919583484	0.0749566919583483	0.0749566919583483	0.0749566919583483	0.0749566919583483	0.0348518105804829	0.0749566919583483	0.020331092226615	0.0749566919583484	0.0749566919583483	0.0357001180551849	0.0316758611492391	0.0749566919583483	0.0329488053143016
"Sisyranthus_trichostomus"	1.28134242888951	2.03276236091287	0.376194293981335	0.27707899538067	0.323546213812694	0.577646288922401	0.227997306087567	0.0489898142990624	0.117600192450735	0.308967972426008	0.326598761993749	0.287635095752365	0.161222139036453	0.25297631841702	0.126563361701109	0.220064759718111	0.130050752056128	0.0865295466869951	0.0676075826496457	0.185405982382767	0.128092908984087	0.214719921736883	0.0622627446684173	0.0676075826496457	0.0676075826496457	0.0346587773353441	0.220064759718111	0.0329488053143016	0.0525042636539694	0.0607029976878981	0.0311713869803254	0.0329488053143016	0.0293139393541157	0.0622627446684173	0.0264600433014154	0.0676075826496456	0.0329488053143016	0.0329488053143016	0.0329488053143016	0.152457177068465	0.026044220352554	0.152457177068465	0.026044220352554	0.026044220352554	0.026044220352554	0.0329488053143016	0.026044220352554	0.0311713869803254	0.0329488053143016	0.0329488053143016	0.152457177068465	0.0329488053143016	0.0329488053143016	0.0329488053143016	0.0329488053143016	0.0329488053143016	0.0293139393541157	0.0329488053143016	0.0264600433014154	0.0329488053143016	0.0329488053143016	0.0346587773353441	0.0363989490539281	0.0329488053143016	0.152457177068465
"Pachycarpus_natalensis"	0.989953421892652	0.347256271367387	2.18196448038709	0.324480110110099	0.356525486732628	0.564570538825317	0.212500102851061	0.0479553632055417	0.237952119365065	0.33008182134243	0.319702421370278	0.161987527461262	0.287002386520122	0.128113295131743	0.253128154190603	0.0853743978164554	0.250498374132736	0.214884533593937	0.0593301774639015	0.0515001654869365	0.123155631646424	0.0788216072820729	0.0527773869295189	0.0593301774639015	0.0593301774639015	0.033874232329519	0.0853743978164554	0.0254559451343825	0.204598306268554	0.184933311740933	0.0365040123873861	0.0254559451343825	0.0273214417951364	0.0527773869295189	0.0535392268571396	0.0593301774639015	0.0254559451343825	0.0254559451343825	0.0254559451343825	0.026044220352554	0.151059079411414	0.026044220352554	0.151059079411414	0.151059079411414	0.151059079411414	0.0254559451343825	0.151059079411414	0.0365040123873861	0.0254559451343825	0.0254559451343825	0.026044220352554	0.0254559451343825	0.0254559451343825	0.0254559451343825	0.0254559451343825	0.0254559451343825	0.0273214417951364	0.0254559451343825	0.0535392268571396	0.0254559451343825	0.0254559451343825	0.033874232329519	0.0401091172574206	0.0254559451343825	0.026044220352554
"Asclepias_woodii"	1.17405687513556	0.415618493071005	0.52728017892891	1.77029445696707	0.392035659269806	0.540662699081969	0.32038214676944	0.0302443711409029	0.0925830143721842	0.195240385146281	0.201629140939353	0.337063320933949	0.34239594634101	0.304623558989031	0.309956184396091	0.0938011828573007	0.143237819932215	0.276854129095109	0.0626297958769754	0.0613614209123826	0.302979912584698	0.102553411211311	0.0713820242309853	0.0626297958769753	0.0626297958769754	0.0324397619449181	0.0938011828573007	0.0301900339320572	0.0573351906211275	0.0689437743323042	0.199158126408795	0.0301900339320572	0.041191990298928	0.0713820242309852	0.0208311782337415	0.0626297958769753	0.0301900339320572	0.0301900339320572	0.0301900339320572	0.0311713869803254	0.0365040123873861	0.0311713869803254	0.0365040123873861	0.0365040123873861	0.0365040123873861	0.0301900339320572	0.0365040123873861	0.199158126408795	0.0301900339320572	0.0301900339320572	0.0311713869803254	0.0301900339320572	0.0301900339320572	0.0301900339320572	0.0301900339320572	0.0301900339320572	0.041191990298928	0.0301900339320572	0.0208311782337414	0.0301900339320572	0.0301900339320572	0.0324397619449181	0.0441040116678532	0.0301900339320572	0.0311713869803254
"Miraglossum_verticillare"	1.23183904469263	0.485319320719041	0.57935391594052	0.392035659269806	1.58397907491555	0.608225997954924	0.181892424272656	0.0559899075027542	0.14452254946896	0.355392706896398	0.373266050018361	0.326870027676316	0.330580195879808	0.29037646779902	0.294086636002512	0.104568370080463	0.286476184211955	0.10759929776033	0.0681694210265345	0.0680748102031671	0.135659601529444	0.091460979038223	0.0550620299842949	0.0681694210265345	0.0681694210265346	0.0364935598772955	0.104568370080462	0.031675861149239	0.0726266908879366	0.0766026771347161	0.0441040116678532	0.0316758611492391	0.0233861688350558	0.0550620299842949	0.032517573630516	0.0681694210265345	0.0316758611492391	0.0316758611492391	0.0316758611492391	0.036398949053928	0.0401091172574206	0.0363989490539281	0.0401091172574206	0.0401091172574206	0.0401091172574206	0.031675861149239	0.0401091172574206	0.0441040116678532	0.031675861149239	0.0316758611492391	0.036398949053928	0.0316758611492391	0.031675861149239	0.031675861149239	0.0316758611492391	0.031675861149239	0.0233861688350558	0.031675861149239	0.032517573630516	0.031675861149239	0.031675861149239	0.0364935598772955	0.178197645927999	0.031675861149239	0.036398949053928
"Xysmalobium_involucratum"	1.3883379243683	0.462117031137921	0.489294466981941	0.288353439510383	0.324387198909293	1.93944024176766	0.209672430017322	0.0445826188618618	0.116972543182161	0.283411924319389	0.297217459079078	0.255658631718802	0.254874086712977	0.139292217212743	0.138507672206917	0.186725309896588	0.222434324768059	0.0932718781338071	0.152066532561244	0.0703588953905289	0.211464178365532	0.0973167792498989	0.0626580019145548	0.152066532561244	0.152066532561245	0.116366414506059	0.186725309896588	0.0357001180551848	0.0601930545455051	0.150240646835578	0.0324397619449181	0.0357001180551848	0.0269578838593699	0.0626580019145548	0.0263188222159862	0.152066532561244	0.0357001180551849	0.0357001180551849	0.0357001180551849	0.0346587773353441	0.033874232329519	0.0346587773353441	0.033874232329519	0.033874232329519	0.033874232329519	0.0357001180551848	0.033874232329519	0.0324397619449181	0.0357001180551848	0.0357001180551848	0.0346587773353441	0.0357001180551849	0.0357001180551848	0.0357001180551848	0.0357001180551848	0.0357001180551848	0.0269578838593699	0.0357001180551848	0.0263188222159862	0.0357001180551848	0.0357001180551848	0.11636641450606	0.0364935598772955	0.0357001180551848	0.0346587773353441
"Aspidonepsis_diploglossa"	1.355348189241	0.390852524721543	0.39464304815197	0.36615102487936	0.207877056311607	0.449298064322832	2.00141615738232	0.0245950134839585	0.072976816242251	0.158251028078667	0.163966756559723	0.155701792927952	0.153709295368973	0.128743909068582	0.126751411509603	0.0911236337939686	0.112517305070045	0.325838366614648	0.0618096944398529	0.0641657499345986	0.360326619259364	0.321490684455182	0.292176745101066	0.0618096944398528	0.0618096944398529	0.0269578838593699	0.0911236337939685	0.0348518105804829	0.0437412254496428	0.0542793256545063	0.041191990298928	0.0348518105804829	0.257324934520583	0.292176745101066	0.0164197836545065	0.0618096944398528	0.0348518105804829	0.0348518105804829	0.0348518105804829	0.0293139393541157	0.0273214417951364	0.0293139393541157	0.0273214417951364	0.0273214417951364	0.0273214417951364	0.0348518105804829	0.0273214417951364	0.041191990298928	0.0348518105804829	0.0348518105804829	0.0293139393541157	0.0348518105804829	0.0348518105804829	0.0348518105804829	0.0348518105804829	0.0348518105804829	0.257324934520583	0.0348518105804829	0.0164197836545065	0.0348518105804829	0.0348518105804829	0.0269578838593699	0.0233861688350558	0.0348518105804829	0.0293139393541157
"Miraglossum_pilosum"	1.21834851267069	0.587877771588749	0.623419721672042	0.241954969127223	0.447919260022034	0.668739282927927	0.17216509438771	1.19232859454971	0.110404687790755	0.233935949989607	1.28219063033143	0.193155002378512	0.192223996394344	0.153030645402837	0.152099639418668	0.115544151599221	0.165004062367531	0.0925152730473628	0.0714533187300648	0.0754197946235453	0.12080876489244	0.097555306759108	0.0534644738899518	0.0714533187300647	0.0714533187300648	0.0401243569756756	0.115544151599221	0.0313289617543891	0.0680008816379074	0.0832841838606631	0.0272199340268126	0.0313289617543891	0.0221355121355627	0.0534644738899518	0.02484105475292	0.0714533187300647	0.0313289617543892	0.0313289617543892	0.0313289617543892	0.0440908328691561	0.0431598268849875	0.0440908328691561	0.0431598268849875	0.0431598268849875	0.0431598268849875	0.0313289617543891	0.0431598268849875	0.0272199340268126	0.0313289617543891	0.0313289617543891	0.0440908328691561	0.0313289617543892	0.0313289617543891	0.0313289617543891	0.0313289617543891	0.0313289617543891	0.0221355121355627	0.0313289617543891	0.0248410547529199	0.0313289617543891	0.0313289617543891	0.0401243569756756	0.0503909167524788	0.0313289617543891	0.0440908328691561
"Asclepias_cucullata"	0.790653586590582	0.352800577352206	0.773344387936462	0.185166028744368	0.28904509893792	0.438647036933103	0.127709428423939	0.0276011719476888	2.27819057787057	0.671759638252551	0.184007812984592	0.126458709608274	0.153537893163998	0.100139887392288	0.127219070948012	0.0731099577440166	0.132706714930257	0.0907901887453876	0.0466499144426012	0.0467911355280304	0.0839008763308491	0.0632109191825369	0.0367508758811214	0.0466499144426011	0.0466499144426012	0.0263188222159862	0.0731099577440166	0.020331092226615	0.566132106878018	0.0798580490731258	0.0208311782337415	0.020331092226615	0.0164197836545065	0.0367508758811214	0.512592880020879	0.0466499144426011	0.020331092226615	0.020331092226615	0.020331092226615	0.0264600433014154	0.0535392268571396	0.0264600433014155	0.0535392268571397	0.0535392268571396	0.0535392268571397	0.020331092226615	0.0535392268571396	0.0208311782337414	0.0203310922266149	0.020331092226615	0.0264600433014154	0.020331092226615	0.0203310922266149	0.0203310922266149	0.020331092226615	0.0203310922266149	0.0164197836545065	0.0203310922266149	0.512592880020879	0.020331092226615	0.0203310922266149	0.0263188222159862	0.032517573630516	0.0203310922266149	0.0264600433014154
"Aspilocoryphus_fasciativentris"	1.28956633072208	0.617935944852017	0.715177279575265	0.260320513528375	0.473856942528531	0.708529810798473	0.184626199425112	0.0389893249982678	0.447839758835034	1.32560238656123	0.259928833321786	0.204612225393922	0.207779302731386	0.162100436746014	0.165267514083477	0.12201726158752	0.178493244959443	0.102535985185107	0.0756720657236191	0.079505472939612	0.128695777707361	0.103243127151412	0.0568979312875108	0.075672065723619	0.0756720657236191	0.0425117886479083	0.12201726158752	0.0331602770757107	0.150276218939247	0.0920240618492729	0.0292860577719422	0.0331602770757107	0.0237376542118001	0.0568979312875108	0.100763945737883	0.075672065723619	0.0331602770757107	0.0331602770757107	0.0331602770757107	0.0463451958639013	0.0495122732013645	0.0463451958639013	0.0495122732013645	0.0495122732013645	0.0495122732013645	0.0331602770757107	0.0495122732013645	0.0292860577719422	0.0331602770757107	0.0331602770757107	0.0463451958639013	0.0331602770757107	0.0331602770757107	0.0331602770757107	0.0331602770757107	0.0331602770757107	0.0237376542118001	0.0331602770757107	0.100763945737883	0.0331602770757107	0.0331602770757107	0.0425117886479084	0.0533089060344598	0.0331602770757107	0.0463451958639013
"Hemipepsis_hilaris"	1.3537205696341	0.653197523987499	0.692688579635602	0.268838854585804	0.497688066691148	0.743043647697697	0.191294549319677	0.213698438388572	0.122671875323061	0.259928833321786	1.42465625592381	0.214616669309458	0.213582218215937	0.170034050447596	0.168999599354076	0.128382390665801	0.183337847075035	0.102794747830403	0.0793925763667386	0.0837997718039392	0.1342319609916	0.108394785287898	0.0594049709888354	0.0793925763667386	0.0793925763667387	0.0445826188618618	0.128382390665801	0.0348099575048768	0.0755565351532305	0.0925379820674034	0.0302443711409029	0.0348099575048768	0.0245950134839585	0.0594049709888353	0.0276011719476888	0.0793925763667385	0.0348099575048768	0.0348099575048768	0.0348099575048768	0.0489898142990624	0.0479553632055417	0.0489898142990624	0.0479553632055417	0.0479553632055417	0.0479553632055417	0.0348099575048768	0.0479553632055417	0.0302443711409029	0.0348099575048768	0.0348099575048768	0.0489898142990624	0.0348099575048768	0.0348099575048768	0.0348099575048768	0.0348099575048768	0.0348099575048768	0.0245950134839585	0.0348099575048768	0.0276011719476888	0.0348099575048768	0.0348099575048768	0.0445826188618618	0.0559899075027542	0.0348099575048768	0.0489898142990624
"Atrichelaphinis_tigrina"	1.43830057286392	0.690324229805674	0.421167571399282	0.539301313494318	0.522992044282104	0.766975895156406	0.217982510099133	0.0386310004757025	0.101166967686619	0.245534670472707	0.25754000317135	1.2542857455683	0.231669183275903	0.208267191858917	0.185650629566518	0.134777742818453	0.170997785507792	0.11785547543817	0.083003425583028	0.0887591891090692	0.17170114607817	0.116785511836101	0.065011194600675	0.0830034255830279	0.083003425583028	0.0460185537093844	0.134777742818453	0.0369848718736436	0.0519203226725165	0.0751763086524116	0.0606713977681108	0.0369848718736436	0.0280263227270314	0.065011194600675	0.0227625677294893	0.0830034255830279	0.0369848718736436	0.0369848718736436	0.0369848718736436	0.0517743172354256	0.0291577549430272	0.0517743172354256	0.0291577549430272	0.0291577549430272	0.0291577549430272	0.0369848718736436	0.0291577549430272	0.0606713977681108	0.0369848718736436	0.0369848718736436	0.0517743172354256	0.0369848718736436	0.0369848718736436	0.0369848718736436	0.0369848718736436	0.0369848718736436	0.0280263227270314	0.0369848718736436	0.0227625677294893	0.0369848718736436	0.0369848718736436	0.0460185537093844	0.0588366049817367	0.0369848718736436	0.0517743172354256
"Sarcophaga_sp1_M_PL_013"	1.38585055160448	0.386933133687488	0.746206204952318	0.547833514145616	0.528928313407693	0.764622260138931	0.215193013516562	0.0384447992788687	0.122830314531199	0.249335163277663	0.256298661859125	0.231669183275903	1.25430962782296	0.185791847667567	0.208432292214627	0.110533477676156	0.192678357481582	0.140959373081419	0.0815134926495941	0.0646561420678197	0.170812436157391	0.0923238152342349	0.0633038302076733	0.081513492649594	0.0815134926495941	0.0458773356083358	0.110533477676156	0.0356361570412582	0.0792972503431417	0.0975377651819579	0.0616312703413818	0.0356361570412582	0.0276676731664152	0.0633038302076733	0.0276368207695197	0.081513492649594	0.0356361570412582	0.0356361570412582	0.0356361570412582	0.0290199850265616	0.051660429573622	0.0290199850265616	0.0516604295736221	0.051660429573622	0.0516604295736221	0.0356361570412582	0.051660429573622	0.0616312703413818	0.0356361570412582	0.0356361570412582	0.0290199850265616	0.0356361570412582	0.0356361570412582	0.0356361570412582	0.0356361570412582	0.0356361570412582	0.0276676731664152	0.0356361570412582	0.0276368207695197	0.0356361570412582	0.0356361570412582	0.0458773356083359	0.0595044352583654	0.0356361570412582	0.0290199850265616
"Cyrtothyrea_marginalis"	1.48549968309703	0.758928955251061	0.416368209178165	0.609247117978061	0.580752935598039	0.522345814547784	0.225301840870019	0.0382576613507092	0.100139887392288	0.243150655119021	0.255051075671394	0.260333989823646	0.232239809584459	1.22899324095078	0.200899060711591	0.126458983796334	0.163699508811927	0.126333171717605	0.069539312152505	0.0951182349234675	0.167046992465468	0.124085614463899	0.067165942820069	0.0695393121525049	0.069539312152505	0.0313407488728671	0.126458983796334	0.0381985632796379	0.051356966067907	0.0601662402775093	0.0685403007725319	0.0381985632796379	0.028967379540431	0.0671659428200689	0.0225314746632648	0.0695393121525049	0.0381985632796379	0.0381985632796379	0.0381985632796379	0.0569196716438296	0.0288254914046422	0.0569196716438296	0.0288254914046422	0.0288254914046422	0.0288254914046422	0.0381985632796379	0.0288254914046422	0.0685403007725319	0.0381985632796379	0.0381985632796379	0.0569196716438296	0.0381985632796379	0.0381985632796379	0.0381985632796379	0.0381985632796379	0.0381985632796379	0.028967379540431	0.0381985632796379	0.0225314746632648	0.0381985632796379	0.0381985632796379	0.0313407488728671	0.0653347052547795	0.0381985632796379	0.0569196716438296
