"C._nigrescens"	"H._guatemalensis"	"M._curema"	"D._peruvianus"	"C._trimaculatum"	"L._argentiventris"	"D._latifrons"	"P._sphenops"	"G._maculatus"	"E._picta"	"Cornutushaptor_nigrescens"	"Neotetraonchus_sp."	"Ligophorus_mugilinus"	"Aristocleidus_hastatus"	"Crassicutis_cichlasomae"	"Neoapocreadium_marina"	"Paracryptogonimus_sp."	"Pseudoacanthostomum_panamense"	"Pseudacaenodera_cristata"	"Saccocoelioides_sp."	"Saccocoelioides_sogandaresi"	"Ascocotye_(Phagicola)_longa"	"Centrocestus_formosanus"	"Cladocystis_trifolium"	"Clinostomum_complanatum"	"Diplostomum_(Austrodiplostomum)_compactum"	"Echinochasmus_leopoldinae"	"Haplorchis_sp."	"Metadena_sp."	"Posthodiplostomum_minimum"	"Tylodelphys_sp."	"Parvitaenia_cochlearii"	"Proteocephalus_chamelensis"	"Proteocephalus_sp."	"Contracaecum_sp."	"Hysterothylacium_perezi"	"Gnathostoma_sp."	"Pseudoleptorhynchoides_lamothei"	"Floridosentis_mugilis"	"Neoechinorhynchus_golvani"	"Southwellina_hispida"	"Argulus_sp."	"Ergasilus_sp."
"C._nigrescens"	1.69427625557176	0.297332507633575	0.298883155647044	0.306378384849908	0.462259779392538	0.465325101406851	0.393993525051842	0.390214734642948	0.462540140559229	0.491954309981152	0.138622602728598	0.0297332507633575	0.0336243550102925	0.0306378384849908	0.0346694834544403	0.0306378384849908	0.180501861855215	0.448494418789157	0.0306378384849908	0.0354594172546658	0.0351193261178653	0.376881908899183	0.0351193261178653	0.0346694834544403	0.202235392331086	0.3823971630495	0.251080605227746	0.0306378384849908	0.106303020431916	0.0697888095723056	0.0340583753063875	0.104208303102995	0.0340583753063875	0.138622602728598	0.418761168025799	0.0297332507633575	0.0687488858483296	0.0297332507633575	0.0336243550102925	0.319379648412651	0.283920231157985	0.276247461050266	0.448494418789157
"H._guatemalensis"	0.363406398218814	1.78858424458916	0.304459489917234	0.297668764126672	0.437311269919927	0.402343424599932	0.361698781490929	0.352314087750916	0.48618151812131	0.46918991600195	0.0297332507633575	0.178858424458916	0.0342516926156889	0.0297668764126672	0.0327983452439945	0.0297668764126672	0.0659441589773514	0.474826648599617	0.0297668764126672	0.0325528903341836	0.0317082678975824	0.259757315926707	0.0317082678975824	0.0327983452439945	0.347407345312016	0.412506881852766	0.130205317209117	0.0297668764126672	0.251532946532008	0.0645066131415769	0.032482378800135	0.101498882993417	0.032482378800135	0.0297332507633575	0.295968224140701	0.178858424458916	0.0689459926592333	0.178858424458916	0.0342516926156889	0.200241387214763	0.167688496880579	0.410841705220571	0.474826648599617
"M._curema"	0.410964339014686	0.342516926156889	1.60681437487671	0.330873223727556	0.468649887897871	0.364498793661575	0.389443292123616	0.38306054559431	0.467397205219975	0.498939306463658	0.0336243550102925	0.0342516926156889	0.18076661717363	0.0330873223727556	0.0351487415923403	0.0330873223727556	0.0664292464398343	0.488805707966306	0.0330873223727556	0.0350498962911254	0.0344754491034879	0.421749123921075	0.0344754491034879	0.0351487415923403	0.354813690050228	0.420668489302425	0.135954591834448	0.0330873223727556	0.102111374436729	0.0696241906958282	0.0345419519859456	0.104646638668569	0.0345419519859456	0.0336243550102925	0.454554015350617	0.0342516926156889	0.0695967423774436	0.0342516926156889	0.18076661717363	0.206224626700744	0.171174730409618	0.274414735782384	0.488805707966306
"D._peruvianus"	0.37446247037211	0.297668764126672	0.294109532202272	1.91252001297958	0.424359993105664	0.346810014693453	0.368688803915469	0.370744040911262	0.422692261115694	0.451102001314664	0.0306378384849908	0.0297668764126672	0.0330873223727556	0.191252001297958	0.0318269994829248	0.191252001297958	0.0618507398074015	0.477264953544344	0.191252001297958	0.0331819923523922	0.0333669636820136	0.416285175809266	0.0333669636820136	0.0318269994829248	0.19079524875697	0.252830959893993	0.128399695841807	0.191252001297958	0.092681697318755	0.0651939631649383	0.0312301385525537	0.0961140504886229	0.0312301385525537	0.0306378384849908	0.447498077131677	0.0297668764126672	0.0629320581362307	0.0297668764126672	0.0330873223727556	0.189791789778949	0.156609797426557	0.413539792686598	0.477264953544344
"C._trimaculatum"	0.423738131109826	0.327983452439945	0.312433258598581	0.318269994829248	1.68608129123889	0.392373003516907	0.390001635502598	0.419783865759921	0.479925678849933	0.512567582890994	0.0346694834544403	0.0327983452439945	0.0351487415923403	0.0318269994829248	0.126456096842917	0.0318269994829248	0.069983053770962	0.44057380600681	0.0318269994829248	0.0351001471952338	0.0377805479183929	0.372461890446293	0.0377805479183929	0.126456096842917	0.30098320483453	0.373646659328651	0.142863748884589	0.0318269994829248	0.104106341474261	0.16423664476131	0.0354854480462996	0.106580021155278	0.0354854480462996	0.0346694834544403	0.407775460762815	0.0327983452439945	0.0714798739600445	0.0327983452439945	0.0351487415923403	0.303019171769157	0.267919024573923	0.370755580960029	0.44057380600681
"L._argentiventris"	0.511857611547536	0.362109082139939	0.29159903492926	0.312129013224107	0.470847604220289	1.51041598960553	0.401279439768076	0.395893551356233	0.503636363159736	0.503390204786136	0.0418792591266166	0.0362109082139939	0.0328048914295418	0.0312129013224107	0.0353135703165217	0.0312129013224107	0.177816698191114	0.457727357012329	0.0312129013224107	0.0361151495791269	0.0356304196220609	0.285579009733838	0.0356304196220609	0.0353135703165217	0.213067337876743	0.390399306110791	0.249562267392302	0.0312129013224107	0.209921074515472	0.0709439899385826	0.0348500911005787	0.108737967916686	0.0348500911005787	0.0418792591266166	0.421516448798335	0.0362109082139939	0.0726228183375589	0.0362109082139939	0.0328048914295418	0.321868236424322	0.285753086845195	0.383043206456171	0.457727357012329
"D._latifrons"	0.433392877557027	0.325528903341836	0.311554633698893	0.331819923523922	0.468001962603118	0.401279439768076	1.5541810159975	0.395997963488024	0.503121981293744	0.538279193464705	0.0354594172546658	0.0325528903341836	0.0350498962911254	0.0331819923523922	0.0351001471952338	0.0331819923523922	0.0715745668337927	0.457975232381935	0.0331819923523922	0.139876291439775	0.0356398167139222	0.389307192468625	0.0356398167139222	0.0351001471952338	0.317578856481828	0.284916948589768	0.24709067498749	0.0331819923523922	0.106402188510341	0.070739963909156	0.0372654826244796	0.214875922661285	0.0372654826244796	0.0354594172546658	0.425422342047752	0.0325528903341836	0.0749996312215104	0.0325528903341836	0.0350498962911254	0.321550636690312	0.181674345250537	0.387465918836144	0.457975232381935
"P._sphenops"	0.429236208107243	0.317082678975824	0.306448436475448	0.333669636820136	0.503740638911905	0.395893551356233	0.395997963488024	1.67055012680531	0.441081505408752	0.46945714838797	0.0351193261178653	0.0317082678975824	0.0344754491034879	0.0333669636820136	0.0377805479183929	0.0333669636820136	0.0707497457399262	0.459652294877242	0.0333669636820136	0.0356398167139222	0.150349511412478	0.392313607357599	0.150349511412478	0.0377805479183929	0.205186074042824	0.390645514481306	0.256739073866326	0.0333669636820136	0.1004198004253	0.188130059330871	0.0325008795037826	0.101221809123361	0.0325008795037826	0.0351193261178653	0.42794402697966	0.0317082678975824	0.0655819924094389	0.0317082678975824	0.0344754491034879	0.20975210278168	0.174112286067758	0.390057519655889	0.459652294877242
"G._maculatus"	0.42399512884596	0.364636138590982	0.311598136813316	0.317019195836771	0.479925678849933	0.41969696929978	0.419268317744787	0.36756792117396	1.57193844809758	0.587511959483772	0.0346905105419422	0.0364636138590982	0.0350547903914981	0.031701919583677	0.035994425913745	0.031701919583677	0.0724632377789224	0.441062537524285	0.031701919583677	0.0377341485970308	0.0330811129056564	0.366826196428206	0.0330811129056564	0.035994425913745	0.303816267256029	0.371626469343577	0.14327849928161	0.031701919583677	0.192131724703397	0.0690755388194013	0.040673904887338	0.196303437091687	0.040673904887338	0.0346905105419422	0.404598923665187	0.0364636138590982	0.158569288494657	0.0364636138590982	0.0350547903914981	0.304761100784355	0.267026952187324	0.371317236590844	0.441062537524285
"E._picta"	0.416269031522513	0.32482378800135	0.307039573208405	0.312301385525537	0.473139307283994	0.387223234450874	0.414060918049773	0.361120883375362	0.542318731831174	1.72486104148786	0.0340583753063874	0.032482378800135	0.0345419519859456	0.0312301385525537	0.0354854480462996	0.0312301385525537	0.0689084664069661	0.43250210752589	0.0312301385525537	0.0372654826244796	0.0325008795037826	0.365169637625177	0.0325008795037826	0.0354854480462996	0.299862623062588	0.364006486348857	0.138674828535228	0.0312301385525537	0.108006374788052	0.0679863275500821	0.11941345671839	0.197352844230208	0.11941345671839	0.0340583753063874	0.400019728725756	0.032482378800135	0.160087361605728	0.032482378800135	0.0345419519859456	0.301746758683474	0.264481276058994	0.363901780233558	0.432502107525891
