"Nephrosperma_vanhoutteanum"	"Phoenicophorium_borsigianum"	"Erythroxylum_sechellarum"	"Syzygium_wrightii"	"Dillenia_ferruginea"	"Chrysobalanus_icaco"	"Mimusops_sechellarum"	"Roscheria_melanochaetes"	"Dracaena_reflexa"	"Paragenipa_wrightii"	"Northea_hornei"	"Apis_mellifera"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Phelsuma_sp1_M_PL_120"	"Unidentified_sp2_M_PL_120"	"Unidentified_sp4_M_PL_120"	"Neophyllomyza_approximatonervis"	"Xylocopa_caffra"	"Dichaetomyia_fasciculifera"	"Ornidia_obesa"	"Lygistorrhina_sp1_M_PL_120"	"Eagris_sabadius"	"Hemipyrellia_germana"	"Unidentified_sp3_M_PL_120"	"Cratopus_aurostriatus"	"Megachile_seychellensis"	"Rhynchium_brunneum"	"Scaptodrosophila_sp1_M_PL_120"	"Unidentified_sp1_M_PL_120"
"Nephrosperma_vanhoutteanum"	1.92507206393198	0.525002537823892	0.327820925228718	0.492912698883409	0.258464706296514	0.215712502555591	0.180057262059032	0.630825526779813	0.372928693388833	0.217037918294931	0.117323059494128	0.741522379968884	0.886354300451575	0.20911400854968	0.65179477496738	0.383384638606769	0.0787503806735838	0.206502437033622	0.0633744898564383	0.400639417606447	0.128088240623116	0.0787503806735838	0.0633744898564383	0.140913901745392	0.0946238290169719	0.0787503806735838	0.288760809589797	0.0737597081764616	0.0737597081764616	0.0946238290169719
"Phoenicophorium_borsigianum"	0.525002537823892	2.22494120447625	0.326980165536684	0.497504735296973	0.258193527209837	0.221832088918683	0.194729681541243	0.436834272823418	0.221670537277734	0.226182325663092	0.129286818169039	0.759559818891026	0.861293399947132	0.218142877907347	0.718260100939107	0.144275521597097	0.333741180671437	0.132026302106833	0.0639648945381823	0.145251541856904	0.130514521213787	0.333741180671437	0.0639648945381823	0.141422952701133	0.0655251409235128	0.333741180671437	0.0787503806735838	0.073570537245754	0.073570537245754	0.0655251409235128
"Erythroxylum_sechellarum"	0.491731387843077	0.490470248305026	2.07043676524931	0.560384612207292	0.305586275013599	0.244083156895242	0.119655770613876	0.501488089640309	0.246545698764704	0.172855967786255	0.0599199224181496	0.925352010762947	1.0038759588276	0.199119493985754	0.332888457878609	0.148982921622508	0.073570537245754	0.149186923075457	0.0720494501409376	0.147723417805873	0.14527439720951	0.073570537245754	0.0720494501409376	0.163725332645017	0.0752232134460463	0.0735705372457539	0.0737597081764616	0.465848272181095	0.465848272181095	0.0752232134460463
"Syzygium_wrightii"	0.422496599042922	0.426432630254549	0.320219778404167	2.23130868643076	0.369512038820448	0.447407255505925	0.219107587821945	0.413199080582269	0.198549365633877	0.151728225389007	0.0631966468509771	0.79332703031905	0.786947364782489	0.519703136569893	0.351092482505429	0.125354351943779	0.0639648945381823	0.121544671777504	0.28688254539824	0.122939299546601	0.421104722050017	0.0639648945381823	0.28688254539824	0.397736157044374	0.0619798620873404	0.0639648945381823	0.0633744898564383	0.0720494501409376	0.0720494501409376	0.0619798620873404
"Dillenia_ferruginea"	0.516929412593028	0.516387054419674	0.407448366684798	0.862194757247711	1.49400682476094	0.293687033483844	0.143938075964899	0.524426697872737	0.257106457087366	0.182214695419589	0.0648185192022512	0.972499126356466	1.04352156637634	0.263731855875492	0.360102884456951	0.156203416569865	0.0774580581629511	0.15579594180712	0.110853611646134	0.154671349015164	0.198959721691288	0.0774580581629511	0.110853611646134	0.559055659074417	0.0786640046809106	0.0774580581629511	0.0775394118889542	0.0916758825040796	0.0916758825040796	0.0786640046809106
"Chrysobalanus_icaco"	0.431425005111182	0.443664177837366	0.325444209193656	1.04395026284716	0.293687033483844	1.63455499994635	0.297939288247066	0.413163109785903	0.170900429684312	0.138088497257002	0.0703408813430075	0.979157577659575	0.602201030346615	0.758661356346861	0.390782674127819	0.126688217234563	0.0665496266756049	0.113244595373179	0.134222176651777	0.115983879671971	0.624588676635681	0.0665496266756049	0.134222176651777	0.222328286696931	0.0619744664678854	0.0665496266756049	0.0647137507666774	0.0732249470685725	0.0732249470685725	0.0619744664678854
"Mimusops_sechellarum"	0.540171786177097	0.58418904462373	0.239311541227752	0.766876557376807	0.215907113947348	0.446908932370599	1.47399241941032	0.340505486725477	0.175917051882906	0.274175846474204	0.205202114520607	0.571018272820449	0.613099839587533	0.895967682965697	1.1400117473367	0.132101590935386	0.0876283566935595	0.103850938573693	0.0985984145198752	0.133800883491436	0.232671094231055	0.0876283566935595	0.0985984145198752	0.16337054870408	0.0510758230088215	0.0876283566935594	0.0810257679265646	0.0538450967762442	0.0538450967762442	0.0510758230088215
"Roscheria_melanochaetes"	0.630825526779813	0.436834272823418	0.334325393093539	0.482065594012647	0.262213348936369	0.206581554892951	0.113501828908492	2.17674048930962	0.397453771784667	0.161623330756048	0.0609927834392781	0.76450159001911	0.894493753926846	0.175030151564047	0.338848796884878	0.421134902413415	0.0655251409235128	0.445747204931843	0.0619798620873403	0.213859960552372	0.123954328555226	0.0655251409235128	0.0619798620873403	0.140643866768251	0.326511073396443	0.0655251409235127	0.0946238290169719	0.0752232134460463	0.0752232134460463	0.326511073396443
"Dracaena_reflexa"	0.745857386777666	0.443341074555468	0.328727598352938	0.463281853145714	0.257106457087366	0.170900429684312	0.117278034588604	0.794907543569334	1.68171625034269	0.191846248292246	0.0681950183405054	0.559546486086448	1.09912204401547	0.163610054160328	0.378861213002808	0.23111473955205	0.0665011611833202	0.623751006638207	0.0595648096901632	0.616393483119457	0.110834938595457	0.0665011611833202	0.0595648096901632	0.136696746816373	0.1192361315354	0.0665011611833202	0.11187860801665	0.0739637096294111	0.0739637096294111	0.1192361315354
"Paragenipa_wrightii"	0.651113754884792	0.678546976989275	0.345711935572509	0.531048788861525	0.273322043129384	0.207132745885503	0.274175846474204	0.484869992268145	0.287769372438369	1.33142958859016	0.198036849642975	0.562378932254665	1.1857132350861	0.253796656104096	1.10020472023875	0.170397562072941	0.101782046548391	0.159061310571732	0.0682777014250532	0.183997874964229	0.130417525190704	0.101782046548391	0.0682777014250532	0.150274314363868	0.0727304988402218	0.101782046548391	0.0976670632327188	0.0777851855038146	0.0777851855038146	0.0727304988402218
