"Microtus_agrestis"	"Apodemus_sylvaticus"	"Sorex_araneus"	"Clethrionomys_glareolus"	"Neomys_fodiens"	"Sorex_minutus"	"Ctenophthalmus_nobilis"	"Megabothris_walkeri"	"Palaeopsylla_soricis"	"Amalaraeus_penicilliger"	"Ctenophthalmus_bisoctodentatus"	"Doratopsylla_dasycnema"	"Hystrichopsylla_talpae"
"Microtus_agrestis"	2.60858359381168	0.592196524148918	0.997977357084482	0.542437505871734	0.260981456910017	0.260981456910017	1.44989698283343	0.736033482753115	0.938186829872391	0.469545046886102	0.69408995223011	0.224544905344009	0.224544905344009
"Apodemus_sylvaticus"	1.4804913103723	1.85622223968859	0.646099963703181	0.559509500949785	0.360417440011495	0.360417440011495	2.00231911117497	1.10178844372688	0.663640203127632	0.266488435867013	0.411860927700229	0.145372491833216	0.145372491833216
"Sorex_araneus"	1.2474716963556	0.323049981851591	2.89467445326791	0.484787457018065	0.15658715312184	0.15658715312184	0.869928628454665	0.369917397177224	1.09400101298742	0.224544905344009	0.875846657329287	0.651301751985279	0.651301751985279
"Clethrionomys_glareolus"	1.35609376467933	0.559509500949785	0.969574914036129	1.70524925093474	0.336365232068427	0.336365232068427	1.86869573371349	0.495876153069683	1.22961339622104	0.24409687764228	0.462251233300409	0.218154355658129	0.218154355658129
"Neomys_fodiens"	1.30490728455008	0.720834880022991	0.626348612487359	0.672730464136855	1.46916832676978	0.469168326769778	2.60649070427655	0.559259007229361	0.678540457890255	0.234883311219015	0.375811749028671	0.140928437809656	0.140928437809656
"Sorex_minutus"	1.30490728455008	0.720834880022991	0.626348612487359	0.672730464136855	0.469168326769778	1.46916832676978	2.60649070427655	0.559259007229361	0.678540457890255	0.234883311219015	0.375811749028671	0.140928437809656	0.140928437809656
"Ctenophthalmus_nobilis"	1.44989698283343	0.80092764446999	0.695942902763732	0.747478293485395	0.521298140855309	0.521298140855309	2.8961007825295	0.621398896921512	0.753933842100284	0.260981456910017	0.417568610031856	0.15658715312184	0.15658715312184
"Megabothris_walkeri"	1.84008370688279	1.10178844372688	0.739834794354449	0.495876153069684	0.27962950361468	0.27962950361468	1.55349724230378	1.827019866916	0.72082216485001	0.331215067238902	0.497677895968653	0.166462828729751	0.166462828729751
"Palaeopsylla_soricis"	1.56364471645398	0.442426802085088	1.45866801731656	0.819742264147362	0.226180152630085	0.226180152630085	1.25655640350047	0.480548109900007	1.97854037172425	0.281456048961717	0.609656352857942	0.328200303896225	0.328200303896225
"Amalaraeus_penicilliger"	2.34772523443051	0.532976871734027	0.898179621376034	0.488193755284561	0.234883311219015	0.234883311219015	1.30490728455008	0.662430134477804	0.844368146885152	1.42259054219749	0.624680957007099	0.202090414809608	0.202090414809608
"Ctenophthalmus_bisoctodentatus"	1.73522488057528	0.411860927700229	1.75169331465857	0.462251233300409	0.187905874514335	0.187905874514335	1.04392152507964	0.497677895968653	0.914484529286913	0.31234047850355	1.70647147430173	0.394130995798179	0.394130995798179
"Doratopsylla_dasycnema"	1.12272452672004	0.290744983666431	2.60520700794112	0.436308711316258	0.140928437809656	0.140928437809656	0.782935765609198	0.332925657459502	0.984600911688675	0.202090414809608	0.788261991596359	1.58617157678675	0.586171576786751
"Hystrichopsylla_talpae"	1.12272452672004	0.290744983666431	2.60520700794112	0.436308711316258	0.140928437809656	0.140928437809656	0.782935765609198	0.332925657459502	0.984600911688675	0.202090414809608	0.788261991596359	0.586171576786751	1.58617157678675
