"Cecropia_hololeuca"	"Cecropia_pachystachia"	"Muntingia_calabura"	"Ficus_enormis"	"Ficus_cf_insipida"	"Ficus_luschnatiana"	"Ficus_sp_1"	"Ficus_sp_2"	"Maclura_tinctoria"	"Piper_amalago"	"Piper_arboreum"	"Piper_sp_2"	"Solanum_granuloso-leprosum"	"Solanum_inaequale"	"Artibeus_lituratus"	"Carollia_perspicillata"	"Chiroderma_doriae"	"Glossophaga_soricina"	"Platyrrhinus_lineatus"	"Phyllostomus_discolor"	"Pygoderma_bilabiatum"	"Sturnira_lilium"
"Piper_arboreum"	0.213416337586286	0.212389195675576	0.231266489387519	0.438669717819766	0.212389195675576	0.212389195675576	0.44339487473467	0.12336806512409	0.0850623052188665	0.326987709800039	1.45035577492413	0.450355774924129	0.721895041265296	0.141218216925324	1.37075627915656	0.82564219055429	0.0997638468153008	0.200107272138212	0.593474203676569	0.108284256189794	0.283541017396222	1.25527303933621
"Piper_sp_2"	0.213416337586286	0.212389195675576	0.231266489387519	0.438669717819766	0.212389195675576	0.212389195675576	0.44339487473467	0.12336806512409	0.0850623052188665	0.326987709800039	0.450355774924129	1.45035577492413	0.721895041265296	0.141218216925324	1.37075627915656	0.82564219055429	0.0997638468153008	0.200107272138212	0.593474203676569	0.108284256189794	0.283541017396222	1.25527303933621
"Solanum_granuloso-leprosum"	0.1839149253133	0.229081871026628	0.189878516914203	0.507497507371604	0.229081871026628	0.229081871026628	0.430429110833557	0.108221753262231	0.164230291481843	0.252725767370417	0.360947520632648	0.360947520632648	1.90293402298137	0.114185344863134	1.2024639251359	0.615735211143483	0.0968465499375503	0.168207049002376	0.805734118429315	0.285440103447206	0.547434304939475	1.01498084322786
"Solanum_inaequale"	0.192507263324524	0.169761974503632	0.327287120508982	0.478244947444628	0.169761974503632	0.169761974503632	0.491273645500099	0.0872489005982389	0.0864542151582993	0.336405750177733	0.423654650775972	0.423654650775972	0.685112069178803	1.2220287577827	0.969432228869321	0.508342188422384	0.110536570237522	0.233907472725077	0.550087159369287	0.10276681037682	0.288180717194331	1.97358895806842
"Artibeus_lituratus"	0.32049469670111	0.334397392928621	0.202938431308974	0.524294604564563	0.334397392928621	0.334397392928621	0.540865975944267	0.214499488279068	0.0929539887490099	0.196727395467899	0.411226883746967	0.411226883746967	0.721478355081538	0.0969432228869321	2.3833276475452	0.443485211470966	0.12169484458746	0.235544907604538	0.799319364330356	0.108221753262231	0.309846629163366	0.861717536772729
"Carollia_perspicillata"	0.176996136003705	0.184942176541484	0.204297510528334	0.406554513229515	0.184942176541484	0.184942176541484	0.391257333726746	0.0997841725809673	0.0945267895824347	0.51944747033475	0.619231642915717	0.619231642915717	0.923602816715224	0.127085547105596	1.10871302867741	1.74383076990735	0.0880329000885179	0.171582140939417	0.567720026403446	0.138540422507284	0.315089298608116	1.1296493076053
"Chiroderma_doriae"	0.184420386849996	0.237897088640022	0.185431596958804	0.42340398409622	0.237897088640022	0.237897088640022	1.56543405501886	0.109525360128714	0.074970325218676	0.189766180317188	0.299291540445902	0.299291540445902	0.581079299625302	0.110536570237522	1.2169484458746	0.352131600354072	1.35222266237924	0.16643339271396	0.855811523408719	0.0871618949437953	0.249901084062253	0.982547291000197
"Glossophaga_soricina"	0.938175311478979	0.17800322072498	0.949133839419476	0.359285328738429	0.17800322072498	0.17800322072498	0.369851983808801	0.105995208422042	0.0643283716509107	0.194165699785277	0.300160908207318	0.300160908207318	0.504621147007129	0.116953736362539	1.17772453802269	0.343164281878835	0.0832166963569801	1.8492891179043	0.480053415352919	0.0756931720510694	0.214427905503036	1.03958876766701
"Platyrrhinus_lineatus"	0.191905916952491	0.413881540044714	0.163689205531152	0.611802008480841	0.413881540044714	0.413881540044714	0.633934461784236	0.119897904649553	0.106239275207912	0.176839197188731	0.296737101838285	0.296737101838285	0.805734118429315	0.0916811932282145	1.33219894055059	0.378480017602297	0.142635253901453	0.16001780511764	1.9598909026344	0.120860117764397	0.354130917359707	0.814943939806351
"Phyllostomus_discolor"	0.16552343278197	0.206173683923965	0.170890665222783	0.456747756634444	0.206173683923965	0.206173683923965	0.387386199750201	0.0973995779360076	0.147807262333658	0.227453190633376	0.324852768569383	0.324852768569383	1.71264062068324	0.10276681037682	1.08221753262231	0.554161690029135	0.0871618949437953	0.151386344102139	0.725160706586384	1.25689609310249	0.492690874445528	0.91348275890507
"Pygoderma_bilabiatum"	0.157282360399921	0.199193263956922	0.160388610715688	0.852534557962858	0.199193263956922	0.199193263956922	0.370223828240375	0.0929539887490099	0.557281054941159	0.190587028647212	0.283541017396222	0.283541017396222	1.09486860987895	0.0960602390647771	1.03282209721122	0.420119064810821	0.0833003613540844	0.142951937002024	0.708261834719415	0.164230291481843	1.85760351647053	0.853868791686907
"Sturnira_lilium"	0.213896959249471	0.188624416115147	0.363652356121091	0.531383274938476	0.188624416115147	0.188624416115147	0.545859606111221	0.0969432228869321	0.0960602390647771	0.373784166864148	0.47072738975108	0.47072738975108	0.761235632420892	0.246698619758552	1.07714692096591	0.564824653802648	0.122818411375025	0.259897191916753	0.611207954854763	0.114185344863134	0.32020079688259	2.19287662007602
