"Cornus_florida"	"Vitis_sp1_M_SD_001"	"Celastrus_orbiculatus"	"Rhus_radicans"	"Lindera_benzoin"	"Smilax_rotundifolia"	"Lonicera_japonica"	"Quiscalus_quiscula"	"Turdus_migratorius"	"Zonotrichia_albicollis"	"Junco_hyemalis"	"Cardinalis_cardinalis"	"Dendroica_coronata"	"Parus_atricapillus"	"Catharus_guttata"	"Parus_bicolor"	"Picoides_pubescens"	"Mimus_polyglottos"	"Bombycilla_cedrorum"	"Melanerpes_carolinensis"	"Picoides_villosus"	"Sturnus_vulgaris"	"Carpodacus_purpureus"	"Colaptes_auratus"	"Zenaidura_macroura"	"Euphagus_carolinus"	"Pipilo_erythophtalmus"	"Vireo_olivaceus"
"Cornus_florida"	2.27228563722228	0.568171667404309	0.786880536339818	0.746349625546461	0.403860850322197	0.242804788950888	0.242804788950887	0.243472065743654	0.386986267072233	0.599840606741947	0.381253574046703	0.532669140442765	0.0671714662991815	0.0671714662991815	0.31393562412025	0.381462780313419	0.0671714662991815	0.381253574046703	0.0708192482705836	0.140222109251164	0.0671714662991815	0.0708192482705836	0.170421422791671	0.237592889090853	0.145745596009978	0.0708192482705836	0.170421422791671	0.170421422791671
"Vitis_sp1_M_SD_001"	0.974008572693102	1.79572294326821	0.761615707642086	0.755253543713265	0.494555716972437	0.241000705223871	0.241000705223871	0.303929307086467	0.461494749829293	0.67406799189781	0.281869087141126	0.606095172963616	0.0679728189341939	0.0679728189341939	0.230616085694809	0.440447539708448	0.0679728189341939	0.281869087141126	0.0685454136877877	0.298851483068678	0.0679728189341939	0.0685454136877877	0.0730506429519826	0.141023461886176	0.319898693189523	0.0685454136877877	0.0730506429519826	0.0730506429519826
"Celastrus_orbiculatus"	0.944256643607782	0.53313099534946	2.15360596409126	0.695856761903478	0.424655104462167	0.255826212661347	0.255826212661347	0.139364661958371	0.409627117529775	0.625749953697896	0.404018757408514	0.563122845126583	0.062627108571313	0.062627108571313	0.341081703841987	0.395816307297898	0.062627108571313	0.404018757408515	0.193824536768214	0.131172522259101	0.062627108571313	0.193824536768214	0.0708192482705836	0.133446356841897	0.144983332490978	0.193824536768214	0.0708192482705836	0.0708192482705836
"Rhus_radicans"	0.895619550655753	0.528677480599286	0.695856761903478	2.38150456042913	0.303424302888905	0.229037619130147	0.229037619130147	0.135144285233375	0.252387768324691	0.604145750241401	0.41284527104816	0.38981033980278	0.214335410438621	0.214335410438621	0.184414949390497	0.41210680424331	0.214335410438621	0.41284527104816	0.062627108571313	0.282308229372815	0.214335410438621	0.062627108571313	0.0671714662991815	0.281506876737803	0.122589193454197	0.0626271085713131	0.0671714662991815	0.0671714662991815
"Lindera_benzoin"	0.969266040773273	0.692378003761412	0.849310208924334	0.606848605777809	1.62139181267123	0.261981611414393	0.261981611414393	0.161714982113034	0.530003427197045	0.741808768565684	0.282343729805506	0.687192394045681	0.0546163745200028	0.0546163745200028	0.440983398142007	0.292769275436227	0.0546163745200028	0.282343729805506	0.07643791880319	0.143636403575041	0.0546163745200028	0.07643791880319	0.0726949530579955	0.127311327577998	0.38087055533586	0.07643791880319	0.0726949530579955	0.0726949530579955
"Smilax_rotundifolia"	0.97121915580355	0.562334978855699	0.85275404220449	0.763458730433825	0.436636019023989	1.37457051369826	0.302184454717028	0.145141648252428	0.30048399547515	0.872221771738781	0.308955922637823	0.803510485999736	0.0687112857390442	0.0687112857390442	0.228183783907988	0.290600797789876	0.0687112857390442	0.630671740332193	0.0767478637984041	0.141011497306206	0.0687112857390442	0.0767478637984041	0.0728414366852662	0.14155272242431	0.150894694991479	0.0767478637984041	0.0728414366852662	0.0728414366852662
"Lonicera_japonica"	0.97121915580355	0.562334978855699	0.85275404220449	0.763458730433825	0.436636019023989	0.302184454717028	1.37457051369826	0.145141648252428	0.30048399547515	0.872221771738781	0.630671740332193	0.803510485999736	0.0687112857390442	0.0687112857390442	0.228183783907988	0.290600797789876	0.0687112857390442	0.308955922637823	0.0767478637984041	0.141011497306206	0.0687112857390442	0.0767478637984041	0.0728414366852662	0.14155272242431	0.150894694991479	0.0767478637984041	0.0728414366852662	0.0728414366852662
"Quiscalus_quiscula"	1.46083239446192	1.06375257480263	0.696823309791857	0.675721426166877	0.404287455282585	0.217712472378641	0.217712472378641	1.24633061777355	0.381816457605687	0.573258869387891	0.298405197534523	0.512443941032871	0.0608149283550189	0.0608149283550189	0.245048269416777	0.36985964400984	0.0608149283550189	0.298405197534523	0.0627140978812671	0.197583116543929	0.0608149283550189	0.0627140978812671	0.109562429584644	0.170377357939663	0.209539930139775	0.0627140978812671	0.109562429584644	0.109562429584644
"Turdus_migratorius"	1.1609588012167	0.807615812201263	1.02406779382444	0.630969420811728	0.662504283996307	0.225362996606362	0.225362996606362	0.190908228802843	1.40232510136638	0.594330147203251	0.303634158390416	0.537542899330195	0.0567872478730555	0.0567872478730555	0.298488782654787	0.339861578120098	0.0567872478730555	0.303634158390416	0.0921661014441994	0.160623566584646	0.0567872478730555	0.0921661014441993	0.0870719100912524	0.143859157964308	0.223087089830926	0.0921661014441994	0.0870719100912524	0.0870719100912524
"Zonotrichia_albicollis"	1.02829818298619	0.67406799189781	0.893928505282709	0.863065357487716	0.529863406118346	0.373809330745192	0.373809330745192	0.16378824839654	0.339617226973286	1.6415787075943	0.34739461059686	0.563902825420401	0.0776758821738944	0.0776758821738944	0.252951342300711	0.321917696045878	0.0776758821738944	0.34739461059686	0.0804535654754438	0.16434176684647	0.0776758821738944	0.0804535654754438	0.0771223637239646	0.154798245897859	0.182041297773878	0.0804535654754438	0.0771223637239646	0.0771223637239646
"Junco_hyemalis"	1.14376072214011	0.49327090249697	1.01004689352129	1.0321131776204	0.352929662256883	0.231716941978367	0.473003805249145	0.149202598767261	0.303634158390416	0.607940568544506	1.411477602138	0.51505038255867	0.092890185985836	0.092890185985836	0.240213613783663	0.332997005170013	0.092890185985836	0.33909154315677	0.0909042204169157	0.156310730592589	0.092890185985836	0.0909042204169157	0.0857820541605081	0.178672240146344	0.126947883812992	0.0909042204169158	0.0857820541605081	0.0857820541605081
"Cardinalis_cardinalis"	1.06533828088553	0.707111035124218	0.938538075210972	0.6496838996713	0.572660328371401	0.401755242999868	0.401755242999868	0.170814647010957	0.358361932886797	0.657886629657135	0.34336692170578	1.59941507868672	0.058471550970417	0.058471550970417	0.267447656942255	0.313754624750362	0.058471550970417	0.34336692170578	0.0844684267689875	0.149385826914959	0.0584715509704169	0.0844684267689875	0.0799003710664148	0.138371922036832	0.193993135051395	0.0844684267689875	0.0799003710664148	0.0799003710664148
"Dendroica_coronata"	0.806057595590178	0.475809732539357	0.626271085713131	2.14335410438621	0.273081872600014	0.206133857217133	0.206133857217133	0.121629856710038	0.227148991492222	0.543731175217261	0.371560743943344	0.350829305822502	1.19290186939476	0.192901869394759	0.165973454451448	0.370896123818979	0.192901869394759	0.371560743943344	0.0563643977141817	0.254077406435534	0.192901869394759	0.0563643977141817	0.0604543196692633	0.253356189064023	0.110330274108777	0.0563643977141817	0.0604543196692633	0.0604543196692633
"Parus_atricapillus"	0.806057595590178	0.475809732539357	0.62627108571313	2.14335410438621	0.273081872600014	0.206133857217133	0.206133857217133	0.121629856710038	0.227148991492222	0.543731175217261	0.371560743943344	0.350829305822502	0.192901869394759	1.19290186939476	0.165973454451448	0.370896123818979	0.192901869394759	0.371560743943344	0.0563643977141817	0.254077406435534	0.192901869394759	0.0563643977141817	0.0604543196692633	0.253356189064023	0.110330274108777	0.0563643977141817	0.0604543196692633	0.0604543196692633
"Catharus_guttata"	1.255742496481	0.538104199954554	1.13693901280662	0.614716497968325	0.734972330236678	0.228183783907988	0.228183783907988	0.163365512944518	0.397985043539716	0.590219798701658	0.320284818378217	0.534895313884509	0.0553244848171492	0.0553244848171492	1.32880021783127	0.321014508914263	0.0553244848171492	0.320284818378217	0.102324511152596	0.124509310525592	0.0553244848171492	0.102324511152596	0.094180687236075	0.149505172053224	0.201479845151045	0.102324511152596	0.094180687236075	0.094180687236075
"Parus_bicolor"	1.14438834094026	0.770783194489785	0.989540768244745	1.03026701060827	0.365961594295284	0.217950598342407	0.217950598342407	0.18492982200492	0.339861578120098	0.563355968080287	0.332997005170013	0.470631937125543	0.0927240309547447	0.0927240309547447	0.240760881685697	1.36671252210169	0.0927240309547447	0.332997005170013	0.089058669142027	0.191824727389146	0.0927240309547447	0.089058669142027	0.0858291255705192	0.178553156525264	0.164973783407552	0.089058669142027	0.0858291255705192	0.0858291255705192
"Picoides_pubescens"	0.806057595590178	0.475809732539357	0.62627108571313	2.14335410438621	0.273081872600014	0.206133857217133	0.206133857217133	0.121629856710038	0.227148991492222	0.543731175217261	0.371560743943344	0.350829305822502	0.192901869394759	0.192901869394759	0.165973454451448	0.370896123818979	1.19290186939476	0.371560743943344	0.0563643977141817	0.254077406435534	0.192901869394759	0.0563643977141817	0.0604543196692633	0.253356189064023	0.110330274108777	0.0563643977141817	0.0604543196692633	0.0604543196692633
"Mimus_polyglottos"	1.14376072214011	0.49327090249697	1.01004689352129	1.0321131776204	0.352929662256883	0.473003805249145	0.231716941978367	0.149202598767261	0.303634158390416	0.607940568544506	0.33909154315677	0.51505038255867	0.092890185985836	0.0928901859858361	0.240213613783663	0.332997005170013	0.092890185985836	1.411477602138	0.0909042204169157	0.156310730592589	0.092890185985836	0.0909042204169157	0.0857820541605081	0.178672240146344	0.126947883812992	0.0909042204169158	0.0857820541605081	0.0857820541605081
"Bombycilla_cedrorum"	0.849830979247004	0.479817895814514	1.93824536768214	0.626271085713131	0.38218959401595	0.230243591395212	0.230243591395212	0.125428195762534	0.368664405776798	0.563174958328107	0.363616881667663	0.506810560613925	0.0563643977141817	0.0563643977141817	0.306973533457789	0.356234676568108	0.0563643977141817	0.363616881667663	1.17444208309139	0.118055270033191	0.0563643977141817	0.174442083091392	0.0637373234435253	0.120101721157707	0.13048499924188	0.174442083091392	0.0637373234435253	0.0637373234435253
"Melanerpes_carolinensis"	0.841332655506985	1.04598019074037	0.655862611295504	1.41154114686408	0.359091008937604	0.211517245959308	0.211517245959308	0.197583116543929	0.321247133169293	0.575196183962645	0.312621461185179	0.448157480744878	0.127038703217767	0.127038703217767	0.186763965788388	0.383649454778291	0.127038703217767	0.312621461185179	0.0590276350165953	1.26152187059867	0.127038703217767	0.0590276350165953	0.0630999491630238	0.190138652380791	0.199119548989674	0.0590276350165954	0.0630999491630238	0.0630999491630239
"Picoides_villosus"	0.806057595590178	0.475809732539357	0.626271085713131	2.14335410438621	0.273081872600014	0.206133857217133	0.206133857217133	0.121629856710038	0.227148991492222	0.543731175217261	0.371560743943344	0.350829305822502	0.192901869394759	0.192901869394759	0.165973454451448	0.370896123818979	0.192901869394759	0.371560743943344	0.0563643977141817	0.254077406435534	1.19290186939476	0.0563643977141817	0.0604543196692633	0.253356189064023	0.110330274108777	0.0563643977141818	0.0604543196692633	0.0604543196692633
"Sturnus_vulgaris"	0.849830979247004	0.479817895814514	1.93824536768214	0.62627108571313	0.38218959401595	0.230243591395212	0.230243591395212	0.125428195762534	0.368664405776797	0.563174958328107	0.363616881667663	0.506810560613925	0.0563643977141818	0.0563643977141818	0.306973533457789	0.356234676568108	0.0563643977141818	0.363616881667663	0.174442083091392	0.118055270033191	0.0563643977141818	1.17444208309139	0.0637373234435253	0.120101721157707	0.13048499924188	0.174442083091392	0.0637373234435253	0.0637373234435253
"Carpodacus_purpureus"	2.04505707350005	0.511354500663878	0.708192482705836	0.671714662991815	0.363474765289977	0.218524310055799	0.218524310055799	0.219124859169288	0.34828764036501	0.539856546067752	0.343128216642032	0.479402226398489	0.0604543196692633	0.0604543196692633	0.282542061708225	0.343316502282077	0.0604543196692633	0.343128216642032	0.0637373234435253	0.126199898326048	0.0604543196692633	0.0637373234435253	1.1533792805125	0.213833600181767	0.13117103640898	0.0637373234435253	0.153379280512504	0.153379280512504
"Colaptes_auratus"	1.42555733454512	0.493582116601618	0.667231784209483	1.40753438368901	0.318278318944996	0.212329083636466	0.212329083636466	0.170377357939663	0.287718315928616	0.541793860642507	0.357344480292688	0.415115766110495	0.126678094532011	0.126678094532011	0.224257758079837	0.357106313050528	0.126678094532011	0.357344480292688	0.0600508605788535	0.190138652380791	0.126678094532011	0.0600508605788535	0.106916800090884	1.23359489462289	0.120750655258879	0.0600508605788535	0.106916800090884	0.106916800090884
"Zenaidura_macroura"	0.874473576059869	1.11964542616333	0.724916662454889	0.612945967270984	0.952176388339649	0.226342042487219	0.226342042487219	0.209539930139775	0.446174179661852	0.637144542208572	0.253895767625984	0.581979405154184	0.0551651370543885	0.0551651370543885	0.302219767726567	0.329947566815104	0.0551651370543885	0.253895767625984	0.06524249962094	0.199119548989674	0.0551651370543885	0.06524249962094	0.0655855182044901	0.120750655258879	1.31534616183642	0.06524249962094	0.0655855182044901	0.0655855182044901
"Euphagus_carolinus"	0.849830979247004	0.479817895814514	1.93824536768214	0.626271085713131	0.38218959401595	0.230243591395212	0.230243591395212	0.125428195762534	0.368664405776798	0.563174958328107	0.363616881667663	0.506810560613925	0.0563643977141817	0.0563643977141818	0.306973533457789	0.356234676568108	0.0563643977141817	0.363616881667663	0.174442083091392	0.118055270033191	0.0563643977141817	0.174442083091392	0.0637373234435253	0.120101721157707	0.13048499924188	1.17444208309139	0.0637373234435253	0.0637373234435253
"Pipilo_erythophtalmus"	2.04505707350005	0.511354500663878	0.708192482705836	0.671714662991815	0.363474765289977	0.218524310055799	0.218524310055799	0.219124859169288	0.34828764036501	0.539856546067752	0.343128216642032	0.479402226398489	0.0604543196692633	0.0604543196692633	0.282542061708225	0.343316502282077	0.0604543196692633	0.343128216642032	0.0637373234435253	0.126199898326048	0.0604543196692633	0.0637373234435253	0.153379280512504	0.213833600181767	0.13117103640898	0.0637373234435253	1.1533792805125	0.153379280512504
"Vireo_olivaceus"	2.04505707350005	0.511354500663878	0.708192482705836	0.671714662991815	0.363474765289977	0.218524310055799	0.218524310055799	0.219124859169288	0.34828764036501	0.539856546067752	0.343128216642032	0.479402226398489	0.0604543196692633	0.0604543196692633	0.282542061708225	0.343316502282077	0.0604543196692633	0.343128216642032	0.0637373234435253	0.126199898326048	0.0604543196692633	0.0637373234435253	0.153379280512504	0.213833600181767	0.13117103640898	0.0637373234435253	0.153379280512504	1.1533792805125
