"Bouteloua_gracilis"	"Buchloe_dactyloides"	"Croton_pottsii"	"Leptaloma_cognata"	"Iva_dealbata"	"Scleropogon_brevifolius"	"Unidentified_sp4_A_PH_004"	"Convolvulus_equitans"	"Unidentified_sp5_A_PH_004"	"Unidentified_sp1_A_PH_004"	"Xanthocephalum_texanum"	"Bouteloua_hirsuta"	"Muhlenbergia_sp1_A_PH_004"	"Ratibida_columnaris"	"Unidentified_sp3_A_PH_004"	"Unidentified_sp6_A_PH_004"	"Unidentified_sp8_A_PH_004"	"Condalia_ericoides"	"Conyza_coulteri"	"Eragrostis_intermedia"	"Linum_rigidum"	"Sporobolus_sp1_A_PH_004"	"Unidentified_sp7_A_PH_004"	"Ziziphus_obtusifolius"	"Calyophus_hartwegii"	"Gaura_coccinea"	"Gilia_rigida"	"Hoffmannseggia_glauca"	"Machaeranthera_scabrella"	"Setaria_leucopila"	"Unidentified_sp13_A_PH_004"	"Unidentified_sp15_A_PH_004"	"Unidentified_sp9_A_PH_004"	"Zinnia_grandiflora"	"Aristida_hamulosa"	"Bouteloua_curtipendula"	"Cryptantha_mexicana"	"Dyschoriste_linearis"	"Eupatorium_greggii"	"Oenothera_sp1_A_PH_004"	"Panicum_obtusum"	"Polygala_longa"	"Prosopis_glandulosa"	"Unidentified_sp10_A_PH_004"	"Unidentified_sp11_A_PH_004"	"Unidentified_sp12_A_PH_004"	"Unidentified_sp14_A_PH_004"	"Unidentified_sp16_A_PH_004"	"Unidentified_sp17_A_PH_004"	"Unidentified_sp2_A_PH_004"	"Verbena_wrightii"	"Xanthocephalum_sp1_A_PH_004"	"Dactylotum_variegatum"	"Melanoplus_desultorius"	"Melanoplus_gladstoni"	"Trimerotropis_pallidipennis"	"Melanoplus_lakinus"	"Melanoplus_glaucipes"	"Phoetaliotes_nebrascensis"	"Campylacantha_olivacea"	"Melanoplus_arizonae"	"Cordillacris_crenulata"	"Arphia_crassa"	"Boopedon_nubilum"	"Eritettix_variabilis"	"Leprus_cyaneus"	"Opeia_obscura"	"Psoloessa_texana"	"Trachyrachys_kiowa"	"Ageneotettix_deorum"	"Aulocara_femoratum"	"Philbostroma_quadrimaculatum"	"Syrbula_fuscovittata"	"Tropidolophus_formosus"
"Bouteloua_gracilis"	1.50067666663974	0.419315528874801	0.290981281502863	0.317817453032884	0.14114882254122	0.216217247606707	0.132018402738192	0.114654946806728	0.117601117180965	0.0960954494477332	0.0899498120083136	0.11952880465625	0.111075815377061	0.0779443238905371	0.0708614902693867	0.088313445268609	0.0833228290780857	0.0688529395713337	0.0572486219722286	0.0721551988137464	0.0778172841603187	0.0673892578195868	0.0650123670380718	0.0603235041601714	0.0390488809911432	0.039255199277303	0.0377379189222558	0.0390488809911432	0.038313738325051	0.0601486042619994	0.039255199277303	0.0642155529997903	0.0377379189222558	0.0402867600538894	0.0290260887587882	0.0199605592522163	0.0199605592522163	0.0206957019183085	0.0195107030499728	0.0148464825893831	0.0234189935465491	0.0193847398494211	0.0195107030499728	0.0199605592522163	0.0193847398494211	0.0209020202044683	0.0183531790728347	0.0209020202044683	0.0209020202044683	0.0295253756967793	0.0206957019183085	0.0148464825893831	0.448633266224848	0.301540397657662	0.303499825221799	0.325142536513951	0.288319189198679	0.252947467890437	0.260211039406101	0.148464825893831	0.147055514469463	0.212134596456346	0.198693723867937	0.204007075471107	0.180825616653024	0.191837640099874	0.193507258391921	0.196835837978529	0.196983619608888	0.161139356591742	0.176940203553208	0.17503828096539	0.152939975198221	0.0201448579501982
"Buchloe_dactyloides"	0.531133003241415	1.48199568581621	0.289078762901367	0.362671006780121	0.143896489072568	0.250696253908948	0.119748525865113	0.102322812392235	0.103432849924082	0.0801520597033104	0.0795194490945695	0.137720091769184	0.126276207409081	0.0568572909311358	0.066050050479742	0.0847456791937994	0.0759014159498559	0.062503203754225	0.0427934474880868	0.0731230421379238	0.0868197738380607	0.0627134709689267	0.0589063078167489	0.0589145607468624	0.0284497490528524	0.0362345961319739	0.0282459119638137	0.0284497490528524	0.0293662560478283	0.069714981499524	0.0362345961319739	0.07451843180838	0.0282459119638137	0.0357086968761809	0.0333254994876353	0.0149803504380249	0.0149803504380249	0.014063843443049	0.0145475355242731	0.013821840573491	0.0254525634215574	0.0138600063540104	0.0145475355242731	0.0149803504380249	0.0138600063540104	0.0218486905221706	0.0143859056098033	0.0218486905221706	0.0218486905221706	0.0337800298348502	0.014063843443049	0.013821840573491	0.351655470461859	0.215600098840161	0.226294997044248	0.339868519233764	0.21638283966036	0.171891419859488	0.282806260239527	0.13821840573491	0.201780657279582	0.23846974552283	0.227023031342484	0.238342893079811	0.204712097090454	0.217934188522276	0.222169996584235	0.225200198899002	0.226423650250349	0.180842718967038	0.206971151405025	0.204396277424002	0.17984434269781	0.0200131451239408
"Croton_pottsii"	0.425280334504184	0.333552418732347	1.40518485633618	0.245705352997923	0.158897531431401	0.130212582626216	0.16516875578671	0.14501231759775	0.13775045622749	0.125471288835241	0.115562288061293	0.0783737785633784	0.0926820594836417	0.0944745356994588	0.0936615931382147	0.0852712566641796	0.0984236084392401	0.0634981218420442	0.0691590039116629	0.0807108869890565	0.0722799195837071	0.0617380707225382	0.0735541061443104	0.0569433392043929	0.0467359912665206	0.0448565605503044	0.0454062841075742	0.0467359912665206	0.0462557558221674	0.0330911627336711	0.0448565605503044	0.0328951824919122	0.0454062841075742	0.0474219257004291	0.0309358370321661	0.0248352963434427	0.0248352963434427	0.0253155317877959	0.0237527198040887	0.0174916607196186	0.0261008785409214	0.0239858246288495	0.0237527198040887	0.0248352963434427	0.0239858246288495	0.0234361010715796	0.0214204594787247	0.0234361010715796	0.0234361010715796	0.0165648914397247	0.0253155317877959	0.0174916607196186	0.52361123170216	0.373112827559881	0.369486752508047	0.364561572224572	0.358732058294172	0.309412055184172	0.290009761565793	0.174916607196186	0.245172589076131	0.21892750473017	0.111747537170157	0.109527909492563	0.120208126706997	0.19849808069795	0.206238913547774	0.110432609598165	0.111079842065244	0.179688508733834	0.0946368862624114	0.0978562494694707	0.0717024529617272	0.0972820285155814
"Leptaloma_cognata"	0.548957418874981	0.494551372881983	0.290379053542999	1.41494385919214	0.116180815403113	0.269854722837443	0.0998997279657074	0.0934953637101926	0.094945664660941	0.0694044143451296	0.0679173761478397	0.158056861399633	0.117891480373328	0.0549557398216228	0.0542822498459469	0.0912125882388938	0.0774393166135259	0.0659769700777857	0.0413297375391736	0.0692630531709848	0.0725743604943616	0.0671724683456077	0.0616947136365147	0.0457135634078241	0.0275432310162183	0.0377169516475123	0.0273158522954904	0.0275432310162183	0.0278253334480946	0.0812194969145717	0.0377169516475123	0.0653879550551239	0.0273158522954904	0.0371983464754646	0.0378161637213886	0.0139081047143255	0.0139081047143255	0.0136260022824493	0.0140138852436832	0.0119024613449879	0.0183016258242702	0.0133986235617214	0.0140138852436832	0.0139081047143255	0.0133986235617214	0.0237997229137432	0.013917228733769	0.0237997229137432	0.0237997229137432	0.0392413543681554	0.0136260022824493	0.0119024613449879	0.340198924603243	0.208423033182333	0.217993770457294	0.370217911991562	0.200894845873591	0.166540027896602	0.203351398047446	0.119024613449879	0.128513764826225	0.267391143763522	0.256224927077116	0.278251637112489	0.132625822193781	0.247022150882594	0.25210775814259	0.261609029121036	0.263211675651323	0.208971473947385	0.241702863500932	0.232665652770013	0.119796515526918	0.0201031652452846
"Iva_dealbata"	0.383118232611882	0.308349619441218	0.295095415515459	0.182569852776321	1.23551269832413	0.103091113487207	0.202062407426636	0.158388025064111	0.161325452883492	0.122390388511104	0.136313075222689	0.0586437816786109	0.108190601418321	0.0794124884625119	0.125533417221223	0.0869982561713281	0.106549218398726	0.0565683602800891	0.0619172343899032	0.0816359047817646	0.0922481494493693	0.0581115796341074	0.0597959254342584	0.105488617870552	0.0423980866870663	0.0534928906256162	0.0429757004260418	0.0423980866870663	0.0565212613000584	0.0281706996495718	0.0534928906256162	0.0282598118393182	0.0429757004260418	0.0466629258227427	0.0167096157680593	0.0316184286856007	0.0316184286856007	0.0174952540726087	0.0189415339638614	0.0387111505943122	0.033553289779371	0.0180728678115842	0.0189415339638614	0.0316184286856007	0.0180728678115842	0.0285900580111586	0.0249028326144576	0.0285900580111586	0.0285900580111586	0.0142672130557883	0.0174952540726087	0.0387111505943122	0.608735908353409	0.281133499291309	0.294646083882289	0.444734235729133	0.456710636569788	0.213830883109662	0.3728143308819	0.387111505943123	0.322331590910655	0.130823972286129	0.0944684906201518	0.0907124537848087	0.279164231078545	0.109761242111952	0.111397438453729	0.0951147537052557	0.0970922105456701	0.0959894730830666	0.0780356389425014	0.0891836733839361	0.0626201699835354	0.0204296826126087
"Scleropogon_brevifolius"	0.586875386361062	0.537206258376317	0.2418233677344	0.424057421601696	0.103091113487207	1.37275083119286	0.0925689490379196	0.080554587540754	0.081384467682545	0.0641243117702517	0.0622990232205142	0.159570545532842	0.114492057276703	0.0501977261583908	0.0502932623121729	0.0929355321311241	0.0592241152507815	0.0531001198490611	0.0377975163287579	0.077431356383658	0.0603510311779683	0.0769138422563367	0.0476403579677922	0.0425854598962049	0.0250092994252652	0.0288304856001352	0.0245271043467405	0.0250092994252652	0.0256126281125561	0.103918200800251	0.0288304856001352	0.090469742950931	0.0245271043467405	0.0281394107556112	0.0237970532574448	0.0130035385169239	0.0130035385169239	0.0124002098296329	0.0132704119820174	0.0104871751226623	0.0177485823790063	0.0119180147511082	0.0132704119820174	0.0130035385169239	0.0119180147511082	0.0162213960045029	0.0126090895956323	0.0162213960045029	0.0162213960045029	0.051034340678687	0.0124002098296329	0.0104871751226623	0.308222190115455	0.185391340572795	0.206428630831382	0.252332826736712	0.1878288896889	0.151558120139958	0.197206470877847	0.104871751226623	0.120285659471727	0.179769750385958	0.187272136158639	0.353890441675197	0.129927967852735	0.311194903251519	0.158647021716299	0.340228937857914	0.33889756365981	0.124794386828766	0.307127251315084	0.296984591457452	0.277239655676156	0.0167416177662277
"Unidentified_sp4_A_PH_004"	0.358335664575091	0.256603983996671	0.306741975032462	0.156985286803255	0.202062407426636	0.0925689490379196	1.22802345457452	0.174873167503536	0.163379211853673	0.150624283559744	0.152439870212969	0.0526932174751353	0.0776207062989041	0.106465569561663	0.140045549879871	0.0875828516720842	0.119403195129588	0.0579854507664058	0.0873517674980322	0.079659238288489	0.064984592261437	0.0705509454242911	0.0717016008475774	0.0829245765382373	0.0450996636174048	0.0433626860074228	0.0563614738117575	0.0450996636174048	0.0586912048380801	0.0252822188026263	0.0433626860074228	0.0254207868492517	0.0563614738117575	0.0477524367116323	0.0145517213098495	0.0327053432843061	0.0327053432843061	0.0191138020636308	0.0309902936862747	0.0389106806417411	0.0316164308828949	0.0303756122579835	0.0309902936862747	0.0327053432843061	0.0303756122579835	0.0173768244536488	0.025985861553774	0.0173768244536488	0.0173768244536488	0.0135747901842424	0.0191138020636308	0.0389106806417411	0.635209949092254	0.472509524013076	0.482071235119829	0.27030615816787	0.472410514106644	0.233613136333265	0.35129367647661	0.389106806417411	0.332793175711544	0.119312099167488	0.0859052476600063	0.0803489788282643	0.120186895618148	0.102249760808586	0.0970114753989966	0.0904986012282824	0.0881991465225777	0.093315986207036	0.0689719803670824	0.0745806653524304	0.0557111097788921	0.0212359828868628
"Convolvulus_equitans"	0.363073998221304	0.255807030980588	0.314193354795125	0.17140816680202	0.184786029241463	0.0939803521308796	0.204018695420792	1.19755543546938	0.148721342415883	0.157967356956282	0.139382696583757	0.0534640288309239	0.0596628787802215	0.112765531982566	0.126126366292533	0.105661779273188	0.103391610253829	0.0602275614617197	0.0935275998652975	0.0657870637896643	0.0476096877081665	0.0744645326430521	0.0759449200163538	0.0637141067551438	0.0469779886970455	0.0588260106303681	0.0608482422460231	0.0469779886970455	0.0614617149855991	0.0265511479696644	0.0588260106303681	0.0259152038577353	0.0608482422460231	0.0641941397168366	0.0141757740696391	0.0337216584058218	0.0337216584058218	0.0192379321172682	0.0326793576192744	0.0205051271197659	0.0170440868822353	0.0331081856662458	0.0326793576192744	0.0337216584058218	0.0331081856662458	0.0310859540505908	0.0277400565797773	0.0310859540505908	0.0310859540505908	0.0140451184440004	0.0192379321172682	0.0205051271197659	0.678090271950112	0.515016221474935	0.508345562966491	0.483559285231412	0.487090621417426	0.235130281433278	0.189378743135947	0.205051271197659	0.348624205757079	0.11741860488035	0.088330485097828	0.0826315796407933	0.103126153704004	0.100142123344048	0.0945051604642609	0.0936341229600024	0.0943760734903027	0.0915859283831472	0.0706835630544443	0.0720783042930363	0.0562916937469384	0.0217518476396625
"Unidentified_sp5_A_PH_004"	0.372403537739722	0.258582124810204	0.298459321826228	0.174067051878392	0.188213028364074	0.0949485456296358	0.190609080495952	0.148721342415883	1.19974789400889	0.125604923656223	0.14249776668262	0.0558787591193988	0.0805339460012798	0.11540539229962	0.0969166918141376	0.092046335118409	0.0929922759635634	0.0783028859441572	0.0795661014774577	0.0667875561424612	0.067509851520919	0.0608597078127182	0.0762184952779351	0.0856730848451284	0.0639384109013016	0.0589557095818227	0.060307686101294	0.0639384109013016	0.0464564561119587	0.0264437646308786	0.0589557095818227	0.0273391902274679	0.060307686101294	0.0630651555248384	0.0149444481588398	0.0183573360328196	0.0183573360328196	0.0358392908221625	0.0192584153761637	0.0393596250022319	0.0333847025805203	0.0322085660221548	0.0192584153761637	0.0183573360328196	0.0322085660221548	0.0308565895026836	0.0280991200791391	0.0308565895026836	0.0308565895026836	0.0135021723574154	0.0358392908221625	0.0393596250022319	0.68686737971229	0.501022138122408	0.29957535029588	0.479991392263967	0.265161520474061	0.438035776715319	0.370941139783559	0.393596250022319	0.177256136914866	0.123750738040543	0.0957631669523706	0.08407702980304	0.121428931758383	0.100303450194142	0.0996296543922654	0.0900144823827691	0.0922147344028173	0.0889827752908233	0.0721773357191446	0.0777247527675678	0.0576654008204993	0.0206625684341235
"Unidentified_sp1_A_PH_004"	0.365162707901386	0.240456179109931	0.326225350971628	0.152689711559285	0.171346543915545	0.0897740364783525	0.210873996983641	0.189560828347538	0.150725908387468	1.19133746065495	0.161171822016143	0.0519916856155404	0.0578764217736435	0.131480759942779	0.137723278332095	0.0865096575787551	0.110455422677496	0.0738941751740364	0.0919412078991374	0.0688435697224788	0.046259599556319	0.0700045795773329	0.0707545536471132	0.0567244587341738	0.0604400048852993	0.0377629197362306	0.0561482539185756	0.0604400048852993	0.0578919140429088	0.024742586170167	0.0377629197362306	0.0258016456590259	0.0561482539185756	0.0521102679714916	0.0138423768413973	0.0369914612012515	0.0369914612012515	0.039539552043642	0.0357929539805618	0.0211731707977059	0.0170024647329708	0.0352478010769183	0.0357929539805618	0.0369914612012515	0.0352478010769183	0.0168624668945732	0.0209004528416573	0.0168624668945732	0.0168624668945732	0.0133111727551138	0.039539552043642	0.0211731707977059	0.510899958351624	0.548299127863174	0.556779284142072	0.262305040582251	0.534321106240299	0.483261191644514	0.188916274810787	0.211731707977059	0.389028376467341	0.113604553444181	0.0896944685915803	0.0785920153880282	0.0976722339654042	0.0989976252550436	0.092282512275982	0.0887411517007588	0.0863585590797515	0.0916546483220911	0.0674578516114531	0.0687819172470263	0.0548776683123948	0.0225848319903435
