"Byrsonima_crassifolia"	"Casearia_guianensis"	"Cnestidium_rufescens"	"Connarus_turczaninowii"	"Cupania_sylvatica"	"Desmopsis_panamensis"	"Doliocarpus_major"	"Eugenia_coloradensis"	"Eugenia_oerstedeana"	"Flemingia_sp."	"Heliconia_metallica"	"Herrania_purpurea"	"Heteropteris_laurifolia"	"Hiraea_reclinata"	"Inga_cocleensis"	"Inga_marginata"	"Inga_quaternata"	"Inga_sapindoides"	"Isertia_haenkaena"	"Luehea_seemannii"	"Mabea_occidentalis"	"Maripa_panamensis"	"Miconia_affinis"	"Miconia_argentea"	"Mouriri_myrtilloides"	"Nectandra_globosa"	"Nuerolaena_lobata"	"Paulinia_fibrigera"	"Paulinia_turbacensis"	"Piper_dilatatum"	"Pithecellobium_sp."	"Rheedia_edulis"	"Serjania_mexicana"	"Serjania_sp."	"Solanum_rudepannum"	"Tetracera_portobellensis"	"Uncaria_tomentosa"	"Vatairea_erythrocarpa"	"Vernonia_arborescens"	"Vernonia_patens"	"Vismia_baccifera"	"Zanthoxylum_setulosum"	"Adippe_alliaceae"	"Adippe_inequalis"	"Amastris_triviale"	"Anchistrotus_maculatus"	"Aphetea_inconspicua"	"Atymna_sp."	"Bolbonotus_corrugata"	"Bolbonotus_pictipennis"	"Campylenchia_hastata"	"Ceresa_vitulus"	"Chelyoidea_nitida"	"Cymbomorpha_prasina"	"Cyphonia_clavata"	"Cyphonia_trifida"	"Enchophyllum_dubium"	"Endoiastus_caviceps"	"Genus_unknown"	"Gerridius_scutellatus"	"Guayaquila_compressa"	"Guayaquila_sp."	"Harmonides_sp."	"Heteronotus_trinodosus"	"Horiola_picta"	"Ischnocentrus_fowleri"	"Membracis_flava"	"Membracis_fuscata"	"Notocera_bituberculata"	"Notocera_cerviceps"	"Notocera_cervipes"	"Poppea_zebrina"	"Potnia_gladiator"	"Potnia_granadensis"	"Sphongophorus_guerinii"	"Sphongophorus_nymph"
"Byrsonima_crassifolia"	2.19182738993918	0.0197398901171111	0.0678437227909725	0.0307825260945362	0.00338667511262063	0.0248774282964108	0.0937268957237169	0.0190372914748551	0	0.0678437227909725	0.0117452346196811	0.0190372914748551	0	0	0.240914052819389	0.0319954478568993	0	0	0.154230128871633	0.240914052819389	0	0.0368047085118719	0.0678437227909725	0.0264455754732725	0	0.0237612408622912	0.220280616782179	0.00542336995982483	0.00542336995982483	0.240914052819389	0	0.0117452346196811	0.0461990774355449	0.0101213149871188	0	0.417391254218579	0	0.0447442712853192	0	0.647244281409364	0.240914052819389	0	0.00447793709335395	0.0471264610435442	0.00447793709335395	0	0.020073941391119	0.657548216981754	0.753819142121917	0.0246942799947246	1.15380220018944	0	0	0	0.489512481738175	0	0.010692558388031	0	0	0.0626086881327869	0.00752594469471252	0.0626086881327869	0.091351824819742	0.0143979515356047	0.148067822582206	0	0.0462690386614898	0.149147570951064	0.0180778998660828	0.00831583393839808	0.00455459174420347	0	0	0.0088829505527	0	0.948808143615968
"Casearia_guianensis"	0.0296098351756667	2.05488923792514	0.0248689617023726	0.279531808697659	0.0257833161960658	0.189395964650113	0.317809524560696	0.0568727121321982	0	0.0248689617023726	0.22265909656546	0.0568727121321982	0	0	0.0407162037256462	0.0955843901381483	0	0	0.0568913770865213	0.0407162037256462	0	0.331332081055803	0.0248689617023726	0.107320795681464	0	0.118120111416576	0.00297581496848413	0.0559399870460053	0.0559399870460053	0.0407162037256462	0	0.22265909656546	0.476525815577082	0.0870592812741921	0	0.156507752641962	0	0.016661743570788	0	0.00874375262344718	0.0407162037256462	0	0.0340912736370203	0.234271554309543	0.0340912736370203	0	0.172667574527148	0.0088829505527	0.276321796693029	0.168160278497554	0.105648280155157	0	0	0	0.00661292215218695	0	0.0531540501374593	0	0	0.0234761628962943	0.0572962582134795	0.0234761628962943	1.73179297328691	0.0430129755621667	0.442343316583764	0	0.0170674131259564	0.0555391452359599	0.186466623486684	0.0857746468038748	0.0391766765733864	0	0	0.924700157066314	0	0.0128176392332512
"Cnestidium_rufescens"	0.203531168372918	0.0497379234047451	1.21067145894739	0.0600656870772378	0.00687676269445084	0.0505144913975092	0.281360626975466	0.0304716226514144	0	0.210671458947394	0.0295940644258234	0.0304716226514144	0	0	0.319601740570032	0.0512128111788478	0	0	0.408101113604639	0.319601740570032	0	0.0719725591441293	0.210671458947394	0.0458357840747883	0	0.0690674010121824	0.020455064805458	0.0140185826908956	0.0140185826908956	0.319601740570032	0	0.0295940644258234	0.119417556255777	0.0200115496922546	0	0.599062626308821	0	0.0872423539839924	0	0.0601025360950493	0.319601740570032	0	0.00909260845155166	0.136983678674162	0.00909260845155166	0	0.039689573556305	0.0610593505118753	2.34079398830438	0.0512138714112463	0.726201877484257	0	0	0	0.0454556995676844	0	0.0310803304554821	0	0	0.0898593939463231	0.0152816948765574	0.0898593939463231	0.230176056645293	0.0230457650304815	0.237001509511001	0	0.122430334081392	0.290807846613308	0.046728608969652	0.0214951601260399	0.00900519736151459	0	0	0.0223820655321353	0	0.0881054917546475
"Connarus_turczaninowii"	0.0461737891418043	0.279531808697659	0.0300328435386189	1.33438111440969	0.0326134093121684	0.239567636305435	0.254079439273886	0.168059688234579	0	0.0300328435386189	0.166321426175107	0.168059688234579	0	0	0.0547451463029081	0.282453257537108	0	0	0.0849640128368424	0.0547451463029081	0	0.39737389785447	0.0300328435386189	0.234401217620101	0	0.0970170916977489	0.00464050718501567	0.0473058970572059	0.0473058970572059	0.0547451463029081	0	0.166321426175107	0.402976160116939	0.105870224276947	0	0.349035233383238	0	0.031990885832276	0	0.0136350704942436	0.0547451463029081	0	0.0431221745349783	0.192417231867202	0.0431221745349783	0	0.209975944815946	0.0138521367425413	0.33369826154021	0.221138431285073	0.164748685095262	0	0	0	0.0103122381889237	0	0.043657691263987	0	0	0.0523552850074856	0.0724742429159299	0.0523552850074856	1.29361109247305	0.127103965891699	1.30713090849117	0	0.0254892038510527	0.106636286107587	0.15768632352402	0.0725357088210491	0.0476416009246263	0	0	0.125789313913946	0	0.0199879184649509
"Cupania_sylvatica"	0.0101600253378619	0.0515666323921316	0.00687676269445084	0.0652268186243369	1.9236617253692	1.78492255055154	0.0633165548629424	0.0345446723510186	0	0.00687676269445084	0.0306821462733183	0.0345446723510186	0	0	0.0123144282382296	0.0580582728588548	0	0	0.0188105087501807	0.0123144282382296	0	0.214919173616474	0.00687676269445084	0.167798236162523	0	0.0432901611683584	0.00102109165083884	0.0309021395647392	0.0309021395647392	0.0123144282382296	0	0.0306821462733183	0.263240448144075	0.251583789902752	0	0.0735808346334647	0	0.00685490869318106	0	0.00300024460369931	0.0123144282382296	0	0.321286059099278	0.0858588196505774	0.321286059099278	0	0.498974516640459	0.00304800760135857	0.0764084743827871	0.444178546038346	0.0362511036251915	0	0	0	0.00226909255741964	0	0.0194805725257613	0	0	0.0110371251950197	2.05258161193156	0.0110371251950197	0.238638915459142	0.0261262227864847	0.268680784952367	0	0.0056431526250542	0.0228496956439369	0.103007131882464	0.0473832806659335	0.113212705456239	0	0	0.0232049845764592	0	0.00439811767302326
"Desmopsis_panamensis"	0.0149264569778465	0.0757583858600451	0.0101028982795018	0.095827054522174	0.356984510110309	2.6222936236498	0.0930206176381499	0.0507508149354471	0	0.0101028982795018	0.0450762395867269	0.0507508149354471	0	0	0.01809156741172	0.0852954872864657	0	0	0.0276351918675494	0.01809156741172	0	0.315745452597043	0.0101028982795018	0.246518396337533	0	0.0635991256670944	0.00150012230184965	0.0453994396074564	0.0453994396074564	0.01809156741172	0	0.0450762395867269	0.38673596702648	0.369610753067006	0	0.108100238535584	0	0.0100707917838092	0	0.00440776676345947	0.01809156741172	0	0.472012852256964	0.126138265906404	0.472012852256964	0	0.733061326916229	0.00447793709335395	0.112254425327798	0.65255860467362	0.0532577942147875	0	0	0	0.00333360511522145	0	0.0286196065501925	0	0	0.0162150357803376	0.793298911356241	0.0162150357803376	0.350592974563431	0.0383829692789096	0.394728560609033	0	0.00829055756026482	0.0335693059460307	0.151331465358188	0.0696124740647664	0.166324838880153	0	0	0.0340912736370203	0	0.00646143213691071
"Doliocarpus_major"	0.0937268957237169	0.211873016373797	0.0937868756584886	0.169386292849258	0.0211055182876474	0.15503436273025	1.42195638742553	0.0433218481068483	0	0.0937868756584886	0.126064444742409	0.0433218481068483	0	0	0.143949694593884	0.0728098287510055	0	0	0.186547305047766	0.143949694593884	0	0.203958540497432	0.0937868756584886	0.0924473113766748	0	0.339672381553999	0.00941963700876655	0.0614635231446564	0.0614635231446564	0.143949694593884	0	0.126064444742409	0.523578160121147	0.0581046178960922	0	0.314608492776867	0	0.0423926570263808	0	0.0276774519516844	0.143949694593884	0	0.027906185291445	0.673683556748764	0.027906185291445	0	0.115240825493916	0.0281180687171151	1.04207639620543	0.163751544232755	0.334418792902636	0	0	0	0.0209325266861479	0	0.152852571699299	0	0	0.0471912739165301	0.0469011517503277	0.0471912739165301	0.980501236885406	0.0327644229379525	0.336947707497709	0	0.0559641915143299	0.141308856754603	0.204878410482188	0.0942440688218065	0.0261470780532415	0	0	0.0953428573682087	0	0.0405729220953731
"Eugenia_coloradensis"	0.0571118744245652	0.113745424264396	0.0304716226514144	0.336119376469159	0.0345446723510186	0.253754074677235	0.129965544320545	1.26844084903184	0	0.0304716226514144	0.0676785274373159	0.268440849031843	0	0	0.0610380101722973	0.451161090809819	0	0	0.102227286940724	0.0610380101722973	0	0.400462619252534	0.0304716226514144	0.341090688379259	0	0.0534712508097722	0.00573979455753523	0.0280432095296656	0.0280432095296656	0.0610380101722973	0	0.0676785274373159	0.238886599697151	0.108139903837606	0	0.51182624112254	0	0.0441542968153144	0	0.016865075366585	0.0610380101722973	0	0.0456757334419024	0.106051314106048	0.0456757334419024	0	0.214477475944585	0.0171335623273696	0.338573585015716	0.242166131158056	0.203775916805886	0	0	0	0.012755099016745	0	0.0240620628643975	0	0	0.076773936168381	0.0767659385578191	0.076773936168381	0.526388546734679	0.203022490864419	2.08787327024766	0	0.0306681860822173	0.147180989384381	0.0934773650988854	0.0429995879454873	0.0486629567269227	0	0	0.0511854409189784	0	0.0247228462423328
"Eugenia_oerstedeana"	0	0	0	0	0	0	0	0	2.72133416423474	0	0	0	0.410244783133683	1.20541059735576	0	0	0	0	0	0	0	0	0	0	0.926168350012664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.911655073630405	0	0	0	0	2.05815188891703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76703514271572	0	0	0
"Flemingia_sp."	0.203531168372918	0.0497379234047451	0.210671458947394	0.0600656870772378	0.00687676269445084	0.0505144913975092	0.281360626975466	0.0304716226514144	0	1.21067145894739	0.0295940644258234	0.0304716226514144	0	0	0.319601740570032	0.0512128111788478	0	0	0.408101113604639	0.319601740570032	0	0.0719725591441293	0.210671458947394	0.0458357840747883	0	0.0690674010121824	0.020455064805458	0.0140185826908956	0.0140185826908956	0.319601740570032	0	0.0295940644258234	0.119417556255777	0.0200115496922546	0	0.599062626308821	0	0.0872423539839924	0	0.0601025360950493	0.319601740570032	0	0.00909260845155166	0.136983678674162	0.00909260845155166	0	0.039689573556305	0.0610593505118753	2.34079398830438	0.0512138714112463	0.726201877484257	0	0	0	0.0454556995676844	0	0.0310803304554821	0	0	0.0898593939463231	0.0152816948765574	0.0898593939463231	0.230176056645293	0.0230457650304815	0.237001509511001	0	0.122430334081392	0.290807846613308	0.046728608969652	0.0214951601260399	0.00900519736151459	0	0	0.0223820655321353	0	0.0881054917546475
