"Alyxia_oliviformis"	"Cheirodendron_trigynum"	"Dubautia_raillardioides"	"Carex"	"Elaeocarpus_bifidus"	"Styphelia_tameiameiae"	"Vaccinium_calycinum"	"Acacia__melanoxylon"	"Dicranopteris_linearis"	"Scaevola_procera"	"Stenogyne_purpurea"	"Dianella_sandwicianaum"	"Metrosideros_polymorpha"	"Syzygium_sandwicensis"	"Rubus_argutus"	"Coprosma_kauensis"	"Hedyotis_terminalis"	"Melicope_anisata"	"Cryptomeria_japonica"	"Wilkstroemia_oahuensis"	"Athyrium_microphyllum"	"Hedychium_gardinerianum"	"Amorbia_emigratella"	"Croesia_zimmermani"	"Schreckensteinia_festaliella"	"Spheterista_pleonectes"	"Udea_ommatias"	"Omiodes_antidoxa"	"Casposina_sp._2"	"Scotorythra_complex"	"Thyrocopa_complex"	"Udea_pyranthes"	"Eupithecia_sp._2"	"Eupithecia_rhodopyra"	"Udea_constricta"	"Udea_sp._1"	"Carposina_graminis"	"Eccoptocera_sp._1"	"Eupithecia_monticolans"	"Eupithecia_orichloris"	"Fletcherana_leucoxyla"	"Hyles_calida"	"Paralopostega_sp._1"	"Agrotis_hephaestaea"	"Haliophyle_euclidias"
"Stenogyne_purpurea"	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0
"Dianella_sandwicianaum"	0.0693313711209918	0.11522215157436	0.11522215157436	0.396030681011504	0.0685571801867442	0.0685571801867442	0.557401128549985	0.0685571801867442	0.535508144876866	0	0	1.22054521695165	0.611143197288742	0.0685571801867442	0.485886381745207	0.557401128549985	0.0685571801867442	0	0.11522215157436	0	0.0729011087983633	0.0685571801867442	0.051849968208462	0.109324435892672	0.109324435892672	0.051849968208462	0.051849968208462	0.118809204303451	0.100332203138997	1.14261966977907	1.71535168740175	0.100332203138997	0.0963914660778359	0.0963914660778359	0	0	0.0916714795933113	0.0916714795933113	0.154069713602204	0.292335885871306	0.100332203138997	0.100332203138997	0	0	0.162002463996363
"Metrosideros_polymorpha"	0.244600845910764	0.13085446427223	0.13085446427223	0.246185761356302	0.0778584062419769	0.0778584062419769	0.487219380284102	0.0778584062419769	0.332889563056814	0	0	0.101857199548124	2.15611116025043	0.0778584062419769	0.302043034941346	0.487219380284102	0.0778584062419769	0	0.13085446427223	0	0.0453177388363058	0.0778584062419769	0.0588845089225035	0.0679596828618027	0.0679596828618027	0.0588845089225035	0.0588845089225035	0.0738557284068906	0.0876994884511384	1.29764010403295	0.792222663152073	0.0876994884511384	0.0599201213502266	0.0599201213502266	0	0	0.323416674037565	0.323416674037565	0.543557435357253	0.498815650939842	0.0876994884511384	0.0876994884511384	0	0	0.100706086302902
"Syzygium_sandwicensis"	0.0529960580302532	0.25618349736545	0.25618349736545	0.302721042629023	0.152429180932443	0.152429180932443	0.42607065282486	0.152429180932443	0.40933592200335	0	0	0.0685571801867442	0.467150437451861	1.15242918093244	0.37140564893981	0.42607065282486	0.152429180932443	0	0.25618349736545	0	0.0557247221550779	0.152429180932443	0.115282573814452	0.0835662710114572	0.0835662710114572	0.115282573814452	0.115282573814452	0.0908163127887069	0.0766927175084749	2.54048634887405	0.533222512563566	0.0766927175084749	0.0736804659606031	0.0736804659606031	0	0	0.0700725656177792	0.0700725656177792	0.117769017845007	0.223458000634729	0.0766927175084749	0.0766927175084749	0	0	0.123832715900173
"Rubus_argutus"	0.051398079475313	0.156052793672189	0.156052793672189	0.293593161193499	0.0928514122349525	0.0928514122349525	0.413223437552456	0.0928514122349525	0.396993305411856	0	0	0.121471595436302	0.453064552412018	0.0928514122349525	2.0408790044895	0.413223437552456	0.0928514122349525	0	0.156052793672189	0	0.0540444667871602	0.0928514122349525	0.0702237571524851	0.459197776010138	0.459197776010138	0.0702237571524851	0.0702237571524851	0.0880779483580497	0.0743802187594421	1.54752353724921	0.94477907561568	0.0743802187594421	0.071458794974134	0.071458794974134	0	0	0.0679596828618027	0.0679596828618027	0.114217954389584	0.216720120380687	0.0743802187594421	0.0743802187594421	0	0	0.120098815082578
"Coprosma_kauensis"	0.0663273442067434	0.143217026159617	0.143217026159617	0.269444323664341	0.0852141305649721	0.0852141305649721	0.533249752843388	0.0852141305649721	0.36433952426252	0	0	0.111480225709997	0.584663256340923	0.0852141305649721	0.330578750041965	2.01253969367179	0.0852141305649721	0	0.143217026159617	0	0.0495991621264943	0.0852141305649721	0.0644476617718276	0.0743802187594421	0.0743802187594421	0.0644476617718276	0.0644476617718276	0.0808332970993024	0.0959849555118099	1.4202355094162	0.867068422188866	0.0959849555118099	0.0655811143672536	0.0655811143672536	0	0	0.0876994884511384	0.0876994884511384	0.147394098237208	0.545941588823871	0.362257144860922	0.362257144860922	0	0	0.110220360281098
"Hedyotis_terminalis"	0.0529960580302532	0.25618349736545	0.25618349736545	0.302721042629023	0.152429180932443	0.152429180932443	0.42607065282486	0.152429180932443	0.40933592200335	0	0	0.0685571801867442	0.467150437451861	0.152429180932443	0.37140564893981	0.42607065282486	1.15242918093244	0	0.25618349736545	0	0.0557247221550779	0.152429180932443	0.115282573814452	0.0835662710114572	0.0835662710114572	0.115282573814452	0.115282573814452	0.0908163127887069	0.0766927175084749	2.54048634887405	0.533222512563566	0.0766927175084749	0.0736804659606031	0.0736804659606031	0	0	0.0700725656177792	0.0700725656177792	0.117769017845007	0.223458000634729	0.0766927175084749	0.0766927175084749	0	0	0.123832715900173
"Melicope_anisata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0
"Cryptomeria_japonica"	0.0445345025464313	0.215280249886933	0.215280249886933	0.254387430780692	0.128091748682725	0.128091748682725	0.358042565399042	0.128091748682725	0.34397976638937	0	0	0.05761107578718	0.39256339281669	0.128091748682725	0.312105587344378	0.358042565399042	0.128091748682725	0	1.8959525187945	0	0.0468274976093092	0.128091748682725	0.853178633457523	0.0702237571524851	0.0702237571524851	0.0968761124491198	0.0968761124491198	0.0763162292342075	0.0644476617718276	2.13486247804542	0.4480861450114	0.0644476617718276	0.0619163579500866	0.0619163579500866	0	0	0.0588845089225035	0.0588845089225035	0.0989655612142917	0.187779832466159	0.0644476617718276	0.0644476617718276	0	0	0.104061105798465
"Wilkstroemia_oahuensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0
"Athyrium_microphyllum"	0.0308465281154687	0.0936549952186184	0.0936549952186184	0.176199768429372	0.055724722155078	0.055724722155078	0.247995810632471	0.055724722155078	1.49907343695068	0	0	0.0729011087983633	0.271906433017835	0.055724722155078	0.216177867148641	0.247995810632471	0.055724722155078	0	0.0936549952186184	0	1.88474781242522	0.055724722155078	0.0421447478483783	0.0486400201084442	0.0486400201084441	0.0421447478483783	0.0421447478483783	0.0528599305288115	0.0446392459138449	0.928745369251299	0.56700862398727	0.0446392459138449	0.269833218651122	0.269833218651122	0	0	0.0407859649526752	0.0407859649526752	0.068547840256597	0.130064456780365	0.0446392459138449	0.0446392459138449	0	0	1.96610624983382
"Hedychium_gardinerianum"	0.0529960580302532	0.25618349736545	0.25618349736545	0.302721042629023	0.152429180932443	0.152429180932443	0.42607065282486	0.152429180932443	0.40933592200335	0	0	0.0685571801867442	0.467150437451861	0.152429180932443	0.37140564893981	0.42607065282486	0.152429180932443	0	0.25618349736545	0	0.0557247221550779	1.15242918093244	0.115282573814452	0.0835662710114572	0.0835662710114572	0.115282573814452	0.115282573814452	0.0908163127887069	0.0766927175084749	2.54048634887405	0.533222512563566	0.0766927175084749	0.0736804659606031	0.0736804659606031	0	0	0.0700725656177792	0.0700725656177792	0.117769017845007	0.223458000634729	0.0766927175084749	0.0766927175084749	0	0	0.123832715900173
"Amorbia_emigratella"	0.0400810522917881	0.193752224898239	0.193752224898239	0.228948687702623	0.115282573814453	0.115282573814453	0.322238308859138	0.115282573814453	0.309581789750433	0	0	0.051849968208462	0.353307053535021	0.115282573814453	0.28089502860994	0.322238308859138	0.115282573814453	0	1.70635726691505	0	0.0421447478483783	0.115282573814453	1.76786077011177	0.0632013814372366	0.0632013814372366	0.0871885012042078	0.0871885012042078	0.0686846063107868	0.0580028955946449	1.92137623024088	0.40327753051026	0.0580028955946449	0.055724722155078	0.055724722155078	0	0	0.0529960580302532	0.0529960580302532	0.0890690050928625	0.169001849219543	0.0580028955946448	0.0580028955946449	0	0	0.0936549952186184
"Croesia_zimmermani"	0.0462582715277817	0.14044751430497	0.14044751430497	0.264233845074149	0.0835662710114573	0.0835662710114573	0.371901093797211	0.0835662710114573	0.35729397487067	0	0	0.109324435892672	0.407758097170816	0.0835662710114573	1.83679110404055	0.371901093797211	0.0835662710114573	0	0.14044751430497	0	0.0486400201084442	0.0835662710114573	0.0632013814372366	1.41327799840912	0.413277998409124	0.0632013814372366	0.0632013814372366	0.0792701535222447	0.0669421968834979	1.39277118352429	0.850301168054112	0.0669421968834979	0.0643129154767206	0.0643129154767206	0	0	0.0611637145756225	0.0611637145756225	0.102796158950626	0.195048108342618	0.0669421968834979	0.0669421968834979	0	0	0.10808893357432
"Schreckensteinia_festaliella"	0.0462582715277817	0.14044751430497	0.14044751430497	0.264233845074149	0.0835662710114573	0.0835662710114573	0.371901093797211	0.0835662710114573	0.35729397487067	0	0	0.109324435892672	0.407758097170817	0.0835662710114573	1.83679110404055	0.371901093797211	0.0835662710114573	0	0.14044751430497	0	0.0486400201084442	0.0835662710114573	0.0632013814372366	0.413277998409124	1.41327799840912	0.0632013814372366	0.0632013814372366	0.0792701535222447	0.0669421968834979	1.39277118352429	0.850301168054112	0.0669421968834979	0.0643129154767206	0.0643129154767206	0	0	0.0611637145756225	0.0611637145756225	0.102796158950626	0.195048108342618	0.0669421968834979	0.0669421968834979	0	0	0.10808893357432
"Spheterista_pleonectes"	0.0400810522917881	1.70635726691505	0.193752224898239	0.228948687702623	0.115282573814453	0.115282573814453	0.322238308859138	0.115282573814453	0.309581789750433	0	0	0.051849968208462	0.353307053535021	0.115282573814453	0.28089502860994	0.322238308859138	0.115282573814453	0	0.193752224898239	0	0.0421447478483783	0.115282573814453	0.0871885012042078	0.0632013814372366	0.0632013814372366	1.76786077011177	0.0871885012042078	0.0686846063107868	0.0580028955946449	1.92137623024088	0.40327753051026	0.0580028955946449	0.055724722155078	0.055724722155078	0	0	0.0529960580302532	0.0529960580302532	0.0890690050928625	0.169001849219543	0.0580028955946448	0.0580028955946449	0	0	0.0936549952186184
"Udea_ommatias"	0.0400810522917881	0.193752224898239	1.70635726691505	0.228948687702623	0.115282573814453	0.115282573814453	0.322238308859138	0.115282573814453	0.309581789750433	0	0	0.051849968208462	0.353307053535021	0.115282573814453	0.28089502860994	0.322238308859138	0.115282573814453	0	0.193752224898239	0	0.0421447478483783	0.115282573814453	0.0871885012042078	0.0632013814372366	0.0632013814372366	0.0871885012042078	1.76786077011177	0.0686846063107868	0.0580028955946449	1.92137623024088	0.40327753051026	0.0580028955946449	0.055724722155078	0.055724722155078	0	0	0.0529960580302532	0.0529960580302532	0.0890690050928625	0.169001849219543	0.0580028955946448	0.0580028955946449	0	0	0.0936549952186184
"Omiodes_antidoxa"	0.050271546226539	0.152632458468415	0.152632458468415	1.52003495492076	0.090816312788707	0.090816312788707	0.404166485496512	0.090816312788707	0.388292082279541	0	0	0.118809204303451	0.443134370441344	0.090816312788707	0.352311793432199	0.404166485496512	0.090816312788707	0	0.152632458468415	0	0.0528599305288115	0.090816312788707	0.0686846063107868	0.0792701535222447	0.0792701535222447	0.0686846063107868	0.0686846063107868	1.45601048647623	0.0727499673893721	1.51360521314512	0.924071589026844	0.0727499673893721	0.0698925748103174	0.0698925748103174	0	0	0.0664701555662016	0.0664701555662016	0.111714547170087	0.211970090344946	0.0727499673893721	0.0727499673893721	0	0	0.117466512286248
"Casposina_sp._2"	0.059694609786069	0.128895323543655	0.128895323543655	0.242499891297907	0.0766927175084749	0.0766927175084749	1.81128572430461	0.0766927175084749	0.327905571836268	0	0	0.100332203138997	0.526196930706831	0.0766927175084749	0.297520875037768	0.479924777559049	0.0766927175084749	0	0.128895323543655	0	0.0446392459138449	0.0766927175084749	0.0580028955946449	0.0669421968834979	0.0669421968834979	0.0580028955946449	0.0580028955946449	0.0727499673893721	1.32603143037483	1.27821195847458	0.78036157996998	0.32603143037483	0.0590230029305282	0.0590230029305282	0	0	0.0789295396060246	0.0789295396060246	0.132654688413487	0.491347429941484	0.0863864599606289	0.0863864599606289	0	0	0.0991983242529886
"Scotorythra_complex"	0.0588845089225035	0.284648330406055	0.284648330406055	0.336356714032248	0.169365756591603	0.169365756591603	0.473411836472067	0.169365756591603	0.454817691114834	0	0	0.076174644651938	0.519056041613179	0.169365756591603	0.412672943266456	0.473411836472067	0.169365756591603	0	0.284648330406055	0	0.0619163579500866	0.169365756591603	0.128091748682725	0.0928514122349525	0.0928514122349525	0.128091748682725	0.128091748682725	0.100907014209674	0.0852141305649721	2.82276260986005	0.592469458403962	0.0852141305649721	0.0818671844006701	0.0818671844006701	0	0	0.0778584062419769	0.0778584062419769	0.13085446427223	0.248286667371921	0.0852141305649721	0.0852141305649721	0	0	0.137591906555748
"Thyrocopa_complex"	0.077034856801102	0.1280246128604	0.1280246128604	0.440034090012783	0.076174644651938	0.076174644651938	0.619334587277761	0.076174644651938	0.595009049863185	0	0	0.245050241057393	0.679047996987491	0.076174644651938	0.539873757494674	0.619334587277761	0.076174644651938	0	0.1280246128604	0	0.0810012319981814	0.076174644651938	0.05761107578718	0.121471595436302	0.121471595436302	0.05761107578718	0.05761107578718	0.132010227003835	0.111480225709997	1.26957741086563	1.90594631933528	0.111480225709997	0.107101628975373	0.107101628975373	0	0	0.101857199548124	0.101857199548124	0.171188570669115	0.324817650968118	0.111480225709997	0.111480225709997	0	0	0.180002737773736
"Udea_pyranthes"	0.0596946097860691	0.128895323543655	0.128895323543655	0.242499891297907	0.0766927175084749	0.0766927175084749	1.81128572430461	0.0766927175084749	0.327905571836268	0	0	0.100332203138997	0.526196930706831	0.0766927175084749	0.297520875037769	0.479924777559049	0.0766927175084749	0	0.128895323543655	0	0.0446392459138449	0.0766927175084749	0.0580028955946449	0.0669421968834979	0.0669421968834979	0.0580028955946449	0.0580028955946449	0.0727499673893721	0.32603143037483	1.27821195847458	0.78036157996998	1.32603143037483	0.0590230029305282	0.0590230029305282	0	0	0.0789295396060246	0.0789295396060246	0.132654688413487	0.491347429941484	0.0863864599606289	0.0863864599606289	0	0	0.0991983242529886
"Eupithecia_sp._2"	0.0407859649526752	0.123832715900173	0.123832715900173	0.232975249367725	0.0736804659606031	0.0736804659606031	0.327905571836268	0.0736804659606031	1.98210821107923	0	0	0.0963914660778359	0.359520728101359	0.0736804659606031	0.285835179896536	0.327905571836268	0.0736804659606031	0	0.123832715900173	0	0.269833218651122	0.0736804659606031	0.055724722155078	0.0643129154767206	0.0643129154767206	0.055724722155078	0.055724722155078	0.0698925748103174	0.0590230029305282	1.22800776601005	0.749711402827613	0.0590230029305282	1.35677947799426	0.356779477994262	0	0	0.0539281092152039	0.0539281092152039	0.0906354776726117	0.17197411507626	0.0590230029305282	0.0590230029305282	0	0	0.599629374780272
"Eupithecia_rhodopyra"	0.0407859649526752	0.123832715900173	0.123832715900173	0.232975249367725	0.0736804659606031	0.0736804659606031	0.327905571836268	0.0736804659606031	1.98210821107923	0	0	0.0963914660778359	0.359520728101359	0.0736804659606031	0.285835179896536	0.327905571836268	0.0736804659606031	0	0.123832715900173	0	0.269833218651122	0.0736804659606031	0.055724722155078	0.0643129154767206	0.0643129154767206	0.055724722155078	0.055724722155078	0.0698925748103174	0.0590230029305282	1.22800776601005	0.749711402827613	0.0590230029305282	0.356779477994262	1.35677947799426	0	0	0.0539281092152039	0.0539281092152039	0.0906354776726116	0.17197411507626	0.0590230029305282	0.0590230029305282	0	0	0.599629374780272
"Udea_constricta"	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0
"Udea_sp._1"	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0
"Carposina_graminis"	0.220140761319687	0.117769017845007	0.117769017845007	0.221567185220672	0.0700725656177792	0.0700725656177792	0.438497442255692	0.0700725656177792	0.299600606751133	0	0	0.0916714795933113	1.94050004422539	0.0700725656177792	0.271838731447211	0.438497442255692	0.0700725656177792	0	0.117769017845007	0	0.0407859649526752	0.0700725656177792	0.0529960580302532	0.0611637145756225	0.0611637145756225	0.0529960580302532	0.0529960580302532	0.0664701555662016	0.0789295396060246	1.16787609362965	0.713000396836866	0.0789295396060246	0.0539281092152039	0.0539281092152039	0	0	1.29107500663381	0.291075006633809	0.489201691821527	0.448934085845858	0.0789295396060246	0.0789295396060246	0	0	0.0906354776726116
"Eccoptocera_sp._1"	0.220140761319687	0.117769017845007	0.117769017845007	0.221567185220672	0.0700725656177792	0.0700725656177792	0.438497442255692	0.0700725656177792	0.299600606751133	0	0	0.0916714795933113	1.94050004422539	0.0700725656177792	0.271838731447211	0.438497442255692	0.0700725656177792	0	0.117769017845007	0	0.0407859649526752	0.0700725656177792	0.0529960580302532	0.0611637145756225	0.0611637145756225	0.0529960580302532	0.0529960580302532	0.0664701555662016	0.0789295396060246	1.16787609362965	0.713000396836866	0.0789295396060246	0.0539281092152039	0.0539281092152039	0	0	0.291075006633809	1.29107500663381	0.489201691821527	0.448934085845858	0.0789295396060246	0.0789295396060246	0	0	0.0906354776726116
"Eupithecia_monticolans"	0.941294757411502	0.0989655612142917	0.0989655612142917	0.186190911950145	0.0588845089225035	0.0588845089225035	0.368485245593019	0.0588845089225035	0.251765215757255	0	0	0.077034856801102	1.63067230607176	0.0588845089225035	0.228435908779169	0.368485245593019	0.0588845089225035	0	0.0989655612142917	0	0.0342739201282985	0.0588845089225035	0.0445345025464313	0.051398079475313	0.051398079475313	0.0445345025464313	0.0445345025464313	0.0558572735850434	0.0663273442067434	0.981408482041726	0.599159997341904	0.0663273442067434	0.0453177388363058	0.0453177388363058	0	0	0.244600845910764	0.244600845910764	2.09176612758112	0.37725553432425	0.0663273442067434	0.0663273442067434	0	0	0.0761642669517745
"Eupithecia_orichloris"	0.113176660297275	0.125186554977439	0.125186554977439	0.235522322605495	0.0744860002115763	0.0744860002115763	0.909902648039784	0.0744860002115763	0.318470583474556	0	0	0.0974452952904354	0.997631301879684	0.0744860002115763	0.288960160507583	0.909902648039784	0.0744860002115763	0	0.125186554977439	0	0.0433548189267883	0.0744860002115763	0.0563339497398476	0.0650160361142061	0.0650160361142061	0.0563339497398476	0.0563339497398476	0.0706566967816486	0.163782476647161	1.24143333685961	0.757907852258942	0.163782476647161	0.0573247050254201	0.0573247050254201	0	0	0.149644695281953	0.149644695281953	0.2515036895495	1.47720964857627	0.163782476647161	0.163782476647161	0	0	0.0963440420595296
"Fletcherana_leucoxyla"	0.059694609786069	0.128895323543655	0.128895323543655	0.242499891297907	0.0766927175084749	0.0766927175084749	0.479924777559049	0.0766927175084749	0.327905571836268	0	0	0.100332203138997	0.526196930706831	0.0766927175084749	0.297520875037768	1.81128572430461	0.0766927175084749	0	0.128895323543655	0	0.0446392459138449	0.0766927175084749	0.0580028955946449	0.0669421968834979	0.0669421968834979	0.0580028955946449	0.0580028955946449	0.0727499673893721	0.0863864599606289	1.27821195847458	0.780361579969979	0.0863864599606289	0.0590230029305282	0.0590230029305282	0	0	0.0789295396060246	0.0789295396060246	0.132654688413487	0.491347429941484	1.32603143037483	0.32603143037483	0	0	0.0991983242529886
