"Stillingia_lineata"	"Labourdonnaisia_callophylloides"	"Aphloia_theiformis"	"Gaertnera_sp1_M_PL_081"	"Ochna_mauritiana"	"Croton_grangeroides"	"Syzygium_coriaceum"	"Grangeria_borbonica"	"Phyllanthus_phillyreifolius"	"Croton_fothergillifolius"	"Euodia_chapelieri"	"Cordemoya_integrifolia"	"Smilax_anceps"	"Chaetocnema_sp1_M_PL_081"	"Apis_mellifera"	"Musca_domestica"	"Chrysomya_megacephala"	"Nacoleia_sp1_M_PL_081"	"Technomyrmex_albipes"	"Brachymyrmex_sp1_M_PL_081"	"Stomorhina_lunata"	"Dysauxes_florida"	"Phorinia_sp1_M_PL_081"	"Allograpta_nasuta"	"Villa_unifasciata"	"Ahasverus_advena"	"Episyrphus_sp1_M_PL_081"	"Pachycerina_crinicornis"	"Syritta_nigrofemorata"	"Cheloninae_sp1_M_PL_081"	"Fannia_pusio"	"Lecithoceridae_sp1_M_PL_081"	"Mauritiborium_undulatus"	"Melanostoma_annulipes"	"Melanostoma_bituberculatum"	"Mordellidae_sp1_M_PL_081"	"Nacoleia_sp2_M_PL_081"	"Paragus_borbonicus"	"Pelecophora_intemipta"	"Polistes_hebraeus"	"Sarcophaga_arno"	"Stomoxys_calcitrans"	"Syritta_sp1_M_PL_081"	"Thysanoplusia_orichalcea"
"Stillingia_lineata"	2.75124050879768	0.0393667358758141	0.41813036807039	0.421857417089219	0.475286205141925	0.158791157826865	0.276607885953023	0.33538533436067	0.1585302126542	0.0532936871301892	0.0532936871301892	0.0532936871301892	0.068081007576492	0.532936871301892	0.174963270559174	0.343590040595278	0.30258225589552	0.145444859258933	0.240252639493468	0.0470396664079189	0.15029878395793	0.14550421129842	0.145653909289289	0.291617149230778	0.242482995168752	0.195961709443389	0.0421857417089219	0.199123607367755	0.145653909289289	0.0475590637962601	0.145653909289289	0.0421857417089219	0.145653909289289	0.0534696980784665	0.0470396664079189	0.145653909289289	0.0503078001541005	0.145653909289289	0.145653909289289	0.0421857417089219	0.145653909289289	0.0470396664079189	0.145653909289289	0.0421857417089219
"Labourdonnaisia_callophylloides"	0.66923450988884	1.32729541295344	0.74588103894765	0.820504219575915	0.363888716867664	0.144778138145715	0.239922510448643	0.627455795305191	0.140123721768729	0.046459702399135	0.046459702399135	0.046459702399135	0.0446947236376466	0.46459702399135	1.45464627979308	0.246898653141926	0.198643216167318	0.166173954485959	0.161378795700462	0.0839116168816107	0.168035149409979	0.179588927270112	0.0354300622882327	0.252536334189215	0.162527731050599	0.129548431584011	0.0820504219575915	0.0763675429358449	0.0354300622882327	0.0420371165306187	0.0354300622882327	0.0820504219575915	0.0354300622882327	0.0409374806476122	0.0839116168816106	0.0354300622882327	0.0941183692957785	0.0354300622882327	0.0354300622882327	0.0820504219575915	0.0354300622882327	0.0839116168816106	0.0354300622882327	0.0820504219575915
"Aphloia_theiformis"	0.888527032149578	0.0932351298684563	2.15414699021635	0.415765580398998	0.456001170768098	0.174581338051584	0.392138525299261	0.310324291000443	0.211802317021527	0.0423868953121422	0.0423868953121422	0.0423868953121422	0.0394748340261149	0.423868953121422	0.414378354970916	0.463640670488012	0.175443706782733	0.163461624305178	0.352921897913717	0.24234153639934	0.364226602664618	0.162463740172	0.0470396664079189	0.186464999809296	0.359966137361126	0.0935883100579853	0.0415765580398997	0.0983397981193299	0.0470396664079188	0.0635406951064583	0.0470396664079188	0.0415765580398997	0.0470396664079189	0.051300131711411	0.24234153639934	0.0470396664079188	0.0465486436500665	0.0470396664079189	0.0470396664079189	0.0415765580398997	0.0470396664079189	0.24234153639934	0.0470396664079189	0.0415765580398997
"Gaertnera_sp1_M_PL_081"	0.796841787835191	0.091167135508435	0.369569404799109	2.24677077049512	0.538056246131422	0.149581166543735	0.299845031499273	0.379221412529161	0.101192651777082	0.0661813443781621	0.0661813443781621	0.0661813443781621	0.0923682544838236	0.661813443781621	0.405187268926378	0.243140083071596	0.41052557548366	0.339180510409166	0.114120095281946	0.0415765580398998	0.156079991399554	0.132115357375619	0.0421857417089219	0.384277358327594	0.137734405418691	0.099068953588296	0.224677077049512	0.102717069398707	0.0421857417089219	0.0303577955331245	0.0421857417089219	0.224677077049512	0.0421857417089219	0.060531327689785	0.0415765580398997	0.0421857417089219	0.0568832118793742	0.0421857417089219	0.0421857417089219	0.224677077049512	0.0421857417089219	0.0415765580398997	0.0421857417089219	0.224677077049512
"Ochna_mauritiana"	1.00998318592659	0.045486089608458	0.456001170768098	0.60531327689785	1.81954119142312	0.189085471604851	0.399399913832717	0.329276388073368	0.115029234263093	0.0680422594500962	0.0680422594500962	0.0680422594500962	0.0899151939884067	0.680422594500962	0.202160398259813	0.438085839796323	0.399623084392918	0.337121696214775	0.139278600068806	0.0513001317114111	0.327890500236401	0.140625869971389	0.0534696980784665	0.368090868014358	0.176661814279767	0.102861156289472	0.060531327689785	0.258168082113568	0.0534696980784665	0.034508770278928	0.0534696980784665	0.060531327689785	0.0534696980784665	0.204698384035101	0.051300131711411	0.0534696980784665	0.0493914582110052	0.0534696980784665	0.0534696980784665	0.060531327689785	0.0534696980784665	0.051300131711411	0.0534696980784665	0.060531327689785
"Croton_grangeroides"	0.899816561018904	0.048259379381905	0.465550234804225	0.448743499631205	0.504227924279603	1.38742334285925	0.363558309761198	0.492026251759562	0.321841466937406	0.0965354486536111	0.0965354486536111	0.0965354486536111	0.0421045783427498	0.965354486536111	0.214486130586245	0.638404888859781	0.18713145930111	0.167040487201591	0.196564188844757	0.0523744014154754	0.174540538653946	0.586583380702932	0.0476373473480596	0.22304127655657	0.165452244520551	0.121441285111994	0.0448743499631205	0.104362988829515	0.0476373473480596	0.0965524400812218	0.0476373473480596	0.0448743499631205	0.0476373473480596	0.0567256414814553	0.0523744014154753	0.0476373473480596	0.0738039377639342	0.0476373473480596	0.0476373473480596	0.0448743499631205	0.0476373473480596	0.0523744014154753	0.0476373473480596	0.0448743499631205
"Syzygium_coriaceum"	0.94046681224028	0.0479845020897286	0.627421640478817	0.539721056698691	0.639039862132348	0.218134985856719	1.53950421561603	0.303475744184235	0.126183388041852	0.0772227569625807	0.0772227569625807	0.0772227569625807	0.0495574165103988	0.772227569625807	0.213264453732127	0.534817593083202	0.220255184490661	0.402974848970644	0.158229370437967	0.070584934553867	0.419587677854642	0.148816873797206	0.0497894194715442	0.221174871258938	0.397485112836297	0.0953107810991793	0.0539721056698691	0.121681403961433	0.0497894194715442	0.0378550164125556	0.0497894194715442	0.0539721056698691	0.0497894194715442	0.0718919844898891	0.070584934553867	0.0497894194715442	0.0455213616276351	0.0497894194715442	0.0497894194715442	0.0539721056698691	0.0497894194715442	0.0705849345538669	0.0497894194715442	0.0539721056698691
"Grangeria_borbonica"	0.950258447355231	0.104575965884198	0.413765721333924	0.568832118793742	0.439035184097824	0.246013125879781	0.252896453486862	1.78154563847479	0.238850305821447	0.0744026870420914	0.0744026870420914	0.0744026870420914	0.0441768724827686	0.744026870420914	0.464782070596437	0.265573201406742	0.196341655478972	0.151796031718015	0.168511535550601	0.0465486436500665	0.141461463488707	0.412690875281587	0.0503078001541005	0.423814316015698	0.142377805431802	0.317539645925318	0.0568832118793742	0.0996992583651057	0.0503078001541005	0.0716550917464341	0.0503078001541005	0.0568832118793742	0.0503078001541005	0.0493914582110052	0.0465486436500665	0.0503078001541005	0.267231845771218	0.0503078001541005	0.0503078001541005	0.0568832118793742	0.0503078001541005	0.0465486436500665	0.0503078001541005	0.0568832118793742
"Phyllanthus_phillyreifolius"	0.898337871707136	0.046707907256243	0.564806178724073	0.303577955331245	0.306744624701583	0.321841466937406	0.21030564673642	0.477700611642894	1.97053124948929	0.0436285175134964	0.0436285175134964	0.0436285175134964	0.0317188296700569	0.436285175134965	0.207590698916635	0.280015985675424	0.140972576311364	0.102721582224608	0.702259133749507	0.0635406951064583	0.135904481797942	0.759366906674444	0.0475590637962601	0.184080721354747	0.148954775315274	0.119214155542694	0.0303577955331245	0.0820678340751882	0.0475590637962601	0.591159374846788	0.0475590637962601	0.0303577955331245	0.0475590637962602	0.034508770278928	0.0635406951064583	0.0475590637962601	0.071655091746434	0.0475590637962602	0.0475590637962601	0.0303577955331245	0.0475590637962602	0.0635406951064583	0.0475590637962602	0.0303577955331245
"Croton_fothergillifolius"	0.905992681213217	0.046459702399135	0.339095162497138	0.595632099403459	0.54433807560077	0.289606345960833	0.386113784812903	0.446416122252549	0.130885552540489	1.17700141989795	0.177001419897953	0.177001419897953	0.0476141083624898	1.77001419897953	0.206487566218378	0.303732942757757	0.211618259388843	0.190301724711755	0.125378189960245	0.038148205780928	0.168886720552337	0.193109987888279	0.0479643184171703	0.235727980200485	0.155613005464421	0.114926736755053	0.0595632099403458	0.109202351922257	0.0479643184171703	0.0392656657621468	0.0479643184171703	0.0595632099403458	0.0479643184171703	0.0612380335050866	0.038148205780928	0.0479643184171703	0.0669624183378822	0.0479643184171703	0.0479643184171703	0.0595632099403458	0.0479643184171703	0.038148205780928	0.0479643184171703	0.0595632099403458
