"Rutilus_rutilus"	"Abramis_brama"	"Blicca_bjoerkna"	"Scardinius_erythrophthalmus"	"Tinca_tinca"	"Alburnus_alburnus"	"Esox_lucius"	"Perca_fluviatilis"	"Carassius_carassius"	"Gymnocephalus_cernuus"	"Vimba_vimba"	"Gasterosteus_aculeatus"	"Lota_lota"	"Anguilla_anguilla"	"Coregonus_albula"	"Coregonus_lavaretus"	"Gobio_gobio_gobio"	"Leuciscus_cephalus"	"Sander_lucioperca"	"Cyprinus_carpio_carpio"	"Leuciscus_idus"	"Leuciscus_leuciscus"	"Osmerus_eperlanus_spirinchus"	"Aspius_aspius"	"Leucaspius_delineatus"	"Coregonus_peled"	"Lampetra_fluviatilis"	"Osmerus_eperlanus"	"Silurus_glanis"	"Alburnoides_bipunctatus"	"Carassius_auratus_auratus"	"Cobitis_taenia"	"Gadus_morhua_callarias"	"Platichthys_flesus_trachurus"	"Psetta_maxima"	"Pungitius_pungitius"	"Salmo_trutta_morpha_fario"	"Triglopsis_quadricornis"	"Zoarces_viviparus"	"Alosa_fallax_fallax"	"Belone_belone"	"Clupea_harengus_membras"	"Cottus_gobio"	"Pelecus_cultratus"	"Phoxinus_phoxinus"	"Salmo_salar"	"Salmo_trutta"	"Taurulus_bubalis"	"Diplostomum_spathaceum"	"Tylodelphys_clavata"	"Argulus_foliaceus"	"Piscicola_geometra"	"Acanthocephalus_lucii"	"Raphidascaris_acus"	"Myxobolus_muelleri"	"Ergasilus_sieboldi"	"Allocreadium_isoporum"	"Posthodiplostomum_brevicaudatum"	"Myxobolus_bramae"	"Ichthyocotylurus_variegatus"	"Myxobolus_oviformis"	"Triaenophorus_nodulosus"	"Proteocephalus_longicollis"	"Camallanus_(Camallanus)_lacustris"	"Myxidium_pfeifferi"	"Dactylogyrus_sphyrna"	"Ichthyocotylurus_erraticus"	"Proteocephalus_torulosus"	"Dactylogyrus_crucifer"	"Dactylogyrus_fraternus"
"Rutilus_rutilus"	1.35191006660409	0.240488563283274	0.240488563283274	0.251050956619073	0.225516600866524	0.202330545331518	0.180927545518064	0.183717816092372	0.181477342362432	0.167425299043319	0.170076327822272	0.114328116405571	0.108152023058495	0.0895626690202689	0.0870604104606934	0.0870604104606934	0.0999568471254865	0.101055755879649	0.098602703661483	0.0806424804405874	0.084305610031858	0.101385280733532	0.0726286516708975	0.0635715633106683	0.0634836428463257	0.0473087308108534	0.0473087308108534	0.0364498550325664	0.0473561303182844	0.0301972927240227	0.0330426628968434	0.0272427752596353	0.0310162137618011	0.035336313964383	0.0301972927240227	0.0330426628968434	0.025333931138173	0.0301972927240227	0.0301972927240227	0.01426606791401	0.01426606791401	0.01426606791401	0.01426606791401	0.01426606791401	0.01426606791401	0.0159312248100127	0.0159312248100127	0.01426606791401	0.681601022558258	0.395386738644878	0.362055934423386	0.353614190120033	0.305046001675763	0.442534022500352	0.270211630748315	0.2620673805187	0.256352616274087	0.187291076003315	0.17864787464004	0.171241130626721	0.0961574953958638	0.100015044422765	0.0737857548277532	0.0870329634190816	0.128120468870519	0.126350990483314	0.0370530796479779	0.110848609123822	0.0948737629929105	0.016554317345306
"Abramis_brama"	0.295985924040953	1.26574756113519	0.265747561135191	0.207234897577186	0.210923485883522	0.201133377849432	0.178616927870033	0.182840230000728	0.173101396473419	0.166006949705049	0.192990784806551	0.1096970411041	0.112183513153178	0.0922459526056919	0.0903398733863104	0.0903398733863104	0.116044518461968	0.105014652951566	0.10363841477392	0.0840290460471239	0.0877355851431169	0.0852430186491392	0.0746867543163761	0.0779959360092974	0.0658541362452718	0.0488267740924725	0.0488267740924725	0.0377084753641393	0.0492659814509852	0.0310910716491331	0.0341123481041276	0.0284970601410532	0.0319934937967936	0.0281345430669268	0.0310910716491331	0.0341123481041276	0.0261841239765988	0.0310910716491331	0.0310910716491331	0.0147144259883449	0.0147144259883449	0.0147144259883449	0.0147144259883449	0.0147144259883449	0.0147144259883449	0.0163766456607881	0.0163766456607881	0.0147144259883449	0.703022574998702	0.416224408179539	0.374072895459531	0.364780320400583	0.323109507588481	0.454906823910782	0.285183581083063	0.271133136064452	0.264982302010915	0.119289929587394	0.189793118134051	0.187420914967329	0.176737794518582	0.100322401436488	0.076464653255026	0.0883206425908153	0.0635902126694644	0.141974872095908	0.0384145046251349	0.0484493188627385	0.0321918255455926	0.0164563672785899
"Blicca_bjoerkna"	0.295985924040953	0.265747561135191	1.26574756113519	0.207234897577186	0.210923485883522	0.201133377849432	0.178616927870033	0.182840230000728	0.173101396473419	0.166006949705049	0.192990784806551	0.1096970411041	0.112183513153178	0.0922459526056919	0.0903398733863104	0.0903398733863104	0.116044518461968	0.105014652951566	0.10363841477392	0.0840290460471239	0.0877355851431169	0.0852430186491392	0.0746867543163761	0.0779959360092974	0.0658541362452718	0.0488267740924725	0.0488267740924725	0.0377084753641393	0.0492659814509852	0.0310910716491331	0.0341123481041276	0.0284970601410532	0.0319934937967936	0.0281345430669268	0.0310910716491331	0.0341123481041276	0.0261841239765988	0.0310910716491331	0.0310910716491331	0.0147144259883449	0.0147144259883449	0.0147144259883449	0.0147144259883449	0.0147144259883449	0.0147144259883449	0.0163766456607881	0.0163766456607881	0.0147144259883449	0.703022574998702	0.416224408179539	0.374072895459531	0.364780320400583	0.323109507588481	0.454906823910782	0.285183581083063	0.271133136064452	0.264982302010915	0.119289929587394	0.189793118134051	0.187420914967329	0.176737794518582	0.100322401436488	0.076464653255026	0.0883206425908153	0.0635902126694644	0.141974872095908	0.0384145046251349	0.0484493188627385	0.0321918255455926	0.0164563672785899
"Scardinius_erythrophthalmus"	0.33473460882543	0.224504472375285	0.224504472375285	1.2776220794679	0.239699157267893	0.191736579518047	0.186810614136363	0.180042411537469	0.191138671194098	0.162582460277337	0.148949736547013	0.116924600010307	0.107539762583443	0.0881525548900372	0.0922548304032343	0.0922548304032343	0.0996376868047038	0.106726400458895	0.0885720612323104	0.0808910633764951	0.0887865353520597	0.0868475518539148	0.0764468191969574	0.0653836624280628	0.0672212706085632	0.0502376112891166	0.0502376112891166	0.0382405319710598	0.0450249375577443	0.0313551447898124	0.0353998163669673	0.0286418137546706	0.0327776600289843	0.0384174102808889	0.0313551447898124	0.0353998163669673	0.0264959493573733	0.0313551447898124	0.0313551447898124	0.0148377949221493	0.0148377949221493	0.0148377949221493	0.0148377949221493	0.0148377949221493	0.0148377949221493	0.0165173498676631	0.0165173498676631	0.0148377949221493	0.708916868502687	0.415156116697583	0.38799891689183	0.378730485588739	0.243018538096566	0.458815274101753	0.286917216936878	0.28268771342638	0.274456421449456	0.209596580966575	0.194295661117098	0.107458003409673	0.0913247236825028	0.100490683431104	0.0777210295681603	0.0849829023020297	0.149830394909084	0.0648090300377097	0.0391486087122882	0.0501489194043389	0.114650477706523	0.0156875383242038
"Tinca_tinca"	0.300688801155366	0.228500443040482	0.228500443040482	0.239699157267893	1.24228344825208	0.190619245079873	0.192012373848912	0.185569345997632	0.194490000748464	0.168131032114878	0.153386890760119	0.121874160402041	0.1133458313671	0.0940190427039363	0.0922887100494743	0.0922887100494743	0.104319392341824	0.106604853786038	0.0941450212593256	0.085602756661142	0.0887094968229637	0.0860755787616405	0.0768896727732637	0.065663226721587	0.0673174338399193	0.0502824749903739	0.0502824749903739	0.0384063986816545	0.0498588742992559	0.0315735514780332	0.0353336708458275	0.0287299936008519	0.0328441611076207	0.0382319380423672	0.0315735514780332	0.0353336708458275	0.0266438388958529	0.0315735514780332	0.0315735514780332	0.0149488041445464	0.0149488041445464	0.0149488041445464	0.0149488041445464	0.0149488041445464	0.0149488041445464	0.0166247473334868	0.0166247473334868	0.0149488041445464	0.714220642461662	0.41641010521111	0.387518086283404	0.377790869220457	0.325072405710626	0.461798537041299	0.284990964503138	0.280352780290862	0.271611237320186	0.206961190202852	0.190635772489517	0.108327449593483	0.0929954668741604	0.104210410571061	0.0779668983420433	0.0888224877519389	0.145566540546349	0.0638909570235295	0.0392085326193386	0.0480034692940743	0.0348911818600813	0.0155961200519896
"Alburnus_alburnus"	0.294298975027663	0.237703082912965	0.237703082912965	0.209167177656051	0.207948267359862	1.32230641405336	0.177464373142777	0.169683034977961	0.168513473545531	0.151940735825439	0.160401653559914	0.106474278103161	0.101580691872232	0.0874678730582508	0.0938958351137928	0.0938958351137928	0.110260146326587	0.103353312558353	0.0884377460212106	0.08160587996309	0.0851986055847019	0.111273170172823	0.0769081279247001	0.0755177930475509	0.0683159552080002	0.0509588614218871	0.0509588614218871	0.0388444474722264	0.0451809838493428	0.0318910590942529	0.0358970061261725	0.0291930605298832	0.0332165622693656	0.0281421313935981	0.0318910590942529	0.0358970061261725	0.0268978220394846	0.0318910590942529	0.0318910590942529	0.0150618552957145	0.0150618552957145	0.0150618552957145	0.0150618552957145	0.0150618552957145	0.0150618552957145	0.0168292037985384	0.0168292037985384	0.0150618552957145	0.719621975239695	0.424284514771653	0.394273314500476	0.383266036110412	0.236265328979376	0.467477883292733	0.20941590482785	0.28819547904235	0.286032380319284	0.116269120870076	0.204979582239037	0.106330702793236	0.190672131902224	0.0957912046759282	0.0789064449584673	0.0815238535108288	0.0630041883405973	0.0655072172584773	0.0398220847758057	0.14477219458078	0.0322418556695099	0.108188706604366
"Esox_lucius"	0.263167338935366	0.211092732937312	0.211092732937312	0.203793397239669	0.209468044198813	0.177464373142777	1.2239644343311	0.218327175652084	0.171734840888383	0.200361364414083	0.135342256739732	0.138827392769274	0.137144980529656	0.124524551807127	0.0948179852965971	0.0948179852965971	0.0977039107138106	0.10096832408992	0.111311299435405	0.0878665341743536	0.0827885637133731	0.0786578169591493	0.0921064464553418	0.058689387940007	0.0686524367915692	0.0514772753726035	0.0514772753726035	0.0398725334476172	0.0516159957446093	0.0324018983618249	0.0361455716145469	0.0295938444215471	0.0335114641346033	0.0398117599034845	0.0324018983618249	0.0361455716145469	0.0277503867606379	0.0324018983618249	0.0324018983618249	0.0153317037580565	0.0153317037580565	0.0153317037580565	0.0153317037580565	0.0153317037580565	0.0153317037580565	0.0170701946037683	0.0170701946037683	0.0153317037580565	0.732514735107146	0.419837279130274	0.399240249733337	0.383794941282654	0.341583953471723	0.474172072326898	0.193715578933693	0.286064699440202	0.264005671880255	0.217600499070471	0.10308003350557	0.110157963315569	0.0851429614761426	0.206778205392032	0.082791220017209	0.189046503732188	0.061253906602955	0.0575656130496384	0.0404071556232643	0.0434813822158066	0.0300876676080895	0.0145198123480454
"Perca_fluviatilis"	0.267225914316177	0.216083908182679	0.216083908182679	0.196409903495421	0.202439286542871	0.169683034977961	0.218327175652084	1.23061065081074	0.164558826139612	0.212683418273831	0.147033154053744	0.139259728489762	0.137810608016086	0.125455864246168	0.0947373588689704	0.0947373588689704	0.0909652656201513	0.0939446083574968	0.123312406026171	0.0879480513361933	0.0758116636270511	0.0711605548324105	0.0922976272840428	0.0583719532213927	0.0685256780896447	0.0513575148077822	0.0513575148077822	0.0398223253408287	0.0517811214145619	0.0323587481680133	0.0360601772673553	0.0295827795033824	0.0334302822708726	0.0398769640724548	0.0323587481680133	0.0360601772673553	0.0277119537619468	0.0323587481680133	0.0323587481680133	0.0152973375404269	0.0152973375404269	0.0152973375404269	0.0152973375404269	0.0152973375404269	0.0152973375404269	0.0170614106275864	0.0170614106275864	0.0152973375404269	0.730872793598176	0.41966621355664	0.398382945264658	0.382806610976075	0.345286635494197	0.473928072988511	0.189421743693941	0.286283655802005	0.175612522029468	0.218485569173581	0.103450930109574	0.19797877797341	0.0852842624942537	0.208746247700797	0.0827641081434655	0.192724713459197	0.0597554412857219	0.0596540834494148	0.0403679052629397	0.0417235149574065	0.0297622004424415	0.0138831574072877
"Carassius_carassius"	0.290363747779891	0.225031815415445	0.225031815415445	0.229366405432918	0.233388000898156	0.185364820900084	0.188908324977222	0.181014708753573	1.20503066070592	0.162789782901268	0.146267080100861	0.115942201505224	0.117050058220036	0.0966576626092372	0.0960818551151832	0.0960818551151832	0.108536428034113	0.111463496137319	0.0964914164745643	0.0891580300941894	0.0927966166068043	0.0893171775152995	0.0794327335951879	0.0678948811211147	0.0700454860799115	0.0522931673730656	0.0522931673730656	0.0397606835229896	0.0517628362592576	0.0326502922449797	0.0368918053828197	0.0298858117621541	0.0340682415207606	0.0293598961891061	0.0326502922449797	0.0368918053828197	0.027534855045554	0.0326502922449797	0.0326502922449797	0.0154013619902459	0.0154013619902459	0.0154013619902459	0.0154013619902459	0.0154013619902459	0.0154013619902459	0.0172489302547339	0.0172489302547339	0.0154013619902459	0.73584285064508	0.433945568389567	0.404998352273443	0.394078567866423	0.339778560253829	0.479136951520386	0.301383373145947	0.293856723810618	0.287053371982943	0.124075859545424	0.111990713281849	0.106053007472784	0.0925079844517671	0.103670199611115	0.0808899537020543	0.0889391655559229	0.159492300750982	0.0621179201879204	0.0407527615914518	0.0475762653844706	0.0335354412200877	0.0151662126190978
"Gymnocephalus_cernuus"	0.267880478469311	0.215809034616564	0.215809034616564	0.195098952332804	0.201757238537854	0.167134809407983	0.220397500855492	0.233951760101214	0.162789782901268	1.22010169019731	0.150212775260264	0.138853869467109	0.142347478678585	0.125450598908544	0.0911224311356825	0.0911224311356825	0.0923286173511245	0.0952103280639408	0.12783868002924	0.0851237965793585	0.0769872231311406	0.0719675667726726	0.0898906809053716	0.0591039132195587	0.0651001961218221	0.0475714082161733	0.0475714082161733	0.0394215924805631	0.0530627702407023	0.0330391697831658	0.0320731748367041	0.0297031848812806	0.0337213383122693	0.041170157968372	0.0330391697831658	0.0320731748367041	0.027672630355101	0.0330391697831658	0.0330391697831658	0.0154982333794691	0.0154982333794691	0.0154982333794691	0.0154982333794691	0.0154982333794691	0.0154982333794691	0.0175409364036967	0.0175409364036967	0.0154982333794691	0.740471150352413	0.428481482138081	0.307779331197865	0.384709993025782	0.355975119245093	0.487248233436019	0.190929003319841	0.293539723324853	0.176014715653724	0.228194885234693	0.103409685926423	0.208097267153623	0.0857248677742942	0.218135554006222	0.0811626465042123	0.203278393087585	0.0594835716903123	0.059970805386834	0.0391632070848737	0.0416971051572693	0.029700698338859	0.0136746662242895
