"Sideroxylon_puberulum"	"Grangeria_borbonica"	"Badula_platiphylla"	"Helichrysum_proteoides"	"Myonima_violacea"	"Harungana_madagascariensis"	"Stillingia_lineata"	"Ochna_mauritiana"	"Olea_lancea"	"Psiadia_terebinthina"	"Aphloia_theiformis"	"Psidium_cattleianum"	"Coffea_macrocarpa"	"Homalanthus_populifolius"	"Faujasiopsis_flexuosa"	"Gaertnera_sp1_M_PL_077"	"Coffea_mauritiana"	"Gaertnera_rotundifolia"	"Warneckea_trinervis"	"Wikstroemia_indica"	"Apis_mellifera"	"Chaetocnema_sp1_M_PL_077"	"Dysauxes_florida"	"Brachymyrmex_sp1_M_PL_077"	"Stomorhina_lunata"	"Nacoleia_sp1_M_PL_077"	"Technomyrmex_albipes"	"Lygistorrhina_sp1_M_PL_077"	"Panara_naso"	"Chrysomya_megacephala"	"Eumolpinae_sp1_M_PL_077"	"Pachycerina_crinicornis"	"Polistes_hebraeus"	"Allograpta_nasuta"	"Syritta_nigrofemorata"	"Musca_domestica"	"Ornidia_obesa"	"Cerambycidae_sp1_M_PL_077"	"Cixiidae_sp1_M_PL_077"	"Eristalinus_flaveolus"	"Fannia_pusio"	"Ischiodon_aegyptius"	"Lygaeidae_sp1_M_PL_077"	"Melanostoma_bituberculatum"	"Mordellidae_sp1_M_PL_077"	"Nitidulidae_sp1_M_PL_077"	"Sarcophaga_arno"	"Villa_unifasciata"
"Sideroxylon_puberulum"	1.73008422628488	0.389395053254435	0.199697068071995	0.872367083483494	0.108749139514048	0.0818283220481095	0.0572611093826186	0.277667214294601	0.0785483329163247	0.51195932649961	0.0646526156757078	0.0740660001796914	0.110002653799935	0.0572611093826186	0.142819499596706	0.282191954746774	0.0281743317518258	0.0977098780951028	0.0646526156757078	0.034070360082658	0.718362396396753	0.492127423416172	0.195984550392622	0.0852445659723773	0.502343254281981	0.0939144391727526	0.0492990937194183	0.222439400522342	0.434266124867124	0.384236412485837	0.0438069434911239	0.340429468994713	0.345309167979792	0.0988399396303703	0.060394644241165	0.10140236772233	0.104201587732289	0.0257674992221784	0.0257674992221784	0.0222198000539074	0.060394644241165	0.0222198000539074	0.060394644241165	0.0575954242312061	0.0575954242312061	0.035945472252959	0.060394644241165	0.035945472252959
"Grangeria_borbonica"	0.340720671597631	1.78551784542989	0.188002172057582	0.730903729709173	0.14372586103868	0.128290638062507	0.0841491972588767	0.190394821614328	0.0845025288793669	0.486139356296247	0.0595113282167331	0.108845157323982	0.232322102745493	0.0841491972588767	0.193794633407712	0.17108142629396	0.104031464682986	0.037495662277054	0.0595113282167331	0.0500687723690316	0.661236980185923	0.723215600886012	0.374286812541987	0.124600055506853	0.264271195265586	0.346771548943286	0.090759664536488	0.0438069434911239	0.166647387898018	0.349969406126719	0.200870757610863	0.149098648515856	0.137246805795752	0.0765194589118561	0.0506010274414043	0.255561435194191	0.251471785052267	0.0378671387664945	0.0378671387664945	0.0326535471971945	0.0506010274414043	0.0326535471971945	0.0506010274414043	0.0546906775833278	0.0546906775833278	0.0338403909703647	0.0506010274414043	0.0338403909703647
"Badula_platiphylla"	0.279575895300793	0.300803475292131	1.9253769591256	0.499120847031669	0.0628346128102419	0.293373505799613	0.111356854625542	0.216457034766623	0.106785841617394	0.349733317033478	0.0323700472159822	0.144037670656952	0.338588341924268	0.111356854625542	0.12909194131244	0.186709927779495	0.0452148361246541	0.0317425559762429	0.0323700472159822	0.0662573285021977	0.359667191288691	0.957050300587301	0.135398069307821	0.510762281315453	0.547125409813826	0.150716120415514	0.164194428672844	0.0359454722529591	0.14107802656108	0.143685381568706	0.0338403909703647	0.109844990598341	0.119202825254565	0.0900633624782136	0.0345545201791155	0.073185389136631	0.0683949111494803	0.0501105845814941	0.0501105845814941	0.0432113011970855	0.0345545201791156	0.0432113011970855	0.0345545201791156	0.0393449981662663	0.0393449981662663	0.346567852642609	0.0345545201791156	0.346567852642609
"Helichrysum_proteoides"	0.469736121875728	0.449786910590261	0.191969556550642	2.15297812217607	0.124733818316629	0.0960336903767572	0.0711533464904625	0.236795714820883	0.0821745657950723	0.439208748231703	0.0559052844275237	0.092035306873533	0.128731927860308	0.0711533464904625	0.167070059478454	0.22911580305921	0.0326982374835508	0.073635808250244	0.0559052844275237	0.0423362411618252	0.621169826972485	0.611523483448586	0.30590459506269	0.092329311060712	0.398242571654635	0.108994124945169	0.0577747908815964	0.060394644241165	0.327270258889973	0.309458987393902	0.0506010274414043	0.258857959952498	0.26272601161113	0.0885296102961048	0.149052331535266	0.100012011617471	0.199653358976671	0.0320190059207081	0.0320190059207081	0.0276105920620599	0.149052331535266	0.0276105920620599	0.149052331535266	0.0494109841760667	0.0494109841760667	0.0345545201791156	0.149052331535266	0.0345545201791155
"Myonima_violacea"	0.380621988299167	0.57490344415472	0.157086532025605	0.810769819058088	1.28670265120775	0.0879075997138312	0.0644665681517531	0.236034308194884	0.0778323454519551	0.417844793693898	0.107300897738324	0.0833861044571589	0.126151757028405	0.0644665681517531	0.325060259258045	0.234209258742134	0.0382441573145742	0.0445103363061775	0.107300897738324	0.0383576080502931	1.19223219709249	0.554054338504234	0.797341126530791	0.0830320010101494	0.286155248639806	0.127480524381914	0.0547564252455406	0.0489371127813215	0.197823716916345	0.216751507781774	0.064676637467406	0.152074870314368	0.158175050367654	0.08772163867036	0.056130218242483	0.11168417675797	0.120806855709889	0.0290099556682889	0.0290099556682889	0.0250158313371477	0.056130218242483	0.0250158313371477	0.056130218242483	0.0470075392905636	0.0470075392905636	0.0282755757646089	0.056130218242483	0.0282755757646089
"Harungana_madagascariensis"	0.190932751445589	0.342108368166685	0.488955842999356	0.416145991632614	0.0586050664758875	1.57216578219934	0.138980528693618	0.174694239653343	0.119412944582431	0.292066396762314	0.0279917638547737	0.179768292549354	0.647890080650782	0.138980528693618	0.14129848104859	0.123836135622579	0.075724298451443	0.022915222827049	0.0279917638547737	0.0826934145727029	0.311019598386374	1.19446043271682	0.136059122760506	0.705437054546111	0.241397459540187	0.252414328171477	0.617425002806227	0.0245484966144328	0.101845434786884	0.124703264781972	0.0384871914187521	0.0862160733632203	0.0926648076494623	0.0815989555771744	0.0288101071130271	0.0713446610545124	0.0672972985317792	0.0625412379121283	0.0625412379121283	0.0539304877648063	0.0288101071130271	0.0539304877648063	0.0288101071130272	0.0328574696357603	0.0328574696357603	0.0880120517398841	0.0288101071130271	0.0880120517398841
"Stillingia_lineata"	0.200413882839165	0.336596789035507	0.278392136563856	0.462496752188006	0.0644665681517531	0.208470793040428	1.85693159828356	0.199308279588355	0.148217841735854	0.326276787701116	0.0307844369054607	0.227987610823302	0.246858597055789	0.176259329375998	0.169340869130472	0.131648669685186	0.0383878040153618	0.0246604107334947	0.0307844369054607	0.104874300978719	0.342049298949563	1.51485101413705	0.149698361094633	0.168195006831175	0.219068541927303	0.127959346717873	0.118084422249681	0.0257674992221784	0.109601825482199	0.132359782525757	0.0378671387664945	0.0944926437592621	0.102630868050266	0.0963189794603013	0.0320190059207081	0.0745732773828701	0.0698861446872026	0.835619219227603	0.079316698219199	0.0683962832469905	0.0320190059207081	0.0683962832469905	0.0320190059207081	0.0367061386163756	0.0367061386163756	0.0501105845814941	0.0320190059207081	0.0501105845814941
"Ochna_mauritiana"	0.485917625015551	0.380789643228656	0.270571293458279	0.76958607316787	0.118017154097442	0.131020679740007	0.0996541397941774	1.34332249287618	0.106709583015836	0.447228167452881	0.0724728790469824	0.128900463429425	0.163768674217619	0.0996541397941774	0.177311367274978	0.25488078298858	0.0327479944776116	0.048837649436073	0.0724728790469824	0.0592942131775355	0.805254211633138	0.856471968119958	0.202419000224265	0.124856988443457	0.574365897781494	0.109159981592039	0.0761541556209665	0.0624751232162851	0.21705621971588	0.208906162752657	0.0428388348632238	0.166067327889433	0.418001719948124	0.105367488529557	0.0532790358346987	0.0931520037016729	0.0961178706979225	0.0448443629073798	0.0448443629073798	0.0386701390288275	0.0532790358346987	0.0386701390288275	0.0532790358346987	0.0503131688384492	0.0503131688384491	0.0487028328224902	0.0532790358346987	0.0487028328224902
"Olea_lancea"	0.274919165207136	0.338010115517467	0.266964604043485	0.53413467766797	0.0778323454519551	0.179119416873647	0.148217841735854	0.213419166031672	1.42501081338695	0.350319613217513	0.0418692822524345	0.191716556158333	0.214588702968267	0.148217841735854	0.166021961284788	0.476607484871703	0.0354692860946199	0.0506601221519234	0.0418692822524345	0.0881896158328333	0.465214247249272	1.27385000647426	0.159835836442314	0.150071911957781	0.315045886088185	0.118230953648733	0.102018283229954	0.0353467498123461	0.225156098452993	0.149762398902814	0.0380261379957151	0.111736260907099	0.120344616777255	0.74849155012026	0.0369785546077825	0.0774370944826853	0.0750046926034976	0.0666980287811345	0.0666980287811344	0.0575149668475	0.0369785546077825	0.0575149668475	0.0369785546077826	0.0394109564869703	0.0394109564869703	0.0480536287278272	0.0369785546077825	0.0480536287278272
"Psiadia_terebinthina"	0.447964410687158	0.486139356296247	0.218583323145924	0.713714215876518	0.104461198423475	0.109524898785868	0.0815691969252791	0.22361408372644	0.0875799033043783	1.8457250810872	0.060134474422138	0.105507982979437	0.145449629265935	0.0815691969252791	0.152994870594016	0.210481982367414	0.035924730480067	0.043551212851394	0.060134474422138	0.048533672170541	0.668160826912644	0.70104193135226	0.197007662228163	0.104928634386862	0.451667093066966	0.119749101600223	0.0655836362205956	0.0575954242312061	0.193560946006196	0.36934115761291	0.0546906775833278	0.314650480029583	0.157319577245722	0.0867694025196384	0.0494109841760666	0.262334749205638	0.104101661759394	0.0367061386163756	0.0367061386163756	0.0316523948938311	0.0494109841760666	0.0316523948938311	0.0494109841760666	0.20764407162231	0.20764407162231	0.0393449981662663	0.0494109841760666	0.0393449981662663
