"Nephrosperma_vanhoutteanum"	"Nepenthes_pervillei"	"Erythroxylum_sechellarum"	"Psychotria_pervillei"	"Canthium_bibracteatum"	"Dillenia_suffruticosa"	"Paragenipa_wrightii"	"Chrysobalanus_icaco"	"Memecylon_eleagni"	"Roscheria_melanochaetes"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_sp1_M_PL_127"	"Xylocopa_caffra"	"Lygistorrhina_sp1_M_PL_127"	"Megachile_seychellensis"	"Unidentified_sp1_M_PL_127"	"Cratopus_aurostriatus"	"Eristalinus_vicarians"	"Leptotes_pirithous"	"Unidentified_sp2_M_PL_127"
"Lasioglossum_mahense"	1.29085121572755	0.612963129211778	0.996268405026157	0.727275935669094	0.315063048414854	0.285249684457353	0.169723562252125	0.169723562252125	0.169723562252125	0	1.69723562252125	1.8585079113899	0.11033336325812	0.128362358005809	0.484464953875763	0.232353218830959	0.298880521507847	0	0.11033336325812	0.11033336325812	0.232353218830959
"Hemipyrellia_sp1_M_PL_127"	0.68058740151041	2.45287365075628	0.331733265715969	0.242165283972657	0.360777056488729	0.240109675698066	0.142865257040349	0.142865257040349	0.142865257040349	0	1.42865257040349	0.33100008977436	1.44151725713613	0.10804935406413	0.726372664827933	0.122505732271874	0.0995199797147906	0	0.441517257136131	0.441517257136131	0.122505732271874
"Xylocopa_caffra"	0.627318129404205	0.600274189245164	0.433046635997883	0.316124044278454	0.308540933272014	1.84974440684576	0.200597922073227	0.200597922073227	0.200597922073227	0	2.00597922073227	0.385087074017426	0.10804935406413	1.83238498308059	0.359810037329293	0.112917263292757	0.129913990799365	0	0.10804935406413	0.10804935406413	0.112917263292757
"Lygistorrhina_sp1_M_PL_127"	1.23777907147006	1.34513456449617	0.416332093892048	0.303922428541195	0.691399166151032	0.266525953577254	0.158582942378466	0.158582942378466	0.158582942378466	0	1.58582942378466	0.484464953875763	0.242124221609311	0.119936679109764	1.77605407924189	0.222800232864611	0.124899628167614	0	0.242124221609311	0.242124221609311	0.222800232864611
"Megachile_seychellensis"	2.1581950019589	0.68058740151041	0.490985769515156	0.358419611746064	0.349821924376351	0.250927251761682	0.149301714798201	0.149301714798201	0.149301714798201	0	1.49301714798201	0.697059656492877	0.122505732271874	0.112917263292757	0.668400698593833	1.3884751003526	0.147295730854547	0	0.122505732271874	0.122505732271874	0.388475100352601
"Unidentified_sp1_M_PL_127"	0.818309615858593	0.552888776193281	1.83666799310898	0.440767634969556	0.284184830963347	0.288697757331922	0.171775165612494	0.171775165612494	0.171775165612494	0	1.71775165612494	0.896641564523541	0.0995199797147907	0.129913990799365	0.374698884502843	0.147295730854547	1.55100039793269	0	0.0995199797147907	0.0995199797147907	0.147295730854547
"Cratopus_aurostriatus"	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	5.26315789473684	0	0	0
"Eristalinus_vicarians"	0.68058740151041	2.45287365075628	0.331733265715969	0.242165283972657	0.360777056488729	0.240109675698066	0.142865257040349	0.142865257040349	0.142865257040349	0	1.42865257040349	0.33100008977436	0.441517257136131	0.10804935406413	0.726372664827933	0.122505732271874	0.0995199797147907	0	1.44151725713613	0.441517257136131	0.122505732271874
"Leptotes_pirithous"	0.68058740151041	2.45287365075628	0.331733265715969	0.242165283972657	0.360777056488729	0.240109675698066	0.142865257040349	0.142865257040349	0.142865257040349	0	1.42865257040349	0.33100008977436	0.441517257136131	0.10804935406413	0.726372664827933	0.122505732271874	0.0995199797147907	0	0.441517257136131	1.44151725713613	0.122505732271874
"Unidentified_sp2_M_PL_127"	2.1581950019589	0.68058740151041	0.490985769515156	0.358419611746064	0.349821924376351	0.250927251761682	0.149301714798201	0.149301714798201	0.149301714798201	0	1.49301714798201	0.697059656492877	0.122505732271874	0.112917263292757	0.668400698593833	0.388475100352601	0.147295730854547	0	0.122505732271874	0.122505732271874	1.3884751003526
