"Microtus_arvalis"	"Apodemus_agrarius"	"Clethrionomys_glareolus"	"Apodemus_uralensis"	"Cricetulus_migratorius"	"Sorex_araneus"	"Apodemus_flavicollis"	"Arvicola_terrestris"	"Micromys_minutus"	"Ctenophthalmus_assimilis"	"Leptopsylla_taschenbergi"	"Ctenophthalmus_wagneri"	"Amphipsylla_rossica"	"Ctenophthalmus_agyrtes"	"Nosopsyllus_consimilis"	"Leptopsylla_segnis"	"Ctenophthalmus_orientalis"	"Hystrichopsylla_talpae"	"Peromyscopsylla_bidentata"	"Megabothris_turbidus"	"Nosopsyllus_mokrzeckyi"	"Palaeopsylla_soricis"	"Megabothris_walkeri"	"Doratopsylla_dasycnema"
"Microtus_arvalis"	2.1058048302473	0.834600306400124	0.511311181659209	0.743213795243176	0.220146323145151	0.497217513658274	0.138193231568201	0.140826257111757	0.0718444557036461	0.45888539229154	0.399135865020256	0.270547888845197	0.135373167658755	0.462402818163135	0.336591785788742	0.399963601489032	0.402331794859212	0.336287897915666	0.331930384342889	0.336287897915666	0.203658647273311	0.331930384342889	0.267586613315089	0.0639279660417782
"Apodemus_agrarius"	1.06221857178198	1.8836656195546	0.495856373583702	0.743750825282779	0.233808362115156	0.476290599913585	0.143685410672639	0.14857887130895	0.0753032605234542	0.478912827815584	0.418351447352523	0.289341150035382	0.0682854796145556	0.478989910002007	0.359483658669929	0.426344150758956	0.423236620987834	0.353094112353287	0.260213379053943	0.353094112353287	0.222403575759932	0.260213379053943	0.283640938605964	0.0612373628460324
"Clethrionomys_glareolus"	1.02262236331842	0.779202872774388	1.61371094907647	0.765104187306888	0.199660630860593	0.524033028678514	0.16300322635922	0.138743017979147	0.0570776183832035	0.540131578480566	0.317097879906686	0.198352348245994	0.0657400090704698	0.54655659724757	0.258250537504172	0.320684895594788	0.46572765952829	0.405829470270112	0.409452183068016	0.405829470270112	0.129492971388374	0.409452183068016	0.196868646504183	0.067375675115809
"Apodemus_uralensis"	1.04049931334045	0.818125907811057	0.535572931114821	1.80357500673106	0.238395074536293	0.484666553929991	0.130571504689396	0.134754811675557	0.0769967909082176	0.384397306288755	0.427759949490098	0.296148566453132	0.0668892415718859	0.48607939164055	0.36766708881402	0.42830675406802	0.43652646567164	0.365007943310752	0.360384640254872	0.365007943310752	0.133826815847336	0.360384640254872	0.196141087066906	0.0623142712195702
"Cricetulus_migratorius"	1.0273495080107	0.857297327755573	0.465874805341383	0.794650248454311	1.39138479082079	0.376019244615701	0.11153738979691	0.184045717542759	0.0549988623987144	0.377442324589711	0.305549235548413	0.20770492793898	0.0660438969435453	0.366140274056358	0.625120365185216	0.707940938079458	0.685018554443394	0.267603117197158	0.245805940013201	0.267603117197158	0.136186405578092	0.245805940013201	0.184531737028682	0.0483453314505901
"Sorex_araneus"	0.994435027316549	0.748456657007063	0.524033028678514	0.692380791328558	0.1611511048353	1.75112588176581	0.166328844754913	0.136616029049899	0.0886305300002321	0.554010953442818	0.492391833334623	0.187479600107381	0.0639279660417781	0.554848011589934	0.235824931557971	0.297302144630426	0.30320060667378	0.25485527522319	0.41876266860419	0.25485527522319	0.125165328887811	0.418762668604191	0.350310085114844	0.225144756227033
"Apodemus_flavicollis"	0.967352620977409	0.790269758699512	0.570511292257271	0.652857523446979	0.167306084695366	0.582150956642195	1.27722112886339	0.199544497738859	0.0559440314158675	0.939589352980748	0.310800174532597	0.185602566118606	0.0621869542056906	0.90855150610849	0.235794391527216	0.325589415509702	0.309145843388865	0.258954017980255	0.269143563317279	0.258954017980255	0.126845389008378	0.269143563317279	0.201693369148089	0.0748479801397108
"Arvicola_terrestris"	0.985783799782298	0.817183792199223	0.485600562927014	0.673774058377784	0.276068576314139	0.478156101674648	0.199544497738859	1.29284262326364	0.0542038824592353	0.925718083403514	0.301132680329085	0.190871973043319	0.0633718157002905	0.404578568188876	0.27369254593756	0.855471726406199	0.336126904028176	0.253306331133935	0.247923052117362	0.253306331133935	0.130232307789318	0.247923052117362	0.191709520861773	0.0614772130724547
"Micromys_minutus"	1.00582237985105	0.828335865757996	0.399543328682425	0.769967909082176	0.164996587196143	0.620413710001625	0.111888062831735	0.108407764918471	1.25378228641523	0.362703400637075	1.4099015911957	0.201730056421786	0.0646600101332815	0.383217018241159	0.251229032580629	0.300012526793941	0.302598889125512	0.253099912966669	0.265094455495769	0.253099912966669	0.13243294460439	0.265094455495769	0.212200421604599	0.0797674770002089
"Ctenophthalmus_assimilis"	1.07073258201359	0.878006850995237	0.630153508227327	0.640662177147925	0.188721162294856	0.646346112349954	0.313196450993583	0.308572694467838	0.0604505667728458	1.58458722826222	0.335836482071366	0.198329328959382	0.068832808843731	0.503389111695002	0.254945677647838	0.393803390158366	0.335965414419923	0.279349065731467	0.290613784575552	0.279349065731467	0.140669733016069	0.290613784575552	0.223771376032491	0.0831016430164227
