"Nephrosperma_vanhoutteanum"	"Psychotria_pervillei"	"Phoenicophorium_borsigianum"	"Canthium_bibracteatum"	"Dillenia_ferruginea"	"Memecylon_eleagni"	"Psidium_cattleianum"	"Lasioglossum_mahense"	"Apis_mellifera"	"Unidentified_sp2_M_PL_095"	"Hemipyrellia_sp1_M_PL_095"	"Ornidia_obesa"	"Nectarinia_dussumieri"	"Rhiparida_seychellensis"	"Unidentified_sp3_M_PL_095"	"Eristalinus_vicarians"	"Hemipyrellia_germana"	"Parasarcophaga_hirticeps"	"Unidentified_sp1_M_PL_095"
"Nephrosperma_vanhoutteanum"	2.60185877867392	0.452718185320114	0.554810217696141	0.46213070169643	0.669701457574133	0.15948520686837	0.362453346907738	0.988167807611244	1.2404404978651	0.468334580161305	0.138639210508929	0.233568303053953	0.256361717959378	0.468334580161305	0.124832298981632	0.108736004072321	0.120546262363344	0.120546262363344	0.468334580161305
"Psychotria_pervillei"	0.754530308866856	1.70161614968062	0.63781771509632	0.531272025695293	1.03789371254529	0.183346461532111	0.416681521320358	1.13601176236363	1.42602803413864	0.135815455596034	0.159381607708588	0.268513442292779	0.697305713162337	0.135815455596034	0.143508985896672	0.125004456396107	0.186820868258152	0.186820868258152	0.135815455596034
"Phoenicophorium_borsigianum"	0.693512772120177	0.47836328632224	2.07365570495663	0.488308992972289	0.707637997518106	0.174884920800842	0.646794220046557	1.00878135593849	1.36021605067322	0.124832298981632	0.146492697891687	0.66061079962921	0.270883825449931	0.124832298981632	0.466572533615242	0.194038266013967	0.127374839553259	0.127374839553259	0.124832298981632
"Canthium_bibracteatum"	0.770217836160716	0.531272025695293	0.651078657296385	1.91218077778987	0.785905363454576	0.18715843911037	0.425344795229628	1.15963071486799	1.45567674863621	0.138639210508929	0.573654233336962	0.274096136460575	0.300844573130412	0.138639210508929	0.146492697891687	0.127603438568889	0.141462965421824	0.141462965421824	0.138639210508929
"Dillenia_ferruginea"	0.669701457574133	0.622736227527174	0.566110398014485	0.471543218072746	2.40049737799878	0.16273354573856	0.369835669810969	1.00829446363636	1.26570535574435	0.120546262363344	0.141462965421824	0.23832554049655	0.618910396297932	0.120546262363344	0.127374839553259	0.110950700943291	0.43208952803978	0.43208952803978	0.120546262363344
"Memecylon_eleagni"	0.797426034341849	0.550039384596332	0.699539683203369	0.56147531733111	0.813667728692799	1.26932439265557	0.571685353915816	0.780847716645227	2.09474527620998	0.143536686181533	0.168442595199333	0.328902034895503	0.311472006543603	0.143536686181533	0.157396428720758	0.171505606174745	0.146460191164704	0.146460191164704	0.143536686181533
"Psidium_cattleianum"	0.604088911512897	0.416681521320358	0.862392293395409	0.425344795229629	0.616392783018281	0.190561784638605	2.14769580562166	0.666332865994575	1.48214721385582	0.108736004072321	0.127603438568889	0.838347007700467	0.235955157339398	0.108736004072321	0.194038266013967	0.6443087416865	0.110950700943291	0.110950700943291	0.108736004072321
"Lasioglossum_mahense"	0.988167807611244	0.681607057418179	0.807025084750794	0.695778428920794	1.00829446363636	0.156169543329045	0.399799719596745	1.95415949879519	1.21465200367035	0.177870205370024	0.208733528676238	0.301520559947952	0.385975120679998	0.177870205370024	0.181580644068929	0.119939915879024	0.181493003454545	0.181493003454545	0.177870205370024
"Apis_mellifera"	0.886028927046499	0.611154871773702	0.77726631467041	0.623861463701233	0.90407525410311	0.299249325172855	0.635205948795351	0.867608574050252	2.32749475134443	0.15948520686837	0.18715843911037	0.365446705439447	0.34608000727067	0.15948520686837	0.174884920800842	0.190561784638605	0.16273354573856	0.16273354573856	0.15948520686837
"Unidentified_sp2_M_PL_095"	2.34167290080653	0.407446366788103	0.499329195926527	0.415917631526787	0.60273131181672	0.143536686181533	0.326208012216964	0.88935102685012	1.11639644807859	1.42150112214517	0.124775289458036	0.210211472748558	0.23072554616344	0.421501122145175	0.112349069083469	0.0978624036650893	0.10849163612701	0.10849163612701	0.421501122145175
