"Psychotria_hoffmannseggiana"	"Psychotria_marginata"	"Psychotria_acuminata"	"Psychotria_deflexa"	"Psychotria_horizontalis"	"Psychotria_limonensis"	"Psychotria_poeppigiana"	"Psychotria_emetica"	"Psychotria_psychotrifolia"	"Psychotria_brachybotrya"	"Psychotria_pittieri"	"Psychotria_racemosa"	"Psychotria_grandis"	"Pipra_mentalis"	"Pipra_coronata"	"Catharus_ustulatus"	"Manacus_vitellinus"	"Catharus_fuscescens"	"Catharus_minimus"	"Habia_fuscicauda"	"Schiffornis_turdinus"	"Empidonax_virescens"	"Mionectes_oleagineus"	"Trogon_rufus"
"Psychotria_hoffmannseggiana"	1.62682459357875	0.598554090767206	0.416290756023507	0.286860220140768	0.624539863482512	0.325107111098981	0.368640005244564	0.175818365585977	0.149669178726761	0.227955782426705	0.157211453246085	0.231448963830557	0.0742375105844719	0.90734735158799	0.838129646025432	0.782866036999446	0.636064995251745	0.50446228728205	0.433474497271257	0.130898750475694	0.286120116558765	0.0702607346417826	0.0702607346417825	0.0769569545272121
"Psychotria_marginata"	0.598554090767206	1.73827611531912	0.380118243461324	0.286236896682107	0.581005356364617	0.326085562947859	0.369470424921566	0.13831657081139	0.150433090169446	0.227328306474397	0.159078382485943	0.233666618408904	0.0745882359229614	0.911633994613973	0.842720602738714	0.768952163049512	0.6473718863069	0.507603236002711	0.272983797806395	0.130907978239356	0.300449597925385	0.0653631025910194	0.0653631025910194	0.223492643398173
"Psychotria_acuminata"	0.58280705843291	0.532165540845853	1.45572420892715	0.304782803644422	0.649903359842807	0.326079273928806	0.367356524191908	0.197070500259442	0.159317839084229	0.24416766631588	0.142571703065527	0.221891559631715	0.0793198565661881	0.969464913586744	0.88886647242268	0.848498272316506	0.486684493147112	0.551865942130454	0.498758546790184	0.134700305174538	0.14335361990727	0.0731141279823158	0.0731141279823158	0.0684212838230383
"Psychotria_deflexa"	0.502005385246344	0.500914569193687	0.380978504555528	1.45174750361689	0.556713858517903	0.297127605795804	0.514748301229393	0.148247308720232	0.173869935386653	0.263063456476102	0.15079870635394	0.236870732999153	0.086072026645212	1.05199143677481	0.97553231934934	0.891935210894488	0.490006203652776	0.327007002492462	0.262461278359036	0.419297882535092	0.128946851285147	0.0626303090832641	0.0626303090832641	0.0644033017534741
"Psychotria_horizontalis"	0.546472380547198	0.50837968681904	0.406189599901755	0.278356929258952	1.8626227633761	0.315363126129138	0.357608983149634	0.172962995276004	0.145163453320433	0.221206962536362	0.152411095493906	0.224415507211115	0.0720044117172089	0.880053920988109	0.812878240035823	0.760435092159294	0.616404863594195	0.489239729473985	0.430753271378111	0.126999926050198	0.135623837232802	0.209545060879811	0.209545060879811	0.0653631025910194
"Psychotria_limonensis"	0.568937444423217	0.570649735158754	0.407599092411008	0.297127605795804	0.630726252258275	1.37479133589636	0.392532699560771	0.151984856879861	0.147583465926101	0.235248287044556	0.159297908283176	0.242988559691067	0.0836906514078917	1.02288573942979	0.709920161313432	0.876648211184557	0.742039618171964	0.600170942250258	0.285866825606246	0.137509597224995	0.146518351660539	0.070956703379056	0.070956703379056	0.0733692516632683
"Psychotria_poeppigiana"	0.516096007342389	0.517258594890192	0.367356524191908	0.411798640983514	0.572174373039414	0.314026159648616	1.50075117929054	0.142228128688925	0.165006675661965	0.2485431830614	0.17254381986785	0.25395921396899	0.0814153941011401	0.995077039013934	0.928792017342502	0.835365073994344	0.691853075721303	0.33400955467232	0.260851650175515	0.362789906493588	0.132859877429903	0.0643696169669341	0.0643696169669341	0.0665046764858818
"Psychotria_emetica"	0.615364279550921	0.484107997839865	0.492676250648605	0.296494617440464	0.691851981104018	0.303969713759722	0.355570321722313	1.3037727600111	0.121175074243674	0.23767334136511	0.119583452562913	0.180250778525523	0.0606673259626105	0.741489539543017	0.672308314234041	1.16498267121435	0.459477699969939	0.376268979965704	0.832331079509637	0.130713946834121	0.141360721378815	0.077833347874202	0.077833347874202	0.0622424568651255
"Psychotria_psychotrifolia"	0.523842125543663	0.52651581559306	0.398294597710573	0.347739870773305	0.580653813281732	0.295166931852201	0.412516689154913	0.121175074243674	1.21619399426151	0.27911735703596	0.174429591152359	0.280970812643122	0.106541221490763	1.30217048488711	1.21836414189724	0.629233627744456	0.503819698523616	0.338475162252136	0.258896495418794	0.152494474971878	0.135046021003293	0.0653235539941948	0.0653235539941948	0.0676948905762505
"Psychotria_brachybotrya"	0.531896825662313	0.530432715106926	0.406946110526466	0.350751275301469	0.5898852334303	0.313664382726075	0.414238638435666	0.158448894243406	0.186078238023974	1.28168437896391	0.157413700765312	0.249565601158171	0.0921519003928585	1.1263010048016	1.04362597367906	0.956061409399326	0.493790602154868	0.34677210143937	0.279301125793217	0.15348199186125	0.136585226670331	0.0663620887609087	0.0663620887609087	0.068198491942319
"Psychotria_pittieri"	0.550240086361297	0.5567743387008	0.356429257663818	0.301597412707881	0.609644381975625	0.318595816566351	0.431359549669624	0.119583452562913	0.174429591152359	0.236120551147968	1.23946522245365	0.304191728114103	0.0647265056604531	0.791101735849983	1.21892317213229	0.616909599956094	1.009261065258	0.346756744158586	0.257299966965794	0.145504136799806	0.142330426079412	0.0685849929722578	0.0685849929722578	0.0715852721186743
"Psychotria_racemosa"	0.540047582271299	0.545222109620777	0.369819266052859	0.31582764399887	0.598441352562974	0.323984746254756	0.423265356614983	0.120167185683682	0.187313875095415	0.249565601158171	0.202794485409402	1.29475158771153	0.0919571023021263	1.12392013924821	1.05951969770321	0.622517260627559	0.835626653680879	0.346323362632008	0.257402042759673	0.147248984090443	0.139534674671838	0.0673246521633346	0.0673246521633346	0.0700999855226713
"Psychotria_grandis"	0.519662574091303	0.52211765146073	0.396599282830941	0.344288106580848	0.576035293737671	0.334762605631567	0.4070769705057	0.121334651925221	0.213082442981527	0.276455701178576	0.129453011320906	0.275871306906379	1.14641829558547	1.78955694604467	0.740712748845045	0.633732581970489	0.488357830526628	0.34545659957885	0.257606194347431	0.150738678671717	0.13394317185669	0.064803970545488	0.064803970545488	0.0671294123306653
"Pipra_mentalis"	0.577402860101448	0.580130723845256	0.440665869812156	0.382542340645387	0.640039215264079	0.371958450701741	0.452307745006334	0.134816279916912	0.236758269979474	0.307173001309528	0.143836679245451	0.306523674340421	0.16268699509497	1.98839660671629	0.823014165383384	0.704147313300543	0.542619811696254	0.383840666198722	0.286229104830479	0.167487420746352	0.148825746507433	0.0720044117172089	0.0720044117172089	0.0745882359229614
"Pipra_coronata"	0.586690752217803	0.5899044219171	0.44443323621134	0.390212927739736	0.650302592028658	0.283968064525373	0.464396008671251	0.134461662846808	0.243672828379447	0.313087792103717	0.243784634426458	0.317855909310962	0.0740712748845045	0.905315581921722	1.88446170549937	0.694149637242692	0.576979518356226	0.368326361028247	0.289096440544618	0.171389190302266	0.151276522388773	0.073159041603224	0.073159041603224	0.0758448542464842
"Catharus_ustulatus"	0.608895806555124	0.598073904594065	0.471387929064725	0.396415649286439	0.675942304141594	0.389621427193136	0.464091707774635	0.258885038047634	0.139829695054324	0.318687136466442	0.137091022212465	0.20750575354252	0.0704147313300543	0.860624494033997	0.771277374714102	1.78857441412118	0.52636934379708	0.403739977570931	0.35567820726896	0.172730028488883	0.155181820004896	0.0760435092159294	0.0760435092159294	0.0768952163049512
"Manacus_vitellinus"	0.636064995251745	0.6473718863069	0.347631780819366	0.280003544944444	0.704462701250509	0.424022638955408	0.494180768372359	0.131279342848554	0.143948485292462	0.211624543780658	0.28836030435943	0.358125708720377	0.0697654043609468	0.852688275522684	0.824256454794608	0.67676058488196	1.66582284888378	0.402244181546389	0.282681263823813	0.151953335919524	0.165013313343254	0.0792520538906823	0.0792520538906823	0.0832335282394586
"Catharus_fuscescens"	0.70624720219487	0.710644530403795	0.551865942130454	0.261605601993969	0.782783567158375	0.480136753800206	0.33400955467232	0.150507591986281	0.135390064900854	0.208063260863622	0.138702697663435	0.207794017579205	0.06909131991577	0.844449465637188	0.736652722056495	0.726731959627676	0.563141854164945	1.4776015846851	0.345930648993395	0.118982980289661	0.182171794191257	0.0880631513053172	0.0880631513053172	0.091368582480488
"Catharus_minimus"	0.7585803702247	0.477721646161192	0.623448183487729	0.262461278359036	0.861506542756222	0.285866825606246	0.326064562719394	0.416165539754819	0.129448247709397	0.209475844344913	0.128649983482897	0.193051532069755	0.0644015485868579	0.787130038283818	0.722741101361545	0.80027596635516	0.494692211691673	0.432413311241743	1.49394641386357	0.117745408920274	0.158953116392472	0.096919486060075	0.096919486060075	0.061421354506439
"Habia_fuscicauda"	0.45814562666493	0.458177923837746	0.336750762936346	0.838595765070183	0.507999704200793	0.275019194449989	0.906974766233969	0.130713946834121	0.152494474971878	0.230222987791876	0.145504136799806	0.220873476135664	0.0753693393358584	0.921180814104937	0.856945951511329	0.777285128199974	0.531836675718336	0.297457450724152	0.235490817840548	1.35193950506291	0.117813027921773	0.0571499667225892	0.0571499667225892	0.0589085902077101
"Schiffornis_turdinus"	1.00142040795568	1.05157359273885	0.358384049768174	0.257893702570294	0.542495348931208	0.293036703321078	0.332149693574758	0.141360721378815	0.135046021003293	0.204877840005496	0.142330426079412	0.209302012007757	0.066971585928345	0.818541605790883	0.756382611943866	0.698318190022031	0.57754659670139	0.455429485478142	0.317906232784943	0.117813027921773	1.26395637151787	0.0610307267547609	0.0610307267547609	0.135202319066423
"Empidonax_virescens"	0.491825142492478	0.457541718137136	0.365570639911579	0.250521236333056	1.67636048703849	0.283826813516224	0.32184808483467	0.155666695748404	0.13064710798839	0.199086266282726	0.137169985944516	0.201973956490004	0.064803970545488	0.792048528889298	0.731590416032241	0.684391582943364	0.554764377234776	0.440315756526586	0.3876779442403	0.114299933445178	0.122061453509522	1.18859055479183	0.18859055479183	0.0588267923319175
"Mionectes_oleagineus"	0.491825142492478	0.457541718137136	0.365570639911579	0.250521236333056	1.67636048703849	0.283826813516224	0.32184808483467	0.155666695748404	0.13064710798839	0.199086266282726	0.137169985944516	0.201973956490004	0.064803970545488	0.792048528889298	0.73159041603224	0.684391582943364	0.554764377234776	0.440315756526586	0.3876779442403	0.114299933445178	0.122061453509522	0.18859055479183	1.18859055479183	0.0588267923319175
"Trogon_rufus"	0.538698681690485	1.56444850378721	0.342106419115191	0.257613207013896	0.522904820728155	0.293477006653073	0.332523382429409	0.124484913730251	0.135389781152501	0.204595475826957	0.143170544237348	0.210299956568014	0.0671294123306652	0.820470595152575	0.758448542464842	0.69205694674456	0.58263469767621	0.45684291240244	0.245685418025756	0.11781718041542	0.270404638132846	0.0588267923319175	0.0588267923319175	1.20114337905836
