"Sorex_araneus"	"Neomys_fodiens"	"Microtus_oeconomus"	"Microtus_arvalis"	"Clethrionomys_glareolus"	"Clethrionomys_rutilus"	"Sorex_minutus"	"Apodemus_speciosus"	"Apodemus_agrarius"	"Sicista_subtilis"	"Arvicola_terrestris"	"Sorex_arcticus"	"Sorex_daphaenodon"	"Micromys_minutus"	"Talpa_europaea"	"Microtus_gregalis"	"Microtus_agrestis"	"Cricetus_cricetus"	"Sorex_caecutiens"	"Clethrionomys_rufocanus"	"Sorex_isodon"	"Tamias_sibiricus"	"Sorex_minutissimus"	"Neopsylla_mana"	"Ctenophthalmus_assimilis"	"Megabothris_rectangulatus"	"Amalaraeus_penicilliger"	"Palaeopsylla_soricis"	"Hystrichopsylla_talpae"	"Frontopsylla_elata"	"Megabothris_turbidus"	"Ceratophyllus_indages"
"Sorex_araneus"	1.28868990613388	0.197348341543964	0.239363689009935	0.320902818026896	0.320902818026896	0.320902818026896	0.156017217503972	0.320902818026896	0.320902818026896	0.190249504518538	0.19936771666551	0.11647442304564	0.077583513089236	0.16645252467151	0.159824922207177	0.239363689009935	0.197348341543964	0.160476806709107	0.0764784507012144	0.117126307547569	0.0375875407448109	0	0.0388909099564035	0.877042617378921	0.734606076954289	0.702983012592582	0.597005125022105	0.666599539073752	0.560204632879615	0.214752745953466	0.383648355408432	0
"Neomys_fodiens"	0.27628767816155	1.21317464799422	0.244935883171197	0.30728118018928	0.30728118018928	0.30728118018928	0.168420533118963	0.30728118018928	0.30728118018928	0.187653794417036	0.201414407264561	0.125909824786281	0.0838216257215146	0.157684129044549	0.158903698931879	0.244935883171197	0.213174647994218	0.159326208199795	0.082388348879644	0.126332334054197	0.040300149814878	0	0.042088199064766	0.940336829013821	0.794999315667802	0.755745925914353	0.646448325975909	0.725357931777277	0.423483135693057	0.206623346851537	0.243847294369407	0
"Microtus_oeconomus"	0.279257637178258	0.204113235975998	1.24776217400751	0.310743085598012	0.310743085598012	0.310743085598012	0.161165471252931	0.310743085598012	0.310743085598012	0.195055576756352	0.206517893059665	0.120387286672006	0.0800249058033113	0.152298553554982	0.16573970847874	0.247762174007512	0.204113235975998	0.16615551219097	0.0791430057241585	0.120803090384236	0.0387806248554636	0	0.0403623808686949	0.904881246627484	0.762400527519792	0.724945503660887	0.620356601555409	0.687404682464128	0.581985840420193	0.209902989465025	0.244964713550243	0
"Microtus_arvalis"	0.280789965773534	0.1920507376183	0.233057314198509	1.33112519600706	0.331125196007065	0.331125196007065	0.151960421693052	0.331125196007065	0.331125196007065	0.204501548904984	0.194256634596701	0.113392360960079	0.075452473970421	0.16175318627842	0.155688573863729	0.233057314198509	0.1920507376183	0.156316747607043	0.0745916813582722	0.114020534703394	0.0366517943686138	0	0.0379398869896584	0.855208535267655	0.716642309804659	0.685654413030628	0.57908234114247	0.646677993363453	0.54675435440278	0.335568201556871	0.371253956694644	0
"Clethrionomys_glareolus"	0.280789965773534	0.1920507376183	0.233057314198509	0.331125196007065	1.33112519600706	0.331125196007065	0.151960421693052	0.331125196007065	0.331125196007065	0.204501548904984	0.194256634596701	0.113392360960079	0.075452473970421	0.16175318627842	0.155688573863729	0.233057314198509	0.1920507376183	0.156316747607043	0.0745916813582722	0.114020534703394	0.0366517943686138	0	0.0379398869896584	0.855208535267655	0.716642309804659	0.685654413030628	0.57908234114247	0.646677993363453	0.54675435440278	0.335568201556871	0.371253956694644	0
"Clethrionomys_rutilus"	0.280789965773534	0.1920507376183	0.233057314198509	0.331125196007065	0.331125196007065	1.33112519600706	0.151960421693052	0.331125196007065	0.331125196007065	0.204501548904984	0.194256634596701	0.113392360960079	0.075452473970421	0.16175318627842	0.155688573863729	0.233057314198509	0.1920507376183	0.156316747607043	0.0745916813582722	0.114020534703394	0.0366517943686138	0	0.0379398869896584	0.855208535267655	0.716642309804659	0.685654413030628	0.57908234114247	0.646677993363453	0.54675435440278	0.335568201556871	0.371253956694644	0
"Sorex_minutus"	0.273030130631951	0.210525666398704	0.241748206879397	0.303920843386104	0.303920843386104	0.303920843386104	1.17887978546634	0.303920843386104	0.303920843386104	0.194347836794463	0.195103004972678	0.133818039192798	0.0891874547102722	0.165531124736364	0.150041258699141	0.241748206879397	0.210525666398704	0.150472420490152	0.0871728372860793	0.134249200983809	0.0425422528035537	0	0.0446305844825257	0.992652565416252	0.843022151336596	0.80109771152955	0.457107169023103	0.777420031778642	0.416300539742573	0.205938085027687	0.243303851408759	0
"Apodemus_speciosus"	0.280789965773534	0.1920507376183	0.233057314198509	0.331125196007065	0.331125196007065	0.331125196007065	0.151960421693052	1.33112519600706	0.331125196007065	0.204501548904984	0.194256634596701	0.113392360960079	0.075452473970421	0.16175318627842	0.155688573863729	0.233057314198509	0.1920507376183	0.156316747607043	0.0745916813582722	0.114020534703394	0.0366517943686138	0	0.0379398869896584	0.855208535267655	0.716642309804659	0.685654413030628	0.57908234114247	0.646677993363453	0.54675435440278	0.335568201556871	0.371253956694644	0
"Apodemus_agrarius"	0.280789965773534	0.1920507376183	0.233057314198509	0.331125196007065	0.331125196007065	0.331125196007065	0.151960421693052	0.331125196007065	1.33112519600706	0.204501548904984	0.194256634596701	0.113392360960079	0.075452473970421	0.16175318627842	0.155688573863729	0.233057314198509	0.1920507376183	0.156316747607043	0.0745916813582722	0.114020534703394	0.0366517943686138	0	0.0379398869896584	0.855208535267655	0.716642309804659	0.685654413030628	0.57908234114247	0.646677993363453	0.54675435440278	0.335568201556871	0.371253956694644	0
"Sicista_subtilis"	0.266349306325953	0.187653794417036	0.234066692107622	0.327202478247975	0.327202478247975	0.327202478247975	0.15547826943557	0.327202478247975	0.327202478247975	1.23131343777216	0.202635790831608	0.113170983060037	0.0711465200643092	0.145736420658174	0.160328504456074	0.234066692107622	0.187653794417036	0.16061132783588	0.0817400817840223	0.113453806439843	0.0397156187882949	0	0.0420244629957274	0.926697771726881	0.793795412141517	0.752129535565039	0.464757583065621	0.523848354600238	0.618838635874478	0.405687812813475	0.251086999475912	0
