"Sideroxylon_puberulum"	"Psiadia_terebinthina"	"Psidium_cattleianum"	"Helichrysum_proteoides"	"Stillingia_lineata"	"Grangeria_borbonica"	"Antidesma_madagascariense"	"Labourdonnaisia_callophylloides"	"Olea_lancea"	"Euodia_obtusifolia"	"Warneckea_trinervis"	"Homalanthus_populifolius"	"Phyllanthus_phillyreifolius"	"Wikstroemia_indica"	"Badula_platiphylla"	"Eugenia_orbiculata"	"Euodia_chapelieri"	"Gaertnera_sp1_M_PL_078"	"Apis_mellifera"	"Chaetocnema_sp1_M_PL_078"	"Villa_unifasciata"	"Pachycerina_crinicornis"	"Musca_domestica"	"Chrysomya_megacephala"	"Technomyrmex_albipes"	"Cerambycidae_sp1_M_PL_078"	"Stomorhina_lunata"	"Dysauxes_florida"	"Lygaeidae_sp1_M_PL_078"	"Pelecophora_intemipta"	"Scolia_carniflex"
"Sideroxylon_puberulum"	1.56634585226824	0.602454549730955	0.252122092925169	0.747252006668397	0.143748672694078	0.436628629426562	0.269367076410773	0.41678003427945	0.127682904116424	0.0641942158350396	0.188633404643784	0.0641942158350396	0.0641942158350396	0.0641942158350396	0.0641942158350396	0.0634886882813849	0.0641942158350396	0.0634886882813849	1.25755603095856	0.855922877800528	0.423257921875899	0.353575363817947	0.232746802821288	0.839360994721021	0.13806603430069	0.0774584421082657	0.175699883729242	0.134505361200311	0.0774584421082657	0.0937755077128763	0.0774584421082657
"Psiadia_terebinthina"	0.172129871351702	2.46213168493445	0.237318520360712	0.282650801705703	0.113727984926856	0.419631190888687	0.421829821920555	0.286027388578904	0.177870060598288	0.054930397702396	0.11437885746482	0.054930397702396	0.054930397702396	0.054930397702396	0.054930397702396	0.122939662895892	0.054930397702396	0.122939662895892	0.762525716432133	0.732405302698613	0.819597752639282	0.26132260988649	0.145294162256981	0.128335586415292	0.411471497995126	0.316559788063001	0.410976806012956	0.0508771443070266	0.316559788063001	0.0643561624302535	0.316559788063001
"Psidium_cattleianum"	0.252122092925169	0.830614821262493	1.36525842585223	0.324125951255143	0.128499103864661	0.390669781397222	0.40834644009322	0.380328866358391	0.252880039979494	0.062434781183418	0.174813167056156	0.062434781183418	0.062434781183418	0.062434781183418	0.062434781183418	0.190445258796076	0.062434781183418	0.190445258796076	1.1654211137077	0.83246374911224	1.26963505864051	0.293619211916636	0.146243372040301	0.171797613042252	0.198671283183295	0.106793334162321	0.194694034976695	0.0583426712259257	0.106793334162321	0.0855739949306379	0.106793334162321
"Helichrysum_proteoides"	0.298900802667359	0.395711122387985	0.129650380502057	2.00492665874487	0.248524015914314	0.457076472662468	0.361718810109205	0.406894478599621	0.156926431616111	0.103250381882938	0.0759743307688845	0.103250381882938	0.103250381882938	0.103250381882938	0.103250381882938	0.0536760497331726	0.103250381882938	0.0536760497331726	0.50649553845923	1.37667175843917	0.357840331554484	0.645660595695003	0.463729004923131	0.495392159774387	0.132263876581598	0.0508771443070266	0.153719350656082	0.360886798574076	0.0508771443070266	0.0915512576849148	0.0508771443070266
"Stillingia_lineata"	0.143748672694078	0.398047947243997	0.128499103864661	0.621310039785784	1.35545688788543	0.350020669523032	0.492542370455525	0.526357794528289	0.205657651137185	0.141472000523402	0.0643134532508783	0.141472000523402	0.141472000523402	0.141472000523402	0.141472000523402	0.0641856506137827	0.141472000523402	0.0641856506137827	0.428756355005855	1.88629334031203	0.427904337425218	0.951043943831244	0.190590457804123	0.176522709873776	0.161999626569579	0.0511775932170853	0.129932243859767	0.111835807161441	0.0511775932170853	0.118430503768865	0.0511775932170853
"Grangeria_borbonica"	0.218314314713281	0.734354584055203	0.195334890698611	0.571345590828086	0.175010334761516	1.64948776206252	0.317114003238764	0.379732925251765	0.166381383755386	0.0988731661835418	0.127826673126767	0.0988731661835418	0.0988731661835418	0.0988731661835418	0.0988731661835418	0.0675082175718442	0.0988731661835418	0.0675082175718442	0.852177820845111	1.31830888244722	0.450054783812295	0.338387415902107	0.473976952813123	0.201083647970032	0.165767668678677	0.0944170179499547	0.465551764414023	0.102842206349055	0.0944170179499547	0.0854399081816471	0.0944170179499547
"Antidesma_madagascariense"	0.134683538205386	0.738202188360972	0.20417322004661	0.452148512636507	0.246271185227763	0.317114003238765	1.58260760227938	0.397563984229469	0.236165154246034	0.102778026394663	0.0707860921952386	0.102778026394663	0.102778026394663	0.102778026394663	0.102778026394663	0.133387127851372	0.102778026394663	0.133387127851372	0.47190728130159	1.37037368526217	0.889247519009144	0.637747372591555	0.152737383003293	0.141994324466995	0.450998420444985	0.0949117099321249	0.166262360660847	0.0813867322745712	0.0949117099321249	0.0894518964516305	0.0949117099321249
"Labourdonnaisia_callophylloides"	0.208390017139725	0.500547930013083	0.190164433179195	0.508618098249527	0.263178897264145	0.379732925251765	0.397563984229469	1.74065438241362	0.172857156594214	0.107685696125738	0.124992972710719	0.107685696125738	0.107685696125738	0.107685696125738	0.107685696125738	0.0651714604684763	0.107685696125738	0.0651714604684763	0.833286484738127	1.4358092816765	0.434476403123176	0.691080893948475	0.176991165866562	0.185326765397791	0.153808058881884	0.0643561624302535	0.149796070611901	0.0915512576849148	0.0643561624302535	0.391647236043065	0.0643561624302535
"Olea_lancea"	0.127682904116424	0.622545212094009	0.252880039979494	0.392316079040276	0.205657651137185	0.332762767510772	0.472330308492069	0.345714313188428	1.31036303013475	0.127532503785839	0.0700495136305861	0.127532503785839	0.127532503785839	0.127532503785839	0.127532503785839	0.182830526348908	0.127532503785839	0.182830526348908	0.466996757537241	1.70043338381118	1.21887017565939	0.347222877117095	0.145488516917173	0.128074201079641	0.186315846679945	0.0800415272692297	0.154913149959153	0.0706168942272497	0.0800415272692297	0.0777857204673963	0.0800415272692297
"Euodia_obtusifolia"	0.128388431670079	0.384512783916772	0.124869562366836	0.51625190941469	0.282944001046805	0.395492664734167	0.411112105578651	0.430742784502951	0.255065007571678	1.19076881479914	0.0605733695942982	0.19076881479914	0.19076881479914	0.19076881479914	0.19076881479914	0.0642961927725378	0.19076881479914	0.0642961927725378	0.403822463961988	2.54358419732186	0.428641285150252	0.409667494434067	0.181911193259832	0.15070013794618	0.141937581687353	0.0494373579321564	0.138423207497344	0.0929253436946442	0.0494373579321564	0.0969171265131639	0.0494373579321564
"Warneckea_trinervis"	0.377266809287568	0.80065200225374	0.349626334112311	0.379871653844423	0.128626906501757	0.511306692507067	0.283144368780954	0.499971890842876	0.140099027261172	0.0605733695942982	1.27010067644544	0.0605733695942982	0.0605733695942982	0.0605733695942982	0.0605733695942982	0.079525657666874	0.0605733695942982	0.079525657666874	1.80067117630291	0.807644927923976	0.530171051112494	0.302460164033148	0.183420903506086	0.238146961871402	0.166648454694053	0.102940971718338	0.217984977532428	0.068376897691996	0.102940971718338	0.112493675439647	0.102940971718338
"Homalanthus_populifolius"	0.128388431670079	0.384512783916772	0.124869562366836	0.51625190941469	0.282944001046805	0.395492664734167	0.411112105578651	0.430742784502951	0.255065007571678	0.19076881479914	0.0605733695942982	1.19076881479914	0.19076881479914	0.19076881479914	0.19076881479914	0.0642961927725378	0.19076881479914	0.0642961927725378	0.403822463961988	2.54358419732186	0.428641285150252	0.409667494434067	0.181911193259832	0.15070013794618	0.141937581687353	0.0494373579321564	0.138423207497344	0.0929253436946442	0.0494373579321564	0.0969171265131639	0.0494373579321564
"Phyllanthus_phillyreifolius"	0.128388431670079	0.384512783916772	0.124869562366836	0.51625190941469	0.282944001046805	0.395492664734167	0.411112105578651	0.430742784502951	0.255065007571678	0.19076881479914	0.0605733695942982	0.19076881479914	1.19076881479914	0.19076881479914	0.19076881479914	0.0642961927725378	0.19076881479914	0.0642961927725378	0.403822463961988	2.54358419732186	0.428641285150252	0.409667494434067	0.181911193259832	0.15070013794618	0.141937581687353	0.0494373579321564	0.138423207497344	0.0929253436946442	0.0494373579321564	0.0969171265131639	0.0494373579321564
"Wikstroemia_indica"	0.128388431670079	0.384512783916772	0.124869562366836	0.51625190941469	0.282944001046805	0.395492664734167	0.411112105578651	0.430742784502951	0.255065007571678	0.19076881479914	0.0605733695942982	0.19076881479914	0.19076881479914	1.19076881479914	0.19076881479914	0.0642961927725378	0.19076881479914	0.0642961927725378	0.403822463961988	2.54358419732186	0.428641285150252	0.409667494434067	0.181911193259832	0.15070013794618	0.141937581687353	0.0494373579321564	0.138423207497344	0.0929253436946442	0.0494373579321564	0.0969171265131639	0.0494373579321564
"Badula_platiphylla"	0.128388431670079	0.384512783916772	0.124869562366836	0.51625190941469	0.282944001046805	0.395492664734167	0.411112105578651	0.430742784502951	0.255065007571678	0.19076881479914	0.0605733695942982	0.19076881479914	0.19076881479914	0.19076881479914	1.19076881479914	0.0642961927725378	0.19076881479914	0.0642961927725378	0.403822463961988	2.54358419732186	0.428641285150252	0.409667494434067	0.181911193259832	0.15070013794618	0.141937581687353	0.0494373579321564	0.138423207497344	0.0929253436946442	0.0494373579321564	0.0969171265131639	0.0494373579321564
