"Acrocomia_aculeata"	"Agonandra_brasiliensis"	"Alibertia_sessilis"	"Anonna_dioica"	"Attalea_phalerata"	"Bactris_glaucescens"	"Byrsonima_orbignyana"	"Byrsonima_verbascifolia"	"Caryocar_brasiliense"	"Cecropia_pachystachia"	"Copernicia_alba"	"Couepia_uiti"	"Curatella_americana"	"Diospyros_hispida"	"Dipteryx_alata"	"Doliocarpus_dentatus"	"Dulacia_egleri"	"Enterolobium_contortisiliquum"	"Eugenia_dysenterica"	"Ficus_gomelleira"	"Ficus_pertusa"	"Garcinia_brasiliensis"	"Genipa_americana"	"Guazuma_ulmifolia"	"Hancornia_speciosa"	"Hymenaea_stigonocarpa"	"Inga_laurina"	"Licania_parvifolia"	"Melicoccus_lepidopetalus"	"Mouriri_elliptica"	"Ocotea_diospyrifolia"	"Pouteria_gardneri"	"Pouteria_ramiflora"	"Protium_heptaphyllum"	"Psidium_nutans"	"Psittacanthus_calyculatus"	"Psittacanthus_cordatus"	"Rhamnidium_elaeocarpum"	"Salacia_elliptica"	"Sterculia_apetala"	"Swartzia_jorori"	"Syagrus_flexuosa"	"Tocoyena_formosa"	"Vitex_cymosa"	"Zanthoxyllum_rigidum"	"Aburria_pipile"	"Agouti_paca"	"Alouatta_caraya"	"Aratinga_aurea"	"Aratinga_leucophthalmus"	"Brotogeris_versicolurus"	"Casiornis_rufa"	"Cerdocyon_thous"	"Columba_sp."	"Crax_fasciolata"	"Crypturellus_sp."	"Cyanocorax_chrysops"	"Cyanocorax_cyanomelas"	"Dasyprocta_sp."	"Euphractus_sexcintus"	"Geochelone_carbonaria"	"Gnorimopsar_chopi"	"Guira_guira"	"Icterus_croconotus"	"Mazama_sp."	"Myiarchus_ferox"	"Myiodynastes_maculatus"	"Nasua_nasua"	"Ortalis_canicollis"	"Paroaria_coronata"	"Pecari_tajacu"	"Piaractus_mesopotamicus"	"Pitangus_sulphuratus"	"Procyon_cancrivorus"	"Psarocolius_decumanus"	"Pteroglossus_castanotis"	"Ramphastos_toco"	"Ramphocelus_carbo"	"Rhea_americana"	"Saltator_coerulescens"	"Sus_scrofa"	"Tachyphonus_rufus"	"Tapirus_terrestris"	"Tayassu_pecari"	"Thraupis_palmerum"	"Thraupis_sayaca"	"Tityra_cayana"	"Trogon_curucui"	"Turdus_rufiventris"	"Turdus_sp."	"Tyrannus_melancholicus"
"Acrocomia_aculeata"	1.14563135661227	0.143191415199923	0.146048923798876	0.100889714789832	0.15115191890881	0.101068564343926	0.24444295206739	0.0382761070927	0.0241760535135179	0.0704826109207706	0.11513198916217	0.100034643807936	0.0622794931936453	0.0909869726643534	0.0960793284668328	0.0952745487314499	0.0394058730671773	0.0698518897026432	0.0558219912673862	0.113979190063182	0.157676968211415	0.108280885789071	0.22091779906613	0.153846745739632	0.219932972197893	0.0151198433150951	0.0294602114426935	0.014036907020676	0.153926641027025	0.123691986757202	0.0663715974540625	0.0982990393211482	0.0600904357358942	0.100850343603382	0.21395850020019	0.0152799341676754	0.00606520025118976	0.0400747490426824	0.0624521606062179	0.0490563537713955	0.0187238100606603	0.0703465670527194	0.0406746675011096	0.175687844372271	0.0441301936546211	0.0684097772030767	0.0507660651788648	0.0487772777932747	0.0158807445853967	0.00496464678614487	0.0179643588913289	0.00496464678614487	0.235197562679257	0.0197711770002492	0.114047611137866	0.00721345482768283	0.0127647340159641	0.0738943902491624	0.429796506906985	0.0797179341203454	0.394737383163205	0.0109160977992518	0.0199587917650293	0.0113336159420851	0.0959101832893288	0.0109380905570105	0.00597344377086562	0.435039565610667	0.116456054243374	0.00571647292388699	0.150227122134483	0.0623862534252265	0.0404346683412651	0.0859624028135649	0.0530706180534454	0.0466711304466124	0.0851890406947049	0.0598396861728002	0.384767651384042	0.0162982627282299	0.557477287548295	0.0116956481858539	0.514583639502332	0.291329083526998	0.0152650999603345	0.0103004531741896	0.00597344377086562	0.0116899166947526	0.0109380905570105	0.0259155459978219	0.00571647292388699
"Agonandra_brasiliensis"	0.122735498742791	1.18114950200543	0.15578980073649	0.108687214499855	0.137195571079399	0.0990169794452554	0.275489381181558	0.0404526624165897	0.0138918324572366	0.0683677540103413	0.103022800682787	0.100280973877113	0.060752956058472	0.100138605838081	0.0842838165774412	0.093923052375718	0.0265805847192204	0.0653351775349312	0.063314442523824	0.104612003093392	0.150600471393935	0.0887198550401946	0.255995140450103	0.152261591476689	0.242086802723668	0.0247871436207832	0.0378842119052282	0.0148755309068461	0.138970336037962	0.157620492478588	0.0658651459127119	0.0931781474897481	0.0611186837933597	0.088260598895928	0.210219871934672	0.0155435211872115	0.00634919550756254	0.0395485017151549	0.0543444948738263	0.037283866571073	0.0185885302766531	0.0608913898806897	0.0396767582742968	0.159896749034214	0.0435702534998252	0.0700182410861996	0.0422958408732795	0.0471752309768017	0.0153278399998489	0.00490165351873034	0.0172629618821527	0.00490165351873034	0.385577789656627	0.0193068661001553	0.119353370678635	0.00711873030872788	0.0124721585435772	0.0719238492487891	0.246965910350873	0.223197388313969	0.382042106570651	0.0104261864811186	0.0184247726333916	0.011211942225539	0.104226917652454	0.0108295166508744	0.00592786313214407	0.411574205109583	0.116121034025063	0.00563538314254308	0.157459118173286	0.0661134706970937	0.0423279700504169	0.0889513391463272	0.0480512399355572	0.0451323788989701	0.0806051992168814	0.0582523662911768	0.358239950863177	0.0161135957442693	0.528131657406345	0.0135526839061819	0.34812263990681	0.434608418858329	0.0152000930174369	0.0102984394987065	0.00592786313214407	0.0115632462746872	0.0108295166508744	0.0275061217714879	0.00563538314254308
"Alibertia_sessilis"	0.109536692849157	0.136316075644429	1.21294700654837	0.113408105908004	0.148875583210059	0.0919637780124822	0.282581552230242	0.0468194341128855	0.0146583435748907	0.0617489592377001	0.0944178041930352	0.12199913856432	0.055237114309769	0.129672743627018	0.0717113625261515	0.0855863283055641	0.0292373990068294	0.0812096250993565	0.0751392128406421	0.124451707121607	0.12247464554139	0.103518849687199	0.229975867189019	0.180407386487208	0.217346097719033	0.0249163107074818	0.0356530630655193	0.0125788104236326	0.152603166572152	0.152670031212297	0.0601240685150009	0.0729752258688628	0.067166866518002	0.0832104640548667	0.212460173501225	0.0141034988031102	0.0057514619365832	0.0355798297946949	0.0614777776877762	0.0357049074964798	0.0172023000932363	0.0654175425586352	0.0266389695600751	0.14635328357413	0.0393293292467213	0.0649025828146401	0.0485968514397955	0.0458077936102871	0.0129035634623523	0.00442454954025614	0.0146539098458662	0.00442454954025614	0.387587055449716	0.0175242509819529	0.242739021175771	0.00640436936304509	0.0113100756221039	0.0645660074138136	0.260592774664724	0.0852793690344303	0.360375349415122	0.0084790139220962	0.0168361783315655	0.0102958697263047	0.103803877624462	0.00983571570660623	0.00541116616635008	0.273789290296687	0.108707105819078	0.00513517969833385	0.288979734506404	0.0559058241050336	0.0383430795772213	0.219064580372942	0.0433980462969295	0.0402738731677547	0.0728755980685377	0.0521769361301945	0.203091187526392	0.0147204192665609	0.519989939241869	0.0121751929688304	0.486736075675637	0.43584699434675	0.0137907788795231	0.00936622933926692	0.00541116616635008	0.0105463458646839	0.00983571570660623	0.0247937376917245	0.00513517969833385
"Anonna_dioica"	0.121067657747798	0.152162100299797	0.181452969452806	1.13284531439435	0.136826778090321	0.103985146023142	0.246257280725378	0.0553782376832026	0.0144175174313121	0.0625503180079976	0.102887034054823	0.11117629999838	0.0564463987127568	0.122269553169276	0.0788201997045944	0.0864825530307111	0.0279632265359915	0.0704656498729205	0.0703323639488209	0.120507546502617	0.127389998991918	0.0936596781967613	0.225725656387816	0.166027995282102	0.223032510703161	0.0298658937484118	0.0404065747152446	0.0140716931476514	0.148570137952547	0.130356462117842	0.0602805075582527	0.0811377963816956	0.0786804922148619	0.0883364539693595	0.215371995370531	0.0141704277484501	0.00575128245963682	0.0364639120864187	0.0697957551145146	0.035902345242064	0.0172586066863383	0.076644539078342	0.0288356659890989	0.161450800531871	0.0396765676749631	0.0634073963552108	0.0451523636822648	0.0468275373882637	0.0132829214859507	0.00446361386343335	0.0150743394233171	0.00446361386343335	0.464580569419739	0.0177942048378276	0.118112819240129	0.00656350417555537	0.0114439849826424	0.0666398408473876	0.256311421001103	0.0823529366783144	0.432910187296097	0.00881930762251738	0.0179250111863528	0.0103665351877442	0.0984867151195037	0.00988885954367609	0.00542524568024274	0.270962282607945	0.108594948486669	0.00518895318184267	0.161675417693358	0.0625408584340064	0.0383418830642454	0.0958565521490058	0.0446293912113623	0.040527794591791	0.0749541610252521	0.0540345891914027	0.213257385487574	0.0148301490511775	0.595502060253516	0.0119501818087667	0.566940976328684	0.497436651832315	0.013903695369811	0.00944008150637769	0.00542524568024274	0.0106141988620854	0.00988885954367609	0.0248639058395072	0.00518895318184267
"Attalea_phalerata"	0.129558787636123	0.137195571079399	0.170143523668638	0.0977334129216576	1.17968608541919	0.107178545749215	0.263521402697705	0.0384628769866834	0.0229278293876342	0.0657900752193828	0.109033826784034	0.124656280975809	0.057904643398798	0.124675408552859	0.0916985751480397	0.0889019282759264	0.038750018277097	0.0775617353803512	0.0537441002037031	0.119781873199227	0.148212057221093	0.104736129958775	0.203416436122316	0.159430765798988	0.2126392914441	0.0158829187369587	0.0386461451759898	0.0154608430241252	0.158682052855734	0.120205459810223	0.0622787108361173	0.0840509999987639	0.0596157276693441	0.0855798080719575	0.206152090838483	0.0142442406032385	0.00563511844108302	0.0368991479992344	0.0613907063743176	0.045923240919386	0.0176908587097684	0.0586651920328343	0.040260434664965	0.16696542375617	0.0415875927114105	0.0651165373762957	0.0527406296315427	0.0474044465606088	0.0149394389107247	0.00467860418003368	0.0168398422526293	0.00467860418003368	0.247067624797136	0.0184273956008586	0.115961354941759	0.00664184663986219	0.0119131232184939	0.0679932163344806	0.407605855780164	0.0782019455100648	0.232281514895872	0.010260834730691	0.0187805778955686	0.0106413733094861	0.0953967851730188	0.0102836881552842	0.00560508397525055	0.411843103552258	0.11074996631525	0.00533411569655558	0.156264149513896	0.068714857885001	0.0375674562738868	0.232635437398059	0.0486486879465067	0.0435467608765114	0.0785969138200374	0.0548999364301775	0.358216323701018	0.0153199774895198	0.540572850779107	0.0107691054417696	0.501776849993881	0.437944596201886	0.0142859920575608	0.00960738787752713	0.00560508397525055	0.0109391996718061	0.0102836881552842	0.0239252244639966	0.00533411569655558
"Bactris_glaucescens"	0.121282277212711	0.138623771223358	0.147142044819972	0.103985146023142	0.150049964048901	1.19814532179546	0.22373617003736	0.0391612010118442	0.0135032309654104	0.0598294566471314	0.117350635401791	0.0919906875115303	0.0539111269765412	0.105073551938766	0.0934414124044245	0.081399969019131	0.0265863954722188	0.0686952029974857	0.0564464413681434	0.116288273811809	0.14171236571993	0.0887683557784285	0.184007630724774	0.145478018677333	0.204425733866745	0.0146008553736381	0.11930032588436	0.0916210449637946	0.143913330836403	0.110777984050228	0.0564473362463503	0.083218700609095	0.0619682312597005	0.0714865429235246	0.197868525768162	0.0130450736109712	0.00514757735056764	0.0342877130717336	0.0526644319772546	0.0339235690997244	0.0163332581812731	0.061705009728939	0.123098664988828	0.162215893592803	0.0384994397651598	0.0579249161877687	0.0436105483560281	0.0441811181984208	0.0141420430618833	0.00433118697358048	0.015793801753016	0.00433118697358048	0.227124416923259	0.0169319455907219	0.103454807817097	0.00617178835291206	0.010866943805861	0.0639003530436699	0.240057439385074	0.0729163017781081	0.22302985977808	0.00981085608830286	0.0192669482675623	0.0097839755955298	0.0887257295671285	0.00941144723575201	0.00508026026217153	0.259491848770292	0.102612271900689	0.00488399814114786	0.144295266047018	0.407204644283531	0.0343171823371176	0.0857002208805607	0.0424178408053592	0.0382484455127606	0.0717294182121315	0.0518524055940958	0.454676733694924	0.0141151625691103	0.582846328556328	0.00974158045013508	0.545785458626802	0.522830861832895	0.0131287071980197	0.00879752022443922	0.00508026026217153	0.00996425840331939	0.009411447235752	0.021978370587908	0.00488399814114786
"Byrsonima_orbignyana"	0.104761265171739	0.137744690590779	0.161475172702996	0.0879490288304922	0.131760701348853	0.0799057750133428	1.28841874942163	0.0335057505037161	0.0177684079648127	0.0976564424784112	0.102713639840271	0.0961842328322559	0.0777637958063375	0.0963933970953069	0.0679696733974711	0.137829235228476	0.0314552203148262	0.0722452828120763	0.059813246306705	0.115102028733462	0.163573311670076	0.0911652024198367	0.266150692177613	0.151098748433332	0.21742662480692	0.0191434835162453	0.0302820052651202	0.0117269373528208	0.135223733857684	0.154714560790923	0.100289779518833	0.0726305902194552	0.0503707771087379	0.108828596120672	0.206692688388799	0.0212671884644455	0.00806614137577358	0.0455507874404088	0.0512741584685288	0.0462479916674708	0.0303341155877377	0.0502504774019475	0.0301234135085508	0.136721586887905	0.0655885658930453	0.147546252142385	0.0456227078333785	0.044684179346223	0.0187030198555113	0.00737871366296759	0.0210899504403849	0.00737871366296759	0.297787521363816	0.0267838253897627	0.185294644992202	0.00819914173927358	0.0180353983615497	0.0841961056295303	0.315882808263337	0.152308605237663	0.295916192591521	0.0113243061925437	0.0203037115102434	0.0173699887900299	0.16877509785938	0.0164047938196625	0.00902608015669493	0.32614939820886	0.201240131951001	0.00826975411370856	0.222349945849507	0.0521197215680924	0.0537742758384906	0.15259751152372	0.0607571467710629	0.0546121594846049	0.0953582297976975	0.0656820343534762	0.26572687780499	0.0247487024529975	0.430995124350558	0.0140903307623442	0.319161488610461	0.350484616121211	0.0220286243160098	0.0146499106530422	0.00902608015669493	0.0172958342704035	0.0164047938196625	0.0310378995298308	0.00826975411370856
"Byrsonima_verbascifolia"	0.1148283212781	0.141584318458064	0.187277736451542	0.138445594208006	0.134620069453392	0.0979030025296104	0.234540253526012	1.09113909352443	0.0146448581825998	0.0589252344494143	0.108369093107534	0.141605930087229	0.0543216829509426	0.142427853233568	0.0853411945516021	0.0818806693443138	0.0269722842806971	0.0576242308119236	0.0454942150751246	0.115703279593819	0.114990380147435	0.101131959696075	0.221827258937634	0.183243364524175	0.224823365912208	0.0514594582968736	0.0275493739813996	0.0117398848316696	0.142119470826619	0.103530578177102	0.057294654699063	0.0605038278679401	0.107793836514378	0.0729864820945769	0.219161416913156	0.013546589235133	0.00554710773078028	0.0348327109770313	0.105783951707033	0.0348713156749905	0.0164882492384954	0.0711766467614028	0.0257591351623757	0.14381110622163	0.0375368535097385	0.0589551180239778	0.0410914203269912	0.0439109859793322	0.0121837684915911	0.00422289601984558	0.013853395916687	0.00422289601984558	0.800480462395811	0.0169165529375813	0.117951223386725	0.00626988797586564	0.0108053636056003	0.0632936116568342	0.260353034357329	0.0767307952417784	0.230879732905082	0.00796087247174553	0.0183027123065787	0.00985931493220744	0.0938139777499168	0.00937941494276125	0.00515651892291566	0.266445617838067	0.104358589778482	0.00491284016065883	0.148424573814965	0.0521772659185313	0.0369807182052019	0.104580708719222	0.0409344506718396	0.0385997569278796	0.0713833364459638	0.0512898988799117	0.202500282554644	0.014082210952053	0.425621209743027	0.0117437960614042	0.881769671723559	0.298623683939345	0.0131997129510443	0.00897681693119873	0.00515651892291566	0.0100693590835745	0.00937941494276124	0.0241248733692509	0.00491284016065883
"Caryocar_brasiliense"	0.145056321081107	0.0972428272006563	0.117266748599126	0.0720875871565603	0.16049480571344	0.0675161548270521	0.248757711507378	0.0292897163651996	1.07404849605648	0.0756876327482981	0.0854172684623971	0.071714105199615	0.0637931129210215	0.0722401272424738	0.0575288058691906	0.0987176222184212	0.103865202688572	0.136070324576627	0.0456841410434943	0.150252657929483	0.128356971691121	0.132898236823703	0.190012813882727	0.178964588762373	0.218176633494217	0.0138612300506137	0.0247472714614213	0.00946132691500267	0.195856514376721	0.102126448881071	0.0704249858733676	0.0555793387100436	0.0433226234547028	0.142064385403758	0.212022765874753	0.0152359947111626	0.00590780316591512	0.0403217843336353	0.103338212421678	0.104157719217865	0.0187784406340808	0.042940412559528	0.0227688168765444	0.175907139519971	0.0431940662342803	0.0707496336605393	0.0993890221069797	0.0518829129748164	0.0137455843376649	0.00485933245135653	0.0164550151611382	0.00485933245135653	0.215619134120657	0.02066854581155	0.113776637796706	0.00725792118005435	0.0134918206079351	0.0724639068492938	1.31641770767072	0.0695350771865578	0.209673631306827	0.00888625188630839	0.0167861679056346	0.0115565895233295	0.0969176438724017	0.0111975811799596	0.00633824872860307	0.262398622285507	0.115375983415689	0.00592305733310527	0.169191773416368	0.0420503418444563	0.0393853544394342	0.0757308846741799	0.0689725278798009	0.0562882526251994	0.0963145850688112	0.057718418370849	0.192219299444491	0.016415921974686	0.358618736731749	0.0100595019114385	0.342855251435241	0.288734508099018	0.0153531881978106	0.0104938557464541	0.00633824872860308	0.0122613060617083	0.0111975811799596	0.0244941482951078	0.00592305733310527
"Cecropia_pachystachia"	0.0469884072805137	0.053174919785821	0.0548879637668445	0.0347501766711097	0.0511700585039644	0.0332385870261841	0.151910021633084	0.0130944965443143	0.00840973697203312	1.42692995627188	0.158958343643297	0.0350265474553663	0.258395302531761	0.0329891566081646	0.0305604228490382	0.471529485529319	0.0139730060662612	0.0259636797480322	0.0200089211412135	0.042692413756131	0.377497996242197	0.0383296603626735	0.311902293386892	0.0570022880165354	0.082229900874599	0.00668195397209083	0.0106582263107434	0.00471555502434765	0.057018219030833	0.0523904065188966	0.25954720454362	0.0321661277362572	0.0207892579252715	0.208100060754148	0.102897299230597	0.0598287649769271	0.0199736866342826	0.129664576682189	0.0215042335163474	0.125829862872232	0.0692395051115147	0.0221255514126231	0.0131886117866076	0.0618982517629321	0.153326796267159	0.270167865269253	0.0185442303140935	0.0298905773200752	0.0433837412429766	0.0172492645800553	0.168827472290109	0.0172492645800553	0.103941506232524	0.20005423629377	0.0609198901411505	0.023339623802794	0.170984764758947	0.307334881609974	0.149506435058367	0.0465787043948733	0.124728293813549	0.0261344766629213	0.046952285194694	0.0490636206652135	0.0545646609943077	0.0406085129889811	0.0233592484089258	0.141867771263956	0.363560136514506	0.0282917691317591	0.0604800239537524	0.020958022330434	0.133157910895217	0.034762374424985	0.277911688937785	0.237010914201063	0.330714080033393	0.135572414447964	0.122388597677088	0.0663128852452689	0.196643901957795	0.0165124743557767	0.14250094604941	0.112250457631921	0.0634896632048926	0.0462403986248373	0.0233592484089258	0.0516510175406849	0.0406085129889811	0.0689215696933937	0.0282917691317591
