"Entacmaea_quadricolor"	"Heteractis_crispa"	"Stichodactyla_mertensii"	"Heteractis_magnifica"	"Amphiprion_clarkii"	"Amphiprion_perideraion"	"Amphiprion_melanopus"	"Amphiprion_sandaracinos"	"Premnas_biaculeatus"
"Entacmaea_quadricolor"	3.31479926583669	0.795568303336313	0.882029684512401	0.270760641051434	1.74935887428293	0.601690313447632	0.994439779751008	0.396913358030581	0.994439779751008
"Heteractis_crispa"	1.19335245500447	2.3480778775407	0.922591813953036	0.799135748238641	1.82980709767352	1.77585721830809	0.358005736501341	0.415166316278866	0.358005736501341
"Stichodactyla_mertensii"	1.3230445267686	0.922591813953036	2.70353022237573	0.313991331639479	2.02866827437852	0.697758514754397	0.396913358030581	1.21658860006908	0.396913358030581
"Heteractis_magnifica"	0.812281923154303	1.59827149647728	0.627982663278957	2.2246218118263	1.2454989488366	2.72138180405845	0.243684576946291	0.282592198475531	0.243684576946291
"Amphiprion_clarkii"	1.74935887428293	1.21987139844901	1.35244551625235	0.415166316278866	2.68235027390049	0.922591813953036	0.524807662284879	0.608600482313557	0.524807662284879
"Amphiprion_perideraion"	0.902535470171448	1.77585721830809	0.697758514754397	1.36069090202922	1.38388772092955	3.02375756006494	0.270760641051434	0.313991331639479	0.270760641051434
"Amphiprion_melanopus"	2.98331933925302	0.716011473002682	0.793826716061161	0.243684576946291	1.57442298685464	0.541521282102869	1.89499580177591	0.357222022227523	0.894995801775907
"Amphiprion_sandaracinos"	1.19074007409174	0.830332632557732	2.43317720013815	0.282592198475531	1.82580144694067	0.627982663278957	0.357222022227523	2.09492974006217	0.357222022227523
"Premnas_biaculeatus"	2.98331933925302	0.716011473002682	0.793826716061162	0.243684576946291	1.57442298685464	0.541521282102869	0.894995801775907	0.357222022227523	1.89499580177591
