"Cedronella_canariensis"	"Galactites_tomentosa"	"Anacyclus_radiatus"	"Andryala_pinnatifida"	"Geranium_canariense"	"Laurus_azorica"	"Senecio_steetzii"	"Sonchus_cf._ortunoi"	"Echium_plantagineum"	"Cistus_monspeliensis"	"Raphanus_raphanistrum"	"Adenocarpus_foliosus"	"Ilex_canarienis"	"Leontodon_taraxacoides"	"Picconia_excelsa"	"Ranunculus_cortusaefolius"	"Sonchus_tenerrimus"	"Viola_riviniana"	"Ageretina_adenophora"	"Aichryson_laxum"	"Appolonias_barbujana"	"Argyranthemum_broussonetti"	"Carduus_tenuiflorus"	"Erica_arborea"	"Geranium_robertianum"	"Hypericum_grandifolium"	"Psoralia_bituminosa"	"Rhamnus_glandulosa"	"Silene_gallica"	"Unidentified_sp1_M_PL_012"	"Bombus_canariensis"	"Anthophora_alluaudi"	"Vanessa_indica"	"Apis_mellifera"	"Eristalis_tenax"	"Macroglossum_stellatarum"	"Artogeia_rapae"	"Cyclyrius_webbianus"	"Tachina_canariensis"	"Gonepteryx_cleopatra"	"Lasioglossum_chalcodes"	"Lasioglossum_loetum"	"Lycaena_phlaeas"	"Maniola_jurtina"	"Pararge_xiphioides"	"Pontia_daplidice"	"Thyreus_histrionicus"	"Anaspis_proteus"	"Attalus_sp1_M_PL_012"	"Bruchidius_wollastoni"	"Delia_platura"	"Empis_sp1_M_PL_012"	"Halictus_sp1_M_PL_012"	"Meliscaeva_auricollis"	"Pandoriana_pandora"	"Acmaeodera_cisti"	"Andrena_sp1_M_PL_012"	"Aricia_cramera"	"Bibio_elmoi"	"Brachypterus_sp1_M_PL_012"	"Chrysotoxum_triarcuatum"	"Cleora_fortunata"	"Colias_crocea"	"Cornutiplusia_circumflexa"	"Dasyphora_albofasciata"	"Drosophila_sp1_M_PL_012"	"Heringia_adpropinquans"	"Lampides_boeticus"	"Mordella_israelsoni"	"Myotropa_florea"	"Piezodorus_punctipes"	"Podalonia_tydei"	"Pseudogonia_fasciata"	"Sapromyza_sp1_M_PL_012"	"Siphona_sp1_M_PL_012"	"Sphecodes_marginatus"	"Sphecodes_ruficrus"	"Thaumatomyia_notata"	"Tricimba_humeralis"	"Unidentified_sp2_M_PL_012"	"Unidentified_sp3_M_PL_012"	"Unidentified_sp4_M_PL_012"	"Vanessa_atalanta"	"Vanessa_cardui"
"Cedronella_canariensis"	2.13042326592931	0.552856442672819	0.405577477320505	0.342990431947255	0.279360299494476	0.193322893543959	0.234130231010152	0.0949608218162995	0.177574666880565	0.096542375696748	0.0805599364574722	0.0524515653583279	0.048588666773522	0.0525753421987997	0.0754738507323595	0.0451712537776594	0.0566896347151585	0.0525753421987997	0.0199560971722353	0.0243491634270224	0.0243491634270224	0.018379955781593	0.0243491634270224	0.0310954773090075	0.0283358388523001	0.0243491634270224	0.0435940311906309	0.0242395033464996	0.0283358388523001	0.43092450393777	0.378764764420349	0.251874123131556	0.218574237243487	0.20730318206005	0.133040647814902	0.203152765077698	0.179669284934089	0.154158949312268	0.0816886923626355	0.145313437302103	0.0727901799775092	0.130272563946936	0.0742680768399187	0.130413457869766	0.1270822728884	0.0742680768399187	0.130413457869766	0.0518194644858451	0.108853585181374	0.0350660002960592	0.047191400416051	0.103303895573364	0.0465150009581329	0.113854105301911	0.106078809230535	0.0122092485192385	0.0798908724723491	0.0261879367581862	0.0173990604189563	0.0173990604189563	0.0241679809372417	0.0798908724723491	0.0237454914425023	0.079890872472349	0.0173990604189563	0.0122092485192385	0.0798908724723491	0.0798908724723491	0.0243346486392303	0.079890872472349	0.0173990604189563	0.0237454914425023	0.0243346486392303	0.0228567517768207	0.0243346486392303	0.0234130231010152	0.0234130231010152	0.0122092485192385	0.0122092485192385	0.0798908724723491	0.0173990604189563	0.0122092485192385	0.0261879367581862	0.0261879367581862
"Galactites_tomentosa"	0.698344980218297	1.86178556226372	0.482829067555171	0.43016960096924	0.275375509691414	0.226381881204179	0.228346168446127	0.0948898161569351	0.155946911850998	0.0634024624085492	0.0670270275450417	0.0569990042713598	0.0502467860877572	0.0428036408527668	0.045322848870405	0.0803082501859841	0.0620778181332627	0.0428036408527668	0.0329739095382851	0.025886385654793	0.025886385654793	0.0203639050738775	0.025886385654793	0.0329621118821712	0.0184432404198026	0.025886385654793	0.0470045667867963	0.0243604004329642	0.0184432404198026	0.433073785474919	0.402677110185668	0.16393991484269	0.241987033684409	0.219747412547808	0.219826063588567	0.203243264587186	0.201063513769276	0.173128495609308	0.0905062447727888	0.156681889289321	0.140501538318018	0.0793609459106294	0.146940558851122	0.143347523234515	0.0776884043317029	0.146940558851122	0.143347523234515	0.0415514622427713	0.0452086754807509	0.0347308427403839	0.0515004675735168	0.0490225536027988	0.124328555006711	0.0465832187498684	0.114377779181204	0.0122001192201774	0.0261879367581861	0.0881898424230182	0.0203743693083761	0.0203743693083761	0.0201081082635125	0.0261879367581861	0.0297809723747935	0.0261879367581861	0.0203743693083761	0.0122001192201774	0.0261879367581862	0.0261879367581861	0.0289697440533102	0.0261879367581861	0.0203743693083761	0.0297809723747935	0.0289697440533102	0.0225307235202066	0.0289697440533102	0.0228346168446127	0.0228346168446127	0.0122001192201774	0.0122001192201774	0.0261879367581861	0.0203743693083761	0.0122001192201774	0.0881898424230182	0.0881898424230182
"Anacyclus_radiatus"	0.648923963712808	0.611583485569883	1.82538492778031	0.420854617308247	0.294088557988549	0.272193187813534	0.249547646046266	0.0974117975866514	0.126145098737701	0.0635160798574566	0.0512773348167302	0.0548705377862592	0.0452450605265322	0.0415269077766842	0.0445629245106885	0.0471783388509217	0.0600763482283996	0.0415269077766842	0.0376441179396319	0.0206567201169118	0.0206567201169118	0.0448519506135413	0.0206567201169118	0.0217498330928186	0.0169385673670638	0.0206567201169118	0.0219059148051536	0.0245883404096204	0.0169385673670638	0.437126051726585	0.321326757374184	0.150565043262789	0.266107470761591	0.144998887285457	0.250960786264213	0.136625913660995	0.21899793395271	0.19196357724993	0.19934200272685	0.0730197160171788	0.0821676240520352	0.0723925023404564	0.1676289286107	0.162827488359359	0.157919535414203	0.1676289286107	0.162827488359359	0.043116615065391	0.0433894725964673	0.0365861650835806	0.133584886774972	0.0492894132438569	0.050199996536225	0.0443879646690401	0.0533043926925405	0.0125243739754266	0.0243346486392303	0.0289697440533102	0.0244973869032181	0.0244973869032181	0.0153832004450191	0.0243346486392303	0.0291360888905709	0.0243346486392303	0.0244973869032181	0.0125243739754266	0.0243346486392303	0.0243346486392303	0.109523095666818	0.0243346486392303	0.0244973869032181	0.0291360888905709	0.109523095666818	0.024061791108154	0.109523095666818	0.0249547646046265	0.0249547646046265	0.0125243739754266	0.0125243739754266	0.0243346486392303	0.0244973869032181	0.0125243739754266	0.0289697440533102	0.0289697440533102
"Andryala_pinnatifida"	0.633213105133395	0.628709416801197	0.485601481509516	1.66504050513286	0.287467812828054	0.25164243082207	0.234965392203005	0.0999322200173439	0.183426481886898	0.0644081796454056	0.0550422467655602	0.0645316775426121	0.0551649381192883	0.0442438364622297	0.0456851773561978	0.0490907778822555	0.0707776997921601	0.0442438364622297	0.0382081134503562	0.0294164803268466	0.0294164803268466	0.0212389975537216	0.0294164803268466	0.0381212540198684	0.018495378669788	0.0294164803268466	0.0219971769112175	0.0257484577924417	0.018495378669788	0.457750360754519	0.457589693973169	0.164403365953671	0.273118200567065	0.254141693465789	0.254720756335708	0.14456974312714	0.229784552585075	0.197934587678603	0.0943955446832072	0.0733239230373916	0.168573101122371	0.166531498696273	0.174189096236101	0.0826625527078668	0.0764016741099141	0.174189096236101	0.0826625527078668	0.0428425476704625	0.043067945336124	0.036368522064785	0.0526561826674118	0.0472420306628028	0.0518718224218086	0.0443038212527914	0.0535264638172958	0.0128484282879442	0.0237454914425023	0.0297809723747936	0.0226478187739863	0.0226478187739863	0.0165126740296681	0.0237454914425023	0.115272034970736	0.0237454914425023	0.0226478187739863	0.0128484282879442	0.0237454914425023	0.0237454914425023	0.0291360888905709	0.0237454914425023	0.0226478187739863	0.115272034970736	0.029136088890571	0.0235200937768408	0.0291360888905709	0.0234965392203005	0.0234965392203005	0.0128484282879442	0.0128484282879442	0.0237454914425023	0.0226478187739863	0.0128484282879442	0.0297809723747936	0.0297809723747936
"Geranium_canariense"	0.609513380715219	0.475648607648805	0.401029851802566	0.339734687887701	1.62870482874766	0.192161884912872	0.211574559053289	0.246603588124003	0.20038159525181	0.136908982362539	0.10820994886794	0.0481808891532977	0.0581883135705933	0.0693369075421277	0.0501286603281144	0.0499446945406832	0.0492173341580581	0.0693369075421277	0.0188262371016223	0.0284962452584914	0.0284962452584914	0.0176371269561371	0.0284962452584914	0.0402697935551907	0.0396448392300257	0.0284962452584914	0.0186523871083674	0.0296920683121019	0.0396448392300257	0.527858992215145	0.4432749262432	0.352398570933562	0.153102785848493	0.268465290367938	0.125508247344149	0.262322822957136	0.115117160553148	0.0929693601820221	0.0783872309161647	0.0621746236945579	0.179308485103674	0.0764340848414331	0.0701126084052014	0.0694492664051812	0.180176210691601	0.0701126084052013	0.0694492664051813	0.174330362515388	0.0639294464855824	0.16496384342257	0.157319458914781	0.0440142076821496	0.045005836063514	0.0454146489244722	0.0453874752970273	0.0317061756159432	0.0228567517768207	0.0225307235202066	0.0172945696421585	0.0172945696421585	0.032462984660382	0.0228567517768207	0.0235200937768408	0.0228567517768207	0.0172945696421585	0.0317061756159432	0.0228567517768207	0.0228567517768207	0.024061791108154	0.0228567517768207	0.0172945696421585	0.0235200937768408	0.024061791108154	0.133257667806627	0.024061791108154	0.0211574559053289	0.0211574559053289	0.0317061756159432	0.0317061756159432	0.0228567517768207	0.0172945696421585	0.0317061756159432	0.0225307235202066	0.0225307235202066
"Laurus_azorica"	0.463974944505502	0.43012557428794	0.408289781720301	0.327135160068691	0.211378073404159	2.05462768973942	0.3204576046845	0.0992712434985303	0.129567675656365	0.0601668013744564	0.0453167637564445	0.0767383258500616	0.061794840022505	0.0433692779710566	0.0453156221496951	0.0469944798302454	0.0530691653095431	0.0433692779710566	0.0493321088203316	0.0334852085466535	0.0334852085466535	0.0681234092487131	0.0334852085466535	0.0168469889292368	0.0150596464952051	0.0334852085466535	0.0155233272852051	0.0283096314758515	0.0150596464952051	0.503282337348471	0.520881021836832	0.133863524401823	0.336413134582063	0.112313259528245	0.328880725468877	0.120143940313329	0.108799759793831	0.0849186354045369	0.302770707772058	0.051744424284017	0.0603167577245209	0.0594820305413974	0.0675195749855805	0.0622708166305505	0.0591910169643329	0.0675195749855805	0.0622708166305505	0.0353446100544954	0.0354491008312933	0.0300580152348267	0.0417919565453766	0.0494448208874064	0.0415218852319866	0.0377910903863192	0.0377734297273324	0.0127634455926682	0.0173990604189563	0.0203743693083761	0.184916492076548	0.184916492076548	0.0135950291269334	0.0173990604189563	0.0226478187739863	0.0173990604189563	0.184916492076548	0.0127634455926682	0.0173990604189563	0.0173990604189563	0.0244973869032181	0.0173990604189563	0.184916492076548	0.0226478187739863	0.0244973869032181	0.0172945696421585	0.0244973869032181	0.03204576046845	0.03204576046845	0.0127634455926682	0.0127634455926682	0.0173990604189563	0.184916492076548	0.0127634455926682	0.0203743693083761	0.0203743693083761
"Senecio_steetzii"	0.624347282693737	0.482064133386267	0.415912743410443	0.33939445540434	0.258591127731797	0.356064005205	1.63159607419647	0.105190565419804	0.165045977686299	0.0668221158046184	0.0843283115844091	0.0748081479713692	0.0619299797528586	0.0481900824313046	0.0492279490657974	0.0489015756295828	0.0546815676246375	0.0481900824313046	0.0462123621776248	0.0332065507683419	0.0332065507683419	0.0621141439634643	0.0332065507683419	0.0200563927845437	0.019466653446788	0.0332065507683419	0.0190058794297101	0.0287234289845166	0.019466653446788	0.510638737502518	0.516546345285319	0.173036919527004	0.323567978245768	0.133709285230291	0.308082414517499	0.280620093398871	0.119305649201642	0.0946989437705548	0.276062862059841	0.0633529314323669	0.067488611970242	0.0716664589742605	0.0712859206695397	0.0712024045502544	0.0695252436109706	0.0712859206695397	0.0712024045502544	0.0412040906467144	0.0434596578424007	0.0346819571735894	0.0461122205099554	0.186572630520662	0.044840325877925	0.045565600180624	0.0462476399456278	0.0135245012682606	0.0234130231010152	0.0228346168446127	0.03204576046845	0.03204576046845	0.0252984934753227	0.0234130231010152	0.0234965392203005	0.0234130231010151	0.03204576046845	0.0135245012682606	0.0234130231010152	0.0234130231010152	0.0249547646046266	0.0234130231010151	0.03204576046845	0.0234965392203005	0.0249547646046266	0.0211574559053289	0.0249547646046266	0.163159607419647	0.163159607419647	0.0135245012682606	0.0135245012682606	0.0234130231010151	0.03204576046845	0.0135245012682606	0.0228346168446127	0.0228346168446127
"Sonchus_cf._ortunoi"	0.325579960513027	0.257558072425967	0.20873956625711	0.185588408603639	0.387519924194861	0.141816062140758	0.135245012682606	2.8944390776603	0.110937731309594	0.0792185098788807	0.0444013416356108	0.024288662041745	0.0511705172061747	0.0555403847231357	0.0546228629271579	0.0546177115985341	0.0240084183415943	0.0555403847231357	0.0110741390192735	0.0131029458554235	0.0131029458554235	0.0109501845619811	0.0131029458554235	0.0148447337583368	0.0174728133723846	0.0131029458554235	0.0100312470161983	0.0380675713507511	0.0174728133723846	0.676756824013354	0.203823602195477	0.155313896643418	0.0870000147825007	0.0989648917222455	0.073827593461823	0.099601106810742	0.0605859582565041	0.0497821700027867	0.0486674869421384	0.0334374900539943	0.0567547231240648	0.0416983365036218	0.0375729214835482	0.0369337417148425	0.0564397981106083	0.0375729214835482	0.0369337417148425	0.0554717285796074	0.0359748014829027	0.403848342743697	0.0442305495913698	0.0257337497874991	0.0367780894395177	0.0367895368364596	0.0244093677394159	0.372142167127753	0.0122092485192385	0.0122001192201774	0.0127634455926682	0.0127634455926682	0.0133204024906832	0.0122092485192385	0.0128484282879442	0.0122092485192385	0.0127634455926682	0.372142167127753	0.0122092485192385	0.0122092485192385	0.0125243739754266	0.0122092485192385	0.0127634455926682	0.0128484282879442	0.0125243739754266	0.0317061756159432	0.0125243739754266	0.0135245012682606	0.0135245012682606	0.372142167127753	0.372142167127753	0.0122092485192385	0.0127634455926682	0.372142167127753	0.0122001192201774	0.0122001192201774
"Echium_plantagineum"	0.71029866752226	0.493831887528159	0.315362746844252	0.397424044088278	0.367366257961652	0.215946126093942	0.247568966529449	0.129427353194526	1.30061476294099	0.0808799694679328	0.14225613202775	0.0573789866934956	0.0695051868075502	0.0859855923779246	0.0570741317016849	0.0552435693637591	0.0580395779026235	0.0859855923779246	0.0197722234461397	0.0359748567898946	0.0359748567898946	0.0178064048686048	0.0359748567898946	0.0524898837263045	0.052455262360269	0.0359748567898946	0.0205595493738634	0.0335303300176556	0.052455262360269	0.596094755869433	0.559608883398361	0.466268998757947	0.166476565916897	0.349932558175364	0.131814822974265	0.342611426799925	0.122581783959605	0.0964639739034242	0.0791395771937991	0.0685318312462115	0.0809632483484558	0.249242386756268	0.0698277738713394	0.0689500016203895	0.0756152041305114	0.0698277738713394	0.0689500016203895	0.0543212301281514	0.0509001908724646	0.0466978989842106	0.0489790040984267	0.0513930966850296	0.0482516429913413	0.052319559297843	0.0500282368097344	0.0166406596964391	0.0266362000320847	0.0233920367776496	0.0194351513484548	0.0194351513484548	0.0426768396083251	0.0266362000320847	0.0275139722830346	0.0266362000320847	0.0194351513484548	0.0166406596964391	0.0266362000320848	0.0266362000320847	0.0189217648106551	0.0266362000320847	0.0194351513484548	0.0275139722830346	0.0189217648106551	0.0300572392877715	0.0189217648106551	0.0247568966529448	0.0247568966529448	0.0166406596964391	0.0166406596964391	0.0266362000320847	0.0194351513484548	0.0166406596964391	0.0233920367776496	0.0233920367776496
"Cistus_monspeliensis"	0.772339005573984	0.401548928587478	0.317580399287283	0.279102111796758	0.501999601995975	0.200556004581521	0.200466347413855	0.184843189717388	0.161759938935866	1.47977660721413	0.066496889830094	0.0379258122677461	0.0684508567730553	0.0742663437036047	0.0774347468932523	0.0718248556156262	0.0383838934881263	0.0742663437036047	0.016559773131875	0.0197298668447475	0.0197298668447475	0.0161242473980763	0.0197298668447475	0.0230016053539339	0.0255453537752969	0.0197298668447475	0.0197192266157216	0.0487209899283078	0.0255453537752969	0.866150932058805	0.306909039807183	0.227069811335973	0.141524019956656	0.153344035692893	0.110398487545833	0.153315838671144	0.103633481352105	0.0863607292824478	0.0716633217692282	0.0657307553857385	0.079415887324948	0.0725491574430259	0.0573980165734234	0.0670382753888261	0.089090231375023	0.0573980165734234	0.0670382753888261	0.485005676872999	0.472895694873262	0.0648382476724258	0.0601275186659986	0.0490093474504099	0.0513419237495966	0.063808348810988	0.0479834514315891	0.0237655529636642	0.0289627127090244	0.0190207387225648	0.0180500404123369	0.0180500404123369	0.0199490669490282	0.0289627127090244	0.0193224538936217	0.0289627127090244	0.0180500404123369	0.0237655529636642	0.0289627127090244	0.0289627127090244	0.019054823957237	0.0289627127090244	0.0180500404123369	0.0193224538936217	0.019054823957237	0.0410726947087616	0.019054823957237	0.0200466347413855	0.0200466347413855	0.0237655529636642	0.0237655529636642	0.0289627127090244	0.0180500404123369	0.0237655529636642	0.0190207387225648	0.0190207387225648
