"Bischhofia_javanica"	"Ficus_heteropleura"	"Strebus_glaber"	"Macaranga_bicolor"	"Macaranga_tanarius"	"Grewia_multiflora"	"Guioa_pleuropteris"	"Mallotus_molissima"	"Syzygium_sp2_M_SD_013"	"Syzygium_sp3_M_SD_013"	"Homalanthus_alpinus"	"Microcus_stylocarpa"	"Syzygium_garciae"	"Dillenia_reifferscheidia"	"Platea_excelsa"	"Homalanthus_rotundifolius"	"Prunus_fragrans"	"Canarium_asperum"	"Elaeocarpus_cumingii"	"Litsea_luzonica"	"Litsea_quericoides"	"Palaquium_sp1_M_SD_013"	"Unidentified_sp1_M_SD_013"	"Unidentified_sp2_M_SD_013"	"Memexylon_lanceolatum"	"Ternstroemia_megacarpa"	"Ficus_congesta"	"Ficus_heteropoda"	"Ficus_septica"	"Ficus_sp1_M_SD_013"	"Ficus_variegata"	"Pometia_pinnata"	"Aglaia_sp1_M_SD_013"	"Garcinia_busungaensis"	"Lithocarpus_sp1_M_SD_013"	"Myristica_ceylanica"	"Sarcops_calvus"	"Ducula_bicolor"	"Ptilinopus_occipitalis"	"Ducula_poliocephala"	"Penelopides_panini"	"Phapitreron_leucotis"	"Chalcophaps_indica"	"Hypsipetes_philippinus"	"Ptenochirus_jagori"	"Pycnonotus_goiavier"	"Cynopterus_brachyotis"	"Macropygia_phasianella"	"Zosterops_nigrorum"	"Rhabdornis_mysticalis"	"Streptopelia_chinensis"	"Oriolus_chinensis"	"Aceros_waldeni"	"Megalaima_haemacephala"	"Sus_cebifrons"
"Homalanthus_alpinus"	0.35675828479598	0.313766026946583	0.306149806558983	0.291678858477031	0.286142289713275	0.270592077777154	0.233613770207543	0.219562473789201	0.165673391743576	0.165673391743576	1.23101504521897	0.105961354886679	0.130980193500432	0.0745822834309403	0.0787216294966833	0.164491129811731	0.0878312649828133	0.0571169918148961	0.0685093022850905	0.0742934240636003	0.0571169918148961	0.0685093022850905	0.0772900751810456	0.0571169918148961	0.085704841880252	0.0461948602683483	0.0227335515048825	0.0227335515048825	0.0227335515048825	0.0227335515048825	0.0227335515048825	0.0268728975706255	0.0147185010967055	0.0112480463740485	0.00945024120786721	0.0121543964739201	0.493204218485888	0.257261299234705	0.248928699112371	0.232088388519459	0.245308351611758	0.300563864186799	0.419883929595655	0.386617378209124	0.124978293044984	0.378949268432931	0.11485505130834	0.348915844628551	0.355587891412177	0.330887113110892	0.180045065426328	0.16400829433238	0.0675244248551115	0.0557339257294815	0.031500804026224
"Microcus_stylocarpa"	0.340699304139773	0.329329956897816	0.176436879473047	0.149453719182592	0.161254112891799	0.135328530177742	0.148270838575813	0.121883683988156	0.174764942347673	0.174764942347673	0.105961354886678	1.21089578111165	0.140681780538366	0.181778675315122	0.145649557473928	0.0777416808881461	0.120456458046473	0.108629666115203	0.105502827387456	0.0929332117290475	0.108629666115203	0.105502827387456	0.096207489584356	0.108629666115203	0.0424120262412443	0.0580035282007662	0.0791790153829434	0.0791790153829434	0.0791790153829434	0.0791790153829434	0.0791790153829434	0.0430498975417496	0.0262139383412537	0.0391759834220171	0.0201839321582291	0.0168359592004959	0.436089659366242	0.479700627385867	0.486174855340744	0.468087197842954	0.436898972354228	0.232612032473592	0.182221783624277	0.176341148965978	0.435288704689078	0.151012539497618	0.400030319609263	0.137917618104069	0.136185455640037	0.12247354119137	0.128120396729302	0.109862581148833	0.0935331066694216	0.0570117907695211	0.0672797738607636
"Syzygium_garciae"	0.363458362462609	0.329938224158453	0.234420645601947	0.208695695921211	0.202102772827341	0.191185967609794	0.201665770062479	0.174467904178011	0.186072866450907	0.186072866450907	0.130980193500432	0.140681780538366	1.22562456921378	0.111223623379421	0.128385341045172	0.0960774306379304	0.114060934690151	0.0964169703939812	0.0871805701724866	0.0947810300834489	0.0964169703939812	0.0871805701724866	0.0870771676445892	0.0964169703939812	0.0720424144149612	0.0708108060514679	0.0267687238680523	0.0267687238680523	0.0267687238680523	0.0267687238680523	0.0267687238680523	0.0439304415338033	0.0267324864978269	0.0132445582634673	0.0147704156152147	0.0171979550359765	0.330481629664054	0.457332438768631	0.459478299533611	0.301897997777554	0.445541441630448	0.418139003608115	0.370258215318159	0.214012078060814	0.14716175848297	0.189439620624188	0.13524165604585	0.173926837484348	0.16927304361794	0.149645404397914	0.296225863037313	0.136186775755468	0.0955441946443137	0.197821128094086	0.0492347187173823
"Dillenia_reifferscheidia"	0.327270457622332	0.319850974400201	0.154410021505609	0.125460313641251	0.130157952181518	0.113049518003072	0.119039235213064	0.101202436928456	0.158531830393806	0.158531830393806	0.0870126640027637	0.212075121200975	0.129760893942658	1.27144150190145	0.215220712649543	0.0621261518747989	0.116729040399545	0.106027526091353	0.103431267426591	0.0872206405895867	0.106027526091353	0.103431267426591	0.100820834105747	0.106027526091353	0.0372373864356588	0.0482841179278132	0.0912071342067632	0.0912071342067632	0.0912071342067632	0.0912071342067632	0.0912071342067632	0.0349863449548588	0.017436719567621	0.0451272241814661	0.0916435611709514	0.0175496253872378	0.280319817053998	0.514661473144141	0.521652570062702	0.504969026555789	0.290611992793683	0.206854246245957	0.156127811742531	0.154690366672725	0.50141360201629	0.130203412171582	0.460799100252971	0.122300275820146	0.118299488650276	0.106914214495825	0.113236275798699	0.0965284105191703	0.0974979188179879	0.0542835652121815	0.305478537236505
"Platea_excelsa"	0.291959375631775	0.326777357732411	0.163581938418097	0.133743088201679	0.151561442902842	0.120717635497593	0.140272619304651	0.108365099862864	0.17969005079739	0.17969005079739	0.0918419010794639	0.169924483719582	0.149782897886034	0.215220712649543	1.27552671642325	0.0653712153392306	0.121883450821082	0.122431315979383	0.106469733305465	0.0900928999915601	0.122431315979383	0.106469733305465	0.104070956353041	0.122431315979383	0.0413092841026807	0.107894100099771	0.0321743788104425	0.0321743788104425	0.0321743788104425	0.0321743788104425	0.0321743788104425	0.0924803825841544	0.0312803716036746	0.0159191538919177	0.0918953894633916	0.0612000109804798	0.289354902006519	0.530468448291864	0.537355374010302	0.518097572853526	0.52133952672791	0.239768939131817	0.173007394796423	0.165619345991013	0.176879487687974	0.136955903322662	0.162552249185248	0.129200119773322	0.122928641392197	0.110737567657625	0.119662372466774	0.101309076587339	0.340000061002666	0.0552871575000079	0.306317964877972
"Homalanthus_rotundifolius"	0.351965997073772	0.322746281288622	0.304989565635287	0.290615373745954	0.284977971321154	0.269607221870011	0.220586508651212	0.225938923957481	0.161232444463081	0.161232444463081	0.230287581736423	0.108838353243405	0.134508402893103	0.0745513822497587	0.0784454584070768	1.18811003223985	0.0903364343176254	0.0567721732480067	0.0712662831848712	0.0771415802963703	0.0567721732480067	0.0712662831848712	0.0633722865200767	0.0567721732480067	0.0756009249018089	0.0459242107725729	0.0229599834825005	0.0229599834825005	0.0229599834825005	0.0229599834825005	0.0229599834825005	0.0268540596398186	0.0146120865760329	0.0113600797879332	0.00943131209528438	0.0122419730637857	0.549783711910284	0.255541189143712	0.247944352976599	0.230650415461772	0.243534776267215	0.2966467953984	0.470914318946023	0.256243162370196	0.126223108754813	0.433825668169176	0.115999036945673	0.212121998481029	0.411767017304055	0.386348888358839	0.179995457785181	0.163396736812891	0.0680109614654762	0.0564568017275445	0.0314377069842813
"Prunus_fragrans"	0.32599013359546	0.309173768163713	0.215097158632977	0.184286481691661	0.186032365671264	0.168576861846205	0.171964440357887	0.152662775952896	0.201932005208102	0.201932005208102	0.122963770975939	0.168639041265062	0.159685308566212	0.140074848479454	0.146260140985299	0.0903364343176254	1.15069237928917	0.112478202954434	0.121786663880146	0.107683362400074	0.112478202954434	0.121786663880146	0.110265084493153	0.112478202954434	0.0615450271879297	0.0634901258589338	0.0283991179440685	0.0283991179440685	0.0283991179440685	0.0283991179440685	0.0283991179440685	0.0345844104499126	0.0184532594408476	0.0140512403241681	0.0176507870217998	0.0161311510090651	0.524388051368348	0.547745367845621	0.55437526595203	0.533844297707803	0.307554324014126	0.449644461918107	0.218655610657889	0.200287947184677	0.156124892490756	0.171113804190027	0.143478776199005	0.162401409795669	0.153917360154238	0.136742797859537	0.148510004099955	0.122185932131327	0.0896175056059169	0.0574183393487946	0.0588359567393328
"Canarium_asperum"	0.320995650588435	0.311624518451844	0.17989553263447	0.144727584980905	0.164951487461792	0.130858356041718	0.153463017668765	0.117174760011771	0.204778679485132	0.204778679485132	0.0999547356760681	0.190101915701605	0.168729698189467	0.15904128913703	0.183646973969075	0.0709652165600083	0.140597753693042	1.14270549430951	0.124610400508562	0.104358720036168	0.142705494309505	0.124610400508562	0.121837050303843	0.142705494309505	0.0445820415112425	0.0709443835475105	0.0303513455309859	0.0303513455309859	0.0303513455309859	0.0303513455309859	0.0303513455309859	0.0549570303630306	0.0351401696620569	0.0150171583165956	0.0211246189585955	0.0198168607009737	0.321962544043258	0.625207958285594	0.633969944896366	0.61227612655772	0.585669494367614	0.248692160647465	0.190972835604907	0.179884142284797	0.166857314628839	0.146582678381444	0.153341872143904	0.142717256563945	0.131236376614568	0.118054216113243	0.132589041610403	0.107871780638119	0.110093670560965	0.0584472947913559	0.0704153965286516
"Elaeocarpus_cumingii"	0.322745210097463	0.307231818037025	0.201234694021571	0.166694730935861	0.169436385158588	0.151995966244728	0.156245124636141	0.136839364707326	0.201765230837557	0.201765230837557	0.119891278998908	0.184629947928048	0.152565997801852	0.155146901139886	0.159704599958198	0.0890828539810889	0.152233329850182	0.124610400508562	1.13609202607909	0.117515446468109	0.124610400508562	0.136092026079091	0.121140916669172	0.124610400508562	0.0466308497593229	0.050531886740904	0.0298328841515012	0.0298328841515012	0.0298328841515012	0.0298328841515012	0.0298328841515012	0.0343905829698127	0.0187050376974561	0.014760635369077	0.0194086541772792	0.0156855452723566	0.570192528395266	0.614043788190404	0.624020106862146	0.604404478573336	0.311750628290935	0.251086947550309	0.203386561735543	0.190335091952544	0.164007059656411	0.16097282873069	0.150722487824242	0.152355538580659	0.145348316267076	0.129953887737502	0.141896741997588	0.114323725375475	0.0871419181797591	0.0562039554390132	0.064695513924264
"Litsea_luzonica"	0.340529124088454	0.294072398376771	0.22764821599227	0.2079485948032	0.181266955703551	0.191304319408804	0.192971384498641	0.175147262533839	0.185884181444868	0.185884181444868	0.1300134921113	0.162633120525833	0.165866802646036	0.13083096088438	0.13513934998734	0.0964269753704628	0.134604203000093	0.104358720036168	0.117515446468109	1.14201789604456	0.104358720036168	0.117515446468109	0.103478143145405	0.104358720036168	0.0505414961202658	0.0489943880267975	0.0275972423918535	0.0275972423918535	0.0275972423918535	0.0275972423918535	0.0275972423918535	0.0319056314948136	0.0175204316658705	0.013654490463259	0.0163954301222293	0.014385199828943	0.579457430736447	0.350215487805683	0.588543751289068	0.567218019520292	0.292007194431176	0.265825101608638	0.224171797508994	0.207125868470037	0.151716560702878	0.182658783211624	0.139427519285945	0.166398547751074	0.16336164476176	0.143657577726704	0.392907295693507	0.129455475289751	0.0799177768274613	0.0581248389013578	0.0546514337407645
"Litsea_quericoides"	0.320995650588435	0.311624518451844	0.17989553263447	0.144727584980905	0.164951487461792	0.130858356041718	0.153463017668765	0.117174760011771	0.204778679485132	0.204778679485132	0.0999547356760681	0.190101915701605	0.168729698189467	0.15904128913703	0.183646973969075	0.0709652165600083	0.140597753693042	0.142705494309505	0.124610400508562	0.104358720036168	1.14270549430951	0.124610400508562	0.121837050303843	0.142705494309505	0.0445820415112425	0.0709443835475105	0.0303513455309859	0.0303513455309859	0.0303513455309859	0.0303513455309859	0.0303513455309859	0.0549570303630306	0.0351401696620569	0.0150171583165956	0.0211246189585955	0.0198168607009737	0.321962544043258	0.625207958285594	0.633969944896366	0.61227612655772	0.585669494367614	0.248692160647465	0.190972835604907	0.179884142284797	0.166857314628839	0.146582678381444	0.153341872143904	0.142717256563945	0.131236376614568	0.118054216113243	0.132589041610403	0.107871780638119	0.110093670560965	0.0584472947913559	0.0704153965286516
"Palaquium_sp1_M_SD_013"	0.322745210097463	0.307231818037025	0.201234694021571	0.166694730935861	0.169436385158588	0.151995966244728	0.156245124636141	0.136839364707326	0.201765230837557	0.201765230837557	0.119891278998908	0.184629947928048	0.152565997801852	0.155146901139886	0.159704599958198	0.0890828539810889	0.152233329850182	0.124610400508562	0.136092026079091	0.117515446468109	0.124610400508562	1.13609202607909	0.121140916669172	0.124610400508562	0.0466308497593229	0.050531886740904	0.0298328841515012	0.0298328841515012	0.0298328841515012	0.0298328841515012	0.0298328841515012	0.0343905829698127	0.0187050376974561	0.014760635369077	0.0194086541772792	0.0156855452723566	0.570192528395266	0.614043788190404	0.624020106862146	0.604404478573336	0.311750628290935	0.251086947550309	0.203386561735543	0.190335091952544	0.164007059656411	0.16097282873069	0.150722487824242	0.152355538580659	0.145348316267076	0.129953887737502	0.141896741997588	0.114323725375475	0.0871419181797591	0.0562039554390132	0.064695513924264
"Unidentified_sp1_M_SD_013"	0.334877781760595	0.293920634914422	0.217410476953946	0.183501630058922	0.18564228819965	0.168194143885357	0.171556701744352	0.128172086446155	0.18834107662514	0.18834107662514	0.13525763156683	0.168363106772623	0.152385043378031	0.15123125115862	0.156106434529561	0.0792153581500959	0.137831355616441	0.121837050303843	0.121140916669172	0.103478143145405	0.121837050303843	0.121140916669172	1.14348530271719	0.121837050303843	0.0728411228779179	0.0504010809096747	0.0288354585914648	0.0288354585914648	0.0288354585914648	0.0288354585914648	0.0288354585914648	0.0337106419624054	0.0183867315119863	0.014267131793468	0.0189454737752988	0.0153239104504191	0.334155737682621	0.60282394480044	0.60831839707556	0.588726034355528	0.306445525199772	0.259629050290855	0.214876000070847	0.195644649339321	0.158523686594089	0.167526671565682	0.145683267979968	0.40034983925335	0.150371001391247	0.135951641666054	0.144409541077844	0.119058225794394	0.0851328358356614	0.0560644760389313	0.0631515792509962
"Unidentified_sp2_M_SD_013"	0.320995650588435	0.311624518451844	0.17989553263447	0.144727584980905	0.164951487461792	0.130858356041718	0.153463017668765	0.117174760011771	0.204778679485132	0.204778679485132	0.0999547356760681	0.190101915701605	0.168729698189467	0.15904128913703	0.183646973969075	0.0709652165600083	0.140597753693042	0.142705494309505	0.124610400508562	0.104358720036168	0.142705494309505	0.124610400508562	0.121837050303843	1.14270549430951	0.0445820415112425	0.0709443835475105	0.0303513455309859	0.0303513455309859	0.0303513455309859	0.0303513455309859	0.0303513455309859	0.0549570303630306	0.0351401696620569	0.0150171583165956	0.0211246189585955	0.0198168607009737	0.321962544043258	0.625207958285594	0.633969944896366	0.61227612655772	0.585669494367614	0.248692160647465	0.190972835604907	0.179884142284797	0.166857314628839	0.146582678381444	0.153341872143904	0.142717256563945	0.131236376614568	0.118054216113243	0.132589041610403	0.107871780638119	0.110093670560965	0.0584472947913559	0.0704153965286516
"Memexylon_lanceolatum"	0.333332706737762	0.273188642031572	0.295996719135052	0.28097297136304	0.276454385170393	0.260616486274644	0.255268991697075	0.206876972771584	0.184049453452121	0.184049453452121	0.199977964387255	0.0989613945629033	0.168098966968243	0.0744747728713177	0.0826185682053614	0.126001541503015	0.102575045313216	0.05944272201499	0.0621744663457638	0.0673886614936877	0.05944272201499	0.0621744663457638	0.0971214971705571	0.05944272201499	1.13897547126054	0.0696119457913458	0.0210675714898497	0.0210675714898497	0.0210675714898497	0.0210675714898497	0.0210675714898497	0.0292113668238934	0.0157193567272898	0.010423757196737	0.00968383609376789	0.0134920100966035	0.348520797763426	0.267088849280227	0.25803338473253	0.236420660408042	0.261989278788164	0.628453450604815	0.602356805469757	0.251512445572457	0.115819524408189	0.232781596016273	0.106438142931126	0.53398131882857	0.207254696846565	0.183981037409762	0.179892825954993	0.15832821735419	0.0749556116477975	0.0567540076003818	0.032279453645893
"Ternstroemia_megacarpa"	0.299788481826262	0.371137672065401	0.195090158533093	0.177679860874481	0.20494198207779	0.161589334109634	0.190312143946423	0.147449571160609	0.180395170575526	0.180395170575526	0.107788007292813	0.135341565801788	0.165225214120092	0.0965682358556264	0.215788200199542	0.0765403512876214	0.105816876431556	0.0945925113966806	0.067375848987872	0.0653258507023966	0.0945925113966806	0.067375848987872	0.0672014412128996	0.0945925113966806	0.0696119457913458	1.18300428802507	0.0253432962374701	0.0253432962374701	0.0253432962374701	0.0253432962374701	0.0253432962374701	0.144563260581386	0.0426224205764457	0.0125392889575168	0.0192548487979214	0.10194084000494	0.29099765427759	0.309516402819773	0.308252797166014	0.287009555350573	0.710373676274095	0.597971538012867	0.212527572733291	0.195754846375326	0.139325432861298	0.168943196227605	0.128040072799533	0.152313503926646	0.149911981832963	0.133323905077394	0.136535994427883	0.125148541504365	0.566338000027447	0.0603746042420917	0.0641828293264046
