"Sorex_araneus"	"Clethrionomys_glareolus"	"Talpa_europaea"	"Microtus_oeconomus"	"Apodemus_uralensis"	"Clethrionomys_rutilus"	"Microtus_arvalis"	"Sorex_caecutiens"	"Apodemus_agrarius"	"Sciurus_vulgaris"	"Sorex_minutus"	"Microtus_agrestis"	"Neomys_fodiens"	"Myopus_schisticolor"	"Micromys_minutus"	"Palaeopsylla_soricis"	"Ctenophthalmus_uncinatus"	"Doratopsylla_dasycnema"	"Megabothris_turbidus"	"Ctenophthalmus_bisoctodentatus"	"Ctenophthalmus_agyrtes"	"Peromyscopsylla_bidentata"	"Amalaraeus_penicilliger"	"Palaeopsylla_kohauti"	"Megabothris_walkeri"	"Hystrichopsylla_talpae"	"Amphipsylla_rossica"	"Peromyscopsylla_silvatica"	"Ctenophthalmus_assimilis"	"Megabothris_rectangulatus"	"Ceratophyllus_sciurorum"	"Tarsopsylla_octodecimdentata"	"Corrodopsylla_birulai"	"Ceratophyllus_indages"	"Rhadinopsylla_integella"	"Leptopsylla_segnis"
"Sorex_araneus"	1.53553956078245	0.511135074367962	0.444176808363184	0.264017583526868	0.320455714340126	0.250444547043847	0.390115427715183	0.198248301694199	0.283506273259114	0.209644403460329	0.206041877548263	0.221213253835172	0.143460623665613	0.154857906335231	0.130300538799298	0.428961110991438	0.483214485813451	0.284457804069932	0.364781236246919	0.249813841723966	0.394518481501049	0.331411395458399	0.277988853266399	0.132026518106111	0.362117307059886	0.366881770695905	0.175262085368534	0.0588431160045106	0.24914492126335	0.115068166470764	0.0269542804448994	0.0269542804448995	0.194007136577646	0.0269542804448995	0.12938136194095	0.0580996713692501
"Clethrionomys_glareolus"	0.477059402743432	1.55986289614365	0.387619465199818	0.255428278228076	0.327106363104202	0.296822132686217	0.396329232624834	0.195536039896259	0.307536334965116	0.205463876135377	0.200860197221662	0.230760975067118	0.123070547643227	0.170432970032477	0.129269183045373	0.418898727622563	0.479291703662017	0.269921219587476	0.364132242379418	0.239601844225344	0.393462648363856	0.335229923397996	0.272994334152543	0.0597395643520641	0.358748904947404	0.365416423967069	0.241914621914945	0.126984263695818	0.243249236743436	0.188415831798176	0.0264167840745484	0.0264167840745484	0.116166118872449	0.0264167840745484	0.124259878230697	0.0591642651262408
"Talpa_europaea"	0.518206276423715	0.484524331499773	1.46382938299408	0.264342324276125	0.321207083655888	0.247367486813718	0.393640812346419	0.196555407266761	0.289982634374408	0.21726128068969	0.21358960413485	0.218806492965839	0.149525663289447	0.150213026542771	0.134106087463362	0.44171763802262	0.49543846722276	0.296245587721178	0.375475372942419	0.261667019019521	0.404958684032433	0.263037691968879	0.289495861286064	0.143100464351794	0.372444599005849	0.378349975642567	0.174372196644825	0.0569003021565296	0.259601886134233	0.112936910371669	0.0279335932315315	0.0279335932315315	0.206482250072984	0.0279335932315315	0.0623847205172251	0.0584316984550114
"Microtus_oeconomus"	0.46203077117202	0.478928021677641	0.396513486414188	1.32278449439202	0.350070344909459	0.253786627974024	0.400561306832035	0.200952415930827	0.309903582777581	0.188252828457831	0.175376209227	0.258875438827805	0.152403433600479	0.174589960640213	0.138128971903714	0.482773491806966	0.53773338885529	0.210422568304128	0.42244221319717	0.168728635412383	0.452585075586794	0.392203380064874	0.197279631059461	0.0594404896278368	0.41844232687443	0.29857192030989	0.30337170924392	0.0572866769477362	0.180714958260507	0.119703228140733	0.0242039350874354	0.0242039350874354	0.242544517807047	0.0242039350874354	0.0584376594474312	0.0615484290542539
"Apodemus_uralensis"	0.448638000076176	0.490659544656303	0.385448500387066	0.280056275927567	1.40578050199968	0.245676394972612	0.445297356177372	0.205028299154306	0.311536175270829	0.18350047330192	0.184342127219918	0.245843891273214	0.132803001409993	0.166258616705054	0.132288736204832	0.457744475887607	0.510819522978456	0.301995708952373	0.39877878034829	0.171830763291271	0.429533025221436	0.369632355526145	0.19946935772569	0.0577496518196413	0.394894689270655	0.299157768082601	0.283625568448142	0.0570781671137971	0.278260388919376	0.11815833564779	0.0235929179959611	0.0235929179959611	0.119136658178741	0.0235929179959611	0.0582805869699895	0.159917546893274
"Clethrionomys_rutilus"	0.438277957326733	0.556541498786656	0.371051230220577	0.253786627974024	0.307095493715765	1.37019924977988	0.387443371105747	0.201603227482781	0.311092231308367	0.197300771375618	0.193000647239866	0.240810145019532	0.111437847498605	0.183605366565843	0.139912229336849	0.354546724259666	0.533542434652773	0.201299035066178	0.422342381342121	0.172771935689094	0.452582865464538	0.395213514448219	0.32691935128933	0.0560038538089761	0.295130922156954	0.425343372469022	0.180710860332118	0.187539905527436	0.177202414134362	0.251698094640124	0.0253672420340081	0.0253672420340081	0.10962836514324	0.0253672420340081	0.0615675014696322	0.0566968472673499
"Microtus_arvalis"	0.455134665667714	0.495411540781043	0.393640812346419	0.267040871221357	0.37108113014781	0.258295580737165	1.45324904832008	0.193664316357332	0.305992015815256	0.215500874842406	0.199900745802845	0.242421058897144	0.116992998711456	0.160115057379161	0.134717177709652	0.436028949729745	0.493651514773089	0.20726189619889	0.382076730058527	0.255192456282796	0.411126377512127	0.349513460348197	0.284250709115727	0.0587817180046202	0.379235077906054	0.377672089656848	0.263925394236304	0.0587829452797936	0.261496592370317	0.118202857189568	0.0277072553368808	0.0277072553368808	0.1151472407271	0.0277072553368808	0.0589833495255013	0.142390980337309
"Sorex_caecutiens"	0.462579370619799	0.488840099740648	0.393110814533523	0.267936554574435	0.341713831923843	0.268804303310375	0.387328632714664	1.24919894860244	0.29239846514932	0.17703775428358	0.218342871980724	0.242164438922959	0.15250175056307	0.172838722555304	0.148361335262157	0.52667400101799	0.577430609547263	0.373749374165894	0.30249477597781	0.173114037558609	0.489874618268176	0.4288811302892	0.203354521681026	0.0592205563441442	0.29274595846068	0.461728941802515	0.179652435077264	0.059570890106856	0.177594701170261	0.119921706681743	0.0227619969793174	0.0227619969793174	0.123676312610459	0.0227619969793174	0.0590676512385688	0.0598038923267457
"Apodemus_agrarius"	0.441009758403066	0.512560558275194	0.38664351249921	0.27546985135785	0.346151305856477	0.27652642782966	0.407989354420341	0.194932310099546	1.3529197811776	0.18578134364037	0.182395636934523	0.251166395794928	0.12043700069384	0.184466417592248	0.144708240161985	0.465598506178266	0.520327370342909	0.202953658998171	0.412099079247765	0.16994724413533	0.441338925762697	0.277693285337654	0.201056467266166	0.0573488907633521	0.405520630000848	0.406554295498034	0.291081611317129	0.0618628566273483	0.285147321486233	0.230358789911713	0.0238861727537618	0.0238861727537618	0.115437574197224	0.0238861727537618	0.059104260822423	0.0617528191086085
"Sciurus_vulgaris"	0.419288806920658	0.440279734575807	0.372447909753754	0.215146089666093	0.262143533288457	0.225486595857849	0.36943007115841	0.151746646528783	0.238861727537618	1.8168987808011	0.214150169402288	0.192225207152916	0.106424916485388	0.147333888263261	0.0912938173444542	0.30658627631378	0.569728350753661	0.183727704345813	0.251317959352618	0.374735710315488	0.274079956331935	0.228239181331527	0.400102952349496	0.054887873676431	0.46553098012078	0.258405628658882	0.150521734739677	0.0517840261085565	0.156491003837583	0.102190298749705	0.233601271817285	0.233601271817285	0.103037414973079	0.233601271817285	0.0533710645194479	0.0513001733328419
"Sorex_minutus"	0.480764380945947	0.502150493054155	0.4271792082697	0.233834945636	0.307236878699864	0.257334196319821	0.399801491605689	0.218342871980723	0.273593455401784	0.24984186430267	1.26565619363693	0.208405185703553	0.152336470845673	0.15398984671737	0.132690411616963	0.518825040519227	0.576837272849333	0.377600636701628	0.289976351860755	0.345029818162025	0.322727782657864	0.261192826292768	0.373979915248005	0.0629447222524669	0.291011609980429	0.458618461236365	0.168226189908492	0.0590791266692292	0.178069528329309	0.114156644618534	0.0321225254103433	0.0321225254103433	0.123526859576793	0.0321225254103433	0.0610353112154887	0.0576364309534144
"Microtus_agrestis"	0.442426507670343	0.494487803715254	0.375096845084295	0.295857644374635	0.351205558961734	0.275211594308037	0.41557895810939	0.207569519076822	0.322928223164907	0.192225207152916	0.178633016317331	1.28197554938094	0.114358264579219	0.170573395133025	0.145029807707991	0.361592872839846	0.549462567733842	0.201512725814763	0.443015404013659	0.168921279465652	0.474150831875182	0.411797250567016	0.199882583825307	0.0565739674458442	0.43484027353474	0.436053299024079	0.322848425473862	0.0606305725825694	0.18131298015001	0.123626606023005	0.0247146694910892	0.0247146694910892	0.115588561968315	0.0247146694910892	0.0581109722874373	0.0627769221647604
"Neomys_fodiens"	0.502112182829645	0.461514553662101	0.44857698986834	0.304806867200958	0.332007503524982	0.22287569499721	0.350978996134367	0.228752625844605	0.27098325156114	0.186243603849428	0.228504706268509	0.200126963013633	1.2341617042926	0.166153963537335	0.125358288151983	0.615594297081882	0.662138413674408	0.469768446384666	0.290215725579869	0.17815752464418	0.324528619456559	0.265489118662844	0.203231040331367	0.0659219145648884	0.290789914704419	0.29463287751948	0.171014680493598	0.0527643889069122	0.176915212968054	0.109770427499747	0.0239456062092122	0.0239456062092122	0.377899070590832	0.0239456062092122	0.0599695135444889	0.0562041000273259
"Myopus_schisticolor"	0.433602137738647	0.511298910097432	0.36051126370265	0.279343937024342	0.332517233410109	0.293768586505349	0.384276137709987	0.207406467066364	0.332039551666047	0.206267443568566	0.184787816060844	0.238802753186236	0.132923170829868	1.24352317410993	0.122089312060466	0.549009234400083	0.611811416179662	0.204254109436598	0.300190384260289	0.168649685148649	0.331301354320244	0.467423130502124	0.201698651130501	0.0549127679180404	0.490025594292008	0.297666782807223	0.184758555146792	0.0637269005876977	0.17754191902565	0.32076502709409	0.026520099887387	0.026520099887387	0.116246674269999	0.026520099887387	0.0585523577461875	0.0587472613351588
"Micromys_minutus"	0.456051885797543	0.48475943642015	0.402318262390087	0.276257943807427	0.330721840512079	0.279824458673698	0.404151533128957	0.222542002893235	0.325593540364467	0.159764180352795	0.199035617425444	0.253802163488984	0.125358288151983	0.152611640075582	1.19036510125441	0.599036261317694	0.415857180773043	0.209784280622393	0.54423586655718	0.169284873595298	0.577617166991165	0.274521890706825	0.200765125196089	0.0594914909090986	0.292934671290254	0.546628525280559	0.185431976265048	0.0605658177860001	0.181212741761513	0.120595267036052	0.0205411089025022	0.0205411089025022	0.11877612442163	0.0205411089025022	0.058403187415051	0.0600763306307589
"Palaeopsylla_soricis"	0.500454629490011	0.523623409528204	0.441717638022619	0.321848994537977	0.381453729906339	0.236364482839777	0.436028949729745	0.263337000508995	0.3491988796337	0.178841994516372	0.259412520259613	0.210929175823244	0.205198099027294	0.228753847666701	0.199678753772564	1.44556463009321	0.477341351000376	0.255631146835749	0.333517406899231	0.191326330739953	0.37301795697558	0.301217219141693	0.217917335059428	0.0653009061760543	0.326168346284469	0.341390987437429	0.196697776804874	0.0580084088911672	0.198671205632418	0.134103989434543	0.0229939707235335	0.0229939707235335	0.147678490342718	0.0229939707235335	0.0635894878960501	0.0670330069213013
