"Fuchsia_regia"	"Spirotheca_rivieri"	"Inga_sp1_M_PL_069_02"	"Aegiphila_obducta"	"Nematanthus_australis"	"Justicia_carnea"	"Vriesea_altodaserrae"	"Vriesea_incurvata"	"Heliconia_farinosa"	"Nidularium_inocentii"	"Clytolaema_rubricauda"	"Thalurania_glaucopis"	"Phaethornis_eurynome"	"Amazilia_versicolor"
"Fuchsia_regia"	1.65540377985291	0.655403779852914	0.655403779852914	0.425617590551317	0.655403779852914	0.109793072721837	0.570721448778879	0.109793072721837	0.31582451782948	0.109793072721837	1.88655145568574	2.10549678552987	0.487969212097052	0.256824651950496
"Spirotheca_rivieri"	0.655403779852914	1.65540377985291	0.655403779852914	0.425617590551317	0.655403779852914	0.109793072721837	0.570721448778879	0.109793072721837	0.31582451782948	0.109793072721837	1.88655145568574	2.10549678552987	0.487969212097052	0.256824651950496
"Inga_sp1_M_PL_069_02"	0.655403779852914	0.655403779852914	1.65540377985291	0.425617590551317	0.655403779852914	0.109793072721837	0.570721448778879	0.109793072721837	0.31582451782948	0.109793072721837	1.88655145568574	2.10549678552987	0.487969212097052	0.256824651950496
"Aegiphila_obducta"	0.425617590551317	0.425617590551317	0.425617590551317	1.70609292668112	0.425617590551317	0.440106774080163	0.268288131009001	0.440106774080163	0.265986152600961	0.440106774080163	0.886841321946421	1.77324101733974	1.95603010702295	0.120729658954051
"Nematanthus_australis"	0.655403779852914	0.655403779852914	0.655403779852914	0.425617590551317	1.65540377985291	0.109793072721837	0.570721448778879	0.109793072721837	0.31582451782948	0.109793072721837	1.88655145568574	2.10549678552987	0.487969212097052	0.256824651950496
"Justicia_carnea"	0.219586145443673	0.219586145443673	0.219586145443673	0.880213548160325	0.219586145443673	1.74298502357002	0.138416169501459	0.74298502357002	0.137228524590305	0.74298502357002	0.457542338074268	0.914856830602033	3.3021556603112	0.0622872762756567
"Vriesea_altodaserrae"	0.570721448778879	0.570721448778879	0.570721448778879	0.268288131009001	0.570721448778879	0.0692080847507297	2.30527966810186	0.0692080847507297	0.199080046258272	0.0692080847507297	2.06467445844782	1.32720030838848	0.307591487781021	1.03737585064584
"Vriesea_incurvata"	0.219586145443673	0.219586145443673	0.219586145443673	0.880213548160325	0.219586145443673	0.74298502357002	0.138416169501459	1.74298502357002	0.137228524590305	0.74298502357002	0.457542338074268	0.914856830602033	3.3021556603112	0.0622872762756567
"Heliconia_farinosa"	0.631649035658961	0.631649035658961	0.631649035658961	0.531972305201923	0.631649035658961	0.137228524590305	0.398160092516543	0.137228524590305	1.39474378061162	0.137228524590305	1.31614030581857	2.63162520407745	0.609904553734688	0.179172041632445
"Nidularium_inocentii"	0.219586145443673	0.219586145443673	0.219586145443673	0.880213548160325	0.219586145443673	0.74298502357002	0.138416169501459	0.74298502357002	0.137228524590305	1.74298502357002	0.457542338074268	0.914856830602033	3.3021556603112	0.0622872762756567
"Clytolaema_rubricauda"	0.754620582274296	0.754620582274296	0.754620582274296	0.354736528778569	0.754620582274296	0.0915084676148537	0.825869783379128	0.0915084676148537	0.263228061163715	0.0915084676148537	2.72995845061434	1.75485374109143	0.406704300510461	0.371641402520608
"Thalurania_glaucopis"	0.70183226184329	0.70183226184329	0.70183226184329	0.591080339113247	0.70183226184329	0.152476138433672	0.442400102796159	0.152476138433672	0.438604200679575	0.152476138433672	1.46237811757619	2.9240280045305	0.677671726371876	0.199080046258272
"Phaethornis_eurynome"	0.243984606048526	0.243984606048526	0.243984606048526	0.978015053511473	0.243984606048526	0.8255389150778	0.15379574389051	0.8255389150778	0.152476138433672	0.8255389150778	0.508380375638076	1.01650758955781	3.66906184479022	0.0692080847507297
"Amazilia_versicolor"	0.513649303900992	0.513649303900992	0.513649303900992	0.241459317908101	0.513649303900992	0.0622872762756567	2.07475170129168	0.0622872762756567	0.179172041632445	0.0622872762756567	1.85820701260304	1.19448027754963	0.276832339002919	1.93363826558125
