"Angelica_sylvestris"	"Chaerophyllum_temulentum"	"Silene_dioica"	"Stachys_sylvatica"	"Lapsana_communis"	"Geranium_robertianum"	"Vicia_sepium"	"Veronica_agrestis"	"Unidentified_sp1_M_PL_038"	"Anaspis_flava"	"Meligethes_sp1_M_PL_038"	"Unidentified_sp2_M_PL_038"	"Adscita_statices"	"Apocrita_sp1_M_PL_038"	"Byturus_aestivus"	"Crambus_pratella"	"Dasytes_plumbeus"	"Unidentified_sp3_M_PL_038"	"Unidentified_sp4_M_PL_038"	"Anaspis_rufilabris"	"Bombus_hortorum"	"Bombus_pascuorum"	"Chrysogaster_solstitialis"	"Leptura_rubra"	"Nemophora_degeerella"	"Olibrus_aeneus"	"Unidentified_sp5_M_PL_038"	"Unidentified_sp6_M_PL_038"	"Unidentified_sp7_M_PL_038"	"Anaspis_frontalis"	"Aphantopus_hyperantus"	"Ceuthorrhynchus_pollinarius_Forster"	"Episyrphus_balteatus"	"Epuraea_depressa_Illiger"	"Eumerus_tuberculatus"	"Grammoptera_ruficornis"	"Maniola_jurtina"	"Melanostoma_scalare"	"Polyommatus_icarus"	"Rhingia_campestris"	"Rhynchites_germanicus"	"Strophosomus_capitatus_de_Geer"	"Unidentified_sp10_M_PL_038"	"Unidentified_sp11_M_PL_038"	"Unidentified_sp12_M_PL_038"	"Unidentified_sp13_M_PL_038"	"Unidentified_sp14_M_PL_038"	"Unidentified_sp8_M_PL_038"	"Unidentified_sp9_M_PL_038"	"Volucella_pellucens"
"Meligethes_sp1_M_PL_038"	1.13381774213661	1.0444886246085	0.413092202571911	0.820634568137025	0.772530710258472	0.222163671679013	0.242092219627517	0.088022366244111	0.303404694920543	0.204834912393771	1.26709086197642	0.22316234170242	0.0982370746432656	0.158410836725916	0.121948886871076	0.189837790950568	0.151293653595734	0.199948033674295	0.184005964137817	0.122694962648448	0.100467379053972	0.103456661246248	0.122694962648448	0.122694962648448	0.12981214577863	0.061923241699138	0.122694962648448	0.139922388502357	0.0729346155617018	0.0671428283021202	0.0600256451719382	0.0772530710258471	0.0285986909472862	0.0600256451719382	0.0363138329441276	0.0600256451719382	0.0285986909472862	0.0772530710258471	0.0285986909472862	0.0671428283021203	0.0285986909472862	0.0285986909472862	0.0600256451719382	0.0772530710258471	0.0285986909472862	0.0285986909472862	0.0626693174765099	0.0600256451719382	0.0363138329441276	0.0600256451719382
"Unidentified_sp2_M_PL_038"	1.11854964629818	0.984811313617347	0.512023011798039	0.82870010069121	0.370535931584944	0.571151052477455	0.24539618895733	0.105674859838651	0.25997177004602	0.168399447289768	0.22316234170242	1.27178140641555	0.157929833185851	0.162339161298773	0.180337739058038	0.186108748543926	0.15375376000346	0.155359606191321	0.152410015596986	0.118306013032827	0.153475393382717	0.104612163854699	0.118306013032827	0.118306013032827	0.12689141432814	0.121120404842252	0.118306013032827	0.0961422719755352	0.133226344799011	0.0678027355110989	0.0592173342157861	0.0370535931584944	0.0354477469706335	0.0592173342157861	0.0368094283435995	0.0592173342157861	0.0354477469706335	0.0370535931584944	0.0354477469706335	0.0678027355110989	0.0354477469706335	0.0354477469706335	0.0592173342157862	0.0370535931584944	0.0354477469706335	0.0354477469706335	0.0590886788170408	0.0592173342157861	0.0368094283435995	0.0592173342157861
"Adscita_statices"	0.563321555810053	0.52944890954495	1.24369916029088	0.471696124655179	0.307996064325283	0.735933007706506	0.778342217667002	0.106405065263303	0.247734098841071	0.265420123213875	0.130982766191021	0.210573110914468	1.31324353336463	0.156462503421266	0.226315106610402	0.100183159758493	0.147692090027123	0.0923894469010516	0.117275205090984	0.0615898404685233	0.148983270445945	0.15534465194002	0.0615898404685233	0.0615898404685233	0.0703602538626662	0.196492200714576	0.0615898404685233	0.0625665410052253	0.158272230524462	0.0385933192899692	0.0298229058958263	0.0307996064325283	0.0861022495585997	0.0298229058958263	0.11675133265005	0.0298229058958263	0.0861022495585997	0.0307996064325283	0.0861022495585997	0.0385933192899692	0.0861022495585997	0.0861022495585997	0.0298229058958263	0.0307996064325283	0.0861022495585997	0.0861022495585997	0.031766934572697	0.0298229058958263	0.11675133265005	0.0298229058958263
"Apocrita_sp1_M_PL_038"	0.722158982771865	1.04271940694245	1.08263831265845	0.896418989259253	0.370759665561113	0.282091551021692	0.261312583893105	0.0787426131552346	0.250411336551854	0.21378790174067	0.211214448967889	0.216452215065031	0.156462503421266	1.21085841944908	0.155497561984046	0.174138482411777	0.175746993747339	0.137871077119404	0.145853514324451	0.100795110563293	0.115657104501738	0.11254025943245	0.100795110563293	0.100795110563293	0.135906536265031	0.1172656158373	0.100795110563293	0.0996391309726583	0.0777479085731093	0.0733433718484843	0.0382319461467458	0.0370759665561113	0.0749518831840463	0.0382319461467458	0.0391968875839658	0.0382319461467458	0.0749518831840463	0.0370759665561113	0.0749518831840463	0.0733433718484844	0.0749518831840463	0.0749518831840463	0.0382319461467458	0.0370759665561113	0.0749518831840463	0.0749518831840463	0.0625631644165471	0.0382319461467458	0.0391968875839658	0.0382319461467458
"Byturus_aestivus"	1.1306329755775	0.617149126495696	1.18872421869734	0.442106161818959	0.29540206024203	0.715946726267679	0.244178704043921	0.102702132120033	0.19922532143469	0.185492251284195	0.162598515828102	0.240450318744051	0.226315106610402	0.155497561984046	1.24954534088733	0.133058309803899	0.179182279536918	0.12642619349746	0.11192848780886	0.0968859874732566	0.143564331270794	0.0727991279372302	0.0968859874732566	0.0968859874732565	0.0732012699203839	0.189688301003814	0.0968859874732566	0.0665691536139448	0.153607968394167	0.0361723223306421	0.0598570398835148	0.029540206024203	0.0822962920636619	0.0598570398835148	0.0366268056065881	0.0598570398835148	0.0822962920636619	0.029540206024203	0.0822962920636619	0.0361723223306421	0.0822962920636619	0.0822962920636619	0.0598570398835148	0.029540206024203	0.0822962920636619	0.0822962920636619	0.0370289475897418	0.0598570398835148	0.0366268056065881	0.0598570398835148
"Crambus_pratella"	1.28481017723617	1.14498460260581	0.426485180023558	0.927831778828468	0.404851069432671	0.236753669340513	0.234294748525743	0.0768308792702297	0.288261266879619	0.173854292457031	0.253117054600758	0.248144998058568	0.100183159758493	0.174138482411777	0.133058309803899	1.21263194765749	0.16624433555917	0.177203545423883	0.150972511791745	0.136718438480616	0.111426559577952	0.111057721455736	0.136718438480616	0.136718438480616	0.144612585333223	0.065038947479631	0.136718438480616	0.109184183099616	0.0700869460726804	0.0759135091768746	0.0680193623242677	0.040485106943267	0.029525897078554	0.0680193623242677	0.0351442122788614	0.0680193623242677	0.029525897078554	0.040485106943267	0.029525897078554	0.0759135091768747	0.029525897078554	0.029525897078554	0.0680193623242677	0.040485106943267	0.029525897078554	0.029525897078554	0.0686990761563485	0.0680193623242676	0.0351442122788614	0.0680193623242676
"Dasytes_plumbeus"	1.23645668927196	1.07758925906587	1.08278632183446	0.441582878369499	0.354805359018089	0.25840451852518	0.226461881834605	0.0587551973434896	0.23569415373617	0.209067303694107	0.201724871460979	0.205005013337947	0.147692090027123	0.175746993747339	0.179182279536918	0.16624433555917	1.20507695730209	0.165595363230747	0.0980498829366109	0.130114827328938	0.0748901860090088	0.0700987905054225	0.130114827328938	0.130114827328938	0.100784863774184	0.113722807751932	0.130114827328938	0.100135891445761	0.0652005165833474	0.0361295082302317	0.0654594717849863	0.0354805359018089	0.0749621299731552	0.0654594717849862	0.0339692822751907	0.0654594717849862	0.0749621299731552	0.0354805359018089	0.0749621299731552	0.0361295082302317	0.0749621299731552	0.0749621299731552	0.0654594717849863	0.0354805359018089	0.0749621299731552	0.0749621299731552	0.0646553555439522	0.0654594717849862	0.0339692822751907	0.0654594717849862
"Unidentified_sp3_M_PL_038"	1.28270728657538	1.15186276496388	0.412758154094254	0.491134681978765	0.893938328085105	0.199617307763635	0.225808574815258	0.0790150069868748	0.300468664454682	0.22095244944285	0.266597378232394	0.207146141588428	0.0923894469010516	0.137871077119404	0.12642619349746	0.177203545423883	0.165595363230747	1.22641363152504	0.165134332659958	0.13701979871653	0.0701263428718987	0.0740550329296423	0.13701979871653	0.13701979871653	0.109295512605186	0.0585181606787628	0.13701979871653	0.158505598706343	0.0654993493086389	0.0401837467073535	0.0679080328186968	0.0893938328085104	0.0285755645142176	0.0679080328186967	0.0338712862222887	0.0679080328186967	0.0285755645142176	0.0893938328085105	0.0285755645142176	0.0401837467073535	0.0285755645142176	0.0285755645142176	0.0679080328186968	0.0893938328085105	0.0285755645142176	0.0285755645142176	0.069111765897833	0.0679080328186967	0.0338712862222887	0.0679080328186967
"Unidentified_sp4_M_PL_038"	0.612062738864404	0.639370624422015	0.394106902251083	0.980307201587171	0.943687737253448	0.348272282250466	0.251666925009439	0.567367693625132	0.283091324268506	0.197765373944079	0.24534128551709	0.203213354129315	0.117275205090984	0.145853514324451	0.11192848780886	0.150972511791745	0.0980498829366109	0.165134332659958	1.42989118871379	0.0707655589346128	0.132447795194702	0.117956991608548	0.0707655589346128	0.0707655589346128	0.118569190322453	0.079525166339568	0.0707655589346129	0.132731011190666	0.307556304468879	0.0802069528571321	0.032403321469292	0.0943687737253447	0.0272843240019981	0.032403321469292	0.0377500387514159	0.032403321469292	0.0272843240019981	0.0943687737253447	0.0272843240019981	0.0802069528571322	0.0272843240019981	0.0272843240019981	0.032403321469292	0.0943687737253447	0.0272843240019981	0.0272843240019981	0.0383622374653209	0.032403321469292	0.0377500387514159	0.032403321469292
"Anaspis_rufilabris"	1.5836407114441	1.35629380213754	0.432680596032896	0.487180554936798	0.40312267575972	0.210229122298198	0.205970545756468	0.0577240968974346	0.276285507160367	0.18254028806228	0.245389925296896	0.236612026065654	0.092384760702785	0.151192665844939	0.145328981209885	0.205077657720924	0.195172240993408	0.205529698074795	0.106148338401919	1.16521743049882	0.0713945955668313	0.0707558090855719	0.165217430498823	0.165217430498823	0.121237855350354	0.0614891788393147	0.165217430498823	0.121689895704224	0.0575102119485753	0.0398602272221017	0.0838398023705701	0.040312267575972	0.0299548104945851	0.0838398023705701	0.0308955818634702	0.0838398023705701	0.0299548104945851	0.040312267575972	0.0299548104945851	0.0398602272221017	0.0299548104945851	0.0299548104945851	0.0838398023705701	0.040312267575972	0.0299548104945851	0.0299548104945851	0.0813776281282525	0.0838398023705701	0.0308955818634702	0.0838398023705701
"Bombus_hortorum"	0.653458581152264	0.613328825097153	0.591365427563182	1.17021964644562	0.337949187410168	0.932072982656713	0.284821832158192	0.153625622779867	0.243658032931673	0.154258606517257	0.200934758107944	0.306950786765434	0.223474905668918	0.173485656752607	0.215346496906191	0.167139839366927	0.112335279013513	0.105189514307848	0.198671692792053	0.0713945955668314	1.2355561911986	0.138468518623825	0.0713945955668314	0.0713945955668313	0.132544973305925	0.180751630845189	0.0713945955668314	0.0705946482468459	0.208942477649447	0.0957452438000961	0.0345948660610022	0.0337949187410168	0.0409406834466818	0.0345948660610022	0.0427232748237289	0.0345948660610022	0.0409406834466818	0.0337949187410168	0.0409406834466818	0.0957452438000962	0.0409406834466818	0.0409406834466818	0.0345948660610022	0.0337949187410168	0.0409406834466818	0.0409406834466819	0.0367997295058292	0.0345948660610022	0.0427232748237289	0.0345948660610022
"Bombus_pascuorum"	0.60762853891927	0.643120656301353	0.496778774159226	1.17126500453151	0.403267403088914	0.284251636838619	1.03991237141116	0.0906177200131077	0.36290017820417	0.269293212071209	0.206913322492496	0.209224327709397	0.233016977910029	0.168810389148675	0.109198691905845	0.166586582183604	0.105148185758134	0.111082549394463	0.176935487412822	0.0707558090855719	0.138468518623825	1.25181762880971	0.0707558090855719	0.0707558090855719	0.134418012476113	0.0770301221983546	0.0707558090855719	0.0789139796869726	0.0834157195316913	0.0958307730980322	0.0321685697074908	0.0403267403088914	0.0343923766725618	0.0321685697074908	0.155986855711675	0.0321685697074908	0.0343923766725618	0.0403267403088914	0.0343923766725618	0.0958307730980323	0.0343923766725618	0.0343923766725618	0.0321685697074908	0.0403267403088914	0.0343923766725618	0.0343923766725618	0.0385872393780812	0.0321685697074908	0.155986855711675	0.0321685697074908
"Chrysogaster_solstitialis"	1.5836407114441	1.35629380213754	0.432680596032896	0.487180554936798	0.40312267575972	0.210229122298198	0.205970545756468	0.0577240968974346	0.276285507160367	0.18254028806228	0.245389925296896	0.236612026065654	0.092384760702785	0.151192665844939	0.145328981209885	0.205077657720924	0.195172240993408	0.205529698074795	0.106148338401919	0.165217430498823	0.0713945955668313	0.0707558090855719	1.16521743049882	0.165217430498823	0.121237855350354	0.0614891788393147	0.165217430498823	0.121689895704224	0.0575102119485752	0.0398602272221017	0.0838398023705701	0.040312267575972	0.0299548104945851	0.0838398023705701	0.0308955818634702	0.0838398023705701	0.0299548104945851	0.040312267575972	0.0299548104945851	0.0398602272221017	0.0299548104945851	0.0299548104945851	0.0838398023705701	0.040312267575972	0.0299548104945851	0.0299548104945851	0.0813776281282525	0.0838398023705701	0.0308955818634702	0.0838398023705701
"Leptura_rubra"	1.5836407114441	1.35629380213754	0.432680596032896	0.487180554936798	0.40312267575972	0.210229122298198	0.205970545756468	0.0577240968974347	0.276285507160366	0.18254028806228	0.245389925296896	0.236612026065654	0.092384760702785	0.151192665844939	0.145328981209885	0.205077657720924	0.195172240993408	0.205529698074795	0.106148338401919	0.165217430498823	0.0713945955668313	0.0707558090855719	0.165217430498823	1.16521743049882	0.121237855350354	0.0614891788393147	0.165217430498823	0.121689895704224	0.0575102119485752	0.0398602272221017	0.0838398023705701	0.040312267575972	0.0299548104945851	0.0838398023705701	0.0308955818634702	0.0838398023705701	0.0299548104945851	0.040312267575972	0.0299548104945851	0.0398602272221017	0.0299548104945851	0.0299548104945851	0.0838398023705701	0.040312267575972	0.0299548104945851	0.0299548104945851	0.0813776281282525	0.0838398023705701	0.0308955818634702	0.0838398023705701
"Nemophora_degeerella"	0.812194151693955	1.30398902395241	0.432458582268869	1.16943472127143	0.427054135574256	0.245759671042965	0.258246598844219	0.0877052206150521	0.298361281383893	0.189621185132125	0.25962429155726	0.253782828656279	0.105540380793999	0.203859804397547	0.109801904880576	0.216918877999835	0.151177295661276	0.16394326890778	0.17785378548368	0.121237855350354	0.132544973305925	0.134418012476113	0.121237855350354	0.121237855350354	1.17392036408663	0.0668033909673665	0.121237855350354	0.12094475499457	0.0763312999332182	0.0956810226494805	0.0429985139132094	0.0427054135574256	0.0299394403109217	0.0429985139132094	0.0387369898266328	0.0429985139132094	0.0299394403109217	0.0427054135574256	0.0299394403109217	0.0956810226494806	0.0299394403109217	0.0299394403109217	0.0429985139132094	0.0427054135574256	0.0299394403109217	0.0299394403109217	0.0782393414371448	0.0429985139132094	0.0387369898266328	0.0429985139132094
"Olibrus_aeneus"	0.580928349205957	0.512235809787244	1.57581714027954	0.440846295757166	0.262880621788295	0.964549256433713	0.273072532121485	0.126512099889757	0.164807363216499	0.207078123372871	0.123846483398276	0.242240809684504	0.294738301071863	0.17589842375595	0.284532451505721	0.0975584212194466	0.170584211627898	0.0877772410181443	0.119287749509352	0.0614891788393147	0.180751630845189	0.0770301221983546	0.0614891788393147	0.0614891788393147	0.0668033909673664	1.25377742125364	0.0614891788393147	0.0570222107660642	0.201612833415448	0.0360692423801318	0.0307550302520801	0.0262880621788295	0.109095032788584	0.0307550302520801	0.0409608798182228	0.0307550302520801	0.109095032788584	0.0262880621788295	0.109095032788584	0.0360692423801318	0.109095032788584	0.109095032788584	0.0307550302520801	0.0262880621788295	0.109095032788584	0.109095032788584	0.0307341485872347	0.0307550302520801	0.0409608798182228	0.0307550302520801
"Unidentified_sp5_M_PL_038"	1.5836407114441	1.35629380213754	0.432680596032896	0.487180554936799	0.40312267575972	0.210229122298198	0.205970545756468	0.0577240968974347	0.276285507160366	0.18254028806228	0.245389925296896	0.236612026065654	0.092384760702785	0.151192665844939	0.145328981209885	0.205077657720924	0.195172240993408	0.205529698074795	0.106148338401919	0.165217430498823	0.0713945955668313	0.0707558090855719	0.165217430498823	0.165217430498823	0.121237855350354	0.0614891788393147	1.16521743049882	0.121689895704224	0.0575102119485753	0.0398602272221017	0.0838398023705701	0.040312267575972	0.0299548104945851	0.0838398023705701	0.0308955818634702	0.0838398023705701	0.0299548104945851	0.040312267575972	0.0299548104945851	0.0398602272221017	0.0299548104945851	0.0299548104945851	0.0838398023705701	0.040312267575972	0.0299548104945851	0.0299548104945851	0.0813776281282525	0.0838398023705701	0.0308955818634702	0.0838398023705701
"Unidentified_sp6_M_PL_038"	0.809039815702779	1.31430626748952	0.411868043374914	0.514389075996875	1.16068502355291	0.190055128677647	0.245517338278491	0.0909814121900197	0.316672377746488	0.260268420610853	0.279844777004714	0.19228454395107	0.093849811507838	0.149458696458987	0.0998537304209171	0.163776274649423	0.150203837168641	0.237758398059515	0.199096516785999	0.121689895704224	0.0705946482468459	0.0789139796869726	0.121689895704224	0.121689895704224	0.12094475499457	0.0570222107660642	0.121689895704224	1.19492687840466	0.069449904787156	0.0420863789451989	0.042831519654853	0.116068502355291	0.0285139414644171	0.042831519654853	0.0368276007417737	0.042831519654853	0.0285139414644171	0.116068502355291	0.0285139414644171	0.0420863789451989	0.0285139414644171	0.0285139414644171	0.042831519654853	0.116068502355291	0.0285139414644171	0.0285139414644171	0.0788583760493715	0.042831519654853	0.0368276007417737	0.042831519654853
